Date,BRAZIL SMALL CAP
2010-06,1318.9001382992847
2010-07,1446.3970826001494
2010-08,1520.5784839084542
2010-09,1667.411843767651
2010-10,1823.8984681000177
2010-11,1845.6998494445475
2010-12,1948.4288792171692
2011-01,1811.1049302709478
2011-02,1815.7172757192704
2011-03,1904.10567984829
2011-04,2007.3441735455663
2011-05,1987.7737731710818
2011-06,1947.5193331602954
2011-07,1870.01301530017
2011-08,1784.104640359809
2011-09,1432.5191490931481
2011-10,1676.4711895812886
2011-11,1530.3804321487453
2011-12,1481.4461634172792
2012-01,1710.1103777554251
2012-02,1906.4800092232572
2012-03,1858.1643682020444
2012-04,1784.9941345904372
2012-05,1559.7634446422705
2012-06,1573.5038631244656
2012-07,1592.7013519717177
2012-08,1761.6789129080335
2012-09,1813.1673540344157
2012-10,1807.1281920035112
2012-11,1745.5258201340664
2012-12,1918.768006309842
2013-01,1991.8366736995497
2013-02,2002.776355487255
2013-03,1935.840306529891
2013-04,1940.569353971015
2013-05,1760.5729226796266
2013-06,1530.3809692788168
2013-07,1470.3261476387515
2013-08,1400.885106914673
2013-09,1569.642249386833
2013-10,1561.123548239367
2013-11,1444.5904077214366
2013-12,1418.5824156742926
2014-01,1276.8834008999304
2014-02,1295.120306489566
2014-03,1367.521957236797
2014-04,1381.3877900423006
2014-05,1413.7017169619778
2014-06,1485.7866992687434
2014-07,1402.9542543083835
2014-08,1529.1654792574261
2014-09,1263.2944051279906
2014-10,1251.5922595946172
2014-11,1190.2277771712209
2014-12,1060.7840047797426
2015-01,902.7598213316327
2015-02,887.0811316737412
2015-03,796.2970629408023
2015-04,893.3934440983146
2015-05,821.9533040196626
2015-06,829.1260034566445
2015-07,708.5567841661031
2015-08,613.7860640778135
2015-09,543.1823527692557
2015-10,586.2142624287633
2015-11,560.3955506237342
2015-12,539.9679407003376
2016-01,483.2367026773055
2016-02,515.0256369839527
2016-03,642.1820182196328
2016-04,699.8808060685992
2016-05,640.3224722148204
2016-06,788.9066984026218
2016-07,895.9280695614317
2016-08,887.361656025309
2016-09,894.4752553262521
2016-10,994.2836139351404
2016-11,859.7124667948679
2016-12,885.4425466977526
2017-01,1035.0624934597556
2017-02,1112.031668473985
2017-03,1070.4340653501788
2017-04,1103.317357
2017-05,1047.408477
2017-06,1037.608634
2017-07,1196.199377
2017-08,1307.35275
2017-09,1368.357768
2017-10,1304.464708
2017-11,1261.856892
2017-12,1351.631685
2018-01,1493.431367
2018-02,1463.950803
2018-03,1423.594429
2018-04,1391.4994752362152
2018-05,1156.4878381410663
2018-06,1075.1523204516038
2018-07,1169.374707805077
2018-08,1019.5656632652157
2018-09,1033.4288154568926
2018-10,1241.2890734433495
2018-11,1242.1337975582123
2018-12,1269.5477606905338
2019-01,1487.0772390000686
2019-02,1415.259892288927
2019-03,1361.4149039226281
2019-04,1368.2916873483343
2019-05,1407.3005716382763
2019-06,1529.4271305627408
2019-07,1663.7722730409382
2019-08,1528.8593344832257
2019-09,1550.4004133139995
2019-10,1649.7264934930572
2019-11,1638.9699964665504
2019-12,1935.5084142807314
2020-01,1885.0134098426165
2020-02,1641.3099876756419
2020-03,883.4490107777627
2020-04,970.0652264483847
2020-05,1020.1895731021696
2020-06,1152.4230161835633
2020-07,1317.2358044619775
2020-08,1256.3273031488925
2020-09,1172.3112679981668
2020-10,1134.2966096948994
2020-11,1402.8498582828556
2020-12,1557.6812751314812
2021-01,1448.663446246371
2021-02,1397.648039920089
2021-03,1460.82506426033
2021-04,1601.3771397107316
2021-05,1778.163357101976
2021-06,1868.2775024420064
2021-07,1722.4814330770187
2021-08,1667.669640589405
2021-09,1518.851344022744
2021-10,1298.345510203373
2021-11,1247.5207111235452
2021-12,1326.9261587691233
2022-01,1438.3904846957269
2022-02,1429.6729815090307
2022-03,1670.0082064609567
2022-04,1468.6482141099668
2022-05,1523.6745998031472
2022-06,1177.6662952309948
2022-07,1244.9151083109232
2022-08,1361.0242508479057
2022-09,1270.2369542263311
2022-10,1409.2851822893115
2022-11,1264.4783162370754
2022-12,1220.984696819711
2023-01,1332.4926254997722
2023-02,1183.6564701555894
2023-03,1203.889920936012
2023-04,1253.390600261222
2023-05,1370.2978205938236
2023-06,1559.7099145979173
2023-07,1623.6774250619774
