Date,ISRAEL SMALL CAP
1994-05,210.2260214257565
1994-06,178.94746257190428
1994-07,200.8698426737629
1994-08,208.85468238001926
1994-09,207.62361495242138
1994-10,210.0171004031629
1994-11,187.73886395883588
1994-12,197.21143566019092
1995-01,206.631555412526
1995-02,184.5468692816502
1995-03,203.4552572717153
1995-04,208.52229432676629
1995-05,213.4876409699967
1995-06,236.118060664235
1995-07,239.98389829420637
1995-08,249.35236162165523
1995-09,247.64198126600397
1995-10,234.10174268279445
1995-11,229.8169836530182
1995-12,237.87154494909134
1996-01,240.2048472239267
1996-02,252.48882268760562
1996-03,225.79016860782875
1996-04,227.13024844666643
1996-05,213.66565535580042
1996-06,214.73773458751847
1996-07,196.2182291069967
1996-08,200.4525163114945
1996-09,204.91543336547582
1996-10,204.099888934365
1996-11,220.60936978623135
1996-12,243.91566918264303
1997-01,285.6853175519342
1997-02,285.5633041198886
1997-03,273.6196452422225
1997-04,285.5500978270306
1997-05,307.0066251768588
1997-06,306.360670952804
1997-07,347.56491734989385
1997-08,327.0809392806286
1997-09,351.18216215285355
1997-10,313.86086825882677
1997-11,311.8268787770593
1997-12,305.9626229510442
1998-01,277.22843355434827
1998-02,309.62502034915525
1998-03,327.4456014245106
1998-04,326.6469703118203
1998-05,340.35040039233934
1998-06,332.5683860778664
1998-07,337.1226329113937
1998-08,305.588369187782
1998-09,305.34993502508775
1998-10,283.50286304955495
1998-11,308.956511455481
1998-12,305.93375074636555
1999-01,306.77228333718926
1999-02,322.23383938701596
1999-03,356.9056050388672
1999-04,377.61201038171185
1999-05,399.4300496890077
1999-06,450.22372220802777
1999-07,460.7380383629285
1999-08,416.6308148932958
1999-09,428.6469440906285
1999-10,420.96077102516693
1999-11,496.56914789436183
1999-12,565.8019132017964
2000-01,625.6500410802925
2000-02,793.6746977257488
2000-03,656.4973005972578
2000-04,593.4567288031184
2000-05,607.1055943515671
2000-06,635.9984847129141
2000-07,591.7479798466126
2000-08,654.2131733779581
2000-09,620.3426941403893
2000-10,495.5963196041024
2000-11,480.16810517686946
2000-12,491.33966289030366
2001-01,454.90584666869387
2001-02,448.3230412013043
2001-03,385.40790463722686
2001-04,432.0692897344134
2001-05,431.271135846273
2001-06,412.16247156718754
2001-07,412.75715054300235
2001-08,391.81259130405437
2001-09,326.0514115767413
2001-10,339.2209062989171
2001-11,371.49563590383076
2001-12,422.78761196428354
2002-01,384.0957398862398
2002-02,360.11018133689095
2002-03,341.1143559000202
2002-04,302.65681386612647
2002-05,308.5871384187461
2002-06,287.2482363901689
2002-07,302.13192633720166
2002-08,303.7063706760589
2002-09,264.2747187093736
2002-10,258.9259133524763
2002-11,306.10482879550347
2002-12,281.21717369364995
2003-01,267.9284469356886
2003-02,275.5588998130507
2003-03,297.95605359348133
2003-04,351.17766938712305
2003-05,405.7603674670932
2003-06,428.89428278846526
2003-07,407.94066895181896
2003-08,405.8601394972812
2003-09,429.57680290106214
2003-10,477.42477482437215
2003-11,529.5617839359902
2003-12,549.315844288302
2004-01,576.0122412736778
2004-02,573.7063072906296
2004-03,574.9764376075514
2004-04,557.3280697729914
2004-05,555.060518776709
2004-06,595.408044744381
2004-07,558.1519830367417
2004-08,537.5786783321278
2004-09,566.0429286117635
2004-10,552.7172615206733
2004-11,612.6199184179065
2004-12,657.3581959181573
2005-01,656.5608328112272
2005-02,685.6919861845133
2005-03,665.1115213665133
