Date,ISRAEL SMALL CAP
2005-04,663.03933340221
2005-05,689.3677849790854
2005-06,641.8609820837979
2005-07,678.1905500244781
2005-08,682.823486680616
2005-09,694.3137274544692
2005-10,686.4207548204295
2005-11,700.7905791970737
2005-12,725.4587132915358
2006-01,764.1798904150264
2006-02,737.5476973043333
2006-03,747.8728674995524
2006-04,810.7706196771761
2006-05,799.7898002985869
2006-06,754.743416978152
2006-07,741.8505686601196
2006-08,764.1808568762349
2006-09,790.3241963342581
2006-10,860.5702115645063
2006-11,885.6015920833651
2006-12,868.5262096719377
2007-01,886.5829840448462
2007-02,903.5145766125268
2007-03,915.672292032986
2007-04,989.8454709695186
2007-05,1000.0
2007-06,960.1401928736838
2007-07,946.350291713715
2007-08,927.5152930746912
2007-09,997.1136129089922
2007-10,1054.5547643420243
2007-11,1001.0031515480116
2007-12,988.5066749868475
2008-01,921.6059422539869
2008-02,901.4424745392477
2008-03,858.4674716491074
2008-04,876.890684877386
2008-05,968.9538128812487
2008-06,843.1112591188668
2008-07,801.2638388591979
2008-08,764.2868062103115
2008-09,684.7385679527532
2008-10,482.5288304230719
2008-11,432.3829539197648
2008-12,409.3653483368032
2009-01,445.64620599457436
2009-02,421.7800946237576
2009-03,457.83931736375393
2009-04,543.5118063622476
2009-05,617.0877223879244
2009-06,663.1305324806291
2009-07,777.6842798130422
2009-08,792.3138300596581
2009-09,808.2905137156145
2009-10,873.89533085776
2009-11,881.2570863032867
2009-12,915.0393773058023
2010-01,974.5767856254938
2010-02,978.2739482957608
2010-03,1061.8496502619557
2010-04,1031.8877183452203
2010-05,874.3017353054215
2010-06,849.814486051211
2010-07,902.0387415828008
2010-08,905.7635504401991
2010-09,1022.9671366094801
2010-10,1095.5467739835562
2010-11,1045.460367369151
2010-12,1171.040516453902
2011-01,1107.6667484412158
2011-02,1112.4711424402583
2011-03,1168.883513318593
2011-04,1188.2732271673597
2011-05,1098.1326700642257
2011-06,1048.8874396043957
2011-07,1041.6388863600444
2011-08,855.7142832215252
2011-09,785.1997684542982
2011-10,877.8918051730117
2011-11,808.3799065806571
2011-12,775.5511100311272
2012-01,832.4484970666554
2012-02,802.0191925664799
2012-03,854.2655649390209
2012-04,897.924215269193
2012-05,802.4229118570101
2012-06,771.1816418415171
2012-07,798.9356266279608
2012-08,827.3003898378427
2012-09,933.8009612789332
2012-10,1019.9188765010967
2012-11,1101.7737671905704
2012-12,1136.7501132007028
2013-01,1142.2161776418645
2013-02,1183.9502530835382
2013-03,1231.1299790201906
2013-04,1272.7106776764745
2013-05,1284.034601876965
2013-06,1261.7725366420675
2013-07,1376.9319984061344
2013-08,1332.8085642860196
2013-09,1437.6584478112263
2013-10,1449.4992844253427
2013-11,1485.6970334332323
2013-12,1532.9169180385436
2014-01,1465.737725210263
2014-02,1546.8084465672666
2014-03,1562.4823902401076
2014-04,1537.4199235412473
2014-05,1535.8198360294314
2014-06,1534.8401529075131
2014-07,1516.4342967042667
2014-08,1478.1714824706025
2014-09,1469.3227273217694
2014-10,1357.3413900207959
2014-11,1318.6426518785258
2014-12,1285.8617419573554
2015-01,1265.2935928020074
2015-02,1346.815325484809
2015-03,1395.7523363868434
2015-04,1469.279923195123
2015-05,1430.1495205458532
2015-06,1446.1215337786039
2015-07,1518.7888941571564
2015-08,1419.2068296636303
2015-09,1375.6862842318399
2015-10,1449.5384094673402
2015-11,1461.0382235103593
2015-12,1431.1924471925834
2016-01,1357.6066804274428
2016-02,1366.773747046516
2016-03,1457.1098846772431
2016-04,1506.8120500072985
2016-05,1496.843919201254
2016-06,1453.2006455929386
2016-07,1571.3515546245617
2016-08,1619.7833573847968
2016-09,1613.4833112751023
2016-10,1582.4266779007708
2016-11,1653.0355811568425
2016-12,1661.4435719348776
2017-01,1770.7459599061917
2017-02,1886.0581587845963
2017-03,1948.748846026593
2017-04,2016.829585
2017-05,2087.944189
2017-06,2061.371076
2017-07,2042.910853
2017-08,2059.812969
2017-09,2131.661485
2017-10,2197.741121
2017-11,2266.377321
2017-12,2250.577154
2018-01,2347.533391
2018-02,2286.528452
2018-03,2236.570815
2018-04,2199.484432492607
2018-05,2286.5054990395283
2018-06,2218.7780946851376
2018-07,2256.7542664575435
2018-08,2515.592168411273
2018-09,2541.3166644798466
2018-10,2345.3275889482143
2018-11,2403.089309295274
2018-12,2257.324143051332
2019-01,2462.508572621254
2019-02,2596.745721723849
2019-03,2576.6864045271072
2019-04,2758.9120676695816
2019-05,2747.710053336652
2019-06,2859.3516331205406
2019-07,2983.191575244107
2019-08,2955.346513774277
2019-09,3117.956706162321
2019-10,3137.661254723938
2019-11,3310.0711159211437
2019-12,3348.1917575597504
2020-01,3352.113955424623
2020-02,3157.1937437480806
2020-03,2481.9544430025276
2020-04,2816.129102731078
2020-05,2798.181305436089
2020-06,2621.638413108545
2020-07,2809.4836548899143
2020-08,3048.0230658323862
2020-09,2885.9523265545668
2020-10,2976.3716942446977
2020-11,3426.0179390316152
2020-12,3655.917192066379
2021-01,3666.3789919773126
2021-02,3713.7347000876302
2021-03,3774.3499490702925
2021-04,4033.1254698520665
2021-05,4168.587350414652
2021-06,4265.472072728351
2021-07,4249.565661326539
2021-08,4366.8033610242255
2021-09,4430.970756902413
2021-10,4726.851318111467
2021-11,4780.719601471128
2021-12,5043.237380994045
2022-01,4940.03393420714
2022-02,4911.485903082083
2022-03,5015.029503588474
2022-04,4764.241312572666
2022-05,4369.6331992711675
2022-06,3967.2191342387673
2022-07,4339.486560791404
2022-08,4637.678429616632
2022-09,3898.5697053729787
2022-10,3984.8834173808277
2022-11,4003.3425726744917
2022-12,3675.150620293025
2023-01,3824.399951220398
2023-02,3379.559714204487
2023-03,3372.8749512993177
2023-04,3342.507320503139
2023-05,3362.9551842777933
2023-06,3488.5892419679744
2023-07,3763.1571980065746
