Date,COLOMBIA SMALL CAP
1994-05,143.3797399797524
1994-06,142.5599740969713
1994-07,137.84423236625767
1994-08,128.92987798580748
1994-09,121.34601404707254
1994-10,113.92711065630003
1994-11,110.56549460941493
1994-12,112.6636057515912
1995-01,123.7879714352039
1995-02,114.67988129315073
1995-03,106.11986223317707
1995-04,99.7782827499561
1995-05,101.72868504793149
1995-06,106.32188240188029
1995-07,107.84269464888456
1995-08,99.75460411736817
1995-09,93.69377058598205
1995-10,87.07078238749105
1995-11,88.6935287318059
1995-12,87.5024213300343
1996-01,84.84288573882012
1996-02,95.55196535762937
1996-03,90.60593809925827
1996-04,91.53309413117353
1996-05,90.3986683395548
1996-06,89.320291020642
1996-07,87.9300724782972
1996-08,86.40588291768069
1996-09,92.6422736539957
1996-10,94.54094562453973
1996-11,94.90266980221374
1996-12,97.71959999514625
1997-01,101.06226525609837
1997-02,104.75800111982703
1997-03,106.32446922025099
1997-04,107.27431720341072
1997-05,113.9319353268405
1997-06,114.145763575969
1997-07,118.66960920526019
1997-08,122.34065670653533
1997-09,124.5969335567522
1997-10,128.5691637504992
1997-11,116.14990101534825
1997-12,118.41025418151244
1998-01,105.82311094227128
1998-02,94.39187252020642
1998-03,91.23933068475945
1998-04,92.59052267928008
1998-05,88.47189985528021
1998-06,85.49267270827264
1998-07,82.11640389114714
1998-08,71.06243337625799
1998-09,64.75376831639745
1998-10,60.057445405353285
1998-11,75.06824183238888
1998-12,77.03395110864325
1999-01,71.1085782577728
1999-02,72.62733336433006
1999-03,76.62863784052642
1999-04,93.35351644890314
1999-05,91.67782905085507
1999-06,81.85103283672846
1999-07,75.20876552885017
1999-08,69.34911768948592
1999-09,65.98611178248474
1999-10,66.56190980452931
1999-11,71.1065634026614
1999-12,74.75735298884182
2000-01,79.50976556182228
2000-02,73.40416541598756
2000-03,70.49076022989297
2000-04,67.08678029727525
2000-05,58.443898347125234
2000-06,52.43571198851565
2000-07,55.94645964509461
2000-08,51.04093965754655
2000-09,50.672064998248075
2000-10,51.13471610164073
2000-11,50.82334710139905
2000-12,49.12181808096228
2001-01,54.893974566851966
2001-02,58.77751698524799
2001-03,52.211654191356274
2001-04,52.14682957068414
