Date,KUWAIT SMALL CAP
2020-05,208.21170270520142
2020-06,218.8543215330004
2020-07,209.05396395115773
2020-08,206.77036903490892
2020-09,218.73140866427977
2020-10,227.42653441558983
2020-11,236.22471974533778
2020-12,247.47297184340047
2021-01,255.58715481418358
2021-02,257.40111851797343
2021-03,265.65284180881514
2021-04,289.8464331543946
2021-05,287.05153251134055
2021-06,298.86884009321375
2021-07,300.0053056334495
2021-08,303.4355258278548
2021-09,306.63830385355755
2021-10,318.35330079653954
2021-11,300.51034801139815
2021-12,319.1028629494198
2022-01,334.24265285913305
2022-02,352.1315330783559
2022-03,366.11598447238646
2022-04,382.3579176674045
2022-05,366.4638052464161
2022-06,332.3998315837117
2022-07,345.37146811415926
2022-08,345.21392360922704
2022-09,298.5685919380837
2022-10,304.5341551357362
2022-11,316.84301462439566
2022-12,303.599323541626
2023-01,302.1354712826315
2023-02,300.66765215040937
2023-03,297.58482192264404
2023-04,311.4468608955607
2023-05,303.2747938958171
2023-06,311.10231071509656
2023-07,319.2855484024177
