Date,BELGIUM SMALL CAP
2000-12,100.0
2001-01,101.363814386791
2001-02,103.0083791537757
2001-03,92.40766860670591
2001-04,96.04350250193284
2001-05,93.06229325061683
2001-06,89.12437438801426
2001-07,91.97107181468577
2001-08,89.79461817877524
2001-09,77.65568257943302
2001-10,76.75134750672864
2001-11,79.71744462409517
2001-12,83.65771294951462
2002-01,82.42515863446721
2002-02,81.35393897131631
2002-03,82.75337838356336
2002-04,85.2123878898345
2002-05,86.52913142805679
2002-06,87.80808459878621
2002-07,83.124317837407
2002-08,81.3331296781274
2002-09,75.3860025215693
2002-10,80.3247766264213
2002-11,79.964809309888
2002-12,84.73336117090383
2003-01,86.11676000926023
2003-02,80.1072792296141
2003-03,81.65504731492301
2003-04,95.29782043519334
2003-05,103.98022165970002
2003-06,107.07567485639973
2003-07,107.50796054403376
2003-08,111.45303402761702
2003-09,116.82269666498192
2003-10,120.87594095974761
2003-11,127.78922584823661
2003-12,135.05644404716554
2004-01,141.24760307296813
2004-02,143.0977832769592
2004-03,136.69779273094198
2004-04,133.10666234336549
2004-05,139.03551955949163
2004-06,146.3398733374626
2004-07,144.67282105146472
2004-08,149.35466288787012
2004-09,153.4522379429382
2004-10,163.1673269342825
2004-11,181.23817104167628
2004-12,185.6271362887465
2005-01,184.4881493871537
2005-02,201.86546141432243
2005-03,198.67212182302686
2005-04,195.48299972214346
2005-05,186.51052243526456
2005-06,188.56977332127153
2005-07,195.60537763249397
2005-08,200.8324044899272
2005-09,204.82396767834274
2005-10,198.37619646679775
2005-11,192.67529995698925
2005-12,198.9031446248366
2006-01,214.7182647718356
2006-02,217.25923956220973
2006-03,225.02490863931507
2006-04,245.0552142267194
2006-05,234.45617578881988
2006-06,240.30874791513153
2006-07,237.95116996750932
2006-08,240.9027782498376
2006-09,244.0324816952121
2006-10,252.10020117716277
2006-11,260.9292224556347
2006-12,268.6149452926683
2007-01,271.2248727602379
2007-02,283.76859864393145
2007-03,300.0550321537928
2007-04,312.48822739676916
2007-05,328.75348481247136
2007-06,331.97293033356726
2007-07,330.0596767374326
2007-08,322.4160112010638
2007-09,320.231434430383
2007-10,335.3019222971323
2007-11,324.72188252470283
2007-12,321.6988261105986
2008-01,292.5413221022048
2008-02,301.5474470919554
2008-03,303.7858081185377
2008-04,303.6364758266628
2008-05,313.544511544132
2008-06,291.4723628446406
2008-07,276.268949852348
2008-08,275.8648809956508
2008-09,230.44593961977193
2008-10,161.7406075655779
2008-11,142.78764848012176
2008-12,149.8005200981306
2009-01,140.95936176001845
2009-02,132.98417779552864
2009-03,135.56473794585702
2009-04,166.9198084634155
2009-05,187.05106374212343
2009-06,186.79458591164345
2009-07,201.42013481837478
2009-08,227.3007784616103
2009-09,242.18012656499243
2009-10,243.68752943673317
2009-11,249.6114958601149
2009-12,245.883445759675
2010-01,246.50980795361895
2010-02,245.7179493841796
2010-03,262.4953640406565
2010-04,255.87031713312714
2010-05,227.467239064828
2010-06,223.01545607409713
2010-07,252.47413785872226
2010-08,246.3383105110952
2010-09,282.3633858724052
2010-10,306.1867916855184
2010-11,276.0795231365447
2010-12,304.9253224691407
2011-01,309.96465066679633
