Date,BELGIUM SMALL CAP
2011-02,319.11865680515695
2011-03,333.66896532665584
2011-04,351.8990249390766
2011-05,339.7069607072734
2011-06,336.2054701169952
2011-07,316.6356549380716
2011-08,297.90007698367833
2011-09,256.2612032317871
2011-10,271.5766103493105
2011-11,252.8234166847881
2011-12,248.14067296393588
2012-01,262.96804353449335
2012-02,276.2119298796629
2012-03,283.8192206100233
2012-04,276.27050305484744
2012-05,248.01668048146445
2012-06,255.48853314670552
2012-07,257.0299365587816
2012-08,261.59716511401666
2012-09,282.0472372830517
2012-10,286.4112623887669
2012-11,286.9484378381521
2012-12,303.6508886823299
2013-01,321.87097428815775
2013-02,314.6575669127545
2013-03,301.93749040050557
2013-04,314.19556253860236
2013-05,312.07439608875967
2013-06,300.36628208194304
2013-07,313.9367627312079
2013-08,305.1704346731768
2013-09,327.7391922311435
2013-10,342.03076662977384
2013-11,339.543430141931
2013-12,351.17593755517095
2014-01,344.7563856415198
2014-02,370.73039002502077
2014-03,379.59053836609996
2014-04,385.07832088906457
2014-05,378.9663828943835
2014-06,372.17359197562575
2014-07,368.9679931881775
2014-08,367.28174034510823
2014-09,348.7342059414903
2014-10,343.25086504869034
2014-11,353.0940520084023
2014-12,352.6734390335675
2015-01,347.3223124766147
2015-02,362.39311317334887
2015-03,351.27736787920185
2015-04,372.79268822139835
2015-05,386.33810627463976
2015-06,380.3612391570527
2015-07,401.5345314791323
2015-08,377.8750045602119
2015-09,362.35045521650443
2015-10,383.3221312994703
2015-11,368.3062347960263
2015-12,391.3450121225502
2016-01,361.5295514029197
2016-02,359.64415691055103
2016-03,387.18551630950486
2016-04,388.05987284784425
2016-05,404.2405134633081
2016-06,389.1417059466079
2016-07,401.0923540526211
2016-08,396.25735625699076
2016-09,413.65177827919035
2016-10,401.05744943842615
2016-11,383.2624012579585
2016-12,402.5444175875969
2017-01,408.1954469051378
2017-02,415.1452221929014
2017-03,441.42873206245656
2017-04,454.146256
2017-05,473.309463
2017-06,464.152591
2017-07,476.93268
2017-08,478.887991
2017-09,499.467529
2017-10,496.761171
2017-11,495.726789
2017-12,505.668164
2018-01,561.806493
2018-02,541.083765
2018-03,511.433975
2018-04,507.83695304124217
2018-05,501.6807003377595
2018-06,487.3533689168197
2018-07,510.75327031834297
2018-08,500.57658831171295
2018-09,485.0345317760447
2018-10,451.6232640915428
2018-11,456.7464454653185
2018-12,436.40315054081213
2019-01,470.5459114214714
2019-02,473.49347426140656
2019-03,484.8864597683976
2019-04,507.19565332640246
2019-05,487.2711499082471
2019-06,512.1815570522682
2019-07,536.0627093955572
2019-08,534.1113323784778
2019-09,533.7037349524107
2019-10,570.6750897212197
2019-11,585.8800789677937
2019-12,610.3749466605345
2020-01,601.6849627610508
2020-02,552.2268310856002
2020-03,501.43070282910907
2020-04,532.1075405256827
2020-05,583.8856259540338
2020-06,586.6039935616611
2020-07,606.4413596256662
2020-08,638.5682858126164
2020-09,628.5378794438783
2020-10,564.9163523853832
2020-11,666.2512344016035
2020-12,689.361650416481
2021-01,697.3035592236974
2021-02,714.3669024143115
2021-03,700.3260861897451
2021-04,734.0836922516293
2021-05,775.3075300270166
2021-06,760.8675388757391
2021-07,791.6113210809935
2021-08,812.6108642168861
2021-09,756.1719010031946
2021-10,795.2657100567009
2021-11,766.0299434924026
2021-12,815.9942082707616
2022-01,776.776158295908
2022-02,759.774508789079
2022-03,782.1743920217784
2022-04,739.9790320555712
2022-05,721.9503422223646
2022-06,640.6276380863932
2022-07,662.2283551310786
2022-08,628.2924276044176
2022-09,543.1327260557565
2022-10,559.6256611570185
2022-11,591.6182776539446
2022-12,613.3880094661097
2023-01,645.9225754781801
2023-02,653.2559546143914
2023-03,651.296500523548
2023-04,664.5723840942213
2023-05,624.1679760351012
2023-06,632.2247735823876
2023-07,661.6294990580003
