Date,MSCI WORLD ex EMU
1987-12,41.47014903
1988-01,42.98793468
1988-02,45.21109171
1988-03,46.66836423
1988-04,47.25367995
1988-05,46.28210765
1988-06,46.16894821
1988-07,47.15029532
1988-08,44.42915221
1988-09,46.22994284
1988-10,49.132858660000004
1988-11,50.99487433
1988-12,51.40453891
1989-01,53.5701414
1989-02,53.26837155
1989-03,52.85470654
1989-04,53.98536633
1989-05,52.754772599999995
1989-06,51.81948847
1989-07,57.80077389
1989-08,56.26278697
1989-09,57.77568626
1989-10,55.96377569
1989-11,58.05534773
1989-12,59.26095997
1990-01,56.21674588
1990-02,53.67705431
1990-03,49.53042433
1990-04,48.75452162
1990-05,54.54323095
1990-06,53.9180953
1990-07,54.12426402
1990-08,49.38425015
1990-09,44.40837209
1990-10,48.52530573
1990-11,47.68849417
1990-12,49.028952180000005
1991-01,50.95013663
1991-02,55.64569289
1991-03,54.46496931
1991-04,54.9889924
1991-05,56.0976365
1991-06,52.85545232
1991-07,55.45384173
1991-08,55.12553393
1991-09,56.534213460000004
1991-10,57.73961311
1991-11,54.88550857
1991-12,58.88371068
1992-01,57.58384231
1992-02,56.2555548
1992-03,53.42497798
1992-04,54.14267284
1992-05,56.20148856
1992-06,54.07752364
1992-07,54.65469115
1992-08,56.20033037
1992-09,55.82767551
1992-10,54.56412269
1992-11,55.78188194
1992-12,56.28287494
1993-01,56.31893745
1993-02,57.47366151
1993-03,61.01261654
1993-04,64.17653884
1993-05,65.91141292
1993-06,65.45097287
1993-07,66.90783753
1993-08,69.43137697
1993-09,68.02944842000001
1993-10,69.82658902
1993-11,65.70015413
1993-12,68.68263063
1994-01,73.54329701
1994-02,72.68386017
1994-03,69.06750494
1994-04,70.95028379
1994-05,71.6896655
1994-06,71.71418436
1994-07,72.59231552
1994-08,74.91560313000001
1994-09,73.17981331
1994-10,75.17515011
1994-11,71.87617363
1994-12,72.63788396
1995-01,71.44172736
1995-02,72.34191956000001
1995-03,76.04624622
1995-04,78.61971658
1995-05,79.24656019999999
1995-06,79.12446779999999
1995-07,83.00713336
1995-08,81.56777102
1995-09,84.21498537000001
1995-10,82.88214413
1995-11,86.16847411
1995-12,88.57177437
1996-01,90.00255595
1996-02,90.47027384
1996-03,92.13807831
1996-04,94.48488711
1996-05,94.41538509
1996-06,94.78716198000001
1996-07,91.23371223000001
1996-08,92.34308406
1996-09,96.11061398
1996-10,96.74137903
1996-11,102.19439987
1996-12,100.0
1997-01,101.16120787
1997-02,102.45450176
1997-03,99.35113728
1997-04,103.56015405000001
1997-05,110.55921121
1997-06,115.79144888
1997-07,120.97422361612286
1997-08,113.10322952435536
1997-09,118.37650052673503
1997-10,112.36164894930167
1997-11,114.32076128172719
1997-12,115.21428319901852
1998-01,118.12192427333547
1998-02,125.81808433458222
1998-03,129.87797782394446
1998-04,130.50519047637314
1998-05,127.124280716501
1998-06,130.45614016210433
1998-07,129.19912245767088
1998-08,112.31854405081774
1998-09,115.81031727654822
1998-10,126.59666240912857
1998-11,134.1207068944611
1998-12,140.44450025552413
1999-01,144.45967026419802
1999-02,141.3313450674188
1999-03,148.453542595384
1999-04,154.7022160557279
1999-05,149.33789691548455
1999-06,156.92240727795613
1999-07,156.47267582870091
1999-08,155.45484804975337
1999-09,153.8112498350777
1999-10,162.14937617513925
1999-11,166.45812439599982
1999-12,177.9822519283702
2000-01,167.95278173268767
2000-02,165.09379494530705
2000-03,179.34487261531433
2000-04,172.03728786017018
2000-05,166.81833860595953
2000-06,172.634612092355
2000-07,167.8511115786739
2000-08,175.41190330520934
2000-09,165.98304700248346
2000-10,163.07700725373664
2000-11,152.3815526014333
2000-12,153.17280936859567
2001-01,156.62151186285269
2001-02,143.88995023709705
2001-03,134.77810620440047
2001-04,144.55532618815383
2001-05,144.33754782328066
2001-06,140.03489383372758
2001-07,137.69675117322473
2001-08,130.81946048566894
2001-09,120.33308416421715
2001-10,122.06229036387622
2001-11,129.53698387870662
2001-12,129.87048120120969
2002-01,126.54980154394885
2002-02,125.40217187299683
2002-03,130.64947581513192
2002-04,125.82893246814228
2002-05,126.19768600349462
2002-06,117.91326775703432
2002-07,109.11872872903248
2002-08,109.22674611584375
2002-09,98.24839949811664
2002-10,104.73418783460409
2002-11,110.21997166664048
2002-12,104.88369520777094
2003-01,101.75254634784565
2003-02,100.39280846122143
2003-03,100.53405391416206
2003-04,108.41121241938033
2003-05,114.4226578083648
2003-06,116.49450774449102
2003-07,118.7923298071213
2003-08,121.78643467143745
2003-09,122.62737096235256
2003-10,129.64736820889195
2003-11,130.91019414444023
2003-12,138.59935546930978
2004-01,140.82476844075907
2004-02,143.18522371274608
2004-03,143.09077229105617
2004-04,140.06270308156735
2004-05,141.29244414638214
2004-06,144.16598895044197
2004-07,139.63408138716898
2004-08,140.46220246349196
2004-09,142.59201691427253
2004-10,145.4806247219341
2004-11,152.6336428719404
2004-12,158.15294039923538
2005-01,154.6002645047233
2005-02,159.14776854221643
2005-03,156.27268742952683
2005-04,153.45379557464975
2005-05,156.4343257854563
2005-06,157.63433767940032
2005-07,162.83379602623518
2005-08,164.25853604321605
2005-09,168.55870943095513
2005-10,164.92982846674536
2005-11,170.79725819718718
2005-12,174.13538657703072
2006-01,181.16151493282655
2006-02,180.63355350299054
2006-03,183.98867789103514
2006-04,189.2583902499142
2006-05,182.7173384626662
2006-06,182.6859061046137
2006-07,183.7879919639037
2006-08,188.2490331532888
2006-09,190.40732305862807
2006-10,197.36366488636185
