Date,AC PACIFIC
1987-12,100.0
1988-01,104.9902
1988-02,112.3892
1988-03,121.1376
1988-04,122.7311
1988-05,118.0875
1988-06,114.1792
1988-07,119.363
1988-08,110.5358
1988-09,114.8033
1988-10,124.197
1988-11,134.3898
1988-12,135.1588
1989-01,136.4788
1989-02,138.2256
1989-03,133.9042
1989-04,134.1166
1989-05,126.7201
1989-06,121.1682
1989-07,136.8472
1989-08,128.5005
1989-09,136.355
1989-10,132.7518
1989-11,139.1264
1989-12,139.3672
1990-01,131.5806
1990-02,118.9647
1990-03,97.8476
1990-04,98.4531
1990-05,112.1004
1990-06,107.7039
1990-07,107.0453
1990-08,96.7125
1990-09,81.4689
1990-10,98.7883
1990-11,87.8799
1990-12,91.7192
1991-01,94.6141
1991-02,106.3334
1991-03,100.7926
1991-04,103.3282
1991-05,102.9
1991-06,96.2053
1991-07,99.3465
1991-08,94.3343
1991-09,101.5258
1991-10,105.7921
1991-11,99.1805
1991-12,102.288
1992-01,98.6421
1992-02,91.9483
1992-03,83.504
1992-04,79.7877
1992-05,85.7544
1992-06,79.3766
1992-07,78.2598
1992-08,88.4946
1992-09,86.7668
1992-10,84.143
1992-11,85.5863
1992-12,84.6261
1993-01,84.6006
1993-02,88.6302
1993-03,98.8582
1993-04,114.4472
1993-05,117.8138
1993-06,115.9905
1993-07,122.724
1993-08,126.4916
1993-09,122.0226
1993-10,125.4302
1993-11,108.5343
1993-12,117.0688
1994-01,129.4773
1994-02,132.1028
1994-03,124.6783
1994-04,130.0816
1994-05,133.5554
1994-06,137.4317
1994-07,134.9737
1994-08,137.8499
1994-09,134.4966
1994-10,138.0446
1994-11,130.1118
1994-12,130.8309
1995-01,122.21661545722418
1995-02,119.74089586715523
1995-03,128.2724925969661
1995-04,133.46557119045377
1995-05,129.40590136379922
1995-06,124.27280459772486
1995-07,132.72665479055127
1995-08,127.61553298620395
1995-09,128.83487645229985
1995-10,122.89693354697907
1995-11,128.2501840658519
1995-12,134.55618577719187
1996-01,135.64531401729226
1996-02,133.990750884891
1996-03,137.72377403114461
1996-04,144.69231586712675
1996-05,138.71443390753436
1996-06,138.51785832180698
1996-07,131.67113649668258
1996-08,128.65114025701274
1996-09,132.57432171567
1996-10,126.06734674621323
1996-11,129.80412400732408
1996-12,123.43654079536448
1997-01,114.58714654639483
1997-02,116.59952817169176
1997-03,112.31054915465856
1997-04,114.39607053939955
1997-05,124.49720167112153
1997-06,132.0246083044853
1997-07,129.31848499999967
1997-08,115.21826898080349
1997-09,114.20121154402915
1997-10,99.42159173584976
1997-11,93.57969985907715
1997-12,89.06208489636562
1998-01,93.79969237106532
1998-02,97.93999082671267
1998-03,92.7105801276859
1998-04,90.38414792773474
1998-05,83.69220860808136
1998-06,82.91404461673774
1998-07,81.75736682941512
1998-08,71.73355174790193
1998-09,71.89330027394136
1998-10,84.70278483520715
1998-11,89.44097753296278
1998-12,92.11877947629483
1999-01,92.6300344617827
1999-02,90.66929918499353
1999-03,101.898500133331
1999-04,110.08798280018634
1999-05,103.80789474606436
1999-06,114.89269723285352
1999-07,121.89112474772604
1999-08,121.13125626677216
1999-09,124.67583247553178
1999-10,129.57882661507136
1999-11,136.49876763222176
1999-12,145.2132650604594
2000-01,139.5440205058872
2000-02,135.2528308850939
2000-03,144.70885283537945
2000-04,134.14821507323418
2000-05,126.7223463762315
2000-06,135.48636672779026
2000-07,122.88340997241299
2000-08,128.0503268764698
2000-09,119.84667541045683
2000-10,112.34419325393294
2000-11,108.03900641126381
2000-12,103.66138013634138
2001-01,106.29415457451671
2001-02,101.41890297619612
2001-03,95.94094440149831
2001-04,101.41788787177805
2001-05,101.14022340933612
2001-06,96.78942375199514
2001-07,90.60405180641226
2001-08,88.80508051675817
2001-09,78.92715303106904
2001-10,80.3606314320063
2001-11,84.09203750749901
2001-12,82.15709856844838
2002-01,78.99633903798005
2002-02,81.09471821639626
2002-03,85.92155910536636
2002-04,89.19455212434613
2002-05,92.86787207379652
2002-06,88.0667405381807
2002-07,82.51434236656064
2002-08,81.8181358170454
2002-09,76.86050652885694
2002-10,74.78139891347725
2002-11,77.83413754279026
2002-12,75.16869078413912
2003-01,73.64992635128135
2003-02,73.0369229989256
2003-03,70.68008965299508
2003-04,71.79025290352979
2003-05,75.73375076737585
2003-06,80.65531797927136
2003-07,84.15636699511025
2003-08,91.35457364209776
2003-09,95.40286878099397
2003-10,101.09999578653108
2003-11,98.8194580656171
2003-12,105.51334972020894
2004-01,108.32849566364818
2004-02,109.83757381849162
2004-03,118.50946041054871
2004-04,111.9048339369309
2004-05,108.93105651550171
2004-06,112.47884408654839
2004-07,107.5810947749017
2004-08,109.60968705516409
2004-09,109.89362090272729
2004-10,112.74570307419394
2004-11,119.81699993441467
2004-12,125.11090748844681
2005-01,123.71218957442954
2005-02,128.08705645410146
2005-03,124.24443706135946
2005-04,121.7361741549722
2005-05,121.74697585858289
2005-06,123.46612283890502
2005-07,126.78670992671174
2005-08,130.94622600171607
2005-09,142.1292405905509
2005-10,137.6132067449022
2005-11,144.32076050086366
2005-12,154.45723579394797
2006-01,163.45283067231549
2006-02,162.20743078068313
2006-03,165.33556380064246
2006-04,173.19315659572385
2006-05,162.3451170499791
2006-06,161.13601518640974
2006-07,160.9319289359904
2006-08,164.31511622729025
2006-09,163.7369225463915
2006-10,168.4155987442226
2006-11,173.69188903300554
2006-12,179.2186164920557
2007-01,179.34649787531512
2007-02,184.77937997870515
2007-03,186.01445079739196
2007-04,187.59341249654372
2007-05,192.83790177357935
2007-06,196.60635096061412
2007-07,200.60865221572624
2007-08,196.26351304757608
2007-09,210.7644025840885
2007-10,220.24110527912032
2007-11,208.13194088829735
2007-12,201.99766818735057
2008-01,184.41319213044173
2008-02,190.45526594230793
2008-03,181.5366369259207
2008-04,195.40540893498053
2008-05,196.78316358185361
2008-06,180.55967250510082
2008-07,174.5681458189095
2008-08,165.45795413969392
2008-09,142.4899458292204
2008-10,114.96368524200831
2008-11,111.0531042791135
2008-12,120.49709814051623
2009-01,111.68351821412122
2009-02,101.28043279041306
2009-03,109.52618960307129
2009-04,122.94194899519799
2009-05,137.17162857657829
2009-06,139.1982416588414
2009-07,151.14630308328768
2009-08,153.79833010257948
2009-09,160.26913124716174
2009-10,158.44051466029768
2009-11,159.77772767563823
2009-12,163.57249953876524
2010-01,158.9199815952312
2010-02,160.8754698736058
2010-03,171.0827836411867
2010-04,172.1986286589425
2010-05,155.54182343684238
2010-06,154.4828688390014
2010-07,163.91188448829178
2010-08,160.77321378868334
2010-09,174.56912789658531
2010-10,178.9163982940795
2010-11,178.8014985840698
2010-12,191.4902150395144
2011-01,191.33530095026845
2011-02,193.1217135528701
2011-03,190.6987138957037
2011-04,196.48694994276008
2011-05,192.6918352943282
2011-06,191.1050179365112
2011-07,194.44733288135154
2011-08,178.6228018005416
2011-09,162.4693730190193
2011-10,174.87476822432157
2011-11,164.20245852425913
2011-12,165.22894027304025
2012-01,177.60043726414654
2012-02,186.82465604925622
2012-03,184.66272742965972
2012-04,183.25711482538668
2012-05,165.3626063325185
2012-06,172.52221892004994
2012-07,175.2056029534296
2012-08,174.30053049226544
2012-09,181.5936978187929
2012-10,181.1979164205385
2012-11,185.2929298070548
2012-12,192.80451727696897
2013-01,198.4860020161768
2013-02,202.4017738131896
2013-03,204.12619926899984
2013-04,214.24476485202746
2013-05,203.7802598257973
2013-06,198.2539186412858
2013-07,201.55137974139967
2013-08,199.64271418423732
2013-09,213.36227157462122
2013-10,218.6646236060374
2013-11,218.89562742834292
2013-12,217.70050111890274
2014-01,207.69046987440348
2014-02,212.69853481993957
2014-03,213.3461526022863
2014-04,212.58229929375833
2014-05,219.6315745817636
2014-06,226.3325999142805
2014-07,231.83212772292813
2014-08,230.71417447122926
2014-09,219.57507173648924
2014-10,221.77694695900473
2014-11,220.08072960727858
2014-12,216.48241766091004
2015-01,219.88390206188635
2015-02,229.66182198866795
2015-03,231.31341560740398
2015-04,243.81237094715266
2015-05,240.85917878376105
2015-06,233.34850712251432
2015-07,226.5021919601506
2015-08,207.7899576565149
2015-09,198.59086098765792
2015-10,216.42126649621414
2015-11,212.70303655236452
2015-12,213.24102554457048
2016-01,196.07078690615947
2016-02,193.3188236873667
2016-03,209.90806258855463
2016-04,213.90128174564177
2016-05,210.72203774263997
2016-06,211.23402009515712
2016-07,223.85775049592704
2016-08,227.0496637687743
2016-09,231.3983313793009
2016-10,230.30984733648933
2016-11,225.59573721608106
2016-12,225.06693449124606
2017-01,236.2709527615587
2017-02,241.8172714895029
2017-03,245.58538707349092
2017-04,248.88181
2017-05,256.010423
2017-06,260.412914
2017-07,270.293206
2017-08,272.238273
2017-09,274.547582
2017-10,285.863812
2017-11,290.587858
2017-12,296.539116
2018-01,314.410462
2018-02,303.95496
2018-03,297.744804
2018-04,299.87098897712013
2018-05,297.67872281754853
2018-06,287.6805509293439
2018-07,289.3067872194597
2018-08,287.33440347369736
2018-09,289.9057829366295
2018-10,261.82189010248413
2018-11,268.2907670111172
2018-12,256.2831784911604
2019-01,275.106197828451
2019-02,279.2656303622954
2019-03,281.59621938960015
2019-04,286.38699384992856
2019-05,268.64479927777853
2019-06,284.18737211407193
2019-07,282.79280902711105
2019-08,273.93918774567766
2019-09,281.30414263832574
2019-10,293.54614615887886
2019-11,295.1091815634056
2019-12,308.7395913248017
2020-01,299.58727704945653
2020-02,281.6963551062752
2020-03,251.54114381153926
2020-04,271.1030519402485
2020-05,277.05400667309607
2020-06,291.1917986247516
2020-07,303.6658943906574
2020-08,319.40836568102725
2020-09,315.541239051967
2020-10,318.7434587878227
2020-11,351.67461837034136
2020-12,371.2672441096727
2021-01,379.85923560835755
2021-02,384.3554391306315
2021-03,379.57410120079743
2021-04,385.51260423417426
2021-05,389.49075225386594
2021-06,388.5703962022409
2021-07,367.7869439765042
2021-08,374.5489232220254
2021-09,367.12408859775286
2021-10,367.46735998418404
2021-11,353.740327
2021-12,359.9895368088843
2022-01,343.42294510706694
2022-02,340.5029460724839
2022-03,337.43443400168786
2022-04,314.31856845034304
2022-05,318.32691654344353
2022-06,298.2337272625574
2022-07,301.54484832616413
2022-08,297.27734776450086
2022-09,260.47502911872533
2022-10,254.09023966334786
2022-11,295.0776043024879
2022-12,296.12953896584213
2023-01,322.6924292027774
2023-02,303.45281917664835
2023-03,313.8501995096403
2023-04,309.14692885871835
2023-05,304.98859261400037
2023-06,315.2228709769498
