Date,MSCI AC FAR EAST ex JAPAN
1996-02,508.97915695568327
1996-03,513.0757944431967
1996-04,527.4342106171727
1996-05,522.3010028524116
1996-06,511.7772303542515
1996-07,474.9064880066212
1996-08,492.05338047739195
1996-09,504.47997079824995
1996-10,494.95024887175396
1996-11,523.2875172028687
1996-12,519.9558911884598
1997-01,527.511727776023
1997-02,529.4733114418746
1997-03,500.53383043909184
1997-04,487.75955054943984
1997-05,512.5277938885512
1997-06,526.2301879859488
1997-07,528.7928955898404
1997-08,431.43158762440896
1997-09,428.1902348947511
1997-10,323.73324291843824
1997-11,303.1417833323727
1997-12,289.5752582928246
1998-01,265.1889969070893
1998-02,326.03158640867406
1998-03,318.07430720162955
1998-04,285.3205427126311
1998-05,241.1319452145782
1998-06,214.8848747806149
1998-07,208.9233176646264
1998-08,176.63989953255765
1998-09,195.67242579325801
1998-10,249.1040486315155
1998-11,271.79233220998475
1998-12,275.61984302517095
1999-01,266.6151687042783
1999-02,261.8931149157257
1999-03,291.3319410361723
1999-04,358.6000755187716
1999-05,342.47540287540846
1999-06,401.8859522571937
1999-07,386.49298109451
1999-08,392.8163024793376
1999-09,361.376109541689
1999-10,378.7779845003782
1999-11,416.56831547261714
1999-12,446.808915094575
2000-01,437.2228552078941
2000-02,414.18060330297146
2000-03,433.85781540412455
2000-04,398.53188571779333
2000-05,366.17478620293076
2000-06,383.59781210307216
2000-07,369.9105466747173
2000-08,365.2672077362582
2000-09,323.0233626594493
2000-10,297.79910519700735
2000-11,282.95358379996446
2000-12,282.40040121964347
2001-01,320.34134694673276
2001-02,304.8067682943085
2001-03,272.404708608309
2001-04,273.46488302080473
2001-05,271.9192620999956
2001-06,266.2268554938815
2001-07,256.1037482678048
2001-08,252.01469819880828
2001-09,211.92767509293824
2001-10,222.80790485826589
2001-11,253.5437167803448
2001-12,276.51407485364587
2002-01,287.88676413356893
2002-02,288.69434676180816
2002-03,309.784943549618
2002-04,314.20113866760227
2002-05,308.12018451869466
2002-06,291.57827889222887
2002-07,280.9555248787822
2002-08,274.76054051468856
2002-09,243.52828046770463
2002-10,256.5510072677995
2002-11,269.5015738342644
2002-12,250.98379859653565
2003-01,253.9563480843375
2003-02,242.827022477262
2003-03,231.7506077987606
2003-04,240.22706076197753
2003-05,261.06525012987794
2003-06,276.27731312567784
2003-07,300.079634098238
2003-08,322.1137370869935
2003-09,323.60678097283
2003-10,351.0149881229364
2003-11,345.73137304045207
2003-12,363.8206131679652
2004-01,388.4906656147629
2004-02,402.98351545091145
2004-03,395.0783365259485
2004-04,372.100054314716
2004-05,363.46067570031124
2004-06,359.99129493442996
2004-07,350.4657688415516
2004-08,368.90716350647983
2004-09,381.8916679186784
2004-10,383.50191287665274
2004-11,416.5182504665821
2004-12,427.83885639075874
2005-01,431.6764909066227
2005-02,457.0470390726675
2005-03,435.64591562093824
2005-04,431.37131684629884
2005-05,441.6418006547852
2005-06,452.0178072995719
2005-07,482.0004530838971
2005-08,466.62519230660286
2005-09,490.3026228775723
2005-10,459.57097034688167
2005-11,492.44390875967264
2005-12,521.2884649946706
2006-01,559.2154852655171
2006-02,557.9117670050288
2006-03,564.0166768690384
2006-04,604.3582529576944
2006-05,563.6957185650076
2006-06,560.388904567728
2006-07,561.4009256660138
2006-08,578.1670402913235
2006-09,595.62719805415
2006-10,611.2486030671756
2006-11,659.8680654295541
2006-12,689.1206478928617
2007-01,678.5390124367456
2007-02,683.9298055898034
2007-03,699.1800907197769
2007-04,724.8369746481434
2007-05,765.83585189409
2007-06,808.1128490860613
2007-07,868.0666531657522
2007-08,858.8998541173261
2007-09,959.5712168832383
2007-10,1055.393600591066
2007-11,956.995275887707
2007-12,943.5404605343197
2008-01,813.5693359220224
2008-02,870.4413693440262
2008-03,824.5226649732201
2008-04,889.0742461297776
2008-05,867.5283545578013
2008-06,771.7562054937003
2008-07,759.9775452460775
2008-08,703.2202481606516
2008-09,588.2186962570921
2008-10,449.5011578276081
2008-11,425.1284109463558
2008-12,468.11702146657086
2009-01,441.1970608579248
2009-02,414.3289418221266
2009-03,472.2420786698085
2009-04,550.1007161612296
2009-05,627.0594730488106
2009-06,625.5686133713725
2009-07,710.6177101934459
2009-08,685.9058402729098
2009-09,744.8433868382602
2009-10,744.1088818261655
2009-11,759.10374543528
2009-12,792.9229791214834
2010-01,744.4884551050909
2010-02,747.6613683620437
2010-03,799.9519135539966
2010-04,816.7385271198319
2010-05,748.0744132325264
2010-06,758.4251618219229
2010-07,808.1620789897886
2010-08,799.5751259694437
2010-09,885.23494868137
2010-10,909.6870308111286
2010-11,902.3195886953752
2010-12,949.8759286359863
2011-01,955.3618565483542
2011-02,916.345235204282
2011-03,969.0439078694186
2011-04,1011.3194656578733
2011-05,1001.1992490466515
2011-06,973.9753127776066
2011-07,989.9515372166027
2011-08,895.1543363800055
2011-09,770.9524073789441
2011-10,866.6257909083521
2011-11,802.000485914701
2011-12,812.0356579267154
2012-01,891.8068130095768
2012-02,946.6047892482695
2012-03,919.0281281816783
2012-04,923.8048324265453
2012-05,837.370527663435
2012-06,859.6694372184857
2012-07,885.3985705337147
2012-08,879.9045831927343
2012-09,935.551156908528
2012-10,936.4485787018531
2012-11,960.7524610238269
2012-12,993.8886001619238
2013-01,1007.3528035840362
2013-02,1013.8192292562475
2013-03,991.8152632747871
2013-04,1007.0551054638663
2013-05,996.1093857198642
2013-06,940.521843891465
2013-07,962.4694756754664
2013-08,956.2898742271659
2013-09,1005.5449801245359
2013-10,1044.4978549422517
2013-11,1049.5246518343165
2013-12,1034.1780625297476
2014-01,981.5544054663488
2014-02,1015.7592953186337
2014-03,1019.2172139306823
2014-04,1028.444878271159
2014-05,1064.8903216440515
2014-06,1088.4794034721133
2014-07,1133.0481755182147
2014-08,1139.2731070233406
2014-09,1067.69682899101
2014-10,1086.4459030064133
2014-11,1088.4011669432518
2014-12,1070.2949096333032
2015-01,1091.5920682345773
2015-02,1112.4050866786754
2015-03,1122.3581864784444
2015-04,1218.813918758595
2015-05,1181.4786866772424
2015-06,1134.0832738785664
2015-07,1053.5108799355714
2015-08,949.2035824539282
2015-09,930.2944580445323
2015-10,1011.3448768349191
2015-11,978.7412006533852
2015-12,971.6072686583686
2016-01,896.5988364467125
2016-02,894.8011555458845
2016-03,993.702186101051
2016-04,983.4338886863553
2016-05,967.0575105484342
2016-06,995.38946555468
2016-07,1043.2241563825626
2016-08,1081.3124807903666
2016-09,1102.3087596101948
2016-10,1084.3962291537366
2016-11,1058.6572803585066
2016-12,1035.4509079993284
2017-01,1101.779293292404
2017-02,1136.1436454458549
2017-03,1170.000055764102
2017-04,1195.850954
2017-05,1251.55559
2017-06,1275.918668
2017-07,1342.045042
2017-08,1363.997478
2017-09,1368.01434
2017-10,1428.848571
2017-11,1440.038044
2017-12,1476.152848
2018-01,1594.737179
2018-02,1518.404622
2018-03,1498.991165
2018-04,1504.5285008082105
2018-05,1488.6973754716728
2018-06,1412.417471586476
2018-07,1416.830308174009
2018-08,1399.5740999991824
2018-09,1393.1987768575666
2018-10,1236.2520507151942
2018-11,1295.0191120329457
2018-12,1256.8400192272147
2019-01,1362.7593369641231
2019-02,1394.3722926933422
2019-03,1407.2864405269643
2019-04,1436.3449934605587
2019-05,1299.6252760192622
2019-06,1397.4989617197762
2019-07,1379.5283178437753
2019-08,1317.2778684356413
2019-09,1337.407271238006
2019-10,1398.5942564757365
2019-11,1403.2928843309537
2019-12,1506.1575167527749
2020-01,1432.8735812879333
2020-02,1399.3000513968161
2020-03,1251.4970921738623
2020-04,1355.1779106354325
2020-05,1341.8213619195062
2020-06,1457.0624423330694
2020-07,1579.2770283011132
2020-08,1635.813099176417
2020-09,1608.1734299477032
2020-10,1655.8521202821642
2020-11,1787.9835759011676
2020-12,1903.5470303266534
2021-01,1996.1182256051231
2021-02,2012.3100263644242
2021-03,1950.3803505900332
2021-04,2006.9723174846652
2021-05,2014.051191206359
2021-06,2013.8440558225218
2021-07,1842.3486391732445
2021-08,1862.6698889006623
2021-09,1771.7686438659891
2021-10,1802.0129763598331
2021-11,1729.968327
2021-12,1747.764167902401
2022-01,1688.5765260752157
2022-02,1653.8815089407494
2022-03,1591.2728840522961
2022-04,1499.3686627725529
2022-05,1523.7659438689802
2022-06,1462.5507521516652
2022-07,1420.6814718827893
2022-08,1410.0388923280489
2022-09,1212.9597899792857
2022-10,1116.698108178456
2022-11,1362.6671849743136
2022-12,1375.8491362436785
2023-01,1518.893848139918
2023-02,1409.528760568594
2023-03,1464.8127863209359
2023-04,1418.8402431639347
2023-05,1380.6571657353925
2023-06,1414.1141467137084
