Date,ACWI ex GREECE
1998-12,1000.0
1999-01,1019.5372680242617
1999-02,993.5786856688205
1999-03,1039.450260209473
1999-04,1084.235163714331
1999-05,1046.6287879708264
1999-06,1099.4736417090226
1999-07,1094.1924900318534
1999-08,1092.5474959049377
1999-09,1080.4604990170963
1999-10,1134.9538165049646
1999-11,1170.1040574167691
1999-12,1267.6656179515905
2000-01,1198.8354829828907
2000-02,1202.6698051240617
2000-03,1282.805137854991
2000-04,1225.7934613535413
2000-05,1194.6661338584272
2000-06,1235.4507184758854
2000-07,1198.7153427240842
2000-08,1237.0031746182688
2000-09,1168.2991983029276
2000-10,1145.3046167106677
2000-11,1074.4918576643574
2000-12,1091.7359366160995
2001-01,1119.6118291349576
2001-02,1025.4239079949527
2001-03,956.4044485258396
2001-04,1026.0287738144323
2001-05,1014.8924854726084
2001-06,983.6656803634797
2001-07,968.4230072805902
2001-08,923.7857528741972
2001-09,839.5766397638174
2001-10,857.3048041184486
2001-11,910.0245263718717
2001-12,918.6175879575012
2002-01,893.46207644065
2002-02,887.0079829787346
2002-03,927.1389299500376
2002-04,897.7267362060478
2002-05,898.8964155813745
2002-06,843.9366539458815
2002-07,773.1479855062394
2002-08,775.1441433666013
2002-09,690.1646536359312
2002-10,741.1030165348548
2002-11,781.6715487902361
2002-12,744.3583223563854
2003-01,722.5878408329463
2003-02,709.9778922537844
2003-03,707.3938227632074
2003-04,770.4528645200191
2003-05,815.2728011870519
2003-06,830.8405995364859
2003-07,849.1445085527007
2003-08,869.3293977685709
2003-09,874.952065210166
2003-10,928.0488254049751
2003-11,942.1694822316823
2003-12,1001.8569146894212
2004-01,1018.9529830642293
2004-02,1037.7789266460932
2004-03,1032.2669490862065
2004-04,1008.4170245602722
2004-05,1016.9498519267381
2004-06,1037.5755827459384
2004-07,1004.6904745239465
2004-08,1011.1990926054901
2004-09,1032.4641024532907
2004-10,1057.7814984147135
2004-11,1115.757881115282
2004-12,1159.1339140221144
2005-01,1134.7398150630645
2005-02,1174.369897085026
2005-03,1149.2330427576549
2005-04,1124.6111984040576
2005-05,1146.501576601864
2005-06,1158.5615139007969
2005-07,1201.624619317945
2005-08,1211.3306430761738
2005-09,1248.1536429978585
2005-10,1214.775544922625
2005-11,1259.6721049605378
2005-12,1290.8439915726685
2006-01,1354.4757441591482
2006-02,1352.8261330004036
2006-03,1382.0208554446017
2006-04,1428.6926867337768
2006-05,1373.699839099805
2006-06,1373.645022353754
2006-07,1383.320660396462
2006-08,1419.8511061460858
2006-09,1436.806292971761
2006-10,1490.8739556203432
2006-11,1533.6326513585814
2006-12,1568.2473986184862
2007-01,1583.9605814056495
2007-02,1576.3901678948446
