Date,EUROPE ex EMU
2001-01,152.38315745091728
2001-02,140.99161381234535
2001-03,130.72063912252304
2001-04,138.6049765735075
2001-05,134.5922648272376
2001-06,129.6706399862778
2001-07,129.69072978015944
2001-08,128.06867300496117
2001-09,119.09089005604555
2001-10,121.28363316551241
2001-11,124.89757873979694
2001-12,127.77779529684192
2002-01,121.57225257814531
2002-02,122.16887991492713
2002-03,128.2829948494375
2002-04,128.48367794029136
2002-05,128.1402982979725
2002-06,123.05779862318875
2002-07,112.70882980283714
2002-08,111.86093710459636
2002-09,100.70926323666794
2002-10,107.88093416711514
2002-11,111.7068098371215
2002-12,108.72648777546631
2003-01,102.26469885782991
2003-02,99.70139445659862
2003-03,99.60657272967912
2003-04,110.94547933314276
2003-05,117.75196173368806
2003-06,118.48169345764435
2003-07,120.39649474205585
2003-08,119.95016188536516
2003-09,124.31178912359387
2003-10,131.81640394409783
2003-11,136.31393741642228
2003-12,146.6812106181373
2004-01,147.63178368268223
2004-02,153.40684743604686
2004-03,149.81425399536357
2004-04,149.49197045919527
2004-05,152.32227936531325
2004-06,152.92139131146567
2004-07,150.27113597410514
2004-08,150.79907527752442
2004-09,156.20613343685707
2004-10,159.614851674732
2004-11,171.11469401492798
2004-12,176.8774188920663
2005-01,174.15195182903906
2005-02,183.35926627648797
2005-03,178.6578604827138
2005-04,176.83550167489364
2005-05,176.30245421527835
2005-06,178.27220291204847
2005-07,182.76369892550292
2005-08,187.4423045421548
2005-09,191.57764281203856
2005-10,186.87770821417678
2005-11,189.0130926104309
2005-12,194.863020649166
2006-01,206.50029372759715
2006-02,205.01813717884804
2006-03,212.09270593284356
2006-04,224.9586761466353
2006-05,219.1973630029307
2006-06,220.42991262990805
2006-07,225.18307164283686
2006-08,230.9136314480349
2006-09,231.23359165338198
2006-10,242.07507994288437
2006-11,249.23462845173333
2006-12,256.5667383780076
2007-01,257.92763247252293
2007-02,255.94198285680514
2007-03,264.9418430260501
2007-04,280.10263188030837
2007-05,282.8229460565224
2007-06,283.8654248637834
2007-07,278.42161741696486
2007-08,275.1485604025673
2007-09,286.8827392351836
2007-10,299.640476284869
2007-11,286.1811467145689
2007-12,278.36539096380864
2008-01,253.53064829673292
2008-02,258.3683538474368
2008-03,256.2507984931408
2008-04,269.2055718087915
2008-05,269.7951994742182
2008-06,251.60002138335847
2008-07,243.32589682366705
2008-08,235.22041966472938
2008-09,200.61450705001081
2008-10,163.61776614324523
2008-11,151.94490815806066
2008-12,153.18339232601033
2009-01,141.17699186420393
2009-02,129.09608790804458
2009-03,135.90680216619535
2009-04,152.8031747223502
2009-05,172.05235116475092
2009-06,169.92927866940218
2009-07,187.42534552984634
2009-08,198.22159114440367
2009-09,204.14639940440753
2009-10,206.76349040501705
2009-11,211.8452849904089
2009-12,216.14031163141615
2010-01,207.16375964343203
2010-02,206.30532733800857
2010-03,219.0300380964081
2010-04,216.44793352559643
2010-05,192.13793312393028
2010-06,191.6740387118042
2010-07,211.64872157347781
2010-08,208.57115779973117
2010-09,227.75988079933194
2010-10,235.1094567330545
2010-11,224.4132467855162
2010-12,242.98562049338702
2011-01,246.61451302180066
2011-02,256.11396626171216
2011-03,252.14841516016367
2011-04,271.8564575165191
2011-05,268.0709418554812
2011-06,258.5974170745662
2011-07,257.1020747037764
2011-08,237.43387188099476
2011-09,213.75633906701566
2011-10,238.32240204618506
2011-11,230.03247953308914
2011-12,230.58747783941416
2012-01,238.69018228704581
2012-02,253.62681278343288
2012-03,252.29615597960813
2012-04,253.55210861495922
2012-05,224.2974301814283
2012-06,240.22351950459964
2012-07,245.1251628197026
2012-08,252.29547049752287
2012-09,259.02510993301445
2012-10,260.94587483782925
2012-11,266.5738953145017
2012-12,272.08095511871625
2013-01,287.52524724137345
2013-02,283.6204321909944
2013-03,286.54191784685065
2013-04,296.4625596587506
2013-05,294.19318542907826
2013-06,280.8216718060777
2013-07,298.7057988425511
2013-08,296.08978073634677
2013-09,313.55330726302594
2013-10,322.91070373357775
2013-11,325.9938857759163
2013-12,333.8703767092907
2014-01,322.2243814384511
2014-02,345.9090532005813
2014-03,339.40546403000496
2014-04,350.74956452491364
2014-05,354.06534393045473
2014-06,354.9221836564162
2014-07,347.04639459755447
2014-08,349.65538310360364
2014-09,335.2535634926015
2014-10,328.394046040645
2014-11,332.78660416772084
2014-12,320.87952022745816
2015-01,320.45516641687027
2015-02,339.64579664219207
2015-03,327.36527020418555
2015-04,346.45851854778846
2015-05,346.84568259523235
2015-06,334.132504998573
2015-07,342.5892983643749
2015-08,318.2559500690936
2015-09,304.3230867914704
2015-10,322.432041006281
2015-11,315.80745245278587
2015-12,309.01085150983215
2016-01,288.9251503391975
2016-02,286.1091858187401
2016-03,300.6283584738895
2016-04,310.4668733884104
2016-05,309.12988068054767
2016-06,300.25313369323396
2016-07,308.636860587311
2016-08,307.8078434063466
2016-09,310.3818867820718
2016-10,294.2780050924768
2016-11,291.7644299980352
2016-12,304.05281436752165
2017-01,312.2230308062979
2017-02,316.8194428081294
2017-03,323.8710176189126
2017-04,333.775229
2017-05,350.01276
2017-06,346.381928
2017-07,354.161885
2017-08,353.266887
2017-09,362.931611
2017-10,362.907293
2017-11,363.581817
2017-12,375.749674
2018-01,389.645484
2018-02,366.378301
2018-03,362.963397
2018-04,372.56932679005183
2018-05,366.56679180813103
2018-06,364.84588975576895
2018-07,375.6091206899634
2018-08,366.8286087549687
2018-09,371.32520632000035
2018-10,347.30904725349717
2018-11,344.11069602277746
2018-12,329.5595180527608
2019-01,350.9462062527864
2019-02,363.55113533452345
2019-03,369.05393682731454
2019-04,377.6722452787401
2019-05,360.9343114981442
2019-06,382.63896826137585
2019-07,375.8369806855004
2019-08,365.6436376749892
2019-09,375.7958485766882
2019-10,386.5112158996337
2019-11,392.55630896183425
2019-12,411.8642122242634
2020-01,403.49449064855315
2020-02,363.8466657393291
2020-03,322.7866825742284
2020-04,341.34992115640085
2020-05,350.900215129978
2020-06,358.580557418973
2020-07,372.5333109069538
2020-08,385.6330052326403
2020-09,374.4969914629099
2020-10,355.7210773406476
2020-11,404.1905249788346
2020-12,425.0171549629897
2021-01,421.48949797407784
2021-02,427.15632800983497
2021-03,440.50763678093773
2021-04,460.82063028707535
2021-05,480.72200812306085
2021-06,477.5023038796313
2021-07,489.1065666305819
2021-08,494.03512800956946
2021-09,472.3639066858004
2021-10,496.671138574515
2021-11,475.20185013187927
2021-12,509.48735771063866
2022-01,487.6350410034725
2022-02,485.0600240783446
2022-03,492.8720247042156
2022-04,471.312495639365
2022-05,469.0261511041459
2022-06,428.8380701046235
2022-07,451.2028351697062
2022-08,423.62144207961984
2022-09,386.98177481213446
2022-10,408.6358423999963
2022-11,449.10065624654015
2022-12,449.58492638330983
2023-01,475.7902249009838
2023-02,473.4597437477465
2023-03,481.8496633643052
2023-04,508.0639786615147
2023-05,478.21913069688435
2023-06,494.0296711479601
