Date,EFM EUROPE + CIS (E+C) ex RU
2021-02,507.40404050968766
2021-03,485.3666925727556
2021-04,516.632039269388
2021-05,567.6633045755578
2021-06,550.2095021472327
2021-07,563.6213709551912
2021-08,600.5965981219922
2021-09,573.2845338561884
2021-10,589.998049196994
2021-11,535.367974123914
2021-12,555.6848008015324
2022-01,553.302681751674
2022-02,495.2745295262322
2022-03,512.8244059624824
2022-04,468.92956829935974
2022-05,459.3350375591267
2022-06,415.37519461354435
2022-07,421.554353387876
2022-08,413.3982845979293
2022-09,368.8759574025358
2022-10,419.84209030838406
2022-11,484.4683308979249
2022-12,508.308840054022
2023-01,527.2972501301936
2023-02,538.0668747562105
2023-03,521.0045981121216
2023-04,548.2249259647444
2023-05,538.1425421741341
2023-06,575.026965246007
