Date,ACWI ex JAPAN
2004-08,548.8794445558232
2004-09,562.9987260726693
2004-10,576.8083440379248
2004-11,608.876692571208
2004-12,631.8596303050738
2005-01,618.7356898081279
2005-02,641.360885735562
2005-03,627.3935931538305
2005-04,614.244656151201
2005-05,627.9226633939347
2005-06,635.261746520679
2005-07,660.6156124017183
2005-08,662.0622541167896
2005-09,677.2079801165495
2005-10,657.9923747770958
2005-11,681.8690387261338
2005-12,694.0805059676283
2006-01,728.3198462506509
2006-02,728.1951882416549
2006-03,743.449672282071
2006-04,769.003153806758
2006-05,741.5906909064973
2006-06,742.554046805269
2006-07,748.9149663355699
2006-08,769.7183634912907
2006-09,781.4311998408951
2006-10,812.6959158175505
2006-11,838.0268268860431
2006-12,856.7274245410861
2007-01,865.5975571378149
2007-02,857.0844671575633
2007-03,877.9568065048134
2007-04,923.6189198423288
2007-05,953.4047116835438
2007-06,950.9833377808498
2007-07,935.3667403568585
2007-08,935.8154973941689
2007-09,989.2607791175183
2007-10,1032.2647385120408
2007-11,984.5433600131598
2007-12,976.6522613634236
2008-01,893.581571175065
2008-02,896.2076636399999
2008-03,885.7188425645361
2008-04,934.4087880773814
2008-05,949.3054809156247
2008-06,870.401852461968
2008-07,848.8055716880439
2008-08,832.451185325027
2008-09,727.6841874741411
2008-10,580.0762743131916
2008-11,539.1182158727946
2008-12,556.2035323268964
2009-01,507.71622717110876
2009-02,459.95154282665936
2009-03,501.39315864603253
2009-04,562.2950313886478
2009-05,618.8519189191002
2009-06,614.1236736128274
2009-07,671.4814270874283
2009-08,695.5512531943274
2009-09,732.3094353249235
2009-10,721.832716328803
2009-11,755.4992672477215
2009-12,772.3064913978487
2010-01,734.6672435366987
2010-02,744.4391831674706
2010-03,793.755746074704
2010-04,795.7834866550643
2010-05,720.0223332442914
2010-06,697.3463852679417
2010-07,757.5335045544622
2010-08,730.4919331403015
2010-09,804.1800872276848
2010-10,834.5881709147594
2010-11,813.1168924724401
2010-12,872.6938665123794
2011-01,887.8021846287976
2011-02,912.6750370944287
2011-03,920.0497406352833
2011-04,961.1944238603706
2011-05,941.0982911561294
2011-06,924.3124867738586
2011-07,905.5230990609532
2011-08,840.4579978764829
2011-09,755.550455906894
2011-10,844.7606731745968
2011-11,820.9698529039152
2011-12,818.8906374662745
2012-01,867.6698281859343
2012-02,911.7858446919764
2012-03,917.7348275765058
2012-04,909.4996259549163
2012-05,828.8031583046293
2012-06,870.035692320043
2012-07,885.016611662951
2012-08,906.823706269482
2012-09,936.3216607578648
2012-10,931.2128780931328
2012-11,942.8242274727919
2012-12,962.4475220411321
2013-01,1007.8021269123428
2013-02,1005.9848469863773
2013-03,1022.3085324311209
2013-04,1047.1536483389166
2013-05,1050.320376932351
2013-06,1015.9137945871677
2013-07,1068.7231781565008
2013-08,1047.0102619186882
2013-09,1098.6031602071275
2013-10,1146.9404365188384
2013-11,1163.6334641287363
2013-12,1185.0488759607774
2014-01,1137.7905856888212
2014-02,1198.5231434251234
2014-03,1206.076615227482
2014-04,1221.578908043174
2014-05,1246.9172224814458
2014-06,1267.7629893383391
2014-07,1250.9878395085952
2014-08,1283.6308174144892
2014-09,1239.8992182368963
2014-10,1250.9143026537583
2014-11,1273.7456494110947
2014-12,1249.236944813138
2015-01,1226.2474909388293
2015-02,1294.6174822488463
2015-03,1272.016906165203
2015-04,1308.9161033642104
2015-05,1306.7103766119878
2015-06,1275.8437077705046
2015-07,1287.863405562581
2015-08,1198.9867085444407
2015-09,1159.3268003358494
2015-10,1248.457241130198
2015-11,1238.939548637926
2015-12,1214.8719363640996
2016-01,1144.2645982864324
2016-02,1139.102244930357
2016-03,1226.7778990749546
2016-04,1242.487041807687
2016-05,1246.4181751780175
2016-06,1241.5098863157734
2016-07,1293.1887306348751
2016-08,1298.1609016279065
2016-09,1305.479299381966
2016-10,1280.2784525300342
2016-11,1294.299941106358
2016-12,1324.1208565024206
2017-01,1359.522718652654
2017-02,1400.283621505468
2017-03,1420.1292041304575
2017-04,1443.56899
2017-05,1475.865401
2017-06,1482.475511
2017-07,1525.446142
2017-08,1532.648637
2017-09,1562.684411
2017-10,1592.231093
2017-11,1622.407046
2017-12,1650.411039
2018-01,1745.391315
2018-02,1668.825037
2018-03,1633.934757
2018-04,1650.9492206522957
2018-05,1656.1372705126003
2018-06,1650.6098832623454
2018-07,1704.5255459898908
2018-08,1719.5090103865184
2018-09,1723.9801017461757
2018-10,1596.554495579317
2018-11,1622.0973732148907
2018-12,1508.066603
2019-01,1629.8852326097413
2019-02,1677.8544776853892
2019-03,1700.7520039026124
2019-04,1761.7856380990609
2019-05,1656.1870763198776
2019-06,1769.0748171851042
2019-07,1775.1185739877926
2019-08,1732.035577713101
2019-09,1766.5175855858577
2019-10,1812.4257640406117
2019-11,1860.2338556280683
2019-12,1928.6410716645087
2020-01,1908.23896060052
2020-02,1756.4616397860207
2020-03,1511.7337264810385
2020-04,1681.0604433856295
2020-05,1753.2235782801565
2020-06,1814.4124511887117
2020-07,1920.535227401629
2020-08,2036.8516385620583
2020-09,1965.7167232465454
2020-10,1917.2326490351895
2020-11,2154.077976090036
2020-12,2255.719179798037
2021-01,2246.9367918094963
2021-02,2300.995405403348
2021-03,2366.1828641567377
2021-04,2480.449324121031
2021-05,2520.4805935108875
2021-06,2557.140372
2021-07,2578.688437721601
2021-08,2643.174151826485
2021-09,2523.7639029834572
2021-10,2667.4008970042173
2021-11,2604.114008
2021-12,2712.4249523886424
2022-01,2580.006223079524
2022-02,2511.9665804253827
2022-03,2571.715196341507
2022-04,2368.0665434783587
2022-05,2370.550178358972
2022-06,2170.99464340471
2022-07,2325.0179007461766
2022-08,2238.8761522144127
2022-09,2026.3598344959903
2022-10,2152.729034441219
2022-11,2318.4635625896094
2022-12,2222.6937569439124
2023-01,2383.845636525832
2023-02,2317.7553596847274
2023-03,2389.491344311497
2023-04,2426.526701970526
2023-05,2398.261116385601
2023-06,2541.0323878483605
