Date,EUROPE ex SWITZERLAND
1980-02,238.33119363
1980-03,205.05495269
1980-04,225.27348824
1980-05,232.15830474
1980-06,249.39905978000002
1980-07,253.80797458
1980-08,256.43968789999997
1980-09,261.5905917
1980-10,272.94364161
1980-11,270.01294844
1980-12,258.57949831
1981-01,250.8406858
1981-02,248.63012403000002
1981-03,253.71524121000002
1981-04,253.0719469
1981-05,232.62054541
1981-06,225.87947219
1981-07,220.23218272
1981-08,228.13530743
1981-09,204.94532029
1981-10,212.44990372
1981-11,239.46330619
1981-12,231.28369847000002
1982-01,236.46736593
1982-02,227.29089552
1982-03,226.95201546
1982-04,234.96101882
1982-05,235.84079179
1982-06,217.14623341
1982-07,222.26609398
1982-08,223.79525621
1982-09,229.75653079
1982-10,232.03198186
1982-11,234.36332068000002
1982-12,244.91332519
1983-01,245.17401597
1983-02,255.6894926
1983-03,270.37411737
1983-04,293.50734881
1983-05,291.70303665
1983-06,297.04092722
1983-07,292.19488258
1983-08,287.02011803
1983-09,291.71773076
1983-10,290.8786029
1983-11,299.45152473
1983-12,300.61696204000003
1984-01,315.42627393
1984-02,325.7316151
1984-03,334.11216342
1984-04,329.54728256
1984-05,304.88926875
1984-06,305.41964789
1984-07,285.37888666
1984-08,310.05394654
1984-09,306.00198008
1984-10,306.37346783
1984-11,305.97987252
1984-12,308.4647037
1985-01,323.1556124
1985-02,310.27422326
1985-03,347.01495527000003
1985-04,356.6714574
1985-05,375.98123884
1985-06,378.01811393
1985-07,412.43501334
1985-08,433.6516406
1985-09,441.71556707
1985-10,489.60414645000003
1985-11,526.46684279
1985-12,546.33970993
1986-01,560.0357391
1986-02,630.36920189
1986-03,684.83965748
1986-04,749.98431656
1986-05,682.0484058999999
1986-06,711.31798509
1986-07,705.85656576
1986-08,783.54858991
1986-09,732.32862001
1986-10,736.79894484
1986-11,774.37917884
1986-12,795.21293595
1987-01,833.12708891
1987-02,868.77857311
1987-03,912.96954315
1987-04,952.88691828
1987-05,950.61220562
1987-06,975.96079725
1987-07,1006.17609342
1987-08,1013.12380574
1987-09,1019.2134728999999
1987-10,824.52699686
1987-11,789.32060539
1987-12,838.43434069
1988-01,805.60854643
1988-02,853.22838757
1988-03,880.25682323
1988-04,898.7786235
1988-05,883.30121426
1988-06,873.2776179800001
1988-07,877.0150573
1988-08,836.00067548
1988-09,883.11249639
1988-10,964.35652775
1988-11,976.1639689
1988-12,982.28159842
1989-01,1023.24242238
1989-02,1009.66537739
1989-03,1018.5541566200001
1989-04,1046.97286395
1989-05,994.94977276
1989-06,1028.18255643
1989-07,1148.65078572
1989-08,1133.68073789
1989-09,1155.0306455300001
1989-10,1078.36259048
1989-11,1138.7384714
1989-12,1269.07310096
1990-01,1266.11103001
1990-02,1233.67721654
1990-03,1256.4364550999999
1990-04,1222.27624294
1990-05,1314.3131687999999
1990-06,1362.8883548200001
1990-07,1423.84994328
1990-08,1284.0909603
1990-09,1132.57690736
1990-10,1231.54936327
1990-11,1247.25189733
1990-12,1228.26497534
1991-01,1268.1104699100001
1991-02,1381.49046475
1991-03,1287.3379299800001
1991-04,1272.94209282
1991-05,1309.85036715
1991-06,1201.49560168
1991-07,1286.0367187
1991-08,1311.91767637
1991-09,1353.71656319
1991-10,1323.77490984
1991-11,1291.8000712
1991-12,1393.10618866
1992-01,1392.35394746
1992-02,1397.9859275200001
1992-03,1347.46236538
1992-04,1427.03920139
1992-05,1506.73896082
1992-06,1473.20837248
1992-07,1414.55506078
1992-08,1407.45449625
1992-09,1372.45078034
1992-10,1280.09168964
1992-11,1285.12980317
1992-12,1309.53527798
1993-01,1313.82083255
1993-02,1332.10805463
1993-03,1399.44933605
1993-04,1430.17771219
1993-05,1436.85987372
1993-06,1414.00004513
1993-07,1420.35152585
1993-08,1548.14866017
1993-09,1537.89168995
1993-10,1600.03713429
1993-11,1561.0561241423777
1993-12,1677.6269327414263
1994-01,1755.6719112322119
1994-02,1698.8035424993175
1994-03,1647.9886960644787
1994-04,1727.4961086665348
1994-05,1646.2312626980022
1994-06,1625.5818504046629
1994-07,1725.8232035742597
1994-08,1779.1789471505554
1994-09,1702.7122449104172
1994-10,1784.046125753109
1994-11,1712.9016402030177
1994-12,1719.483914904429
1995-01,1706.6447097912298
1995-02,1738.6577684181136
1995-03,1816.3091361391369
1995-04,1877.865361997478
1995-05,1911.059017932404
1995-06,1924.9827675773638
1995-07,2036.2751920368446
1995-08,1954.7000501017221
1995-09,2000.9925695242252
1995-10,1980.129933075209
1995-11,1993.392045382025
1995-12,2055.2281133220945
1996-01,2087.949969119859
1996-02,2119.778066242144
1996-03,2125.076429821652
1996-04,2155.0692709499313
1996-05,2184.344522888589
1996-06,2198.4005633736424
1996-07,2173.8226870964722
1996-08,2235.128844823559
1996-09,2296.4155391724394
1996-10,2358.126572650187
1996-11,2490.676549117258
1996-12,2550.945492990049
1997-01,2550.901379349845
1997-02,2585.517407798402
1997-03,2662.24635036875
1997-04,2640.730132425628
1997-05,2744.128203562999
1997-06,2871.407843047105
1997-07,3018.4723783941645
1997-08,2860.1597067283783
1997-09,3136.415771240207
1997-10,2966.583119111093
1997-11,3006.877948951296
1997-12,3110.0279329710092
1998-01,3241.6950123952647
1998-02,3488.763892709024
1998-03,3760.969376401964
1998-04,3846.3809462072095
1998-05,3914.617443927409
1998-06,3963.5031553169106
1998-07,4017.4459609046785
1998-08,3528.6806779413814
1998-09,3408.5145110816557
1998-10,3656.2949602489743
1998-11,3853.4931321500253
1998-12,4028.317779278102
1999-01,4011.5615866622916
1999-02,3914.0905080839534
1999-03,3967.9044776249807
1999-04,4101.858147613247
1999-05,3906.9372088071464
1999-06,3988.1561159279117
1999-07,4013.233338083607
1999-08,4059.9870598708358
1999-09,4027.2819162132414
1999-10,4184.63948302274
1999-11,4314.026629517923
1999-12,4792.750233553318
2000-01,4469.552798111278
2000-02,4733.176080526186
2000-03,4826.46414444319
2000-04,4610.06491224278
2000-05,4547.790618246876
2000-06,4639.273708186259
2000-07,4557.740312333503
2000-08,4509.732674675568
2000-09,4302.920187356055
2000-10,4264.628433905737
2000-11,4066.3207962386045
2000-12,4337.238874354326
2001-01,4349.957439250164
2001-02,3958.0506221683145
2001-03,3674.2753231587585
2001-04,3956.6105673686166
2001-05,3753.4477911449035
2001-06,3614.9229829074584
2001-07,3629.060407420633
2001-08,3525.957656865712
2001-09,3153.7464033876336
2001-10,3265.570876099654
2001-11,3403.4675684785316
2001-12,3492.763103701652
2002-01,3311.9214621543324
2002-02,3300.559844854763
2002-03,3476.5250508251793
2002-04,3438.404681937312
2002-05,3414.9931304251545
2002-06,3300.1834861206853
2002-07,2937.0714189218666
2002-08,2937.7602163359925
2002-09,2527.007690538712
2002-10,2792.9556842821094
2002-11,2938.823116110507
2002-12,2828.701563043704
2003-01,2690.4287059739154
2003-02,2609.8423163786583
2003-03,2568.890099042034
2003-04,2925.552625018482
2003-05,3120.1964771656394
2003-06,3156.4301830987943
2003-07,3214.2021383357182
2003-08,3211.426674730149
2003-09,3268.0214765615074
2003-10,3504.576460644418
2003-11,3649.468207820201
2003-12,3950.428118449171
2004-01,3990.4313228986166
2004-02,4118.625036181798
2004-03,3988.7027092562175
2004-04,3949.486099614117
2004-05,4023.2260615869327
2004-06,4085.3064527018873
2004-07,3976.6264490165727
2004-08,3985.4644767626864
2004-09,4152.091015977979
2004-10,4310.20412899234
2004-11,4627.403768912632
2004-12,4821.875041624292
2005-01,4739.528485939237
2005-02,4974.013201858291
2005-03,4849.764382689193
2005-04,4722.401108545303
2005-05,4747.662534968515
2005-06,4825.855746984272
2005-07,4993.0437924471535
2005-08,5072.328301381449
2005-09,5190.318944110246
2005-10,5001.1398128092
2005-11,5076.556255698791
2005-12,5263.397102309819
2006-01,5610.894748700809
2006-02,5625.091440261113
2006-03,5855.289977016268
2006-04,6152.79068095382
2006-05,5996.564384950928
2006-06,6022.579634195468
2006-07,6104.491791519778
2006-08,6302.020123133422
2006-09,6351.693998496348
2006-10,6636.655967268871
2006-11,6877.3500563389825
2006-12,7109.410724464042
2007-01,7142.184196255545
2007-02,7129.657920573317
2007-03,7398.2093366660165
2007-04,7878.723820091163
2007-05,8057.045461301195
2007-06,8080.211002444629
2007-07,7905.382085442724
2007-08,7814.684928358851
2007-09,8220.6858874325
2007-10,8628.948727143728
2007-11,8325.026133159567
2007-12,8198.767185459397
2008-01,7302.5688162097495
2008-02,7414.780582222574
2008-03,7438.930666477745
2008-04,7825.439860034918
2008-05,7887.5424826695535
2008-06,7173.791675900713
2008-07,6949.08707679854
2008-08,6668.130479873408
2008-09,5623.282088885283
2008-10,4363.299500612494
2008-11,4080.7382761215786
2008-12,4275.460924742181
2009-01,3810.647790529403
2009-02,3428.0034373113176
2009-03,3660.78262093956
2009-04,4213.974012228884
2009-05,4753.1210972173585
2009-06,4655.945815904578
2009-07,5142.231482072838
2009-08,5466.246438614685
2009-09,5727.832564657992
2009-10,5649.483709379894
2009-11,5825.0680068313795
2009-12,5912.908982084688
2010-01,5544.448987430983
2010-02,5405.867046584019
2010-03,5764.0755539673
2010-04,5632.349413111483
2010-05,4949.298526926057
2010-06,4880.243791108791
2010-07,5497.723614896685
2010-08,5250.523077617261
2010-09,5870.1436296038055
2010-10,6141.453509911615
2010-11,5644.8940008463715
2010-12,6113.786323388333
2011-01,6393.736738928349
2011-02,6601.763307584386
2011-03,6555.7647361481095
2011-04,7075.311819675593
2011-05,6806.9480148008315
2011-06,6703.637887168037
2011-07,6447.88864486653
2011-08,5769.908195947811
2011-09,5141.9777001216535
2011-10,5794.397329274601
2011-11,5544.626298485102
2011-12,5432.873185355862
2012-01,5707.181223914103
2012-02,6079.246524966057
2012-03,6022.038872629947
2012-04,5883.45685268144
2012-05,5159.345229870544
2012-06,5584.64991152574
2012-07,5639.55263695956
2012-08,5907.747792944898
2012-09,6082.468192537911
2012-10,6160.85109890888
2012-11,6309.01764306208
2012-12,6502.605803858425
2013-01,6856.844831145662
2013-02,6628.757013494022
2013-03,6598.478352323314
2013-04,6895.831543360523
2013-05,6953.506059722842
2013-06,6587.416410546216
2013-07,7112.194689386827
2013-08,7022.708590725754
2013-09,7532.918730099845
2013-10,7876.6968969428435
2013-11,7978.929956016196
2013-12,8173.574997189051
2014-01,7834.855987447413
2014-02,8412.80374056282
2014-03,8317.532074989229
2014-04,8545.734677816261
2014-05,8637.284075498092
2014-06,8637.68262378624
2014-07,8314.46033083307
2014-08,8327.157619609483
2014-09,8000.472490713847
2014-10,7765.526249368214
2014-11,7964.839846776169
2014-12,7629.430628996793
2015-01,7621.74320372033
2015-02,8122.504106253614
2015-03,7883.183551354293
2015-04,8237.036618301105
2015-05,8161.50480710396
2015-06,7927.861597994367
2015-07,8158.683359514063
2015-08,7574.121940714832
2015-09,7218.345852697241
2015-10,7769.658802188859
2015-11,7646.664937258348
2015-12,7406.833690533375
2016-01,6931.460267467865
2016-02,6811.144616591111
2016-03,7265.524797486544
2016-04,7448.939986587033
2016-05,7415.205791067406
2016-06,7043.202771690643
2016-07,7359.704255231349
2016-08,7394.03695296838
2016-09,7460.3046641955425
2016-10,7245.248544870221
2016-11,7092.574106647788
2016-12,7477.08727743427
2017-01,7610.097834100881
2017-02,7698.290472024262
2017-03,8031.081862569849
2017-04,8321.800569
2017-05,8736.125975
2017-06,8631.460296
2017-07,8917.923797
2017-08,8936.960811
2017-09,9250.816409
2017-10,9324.571111
2017-11,9321.732592
2017-12,9466.028464
2018-01,9993.951351
2018-02,9415.429336
2018-03,9318.271609
2018-04,9629.155929860053
2018-05,9334.730555911927
2018-06,9254.95280032858
2018-07,9522.701193180781
2018-08,9210.957720123213
2018-09,9249.260505752045
2018-10,8492.807967463137
2018-11,8399.757946887905
2018-12,8024.368646183892
2019-01,8560.585644223245
2019-02,8837.968206939853
2019-03,8874.062604645776
2019-04,9231.41071655033
2019-05,8670.054555308145
2019-06,9251.313099366213
2019-07,9053.690758300916
2019-08,8783.24836397325
2019-09,9056.609288746682
2019-10,9370.8300000624
2019-11,9517.64388266127
2019-12,9882.284495076778
2020-01,9578.577085319657
2020-02,8668.73254527296
2020-03,7262.6057291237685
2020-04,7715.933195607101
2020-05,8103.030039238326
2020-06,8453.405443353968
2020-07,8777.858555926907
2020-08,9168.843252614926
2020-09,8831.869543694122
2020-10,8334.041207720602
2020-11,9882.600980518278
2020-12,10346.044325153927
2021-01,10209.071577025758
2021-02,10549.14907179706
2021-03,10891.832396306834
2021-04,11404.118397910335
2021-05,11881.737669266357
2021-06,11654.875388007478
2021-07,11840.533803216333
2021-08,12026.592837849084
2021-09,11521.83553012595
2021-10,12010.752305791471
2021-11,11314.045493071539
2021-12,12037.065660335702
2022-01,11561.581610989626
2022-02,11186.532664572105
2022-03,11138.518836666944
2022-04,10488.860372166808
2022-05,10675.953936059055
2022-06,9558.54609412424
2022-07,10038.074698445856
2022-08,9398.685368862984
2022-09,8543.667245169088
2022-10,9227.988273105704
2022-11,10339.773314789374
2022-12,10358.512021352788
2023-01,11308.583875458025
2023-02,11297.025218620014
2023-03,11538.664056686963
2023-04,11988.385408586679
2023-05,11281.380007054511
2023-06,11871.453235351277
