Date,EM EUROPE
1996-06,185.16235355947705
1996-07,178.44477943612466
1996-08,184.39202590709343
1996-09,182.67741602285528
1996-10,179.68426522646354
1996-11,182.3229987865425
1996-12,187.97686154621553
1997-01,226.51752054340233
1997-02,231.37804550134763
1997-03,228.15232714873088
1997-04,218.00323804092244
1997-05,230.8256528398389
1997-06,239.0269476917019
1997-07,239.26276588046554
1997-08,233.87430758486238
1997-09,266.9480807365524
1997-10,251.72686622635084
1997-11,248.37879052122437
1997-12,284.19580416058113
1998-01,238.59826959895994
1998-02,255.56442282580264
1998-03,274.28839569401185
1998-04,301.99672705118667
1998-05,249.37783578547828
1998-06,235.2704219385596
1998-07,259.01098415592867
1998-08,167.23086147193806
1998-09,157.50350868402526
1998-10,169.61110953840037
1998-11,191.0568460646472
1998-12,198.61747270824702
1999-01,212.6112647631435
1999-02,217.9848098785363
1999-03,226.24578517566556
1999-04,245.69866144659105
1999-05,252.56452766947072
1999-06,257.01025233200005
1999-07,275.96411443770415
1999-08,280.9615369016339
1999-09,283.275372669843
1999-10,283.10784221329317
1999-11,300.4093570431483
1999-12,365.4192271790776
2000-01,354.4665475511406
2000-02,361.3180617078388
2000-03,365.24004711812233
2000-04,352.4705479854928
2000-05,339.0110448868207
2000-06,313.7847703021535
2000-07,308.6486595220418
2000-08,291.6743284055384
2000-09,276.97683908185024
2000-10,267.23195039085454
2000-11,212.53937401397934
2000-12,238.82706583695742
2001-01,250.72381218762823
2001-02,210.8864253003037
2001-03,195.35777961851898
2001-04,220.6457474807746
2001-05,214.3801046479375
2001-06,203.85540212382824
2001-07,182.90021139254694
2001-08,182.36642244412582
2001-09,152.7009649587304
2001-10,177.78075043649645
2001-11,198.60744014534012
2001-12,217.82809617739161
2002-01,237.36316496373283
2002-02,214.5615777099841
2002-03,237.33333372768223
2002-04,252.70356989562933
2002-05,248.7275161862809
2002-06,219.95808226972352
2002-07,204.61368381147486
2002-08,211.37655181396804
2002-09,204.37026601674506
2002-10,223.4016890305087
2002-11,240.87481839303592
2002-12,227.64577246347167
2003-01,221.52954390640693
2003-02,234.51724268107074
2003-03,217.5523295735096
2003-04,260.11041721501135
2003-05,290.3396590870093
2003-06,295.49260393325255
2003-07,288.1919731444325
2003-08,325.60208317439316
2003-09,343.718825
2003-10,342.63558
2003-11,345.9277693121735
2003-12,387.2017057944709
2004-01,400.27184167636614
2004-02,433.4873536968305
2004-03,474.12903601652494
2004-04,416.41605553152635
2004-05,403.4380040667316
2004-06,412.05247656299446
2004-07,402.97471529266244
2004-08,426.6101890810481
2004-09,460.5253137507963
2004-10,488.2559197774079
2004-11,498.7471637106492
2004-12,528.0689583592308
2005-01,539.0069790046758
2005-02,616.1554519785966
2005-03,554.1951150472863
2005-04,525.5490978798751
2005-05,539.4338099170744
2005-06,572.9863243037627
2005-07,631.6182274504552
2005-08,692.1912626239257
2005-09,774.6550244894685
2005-10,710.4523098915245
2005-11,769.1532308389893
2005-12,798.2865439309097
2006-01,915.1965377141601
2006-02,959.9906279652018
2006-03,936.0947922217503
2006-04,1033.836080629926
2006-05,896.7853304247011
2006-06,900.8702927271208
2006-07,953.5396123443685
2006-08,974.2656323949407
2006-09,921.1141153556273
2006-10,968.9165430603388
2006-11,1053.3412176954137
2006-12,1090.2894132384592
2007-01,1058.3898165246317
2007-02,1037.1865962057516
2007-03,1094.6859853852472
2007-04,1109.8750283127986
2007-05,1075.6802983651341
2007-06,1158.0570543962617
2007-07,1211.9746363624333
2007-08,1157.8200962221206
2007-09,1262.9460502578868
2007-10,1389.2962322376363
2007-11,1376.0620011226226
2007-12,1421.2610936075089
2008-01,1190.3563134998324
2008-02,1263.4667027720168
2008-03,1232.7917567242334
2008-04,1272.8470225387855
2008-05,1425.7001130374301
2008-06,1322.228484723383
2008-07,1226.5978067101632
2008-08,1063.4981956410911
2008-09,846.3905558818783
2008-10,549.946308909753
2008-11,466.9259995987094
2008-12,455.11866173953473
2009-01,388.80880335239294
2009-02,361.5222005411494
2009-03,425.0608177291448
2009-04,524.4832647631432
2009-05,653.0189892919934
2009-06,599.2372534118612
2009-07,678.2168345063903
2009-08,705.5221326860426
2009-09,775.151239766471
2009-10,799.184381761543
2009-11,814.5161634709256
2009-12,847.3920302138199
2010-01,862.8388149899927
2010-02,809.0170777083222
2010-03,898.842875938884
2010-04,904.7216371240748
2010-05,793.5808609194793
2010-06,761.1758012409343
2010-07,863.4337807985357
2010-08,833.8547735948139
2010-09,914.2340761965542
2010-10,958.4562995137333
2010-11,914.9184412155126
2010-12,992.1738761565738
2011-01,1011.9101636695051
2011-02,1051.5821528881113
2011-03,1108.9102918783349
2011-04,1153.108287884922
2011-05,1077.0038990061503
2011-06,1074.2665703997677
2011-07,1073.8070310665723
2011-08,930.6348281131902
2011-09,757.1603572845623
2011-10,866.2298488861373
2011-11,842.6707317509827
2011-12,760.6177875965201
2012-01,876.0077061181291
2012-02,948.9593190038393
2012-03,907.7426927549927
2012-04,883.0596413437003
2012-05,727.4985746330494
2012-06,814.7032042358726
2012-07,832.2343760289299
2012-08,853.6128651160092
2012-09,894.2098654159437
2012-10,889.819670809733
2012-11,894.4269585951419
2012-12,951.6910178323644
2013-01,986.8429490811552
2013-02,942.1038320717532
2013-03,926.5932725387431
2013-04,922.3641492133282
2013-05,908.6708321290198
2013-06,846.0890300515742
2013-07,866.889653213498
2013-08,847.4324482733646
2013-09,929.0830681826034
2013-10,975.2244292059108
2013-11,939.7332719296902
2013-12,914.9839002795791
2014-01,831.6781915383908
2014-02,848.6978020607186
2014-03,855.3455475510441
2014-04,831.1921885668602
2014-05,900.275603414916
2014-06,919.8607727631592
2014-07,866.7056967198731
2014-08,857.7453546480237
2014-09,808.06450791657
2014-10,797.1769894905717
2014-11,764.0843771391709
2014-12,644.5629733044211
2015-01,621.7889942049628
2015-02,681.3130986400339
2015-03,656.811457812858
2015-04,737.6647029960253
2015-05,703.8442087451075
2015-06,686.7158834891801
2015-07,658.0290500859276
2015-08,609.335340257912
2015-09,583.0887220581128
2015-10,615.8405779848426
2015-11,592.151314416017
2015-12,553.1554213554542
2016-01,537.2845840286125
2016-02,544.6084843086838
2016-03,632.37202770883
2016-04,656.0288681364061
2016-05,612.3892394884699
2016-06,609.1403981047727
2016-07,617.9560576140643
2016-08,628.8686220591031
2016-09,638.0576385566518
2016-10,646.4692614725062
2016-11,638.8378175418862
2016-12,698.670646226478
2017-01,711.0349862103561
2017-02,696.7113282431415
2017-03,708.4146772841393
2017-04,740.471121
2017-05,729.522243
2017-06,727.406503
2017-07,765.431585
2017-08,815.788044
2017-09,805.031052
2017-10,804.228791
2017-11,804.677658
2017-12,847.840736
2018-01,934.025045
2018-02,908.443776
2018-03,865.61046
2018-04,825.050009677594
2018-05,782.4591711922344
2018-06,779.2857052867778
2018-07,809.651690239943
2018-08,748.4450451426046
2018-09,799.2696904427812
2018-10,755.364027826145
2018-11,772.9267373929144
2018-12,752.754884
2019-01,839.4000749567604
2019-02,821.4148727105221
2019-03,810.2705752533124
2019-04,830.5845327665382
2019-05,842.2343047638818
2019-06,908.1036316649601
2019-07,913.5462636433117
2019-08,858.9349054136608
2019-09,887.8631018513404
2019-10,946.5285201189911
2019-11,942.4449091899169
2019-12,1005.7228929383415
2020-01,969.9655452649887
2020-02,828.2869329913897
2020-03,639.0968922055777
2020-04,704.2453286133577
2020-05,760.9128365597776
2020-06,758.9967404175169
2020-07,779.0339133826166
2020-08,780.1326594600777
2020-09,722.0112396263204
2020-10,652.9617899219264
2020-11,801.1631125559487
2020-12,886.2434369972689
2021-01,866.0315454672087
2021-02,877.026891657936
2021-03,892.4345184262262
2021-04,907.9786556771942
2021-05,999.4848312691965
2021-06,1017.13695901845
2021-07,1021.8058010915415
2021-08,1069.3288732600422
2021-09,1098.8127891104546
2021-10,1139.8351236489855
2021-11,1018.9765548418841
2021-12,1016.4517983118249
2022-01,960.2598114214866
2022-02,587.512865023351
2022-03,294.75988582321156
2022-04,266.355839585774
2022-05,262.2245398189535
2022-06,234.151892701683
2022-07,235.94373663668605
2022-08,229.8111882487114
2022-09,205.8528516583514
2022-10,238.28117480841317
2022-11,278.1010642985467
2022-12,294.8535700054206
2023-01,305.1160241802593
2023-02,312.3330797295047
2023-03,299.50155688605275
2023-04,315.66919917070237
2023-05,311.9304229415466
2023-06,334.42325761461325
