Date,MSCI ACWI
1995-01,179.76809824112757
1995-02,181.68801112473207
1995-03,190.0095322167954
1995-04,196.92082122438222
1995-05,199.0954550762272
1995-06,199.13853533065128
1995-07,208.77371614570282
1995-08,204.20290817325397
1995-09,209.82081260300083
1995-10,206.31443771444273
1995-11,212.80358070127096
1995-12,219.2123705849845
1996-01,224.0854301295611
1996-02,225.01769933048635
1996-03,228.48222558665637
1996-04,234.06106720769364
1996-05,234.30299271006268
1996-06,235.5883931347155
1996-07,226.789084761266
1996-08,229.5856014267491
1996-09,238.06353065740075
1996-10,239.01626020923374
1996-11,251.79383073804777
1996-12,248.14679408756157
1997-01,252.31036954592216
1997-02,255.7495930120494
1997-03,250.6342462212015
1997-04,258.6836110265172
1997-05,274.11860650079524
1997-06,288.145633708618
1997-07,301.1747142058465
1997-08,280.04422227839876
1997-09,294.97906898966204
1997-10,277.415447357648
1997-11,281.6591727025525
1997-12,285.35682275546105
1998-01,291.6391215911043
1998-02,311.58953113027286
1998-03,324.8849249869906
1998-04,327.93001763830125
1998-05,321.7075649746732
1998-06,327.504125840836
1998-07,327.61101073905843
1998-08,281.7116276179331
1998-09,287.3164452329201
1998-10,313.55561201553013
1998-11,332.59246156937326
1998-12,348.0380830498243
1999-01,355.1514771131447
1999-02,346.2248385150196
1999-03,361.79759261607023
1999-04,377.4287413284115
1999-05,364.09207713413264
1999-06,382.2185005211482
1999-07,380.6565279475542
1999-08,380.200306395155
1999-09,376.10094706907654
1999-10,395.1494049684375
1999-11,407.4266806932921
1999-12,441.3686632912724
2000-01,417.5604273089515
2000-02,418.9782143095937
2000-03,446.5212601410897
2000-04,426.4922589405616
2000-05,415.42398150848805
2000-06,429.50539552776286
2000-07,416.88996588087537
2000-08,429.8498295739265
2000-09,406.24083026369027
2000-10,398.29278923973925
2000-11,373.6179090465232
2000-12,379.85859530133405
2001-01,389.4632130207915
2001-02,356.6935775027151
2001-03,332.68339833704937
2001-04,356.9145429700481
2001-05,352.9364711855739
2001-06,342.12311805008187
2001-07,336.7311649971043
2001-08,321.2558592099486
2001-09,291.91067226685493
2001-10,298.11432283327895
2001-11,316.44838120999265
2001-12,319.41387326247406
2002-01,310.6616246384716
2002-02,308.3797911829347
2002-03,322.3063121376453
2002-04,312.0984075245706
2002-05,312.5385913294423
2002-06,293.46605488015985
2002-07,268.8551172664023
2002-08,269.5500833006467
2002-09,239.98511827415132
2002-10,257.65724470573804
2002-11,271.75149860327355
2002-12,258.79533236342826
2003-01,251.24176166627845
2003-02,246.838975650809
2003-03,245.90595090351306
2003-04,267.8657630241822
2003-05,283.45436520625435
2003-06,288.8980246237405
2003-07,295.30880522082214
2003-08,302.31900022402795
2003-09,304.249701923952
2003-10,322.70674120863185
2003-11,327.6514411964414
2003-12,348.42747880125245
2004-01,354.3978093129509
2004-02,360.9377216818467
2004-03,359.0156849973185
2004-04,350.7749819949266
2004-05,353.7339932806376
2004-06,360.8828675237634
2004-07,349.43522895711783
2004-08,351.70389552034413
2004-09,359.11425351957394
2004-10,367.9761532514114
2004-11,388.1887052332724
2004-12,403.3196994352855
2005-01,394.85142329596334
2005-02,408.714016395342
2005-03,399.8718717279306
2005-04,391.3189854256427
2005-05,398.919371215489
2005-06,403.12806298449095
2005-07,418.14221418205614
2005-08,421.51181169255364
2005-09,434.3119756080873
2005-10,422.6946327772457
2005-11,438.30415924552835
2005-12,449.1917456947705
2006-01,471.40394352892247
2006-02,470.90302564236276
2006-03,481.0114606037725
2006-04,497.2651863514857
2006-05,478.0809746837758
2006-06,478.06916346011724
2006-07,481.4502061785043
2006-08,494.1754426501781
2006-09,500.0689546916508
2006-10,518.923444509577
2006-11,533.8490089036461
2006-12,545.8969220747557
2007-01,551.4464554870551
2007-02,548.7581869416119
2007-03,559.9954861846747
2007-04,585.1645946954579
2007-05,603.1061758095627
2007-06,601.5489371901602
2007-07,592.5022490411499
2007-08,591.1143439623346
2007-09,623.0327427283943
2007-10,647.465307986549
2007-11,619.1030964721111
2007-12,612.4134272410951
2008-01,562.3947675209224
2008-02,564.2494410896373
2008-03,556.222057708128
2008-04,587.6588404436259
2008-05,597.5111685608613
2008-06,548.6464898647469
2008-07,534.5713156970957
2008-08,523.282968309954
2008-09,458.09127345071687
2008-10,367.4324578397663
2008-11,343.5262609689059
2008-12,356.1457673082134
2009-01,325.8266007901663
2009-02,294.1255628902593
2009-03,318.5150721976106
2009-04,356.4057032674844
2009-05,392.3410194335914
2009-06,390.2988009683755
2009-07,424.7926621555935
2009-08,440.1633021424731
2009-09,460.4980205904501
2009-10,453.475235154757
2009-11,472.32785379070566
2009-12,482.24831949134096
2010-01,461.5008200451765
2010-02,467.55102171703504
2010-03,497.8597829324928
2010-04,498.9571258741131
2010-05,452.09186834878824
2010-06,438.3230718186529
2010-07,474.1276767318429
2010-08,457.7423828979271
2010-09,501.6942529475999
2010-10,519.9276475257641
2010-11,508.57359014207
2010-12,545.9670698814951
2011-01,554.6593465978092
2011-02,571.037656714907
2011-03,570.705246626467
2011-04,594.3827148361463
2011-05,582.1618738478995
2011-06,573.2150158864491
2011-07,564.0674346048648
2011-08,523.0942296457806
2011-09,473.89821765470924
2011-10,524.7988765003772
2011-11,509.3505238170151
2011-12,508.4966484502605
2012-01,538.2059427461334
2012-02,565.5559097708885
2012-03,569.5894259034499
2012-04,563.443525495718
2012-05,513.4309214988492
2012-06,539.0439675233677
2012-07,546.6014234898519
2012-08,558.7604153966149
2012-09,576.5929055625069
2012-10,572.8981710592548
2012-11,580.500878426358
2012-12,593.9314663171199
2013-01,621.4633320045722
2013-02,621.6475530183139
2013-03,633.3107544146101
2013-04,651.8291089097333
2013-05,650.5892284963746
2013-06,631.8378999731184
2013-07,662.2881773618409
2013-08,648.7683667077762
2013-09,682.5285734943411
2013-10,710.1143536026859
2013-11,720.4712168675511
2013-12,733.1487431051823
2014-01,703.986011894115
2014-02,738.3456915931137
2014-03,742.0219971903509
2014-04,749.4777156566674
2014-05,766.0686798391922
2014-06,780.8246802996738
2014-07,771.5905735492596
2014-08,788.9517649798372
2014-09,763.6722821025702
2014-10,769.2229835848239
2014-11,782.418797939134
2014-12,767.6470492962843
2015-01,755.8166841068845
2015-02,798.2398341845017
2015-03,786.34846328415
2015-04,809.5504107942027
2015-05,809.1227692632514
2015-06,790.4326643221091
2015-07,797.5849005063567
2015-08,743.2331580326372
2015-09,716.6355026428636
2015-10,773.070817420925
2015-11,767.0313950117275
2015-12,753.5211849052521
2016-01,708.2529526606726
2016-02,703.7754089936294
2016-03,756.4159137603474
2016-04,768.0280543294097
2016-05,769.6466822252547
2016-06,765.3926000427412
2016-07,798.6089399891653
2016-08,801.6836986259652
2016-09,806.9450329831815
2016-10,793.4418668350582
2016-11,799.8606527512698
2016-12,817.4574007304691
2017-01,839.9843934227385
2017-02,863.9222790947913
2017-03,875.0666916989649
2017-04,889.108708
2017-05,909.528992
2017-06,914.041769
2017-07,939.918546
2017-08,943.979578
2017-09,962.570152
2017-10,982.779618
2017-11,1002.254231
2017-12,1018.749548
2018-01,1076.435694
2018-02,1031.644552
2018-03,1010.17893
2018-04,1020.396106989429
2018-05,1022.5502095262045
2018-06,1017.420482507312
2018-07,1048.4331853581068
2018-08,1057.1404896524057
2018-09,1062.1737680817255
2018-10,982.8094554773814
2018-11,997.64907064235
2018-12,927.78355
2019-01,1001.3268000131634
2019-02,1028.5639097261935
2019-03,1042.139121219435
2019-04,1077.8790219683908
2019-05,1014.8378284603739
2019-06,1081.7633996365373
2019-07,1085.3052638089234
2019-08,1060.0546566943867
2019-09,1082.846609611038
2019-10,1112.7622654111415
2019-11,1140.4022761113972
2019-12,1181.0360039433763
2020-01,1168.287333265132
2020-02,1074.3770321950983
2020-03,929.983401910476
2020-04,1030.0783905492904
2020-05,1075.5009392733728
2020-06,1110.3340054895352
2020-07,1169.5010785102527
2020-08,1241.5219571459925
2020-09,1201.9509469267016
2020-10,1173.0262211811746
2020-11,1318.0505317194713
2020-12,1379.732448898112
2021-01,1373.7902312829654
2021-02,1406.0213711451538
2021-03,1444.3224263095306
2021-04,1508.067950601431
2021-05,1532.3479956847752
2021-06,1553.044934
2021-07,1564.1961619421656
2021-08,1603.8342821449562
2021-09,1538.2672930609444
2021-10,1617.179622588841
2021-11,1578.72871
2021-12,1642.384552724658
2022-01,1562.0302284405952
2022-02,1522.1551236661119
2022-03,1556.0220036106248
2022-04,1432.0572561531335
2022-05,1434.750854662534
2022-06,1314.397653917336
2022-07,1406.6502781537079
2022-08,1355.4129656441992
2022-09,1226.2292366762917
2022-10,1300.5419904859118
2022-11,1402.013191732191
2022-12,1347.3998688822537
2023-01,1444.3159081978022
2023-02,1403.4293027966066
2023-03,1447.674908122463
2023-04,1469.1699282598108
2023-05,1454.481784293562
2023-06,1539.5734746708401
