Date,MSCI ACWI
1987-12,100.0
1988-01,102.53340369083683
1988-02,108.4882255731375
1988-03,111.86216624151649
1988-04,113.3138805634739
1988-05,111.10246911617375
1988-06,111.01436835907211
1988-07,113.09516601203994
1988-08,106.90676226122719
1988-09,111.52598313236456
1988-10,118.8489127573514
1988-11,122.85804910983666
1988-12,123.99074424622353
1989-01,128.48184996089873
1989-02,127.72321351293364
1989-03,127.01965962804097
1989-04,130.21672426301583
1989-05,127.14560912473335
1989-06,125.38112621543435
1989-07,139.55075721730404
1989-08,136.2709842718316
1989-09,140.39726211226517
1989-10,135.8810613495078
1989-11,141.2283974418446
1989-12,145.87041513568053
1990-01,139.17243136973673
1990-02,133.33044289737123
1990-03,125.09980978349327
1990-04,123.53027929887266
1990-05,136.43697949438592
1990-06,135.52068769561578
1990-07,136.89729629582652
1990-08,124.02777210986535
1990-09,111.06851173855391
1990-10,121.29018304176094
1990-11,119.25668060248113
1990-12,121.83031540011311
1991-01,126.33574364055295
1991-02,138.21652677745786
1991-03,134.36013903489805
1991-04,135.4919978410856
1991-05,138.7328001043946
1991-06,130.27439159033327
1991-07,136.47990607256722
1991-08,136.2050911340613
1991-09,139.67423120870055
1991-10,142.10537726503242
1991-11,135.98958432541966
1991-12,146.08922135105882
1992-01,143.90529812325687
1992-02,141.73070499958004
1992-03,135.42200073209762
1992-04,137.23789778889065
1992-05,142.49756631128915
1992-06,137.41735078448514
1992-07,137.8555950449767
1992-08,140.94744602511875
1992-09,139.7455914528921
1992-10,136.3278601622168
1992-11,138.59739729813307
1992-12,139.90767636367133
1993-01,140.40345280968359
1993-02,143.70469658511473
1993-03,151.96285543896892
1993-04,158.86548980084976
1993-05,162.59712757388812
1993-06,161.54210944359414
1993-07,164.89190925235678
1993-08,172.71123474199626
1993-09,169.81531168622445
1993-10,174.84449217248988
1993-11,165.7554660509945
1993-12,174.7204864317557
1994-01,186.30723358145232
1994-02,183.61445637750174
1994-03,175.36395058394166
1994-04,180.13330784245275
1994-05,181.19462666414518
1994-06,180.31474369605357
1994-07,184.305628853711
1994-08,190.8713198353851
1994-09,186.3890307141357
1994-10,191.16590060453336
1994-11,182.86403268660865
1994-12,183.50194114099259
