Date,MSCI ACFM ASIA
2002-05,475.54853559339983
2002-06,450.9774013885886
2002-07,423.2365605820436
2002-08,418.1008986752798
2002-09,392.5638084891965
2002-10,377.1029607329321
2002-11,393.7752473301894
2002-12,379.78016688326755
2003-01,368.80408074097966
2003-02,365.8054685196438
2003-03,349.1592487685097
2003-04,350.3214680691748
2003-05,370.32468863985446
2003-06,395.9209374492884
2003-07,416.8419901985189
2003-08,456.2282463947608
2003-09,477.2619666981306
2003-10,502.55959771235484
2003-11,490.0318430905866
2003-12,521.5939832918892
2004-01,537.4987260405561
2004-02,542.8120210408439
2004-03,592.2134040499822
2004-04,560.4184800785123
2004-05,541.5065527441411
2004-06,561.4393716944562
2004-07,533.4825666489468
2004-08,542.4084085315975
2004-09,538.2478034446914
2004-10,549.5182967400104
2004-11,581.8180359422644
2004-12,608.4653124522702
2005-01,598.5851754618442
2005-02,617.008188015233
2005-03,599.8375401094843
2005-04,586.1224260888341
2005-05,587.7681711182926
2005-06,592.2510258414073
2005-07,608.9360642544814
2005-08,631.596633941118
2005-09,687.8708233939419
2005-10,668.4834396552758
2005-11,702.2906246908857
2005-12,757.8029021959261
2006-01,799.234224267559
2006-02,794.5684269164128
2006-03,811.9697109744484
2006-04,845.921541541509
2006-05,791.1665036788785
2006-06,784.9359467239068
2006-07,783.677007177698
2006-08,800.4030078803617
2006-09,799.8266378636532
2006-10,817.299779156375
2006-11,842.0663337898897
2006-12,868.2763951279786
2007-01,868.6929588363348
2007-02,889.6383213978946
2007-03,888.3197669275911
2007-04,890.328426398826
2007-05,919.3550652509113
2007-06,936.0096337378703
2007-07,962.7058272532751
2007-08,941.0303679189005
2007-09,1003.3000814150007
2007-10,1050.4297850330513
2007-11,1000.0000000000003
2007-12,976.5088223092919
2008-01,889.0242258106852
2008-02,915.6515891847931
2008-03,870.2463227697414
2008-04,937.1396889630445
2008-05,936.3883846836035
2008-06,851.2100066014351
2008-07,831.9324404096561
2008-08,788.3746016908949
2008-09,682.0042790464179
2008-10,554.639985071091
2008-11,537.5645611566681
2008-12,584.8706648245792
2009-01,548.2468063576066
2009-02,492.740439160971
2009-03,526.5739599243929
2009-04,593.454903731536
2009-05,670.0005068357742
2009-06,674.889369295884
2009-07,731.059389368184
2009-08,734.9597228469644
2009-09,758.4211454336653
2009-10,746.7743203418644
2009-11,752.6838273801509
2009-12,771.9860093375246
2010-01,755.4418043628696
2010-02,761.7128496388502
2010-03,808.3321572049578
2010-04,816.0740784650737
2010-05,749.0272151826409
2010-06,748.0553224358443
2010-07,783.5467731601916
2010-08,770.3865445386571
2010-09,832.7106738047515
2010-10,852.3377083287163
2010-11,853.8832538663058
2010-12,909.3121304398687
2011-01,905.1385538511795
2011-02,905.7501489939115
2011-03,894.3815399511514
2011-04,914.4392960467693
2011-05,901.0156191476156
2011-06,895.3599389243443
2011-07,915.6230981084249
2011-08,832.6958651056627
2011-09,767.5201601695092
2011-10,813.5439678315104
2011-11,760.4948301459153
2011-12,765.709418393402
2012-01,825.6708477363453
2012-02,871.8018316612585
2012-03,862.4403773455062
2012-04,850.0711177929171
2012-05,771.3607663328359
2012-06,802.1643980922303
2012-07,805.0913104671414
2012-08,800.4623929785689
2012-09,840.3259486306405
2012-10,832.1869394354237
2012-11,853.7241272000435
2012-12,888.4082154608803
2013-01,911.0294814259513
2013-02,921.15531891344
2013-03,931.1530792252208
2013-04,977.357255577232
2013-05,944.9519471461241
2013-06,923.7628289482625
2013-07,935.4578225990476
2013-08,918.5552657122449
2013-09,981.5150309622721
2013-10,1003.6037576411655
2013-11,1011.6531478433867
2013-12,1009.881161111727
2014-01,965.2880677670197
2014-02,979.9842325282157
2014-03,979.8559354195246
2014-04,971.8673074556895
2014-05,1011.2324864415054
2014-06,1048.4873516183545
2014-07,1072.7167743675784
2014-08,1066.1102586294255
2014-09,1029.2955492962856
2014-10,1033.722834464695
2014-11,1036.851212180957
2014-12,1018.7183423227092
2015-01,1043.4497195749698
2015-02,1083.1219375964843
2015-03,1093.7140817416393
2015-04,1153.9292746678298
2015-05,1144.6925103516585
2015-06,1113.5640784278737
2015-07,1079.2259169443255
2015-08,994.6007034679548
2015-09,952.6318057961266
2015-10,1038.201825774957
2015-11,1015.1673588281285
2015-12,1014.7118420628747
2016-01,934.3459828362704
2016-02,917.534283742575
2016-03,992.557111128898
2016-04,1009.3721310400564
2016-05,997.4886217828216
2016-06,1000.6048179436298
2016-07,1056.8734929542643
2016-08,1077.9468123515405
2016-09,1096.1228997100102
2016-10,1093.6506483492763
2016-11,1064.6204565770572
2016-12,1058.3212434541924
2017-01,1111.4622929407437
2017-02,1137.3824460439848
2017-03,1156.4082363577297
2017-04,1175.759054
2017-05,1219.894938
2017-06,1237.011951
2017-07,1285.412632
2017-08,1295.126483
2017-09,1306.059985
2017-10,1367.100278
2017-11,1390.211997
2017-12,1416.109261
2018-01,1505.025549
2018-02,1452.684451
2018-03,1428.223557
2018-04,1437.8187688593807
2018-05,1420.7616800843043
2018-06,1366.9994411790158
2018-07,1376.4388574914224
2018-08,1369.959570005597
2018-09,1377.8420415332348
2018-10,1242.9105116095616
2018-11,1281.8002245360676
2018-12,1225.6518170045201
2019-01,1308.8113965682187
2019-02,1324.700216980772
2019-03,1342.1145778457674
2019-04,1364.7355407963396
2019-05,1274.313013232604
2019-06,1343.5056047794335
2019-07,1331.0224111484708
2019-08,1291.7560143190135
2019-09,1327.2562920294097
2019-10,1389.1656982679344
2019-11,1394.3704312637158
2019-12,1460.787272489766
2020-01,1414.2093245362437
2020-02,1336.7517003842097
2020-03,1202.4996475727992
2020-04,1292.903661796653
2020-05,1314.9146199680556
2020-06,1380.0044399517524
2020-07,1443.2350074816195
2020-08,1516.4896927533412
2020-09,1508.9816277544116
2020-10,1526.0869202869728
2020-11,1673.808059195621
2020-12,1771.673638934834
2021-01,1811.2332460969646
2021-02,1835.8080620432104
2021-03,1813.6880165918421
2021-04,1832.8081289735555
2021-05,1857.7514979534133
2021-06,1855.1484737326925
2021-07,1756.3136713531044
2021-08,1801.7515123573853
2021-09,1772.3940429252757
2021-10,1765.6174175082137
2021-11,1706.480253
2021-12,1733.5212212855067
2022-01,1667.4950977285384
2022-02,1635.7862659459
2022-03,1604.9242716576427
2022-04,1501.0004172426288
2022-05,1513.905864579493
2022-06,1428.8396897268212
2022-07,1445.938619561955
2022-08,1433.2357031376123
2022-09,1263.5478593496762
2022-10,1226.7909770041965
2022-11,1414.9918402145584
2022-12,1415.0417729677342
2023-01,1521.2162669546358
2023-02,1433.47980681273
2023-03,1487.1333268686303
2023-04,1469.4149376428402
2023-05,1462.6615559819506
2023-06,1510.860731211273
