Date,G7 INDEX
1996-08,1251.95849761
1996-09,1307.39296975
1996-10,1313.02390614
1996-11,1388.96044787
1996-12,1359.53661227
1997-01,1378.11524666
1997-02,1394.45244964
1997-03,1359.8427809
1997-04,1415.88485449
1997-05,1502.58943578
1997-06,1576.80452351
1997-07,1656.81667461
1997-08,1554.735489
1997-09,1631.54180185
1997-10,1557.96941447
1997-11,1589.95151531
1997-12,1606.89918362
1998-01,1656.77842443
1998-02,1757.06108689
1998-03,1832.32078014
1998-04,1850.7773026
1998-05,1823.57119022
1998-06,1878.3436455
1998-07,1865.47488095
1998-08,1622.70023567
1998-09,1666.53378874
1998-10,1808.13575447
1998-11,1919.66712026
1998-12,2015.73032144
1999-01,2072.68108262
1999-02,2017.32809236
1999-03,2111.14374062
1999-04,2191.23024575
1999-05,2116.28436292
1999-06,2220.72211525
1999-07,2207.33675647
1999-08,2202.57661737
1999-09,2182.13955402
1999-10,2301.07918564
1999-11,2359.2667628
1999-12,2544.9637131727
2000-01,2406.9704324380054
2000-02,2395.715000977674
2000-03,2580.6743013479277
2000-04,2467.6975377852555
2000-05,2403.3277092304693
2000-06,2481.0303883817055
2000-07,2411.4761427798007
2000-08,2505.6299169604595
2000-09,2373.1498710951123
2000-10,2338.4721796300423
2000-11,2180.0347152283825
2000-12,2198.2823875498516
2001-01,2246.55535054522
2001-02,2056.286152881289
2001-03,1932.3565812882266
2001-04,2076.3215337152224
2001-05,2057.789523998986
2001-06,1996.7655789001863
2001-07,1968.594316607892
2001-08,1866.7328163194838
2001-09,1707.7208432308532
2001-10,1735.8522122182717
2001-11,1838.5144891699517
2001-12,1844.5300022669499
2002-01,1793.5272392286856
2002-02,1775.6443990738242
2002-03,1852.4662772254856
2002-04,1782.3739590349528
2002-05,1782.5949059662373
2002-06,1669.1680516754575
2002-07,1537.7363527515345
2002-08,1538.5261589293848
2002-09,1369.6071978175567
2002-10,1468.1956785009193
2002-11,1547.3895210988264
2002-12,1471.8027094685053
2003-01,1426.4646153105393
2003-02,1406.5656560092254
2003-03,1402.2358531060763
2003-04,1520.8648450003377
2003-05,1608.3900034741444
2003-06,1638.3204918138426
2003-07,1670.1553741779321
2003-08,1707.6006584382778
2003-09,1714.4201038956176
2003-10,1816.716731922538
2003-11,1840.1115246049646
2003-12,1951.4504291665933
2004-01,1979.7585246732897
2004-02,2009.337474210031
2004-03,2002.7326295716068
2004-04,1963.6349233240758
2004-05,1983.0226571427374
2004-06,2026.5872025137899
2004-07,1959.3377672391873
2004-08,1967.0413723781194
2004-09,1996.4594664332233
2004-10,2040.6499339563231
2004-11,2139.0554154596466
2004-12,2220.091867497839
2005-01,2169.288262065412
2005-02,2230.6199191828796
2005-03,2193.618403046111
2005-04,2145.6154446154924
2005-05,2189.2523016722284
2005-06,2203.9328644146535
2005-07,2279.725013263276
2005-08,2298.3940567832406
2005-09,2354.069524289112
2005-10,2300.3884658140496
2005-11,2380.730889538674
2005-12,2429.6130765073744
2006-01,2531.851101131733
2006-02,2525.99847360976
2006-03,2577.7513268104035
2006-04,2644.5756378654746
2006-05,2561.3102715171985
2006-06,2561.6540026591447
2006-07,2573.618053577649
2006-08,2637.9079119052453
2006-09,2668.449404393472
2006-10,2761.879788082577
2006-11,2822.9222714747693
2006-12,2872.063375307949
2007-01,2905.444445917007
2007-02,2890.45175061824
2007-03,2931.165564685756
2007-04,3051.777891549814
2007-05,3147.6637953840736
2007-06,3122.3675604539053
2007-07,3042.014004021388
2007-08,3050.2167348527782
2007-09,3176.168620206822
2007-10,3261.888693938223
2007-11,3129.0717332839763
2007-12,3096.275982078368
2008-01,2874.4748521079587
2008-02,2840.8716482896502
2008-03,2809.817702349262
2008-04,2964.7595011387994
2008-05,3018.437150505309
2008-06,2787.4462316426634
2008-07,2724.7914633734963
2008-08,2701.9815340263153
2008-09,2403.461640109862
2008-10,1964.069090504457
2008-11,1839.0217723378576
2008-12,1885.394445581369
2009-01,1726.548750514213
2009-02,1547.685072705168
2009-03,1659.5447284129893
2009-04,1839.9535897643023
2009-05,1999.319091881445
2009-06,1987.695410916466
2009-07,2145.245629581499
2009-08,2229.0416211680244
2009-09,2307.352705782933
2009-10,2259.061347788135
2009-11,2361.8507134579777
2009-12,2409.2050138597833
2010-01,2316.7910584280257
2010-02,2356.988542217522
2010-03,2502.4115805207384
2010-04,2512.159380955885
2010-05,2291.9855518234153
2010-06,2198.3401352032265
2010-07,2367.274346281017
2010-08,2274.118761492719
2010-09,2477.808938255096
2010-10,2575.5388975648234
2010-11,2541.4748023202064
2010-12,2721.576691590016
2011-01,2786.856670172486
2011-02,2894.4868627794217
2011-03,2855.9564278767057
2011-04,2965.661629058617
2011-05,2911.0145043498874
2011-06,2873.6858403613223
2011-07,2825.454409543103
2011-08,2629.5971084524613
2011-09,2424.173932307351
2011-10,2667.8834672194102
2011-11,2622.9912769328826
2011-12,2624.8578789309445
2012-01,2754.0508347360355
2012-02,2886.583935849766
2012-03,2938.086549464491
2012-04,2907.856624318836
2012-05,2677.959635456973
2012-06,2804.4815474366733
2012-07,2830.0737463531077
2012-08,2904.041613293
2012-09,2981.2083171940494
2012-10,2949.826329007348
2012-11,2982.43936484789
2012-12,3037.1051793864513
2013-01,3183.8162422483865
2013-02,3190.8912854061737
2013-03,3282.942169619165
2013-04,3381.556294498686
2013-05,3414.045142582751
2013-06,3345.261937125637
2013-07,3519.0124139972286
2013-08,3438.4292972464496
2013-09,3597.5363116467906
2013-10,3738.571102600902
2013-11,3821.275257477039
2013-12,3912.3443063474374
2014-01,3768.730885989405
2014-02,3946.12352489391
2014-03,3948.249155277916
2014-04,3986.239353248176
2014-05,4072.097667832316
2014-06,4158.822866417895
2014-07,4091.1927183903454
2014-08,4194.154092268142
2014-09,4098.330852126949
2014-10,4128.891044500393
2014-11,4223.193593850962
2014-12,4174.26760360343
2015-01,4088.1050936875204
2015-02,4332.691284140137
2015-03,4263.680228328221
2015-04,4355.458309192427
2015-05,4383.848780942925
2015-06,4290.455099138167
2015-07,4366.005332547469
2015-08,4092.225142917518
2015-09,3948.3766123667074
2015-10,4274.1502110699175
2015-11,4261.072827872142
2015-12,4176.048664314542
2016-01,3934.906654080236
2016-02,3913.267786081102
2016-03,4175.436311092195
2016-04,4238.616452647103
2016-05,4277.454976682
2016-06,4239.160744870831
2016-07,4415.960788836384
2016-08,4426.279719786836
2016-09,4445.403156167334
2016-10,4370.736540071229
2016-11,4462.335607974581
2016-12,4568.319315116289
2017-01,4668.32660595183
2017-02,4806.335883073889
2017-03,4841.513038811244
2017-04,4904.494418
2017-05,5006.476215
2017-06,5027.814409
2017-07,5140.475028
2017-08,5153.10608
2017-09,5281.004577
2017-10,5396.23602
2017-11,5530.458141
2017-12,5603.202112
2018-01,5902.775858
2018-02,5665.62371
2018-03,5547.822937
2018-04,5612.894256997561
2018-05,5677.543267071932
2018-06,5678.484458205272
2018-07,5852.097375276342
2018-08,5949.815176579764
2018-09,5994.868428350771
2018-10,5557.770361951146
2018-11,5623.376635843095
2018-12,5170.390213985303
2019-01,5582.404914371278
2019-02,5748.8471182906715
2019-03,5830.566612633499
2019-04,6047.857135209475
2019-05,5687.071989930437
2019-06,6065.299790025397
2019-07,6110.6078535655415
2019-08,5996.4141339135695
2019-09,6130.387815102157
2019-10,6288.521731411366
2019-11,6483.120954413752
2019-12,6674.171154458684
2020-01,6640.822057389299
2020-02,6077.164164333665
2020-03,5279.482293784028
2020-04,5880.339954538777
2020-05,6179.892121501432
2020-06,6327.879940476913
2020-07,6636.021947388681
2020-08,7105.83859262991
2020-09,6861.609189125432
2020-10,6654.799278268318
2020-11,7497.25912539204
2020-12,7810.864398535428
2021-01,7729.711301510293
2021-02,7943.60577932638
2021-03,8222.591557018124
2021-04,8608.284844262265
2021-05,8714.857236351341
2021-06,8872.144647
2021-07,9033.639963090858
2021-08,9269.474425892633
2021-09,8904.504409424993
2021-10,9420.203304872148
2021-11,9253.210675187725
2021-12,9638.713823967882
2022-01,9157.402702960708
2022-02,8911.269576221755
2022-03,9158.876393892839
2022-04,8372.678248771666
2022-05,8396.382911781136
2022-06,7673.993131065882
2022-07,8311.078962920948
2022-08,7974.1607068718795
2022-09,7238.098309118299
2022-10,7785.761277836087
2022-11,8289.322716173532
2022-12,7894.333661313548
2023-01,8449.464813652072
2023-02,8254.568769158912
2023-03,8521.05817461165
2023-04,8665.975524153184
2023-05,8632.115912792722
2023-06,9180.623440224777
