Date,Price
1987-12,100.0
1988-01,104.99056386482673
1988-02,112.39018607480715
1988-03,121.138883801701
1988-04,122.73233990510683
1988-05,118.08868756271703
1988-06,114.18038134471053
1988-07,119.36414879772938
1988-08,110.53695375573145
1988-09,114.8044181890773
1988-10,124.19843821337729
1988-11,134.39133102676374
1988-12,135.16026631264512
1989-01,136.48024775313124
1989-02,138.22696533005558
1989-03,133.90541969580386
1989-04,134.1178960396034
1989-05,126.72124536423884
1989-06,121.16930411201078
1989-07,136.8484945795112
1989-08,128.5015315405902
1989-09,136.35676975277093
1989-10,132.75329980737877
1989-11,139.1278768161195
1989-12,139.36844134758996
1990-01,131.58159235903133
1990-02,118.96571776511989
1990-03,97.84848692540638
1990-04,98.45388191939115
1990-05,112.10145432646755
1990-06,107.70480940724208
1990-07,107.04622853274401
1990-08,96.713538370662
1990-09,81.4696461476891
1990-10,98.78942053800719
1990-11,87.88094911541356
1990-12,91.72020781209105
1991-01,94.61517974435843
1991-02,106.3344314162622
1991-03,100.79368429842911
1991-04,103.32907532737055
1991-05,102.9010506370619
1991-06,96.20640868241395
1991-07,99.34753374569722
1991-08,94.33539977503654
1991-09,101.52687921957215
1991-10,105.79330994151749
1991-11,99.18183876382056
1991-12,102.28966352824534
1992-01,98.64410277922745
1992-02,91.95021354996751
1992-03,83.50587420751249
1992-04,79.78951902625373
1992-05,85.75610073270512
1992-06,79.37821972611496
1992-07,78.2621420021131
1992-08,88.49727961148767
1992-09,86.76958565698936
1992-10,84.14577850305879
1992-11,85.58926991041292
1992-12,84.62906922215056
1993-01,84.60365841725891
1993-02,88.63336693351438
1993-03,98.86178539883544
1993-04,114.45069911942436
1993-05,117.81763311559531
1993-06,115.99431559822975
1993-07,122.72779200618253
1993-08,126.4956028612728
1993-09,122.0264854846569
1993-10,125.4372801054192
1993-11,108.54056041537612
1993-12,117.07680510699656
1994-01,129.48618549348734
1994-02,132.31941588607515
1994-03,124.76805262511338
1994-04,129.98980704228623
1994-05,133.38412961852575
1994-06,137.31961948704085
1994-07,134.98254356965725
1994-08,137.9976127764791
1994-09,134.58208081864217
1994-10,138.0103580985645
1994-11,130.14948691005563
1994-12,130.6984459721132
1995-01,122.08537784030072
1995-02,119.54955247938257
1995-03,127.77239704506425
1995-04,132.71863568424163
1995-05,128.82291023814798
1995-06,123.75891018991696
1995-07,132.12623240757924
1995-08,127.05265898051829
1995-09,128.15067219370846
1995-10,122.26748715181837
1995-11,127.16735145885282
1995-12,133.41407900630347
1996-01,134.3103088608136
1996-02,133.08723486100575
1996-03,136.7174405054066
1996-04,143.8029714265387
1996-05,137.91430868326316
1996-06,137.81988752936203
1996-07,130.88493533265677
1996-08,127.88793774328241
1996-09,131.50801572786446
1996-10,125.12513891109967
1996-11,128.58024055838166
1996-12,122.46686678541246
1997-01,114.09624601296746
1997-02,116.22895332158365
1997-03,111.83953734238143
1997-04,114.14877436941582
1997-05,123.94324979218354
1997-06,131.6652593877256
1997-07,129.16122133501676
1997-08,115.06825612137655
1997-09,114.14090676077382
1997-10,99.63732033587682
1997-11,93.66246800099863
1997-12,89.29770026268955
1998-01,93.65559098428642
1998-02,97.9059261822417
1998-03,92.95829132971429
1998-04,90.75177089969249
1998-05,83.85931035084191
1998-06,82.79412533965613
1998-07,81.64626831778226
1998-08,71.72349720537525
1998-09,71.99237502521929
1998-10,84.2339593581646
1998-11,88.83661939932846
1998-12,91.58318723290998
1999-01,92.31256497061568
1999-02,90.33510268568362
1999-03,101.62642200968017
1999-04,109.25907413669171
1999-05,103.59940302043421
1999-06,114.44608251799242
1999-07,121.57448239417633
1999-08,121.11454164366545
1999-09,124.55900714242722
1999-10,129.1039763326419
1999-11,136.0236901580446
1999-12,144.96875879594822
2000-01,139.8695766213692
2000-02,136.4233080458969
2000-03,145.1570335403178
2000-04,134.22025544700213
2000-05,126.53871915329096
2000-06,135.3870932274542
2000-07,122.75664494410624
2000-08,127.91148309054697
2000-09,119.58462222287925
2000-10,112.03892358891177
2000-11,108.00111427783477
2000-12,103.7397017576475
2001-01,106.53065601517451
2001-02,101.67239266029314
2001-03,95.844030085006
2001-04,101.13188365180925
2001-05,100.94728195472683
2001-06,96.58486081836443
2001-07,90.4752346240768
2001-08,88.6947551526817
2001-09,78.76923418310093
2001-10,80.30922552232636
2001-11,84.13675394455942
2001-12,82.23733386881176
2002-01,79.17852032546307
2002-02,81.34708417816756
2002-03,86.0765724120069
2002-04,89.21214665208423
2002-05,92.70384650494343
2002-06,87.9928239650952
2002-07,82.44173993169474
2002-08,81.81632075353677
2002-09,76.87284563289997
2002-10,74.82496362448269
2002-11,77.93565399676748
2002-12,75.37467914930491
2003-01,73.82493237014009
2003-02,73.23224608737118
2003-03,70.83305799169278
2003-04,71.88633175801371
2003-05,75.85988681712877
2003-06,80.86696149674107
2003-07,84.40961511210799
2003-08,91.68306555999955
2003-09,95.75499187868814
2003-10,101.53230974414535
2003-11,99.32116544717705
2003-12,106.20377419029958
2004-01,108.94157140530898
2004-02,110.40928526221418
2004-03,119.01953515107117
2004-04,112.47220505208365
2004-05,109.21853209572997
2004-06,112.72348403259937
2004-07,108.00773678545029
2004-08,110.00858378533651
2004-09,110.43773561381205
2004-10,113.322956466588
2004-11,120.55137138856111
2004-12,125.94755708871465
2005-01,124.53150744839984
2005-02,128.93003859102515
2005-03,125.05326235799018
2005-04,122.44680162258089
2005-05,122.65847780439817
2005-06,124.58554674114517
2005-07,128.0074336551817
2005-08,132.1289813736234
2005-09,143.4446880506199
2005-10,138.6693915901525
