Date,EAFE + CANADA
1969-12,100.0
1970-01,99.457732
1970-02,98.190909
1970-03,99.684474
1970-04,90.932616
1970-05,85.786062
1970-06,88.068182
1970-07,92.04501
1970-08,93.040392
1970-09,94.570576
1970-10,93.721935
1970-11,90.956145
1970-12,92.997707
1971-01,96.695324
1971-02,97.436256
1971-03,101.689174
1971-04,104.978069
1971-05,106.203152
1971-06,108.249072
1971-07,112.178423
1971-08,111.404812
1971-09,109.849047
1971-10,106.164381
1971-11,109.163199
1971-12,119.258464
1972-01,126.020755
1972-02,133.745982
1972-03,137.59446
1972-04,140.549006
1972-05,145.532543
1972-06,142.560475
1972-07,149.124877
1972-08,151.902045
1972-09,147.503038
1972-10,148.439549
1972-11,157.847526
1972-12,163.259525
1973-01,165.759636
1973-02,177.540766
1973-03,178.599337
1973-04,168.843897
1973-05,171.802671
1973-06,175.997917
1973-07,175.000328
1973-08,166.959222
1973-09,166.523925
1973-10,170.993377
1973-11,147.205905
1973-12,141.686859
1974-01,143.094226
1974-02,147.967738
1974-03,144.213386
1974-04,146.187007
1974-05,139.784861
1974-06,133.671088
1974-07,127.986094
1974-08,114.910994
1974-09,106.177046
1974-10,108.383103
1974-11,110.094282
1974-12,109.222533
1975-01,128.458314
1975-02,143.866107
1975-03,142.084818
1975-04,148.352216
1975-05,147.693302
1975-06,142.947713
1975-07,137.601235
1975-08,137.313153
1975-09,131.045204
1975-10,140.494779
1975-11,144.640031
1975-12,146.946433
1976-01,155.536731
1976-02,155.354755
1976-03,152.825487
1976-04,152.516543
1976-05,148.981347
1976-06,151.1088
1976-07,149.319022
1976-08,149.274944
1976-09,146.806804
1976-10,137.906936
1976-11,137.490895
1976-12,153.340151
1977-01,152.097377
1977-02,155.030152
1977-03,155.612934
1977-04,159.408526
1977-05,158.574905
1977-06,162.431812
1977-07,160.186553
1977-08,166.009923
1977-09,170.620167
1977-10,173.573803
1977-11,173.042906
1977-12,179.826487
1978-01,180.902198
1978-02,182.844833
1978-03,195.836269
1978-04,194.857714
1978-05,199.444664
1978-06,207.710876
1978-07,225.385019
1978-08,230.023113
1978-09,237.052199
1978-10,248.988154
1978-11,228.410292
1978-12,239.442461
1979-01,241.275717
1979-02,240.797299
1979-03,247.706769
1979-04,247.437273
1979-05,243.336238
1979-06,248.844954
1979-07,250.481099
1979-08,258.286505
1979-09,270.196646
1979-10,248.087945
1979-11,252.993701
1979-12,262.363575
1980-01,277.517845
1980-02,280.354369
1980-03,246.882274
1980-04,268.701618
1980-05,282.315307
1980-06,300.61759
1980-07,300.584821
1980-08,310.444808
1980-09,319.965678
1980-10,331.113349
1980-11,326.370349
1980-12,325.960352
1981-01,321.665922
1981-02,317.143879
1981-03,329.84439
1981-04,337.253751
1981-05,325.558446
1981-06,327.660328
1981-07,313.550239
1981-08,320.33209
1981-09,287.124338
1981-10,290.826816
1981-11,323.746308
1981-12,319.619655
