Date,EAFE + CANADA
1982-01,315.288188
1982-02,294.925024
1982-03,280.384147
1982-04,297.084126
1982-05,293.091095
1982-06,269.923511
1982-07,268.248738
1982-08,271.967112
1982-09,270.115431
1982-10,273.793334
1982-11,293.964987
1982-12,317.899769
1983-01,316.380197
1983-02,325.476581
1983-03,337.752817
1983-04,358.673377
1983-05,358.067552
1983-06,366.254191
1983-07,367.303011
1983-08,362.331711
1983-09,375.495771
1983-10,372.960634
1983-11,384.281185
1983-12,398.674788
1984-01,412.857074
1984-02,415.967079
1984-03,450.436734
1984-04,442.731963
1984-05,400.036021
1984-06,399.06744
1984-07,374.794944
1984-08,408.719478
1984-09,405.236063
1984-10,413.867642
1984-11,415.461075
1984-12,423.816557
1985-01,435.660793
1985-02,431.749183
1985-03,463.325044
1985-04,462.239867
1985-05,481.573869
1985-06,492.776765
1985-07,518.21723
1985-08,533.145909
1985-09,559.244096
1985-10,595.430238
1985-11,621.023988
1985-12,648.760469
1986-01,662.226657
1986-02,731.732407
1986-03,832.719168
1986-04,885.358154
1986-05,848.775399
1986-06,903.016081
1986-07,954.248805
1986-08,1046.118471
1986-09,1035.711688
1986-10,970.677858
1986-11,1024.72949
1986-12,1077.652711
1987-01,1193.982891
1987-02,1231.005604
1987-03,1332.85688
1987-04,1466.121286
1987-05,1466.100435
1987-06,1423.315696
1987-07,1426.174481
1987-08,1528.628335
1987-09,1504.959881
1987-10,1289.349466
1987-11,1300.659986
1987-12,1341.765397
1988-01,1364.451004
1988-02,1455.734041
1988-03,1544.674702
1988-04,1567.516891
1988-05,1517.352903
1988-06,1483.911597
1988-07,1527.740199
1988-08,1429.488391
1988-09,1491.00055
1988-10,1615.909036
1988-11,1708.699492
1988-12,1719.906613
1989-01,1754.4466
1989-02,1761.467787
1989-03,1729.168135
1989-04,1746.657926
1989-05,1655.880994
1989-06,1631.092844
1989-07,1832.992434
1989-08,1755.368677
1989-09,1831.060113
1989-10,1760.856031
1989-11,1846.806051
1989-12,1914.160516
1990-01,1839.203627
1990-02,1716.153545
1990-03,1545.461249
1990-04,1529.078438
1990-05,1701.495037
1990-06,1687.27518
1990-07,1711.92393
1990-08,1549.2871
1990-09,1339.960922
1990-10,1537.690042
1990-11,1452.567925
1990-12,1478.32297
1991-01,1524.501725
1991-02,1685.820972
1991-03,1588.986723
1991-04,1605.139167
1991-05,1624.105055
1991-06,1508.65682
1991-07,1580.936223
1991-08,1551.46505
1991-09,1633.578112
1991-10,1659.245284
1991-11,1583.814088
1991-12,1662.7395983
1992-01,1630.1659356
1992-02,1574.2589729
1992-03,1471.5687667999998
1992-04,1477.7401832
1992-05,1573.0449864999998
1992-06,1502.3414381
1992-07,1467.5958942
1992-08,1554.4008095
1992-09,1520.6121759999999
1992-10,1446.0914495
1992-11,1456.725009
1992-12,1465.9808366999998
1993-01,1465.08272
1993-02,1511.317403
1993-03,1639.680343
1993-04,1791.869728
1993-05,1829.717903
1993-06,1802.1749459999999
1993-07,1862.851354
1993-08,1960.741534
1993-09,1915.263929
1993-10,1978.7240170471848
1993-11,1810.6751500405649
1993-12,1940.0263788579484
1994-01,2102.8875822444666
1994-02,2093.8729102781845
1994-03,2004.1134236628095
1994-04,2085.6379036039098
1994-05,2075.4166783192554
1994-06,2099.440710390642
1994-07,2122.6035641083417
1994-08,2175.6888839623257
1994-09,2111.719228862714
1994-10,2179.0145497961516
1994-11,2074.22120548546
1994-12,2088.4916171997147
1995-01,2007.842631962291
1995-02,2006.6564685167257
1995-03,2130.924397168222
1995-04,2210.096604850831
1995-05,2188.505817118238
1995-06,2153.5507791932746
1995-07,2284.545181655027
1995-08,2201.2129854023788
1995-09,2242.7869778824743
1995-10,2184.6307305224364
1995-11,2246.7825428039873
1995-12,2335.274229582612
1996-01,2349.5395660811178
1996-02,2356.9780393117917
1996-03,2407.4994040288148
1996-04,2479.2170802385326
1996-05,2437.4807566693776
1996-06,2448.6667254755225
1996-07,2377.6021895073723
1996-08,2387.253752429133
1996-09,2452.5332303930613
1996-10,2436.7847485460748
1996-11,2537.876674190169
1996-12,2503.3008467808313
1997-01,2425.8836934367473
1997-02,2463.2505112130625
1997-03,2466.3585178604367
1997-04,2482.1138979478274
1997-05,2646.4089801973346
1997-06,2788.348702444896
1997-07,2840.1725247033874
1997-08,2631.591680117554
1997-09,2779.91621824249
1997-10,2570.831907951632
1997-11,2542.6805220176525
1997-12,2567.4832104309285
1998-01,2677.532005179392
1998-02,2852.528363004091
1998-03,2946.8725812062467
1998-04,2970.441414489117
1998-05,2955.678431551365
1998-06,2972.047253627176
1998-07,2992.148723976033
1998-08,2610.693783465538
1998-09,2536.8274996951222
1998-10,2801.6797378642905
1998-11,2944.3344590694246
1998-12,3058.0325634946644
1999-01,3059.3300661426397
1999-02,2983.0856040095346
1999-03,3108.275902518615
1999-04,3242.2946443041988
1999-05,3079.23797644367
1999-06,3200.3458272190496
1999-07,3293.221014855583
1999-08,3303.3353463587473
1999-09,3339.7544235014366
1999-10,3469.5366050787916
1999-11,3591.598132481553
1999-12,3922.564064842912
2000-01,3684.933458381572
2000-02,3790.107100221769
2000-03,3946.4072439702522
2000-04,3742.429109387781
2000-05,3652.4923390752583
2000-06,3811.209997835323
2000-07,3666.2702880712977
2000-08,3714.9044877158562
2000-09,3523.1821239986257
2000-10,3427.869332482964
2000-11,3290.4916675551303
2000-12,3406.4681971794744
2001-01,3412.9113666283456
2001-02,3142.890778345696
2001-03,2931.205076889047
2001-04,3136.9580220421412
2001-05,3036.1288120828654
2001-06,2913.467864055489
2001-07,2862.5499573641437
2001-08,2786.7512949681723
2001-09,2506.1562968485564
2001-10,2567.4732335450635
2001-11,2668.5886693345838
2001-12,2685.8163933944693
2002-01,2549.431753856943
2002-02,2565.1339269787654
2002-03,2702.7762608328167
2002-04,2720.3366125442158
2002-05,2758.35684128415
2002-06,2647.2038670771603
2002-07,2384.2695339510087
2002-08,2381.14772283055
2002-09,2129.229368072426
2002-10,2241.269579672823
2002-11,2344.7694763991276
2002-12,2269.217838125992
2003-01,2182.9601538610896
2003-02,2140.17585639261
2003-03,2100.514639819321
2003-04,2304.3921577812953
2003-05,2449.3948364902944
2003-06,2510.3289022100416
2003-07,2568.30580693583
2003-08,2635.024724950569
2003-09,2714.633128761574
2003-10,2884.8395213935105
2003-11,2950.6853171350144
2003-12,3177.1607896883493
2004-01,3221.6760609527355
2004-02,3296.3488700075836
2004-03,3314.1523965718566
2004-04,3230.094247186924
2004-05,3248.2329323953036
2004-06,3324.5797400546276
2004-07,3223.684375123059
2004-08,3237.8627998844
2004-09,3332.772134163477
2004-10,3452.794061896421
2004-11,3683.4162051209114
2004-12,3839.3473663165505
2005-01,3764.072534154913
2005-02,3932.4140027933904
2005-03,3844.6885474396217
2005-04,3750.778292833179
2005-05,3761.400075538631
2005-06,3824.4352186675046
2005-07,3948.214580509148
2005-08,4058.397401026353
2005-09,4244.485351371109
2005-10,4107.653336686634
2005-11,4217.605103415118
2005-12,4413.558769848694
2006-01,4693.052433827942
2006-02,4678.107388073917
2006-03,4828.752098773747
2006-04,5063.032596463701
2006-05,4876.488902138617
2006-06,4872.371507166246
2006-07,4918.650322612608
2006-08,5059.8795256392705
2006-09,5056.891450670521
2006-10,5257.246389317804
2006-11,5415.380154156435
2006-12,5571.176357353199
2007-01,5605.68728770277
2007-02,5651.42784128748
2007-03,5798.941298287887
2007-04,6067.961571007871
2007-05,6210.310470723832
2007-06,6218.6500619685285
2007-07,6133.418383180631
2007-08,6046.216394204469
2007-09,6391.0515325290435
2007-10,6669.7025472682835
2007-11,6410.670818267732
2007-12,6290.805120112143
2008-01,5724.371903367877
2008-02,5829.932911469379
2008-03,5749.579672541128
2008-04,6076.152060772308
2008-05,6179.194589624948
2008-06,5700.173893770308
2008-07,5497.9626095181175
2008-08,5286.881531746237
2008-09,4525.441038500186
2008-10,3584.475029355831
2008-11,3391.815713573866
2008-12,3571.2033531259
2009-01,3238.6849382185915
2009-02,2911.9412486960878
2009-03,3105.392221367237
2009-04,3510.5572594982477
2009-05,3960.576471446627
2009-06,3920.841586816861
2009-07,4289.66403358889
2009-08,4496.03335562145
2009-09,4682.564093081876
2009-10,4607.801652708353
2009-11,4723.077567834417
2009-12,4799.228955525788
2010-01,4574.754405918226
2010-02,4570.713069995276
2010-03,4867.8680531490445
2010-04,4799.18455165551
2010-05,4275.804424527682
2010-06,4215.15173029699
2010-07,4605.374846404592
2010-08,4468.4745168344
2010-09,4898.317968580595
2010-10,5073.313447403905
2010-11,4859.842083481908
2010-12,5251.923772384716
2011-01,5365.925861749926
2011-02,5566.165161403717
2011-03,5457.2703941361915
2011-04,5759.590837705338
2011-05,5596.713455775969
2011-06,5518.66240012423
2011-07,5428.744833493829
2011-08,4970.557037457407
2011-09,4473.184780278961
2011-10,4908.680859033919
2011-11,4683.221113386754
2011-12,4633.06726911535
2012-01,4884.26016714108
2012-02,5154.3130293592685
2012-03,5119.41065468296
2012-04,5038.094018537364
2012-05,4469.768382286369
2012-06,4764.613646585089
2012-07,4824.742562080174
2012-08,4963.144561887465
2012-09,5115.815225102427
2012-10,5152.327532875422
2012-11,5261.424699169735
2012-12,5421.570497839276
2013-01,5689.424953873109
2013-02,5634.261166402815
2013-03,5682.115895263927
2013-04,5947.541493828363
2013-05,5820.52938085215
2013-06,5604.200079675536
2013-07,5903.062986783454
2013-08,5827.882481530489
2013-09,6241.370293561823
2013-10,6451.224348877878
2013-11,6492.0377610162195
2013-12,6591.151553508021
2014-01,6326.004269672723
2014-02,6672.977169371133
2014-03,6647.8375081373115
2014-04,6758.166167178512
2014-05,6870.974535536935
2014-06,6971.109993041122
2014-07,6847.549846362479
2014-08,6853.801613099699
2014-09,6574.791493256672
2014-10,6470.8747881118425
2014-11,6551.380321598885
2014-12,6335.558714449143
2015-01,6314.001446341389
2015-02,6692.075607411379
2015-03,6586.221423520556
2015-04,6876.625330699231
2015-05,6824.349166548806
2015-06,6632.505308411158
2015-07,6738.3305964127085
2015-08,6248.36558103718
2015-09,5935.340817661511
2015-10,6382.629242680222
2015-11,6281.994572872511
2015-12,6170.762626965298
2016-01,5746.846710518779
2016-02,5668.604572688253
2016-03,6058.373954474021
2016-04,6259.671353334025
2016-05,6196.274766442159
2016-06,6010.749386726045
2016-07,6307.200601020422
2016-08,6313.991249801911
2016-09,6393.90379283626
2016-10,6270.348333156477
2016-11,6170.800484294727
2016-12,6373.8108562123825
2017-01,6564.156655837601
2017-02,6641.024735992752
2017-03,6817.050712583774
2017-04,6966.886306
2017-05,7208.155396
2017-06,7217.301937
2017-07,7432.811257
2017-08,7432.382545
2017-09,7628.279159
2017-10,7733.488069
2017-11,7813.01198
2017-12,7955.310811
2018-01,8326.737689
2018-02,7932.607803
2018-03,7802.912496
2018-04,7990.269407441492
2018-05,7848.98563454114
2018-06,7765.573163443032
2018-07,7957.220098523119
2018-08,7808.052576220509
2018-09,7872.639829692319
2018-10,7248.000560326375
2018-11,7242.802600487214
2018-12,6870.40424913939
2019-01,7362.022036887355
2019-02,7552.3166566458285
2019-03,7598.8863630040105
2019-04,7821.366843203517
2019-05,7461.950205642366
2019-06,7908.249141329816
2019-07,7814.034966201914
2019-08,7623.321103956955
2019-09,7841.313952087153
2019-10,8095.996037542026
2019-11,8198.568388313075
2019-12,8461.84745748477
2020-01,8299.304973122518
2020-02,7563.9381823302865
2020-03,6503.227919490932
2020-04,6962.128637832361
2020-05,7262.593539976645
2020-06,7514.267809660118
2020-07,7716.355907915143
2020-08,8115.808147538331
2020-09,7891.092172461449
2020-10,7582.165614458496
2020-11,8746.752424930319
2020-12,9146.468470720843
2021-01,9050.176979875418
2021-02,9282.339674502316
2021-03,9527.840157290277
2021-04,9835.314920582023
2021-05,10186.017933430101
2021-06,10085.645881
2021-07,10154.105753497157
2021-08,10318.3822467847
2021-09,10029.420058348096
2021-10,10330.684844801344
2021-11,9849.045216306937
2021-12,10351.071758979546
2022-01,9895.490658894798
2022-02,9742.799354834526
2022-03,9866.719338237082
2022-04,9226.788027090317
2022-05,9315.625889529134
2022-06,8441.65405961455
2022-07,8862.801068335497
2022-08,8450.379310034894
2022-09,7672.341918836319
2022-10,8096.483153516219
2022-11,8960.581584223555
2022-12,8920.182080597137
2023-01,9652.996541911783
2023-02,9429.150078678824
2023-03,9650.365670141699
2023-04,9934.004517678592
2023-05,9512.886066483536
2023-06,9968.574982681786
