Date,ACWI FM ex USA
2016-07,960.2068213028872
2016-08,966.3757791923388
2016-09,978.7863268511871
2016-10,964.8739007679558
2016-11,942.7103080537034
2016-12,967.1541702379558
2017-01,1001.6796781774216
2017-02,1017.6847550090573
2017-03,1044.4157465896628
2017-04,1067.338006
2017-05,1103.139919
2017-06,1107.035674
2017-07,1148.031124
2017-08,1154.493399
2017-09,1176.369991
2017-10,1198.593832
2017-11,1208.5231
2017-12,1235.972439
2018-01,1304.936177
2018-02,1243.866224
2018-03,1223.095237
2018-04,1243.2765171148592
2018-05,1215.3326640530038
2018-06,1192.893226316484
2018-07,1221.8666675388272
2018-08,1196.3042163073026
2018-09,1202.2220025899544
2018-10,1104.8687252939153
2018-11,1115.576396072079
2018-12,1065.581488
2019-01,1146.093504722731
2019-02,1168.5648164641675
2019-03,1176.550462236045
2019-04,1208.348232831574
2019-05,1145.2944875017492
2019-06,1214.6117678272458
2019-07,1200.5262560003744
2019-08,1163.7777079274072
2019-09,1194.0167967053308
2019-10,1235.6802594094647
2019-11,1246.794406410098
2019-12,1301.2086676455547
2020-01,1266.5802650390785
2020-02,1166.7752822237555
2020-03,998.2729512597818
2020-04,1074.5318454687047
2020-05,1110.368319861358
2020-06,1160.8800770346058
2020-07,1212.861820764339
2020-08,1265.2341536858505
2020-09,1234.8275482468891
2020-10,1208.670489033507
2020-11,1370.8405405660924
2020-12,1445.3486382693727
2021-01,1448.7463849820522
2021-02,1477.5436132338127
2021-03,1497.2503059057606
2021-04,1542.3954264377649
2021-05,1591.758512711612
2021-06,1582.121663
2021-07,1556.5717106193197
2021-08,1586.4752923082615
2021-09,1536.8881629014545
2021-10,1574.0310425177556
2021-11,1503.378268
2021-12,1565.7533509995724
2022-01,1508.2352293405456
2022-02,1478.4331991478239
2022-03,1482.086369806851
2022-04,1390.1407963647744
2022-05,1401.1503123619445
2022-06,1281.3938238906157
2022-07,1325.6331938755059
2022-08,1283.5639516319716
2022-09,1155.972323662084
2022-10,1190.3624314180793
2022-11,1330.8494270067572
2022-12,1321.3946510662593
2023-01,1428.6347466017862
2023-02,1378.720557320475
2023-03,1413.7667858203945
2023-04,1439.364791733336
2023-05,1388.5596269471566
2023-06,1451.4957109689863
