Date,MSCI WORLD ex AUSTRALIA
2002-11,2321.9848085380054
2002-12,2208.5742667048657
2003-01,2139.715324041327
2003-02,2102.8930246473956
2003-03,2095.341992452309
2003-04,2282.9288523758264
2003-05,2415.664015210188
2003-06,2457.2156593003624
2003-07,2508.7995213574604
2003-08,2563.433148324337
2003-09,2577.8992571757317
2003-10,2730.009236798741
2003-11,2773.258025315505
2003-12,2946.600895331809
2004-01,2995.6741709670114
2004-02,3044.9457279138937
2004-03,3024.44539327197
2004-04,2966.855276582387
2004-05,2996.14547003343
2004-06,3060.3016205907525
2004-07,2958.9173117539253
2004-08,2972.094352337709
2004-09,3026.163210328388
2004-10,3098.4665328212745
2004-11,3260.26604978624
2004-12,3385.3859488784724
2005-01,3307.500274878964
2005-02,3411.9023813001936
2005-03,3348.7687750552386
2005-04,3277.7426004370354
2005-05,3340.0086435134012
2005-06,3366.5450111154555
2005-07,3485.8412880675287
2005-08,3513.553932367714
2005-09,3601.788649123525
2005-10,3518.5628019173373
2005-11,3637.4120364507794
2005-12,3718.841693839252
2006-01,3883.244079907957
2006-02,3880.2820611336465
2006-03,3969.0175924806026
2006-04,4085.7865649309947
2006-05,3952.208975352751
2006-06,3951.877883083467
2006-07,3976.8261577711605
2006-08,4081.652317646075
2006-09,4134.125312539071
2006-10,4281.999397268325
2006-11,4387.250407689109
2006-12,4476.09483509927
2007-01,4531.0235781823585
2007-02,4504.327792359666
2007-03,4584.018853748016
2007-04,4786.895971117518
2007-05,4927.603258688239
2007-06,4886.161865922889
2007-07,4777.703058117553
2007-08,4778.675637752054
2007-09,4992.891700685222
2007-10,5139.686367072367
2007-11,4937.984343272014
2007-12,4879.429725607163
2008-01,4510.173833214986
2008-02,4480.853154152706
2008-03,4446.927260505247
2008-04,4679.768021210289
2008-05,4755.706583726565
2008-06,4375.266470453768
2008-07,4276.300789219218
2008-08,4221.927777286798
2008-09,3728.795907118642
2008-10,3029.993495436729
2008-11,2836.679531543452
2008-12,2926.726186602374
2009-01,2674.8932350987893
2009-02,2398.1543678969633
2009-03,2573.230537376739
2009-04,2864.543233932831
2009-05,3127.0161934349962
2009-06,3108.515000390922
2009-07,3370.801448812301
2009-08,3506.3965600426454
2009-09,3637.241100985217
2009-10,3570.6177278442906
2009-11,3719.8586993501576
2009-12,3788.0145833964943
2010-01,3636.6750756838974
2010-02,3686.5292319897267
2010-03,3913.7525781295535
2010-04,3917.5064485915536
2010-05,3557.610020038565
2010-06,3435.309491301432
2010-07,3709.4210312819077
2010-08,3571.5192319697094
2010-09,3899.725368273153
2010-10,4047.3839326674242
2010-11,3964.112478506796
2010-12,4251.732371571892
2011-01,4356.871181493877
2011-02,4509.495742248227
2011-03,4461.425298747398
2011-04,4651.095757573083
2011-05,4565.212159897603
2011-06,4493.798980437516
2011-07,4414.2579846319795
2011-08,4100.440992700508
2011-09,3758.0564262889066
2011-10,4138.23263896284
2011-11,4046.8253287559637
2011-12,4048.372304241851
2012-01,4246.9648958496355
2012-02,4459.910518182139
2012-03,4526.784944335654
2012-04,4473.529937105957
2012-05,4099.099390558272
2012-06,4307.2633092957185
2012-07,4354.060722473591
2012-08,4470.699609977932
2012-09,4595.791230546615
2012-10,4560.304994931096
2012-11,4621.492682785069
2012-12,4709.037729961636
2013-01,4949.653163755879
2013-02,4952.991540020405
2013-03,5077.4939206212275
2013-04,5238.054590252353
2013-05,5270.652108028374
2013-06,5150.337207589823
2013-07,5427.310219232461
2013-08,5307.5103573511515
2013-09,5571.053637797276
2013-10,5787.276696063397
2013-11,5905.539118031501
2013-12,6040.350239349524
2014-01,5821.341457606649
2014-02,6110.917384296468
2014-03,6115.831924426932
2014-04,6180.2497016256
2014-05,6309.656621213176
2014-06,6429.385351265725
2014-07,6319.03258733364
2014-08,6463.451535521048
2014-09,6309.657786490138
2014-10,6343.1002566682455
2014-11,6490.049835530993
2014-12,6389.408452785407
2015-01,6275.112821744944
2015-02,6642.661444378872
2015-03,6544.9139905645325
2015-04,6704.142491222249
2015-05,6739.090963472446
2015-06,6589.477905641944
2015-07,6713.633529240107
2015-08,6280.792111701217
2015-09,6052.853302099153
2015-10,6537.527394978176
2015-11,6506.138261257265
2015-12,6386.388513971606
2016-01,6010.356906703829
2016-02,5969.632726895205
2016-03,6370.064891756336
2016-04,6472.769474232635
2016-05,6520.551389978424
2016-06,6448.496425960415
2016-07,6715.767322877929
2016-08,6729.907831068444
2016-09,6765.220710966815
2016-10,6636.450660636797
2016-11,6737.58621127614
2016-12,6900.995120773135
2017-01,7065.675733239295
2017-02,7263.2795074516935
2017-03,7342.864009814888
2017-04,7459.913403
2017-05,7637.715717
2017-06,7664.991178
2017-07,7846.620468
2017-08,7862.442252
2017-09,8049.085272
2017-10,8204.272587
2017-11,8389.84848
2017-12,8498.58307
2018-01,8954.506451
2018-02,8585.817137
2018-03,8411.920827
2018-04,8511.175542641295
2018-05,8571.066527548724
2018-06,8567.257026540752
2018-07,8839.036308709095
2018-08,8959.327259592887
2018-09,9017.189591999502
2018-10,8357.770183306144
2018-11,8458.167787901646
2018-12,7809.4047432554735
2019-01,8420.837187544694
2019-02,8677.650781118386
2019-03,8799.263195938542
2019-04,9121.479520565654
2019-05,8589.507533336635
2019-06,9161.986511491265
2019-07,9209.685099200235
2019-08,9030.959431723773
2019-09,9226.887405613992
2019-10,9466.088206145552
2019-11,9738.339539260294
2019-12,10037.22978359677
2020-01,9977.40667412588
2020-02,9144.32172288288
2020-03,7964.730638648262
2020-04,8832.478355162704
2020-05,9265.53524215527
2020-06,9506.365999540687
2020-07,9965.019083147392
2020-08,10637.154104963023
2020-09,10281.938256189653
2020-10,9962.750751791116
2020-11,11234.3216702587
2020-12,11710.206554465853
2021-01,11593.974323527958
2021-02,11894.790848622091
2021-03,12304.453194777145
2021-04,12882.069950092937
2021-05,13070.207813017467
2021-06,13277.557377
2021-07,13527.59124674657
2021-08,13871.416265891912
2021-09,13298.765612535755
2021-10,14060.477606447583
2021-11,13769.458282851345
2021-12,14359.876283379735
2022-01,13612.888469395066
2022-02,13250.51402116079
2022-03,13599.308350167397
2022-04,12467.565102341647
2022-05,12490.199120852963
2022-06,11422.560308357439
2022-07,12336.31591642706
2022-08,11816.963370252306
2022-09,10729.438815268331
2022-10,11507.455888875831
2022-11,12300.49614717019
2022-12,11776.589758242828
2023-01,12603.23383710473
2023-02,12317.833968531231
2023-03,12717.950218064561
2023-04,12951.85385230614
2023-05,12843.152880513013
2023-06,13627.316798175745
