Date,EAFE ex ISRAEL
2010-05,1031.3078952869678
2010-06,1021.298406739606
2010-07,1119.1799933288062
2010-08,1084.0828309817177
2010-09,1190.5532471808062
2010-10,1234.0233102380992
2010-11,1174.6254709743316
2010-12,1269.9488513733509
2011-01,1300.6091810082628
2011-02,1344.3561165686378
2011-03,1314.3523556410685
2011-04,1395.1162334421824
2011-05,1355.4640083963477
2011-06,1339.1483896794073
2011-07,1318.1363684866628
2011-08,1199.5913573049068
2011-09,1085.949189867314
2011-10,1190.4651966557458
2011-11,1133.210902352864
2011-12,1122.5593923777042
2012-01,1182.3738146300182
2012-02,1251.2204325573082
2012-03,1245.9840056677485
2012-04,1222.7783934222984
2012-05,1084.0084590098638
2012-06,1161.1350633978643
2012-07,1174.2408851126322
2012-08,1206.2400518308739
2012-09,1242.2474827045148
2012-10,1252.6832932119357
2012-11,1283.1368435709435
2012-12,1325.0724220284535
2013-01,1395.5435964841988
2013-02,1382.4156909642375
2013-03,1394.2916223401564
2013-04,1469.1331658240056
2013-05,1435.1764724311104
2013-06,1384.3793384027458
2013-07,1457.8178210825643
2013-08,1438.7861568183573
2013-09,1545.711498774838
2013-10,1597.9252027914013
2013-11,1610.0498438827601
2013-12,1634.5222794190697
2014-01,1568.2604336358463
2014-02,1655.721572968027
2014-03,1645.789921497794
2014-04,1671.2523372187293
2014-05,1700.666779478581
2014-06,1717.3848882233085
2014-07,1683.5012297224353
2014-08,1681.28196722179
2014-09,1616.6988920478059
2014-10,1593.2480890110498
2014-11,1614.9889592460947
2014-12,1559.1770815671205
2015-01,1567.0830762400612
2015-02,1661.4681597233066
2015-03,1636.6955127950519
2015-04,1705.339061309047
2015-05,1698.5005326870098
2015-06,1650.6464870448276
2015-07,1683.8966537613214
2015-08,1560.253642445913
2015-09,1482.0292895722107
2015-10,1598.027735844039
2015-11,1573.2791254225851
2015-12,1551.9417148511498
2016-01,1439.911857935667
2016-02,1414.097490873005
2016-03,1508.0729014326766
2016-04,1553.4366359043668
2016-05,1541.683938488416
2016-06,1490.3593224758067
2016-07,1565.9311273660205
2016-08,1567.6781712254685
2016-09,1588.2537746816824
2016-10,1556.4325275345504
2016-11,1525.89231637713
2016-12,1578.7462374657443
2017-01,1624.8519002268672
2017-02,1648.041012489981
2017-03,1695.5678396498809
2017-04,1740.199854
2017-05,1806.955403
2017-06,1803.478036
2017-07,1856.193066
2017-08,1857.49396
2017-09,1904.331585
2017-10,1933.811651
2017-11,1954.571843
2017-12,1985.717831
2018-01,2085.499392
2018-02,1991.626278
2018-03,1958.023947
2018-04,2004.9764186797393
2018-05,1961.7643614833682
2018-06,1938.0194583858956
2018-07,1985.691346105142
2018-08,1947.0552052685762
2018-09,1965.1100297691407
2018-10,1808.6323147442502
2018-11,1806.1666480647261
2018-12,1719.7162896364803
2019-01,1832.487811292532
2019-02,1879.763271737392
2019-03,1893.8479438929603
2019-04,1948.9400913294553
2019-05,1858.7098797380454
2019-06,1969.778288459045
2019-07,1944.6324687306223
2019-08,1894.9297503780888
2019-09,1950.406721742387
2019-10,2020.6407606986693
2019-11,2043.2628552819106
2019-12,2110.6176348258496
2020-01,2065.9039277672014
2020-02,1879.136395681269
2020-03,1630.5672242078256
2020-04,1736.852356616589
2020-05,1813.0678945248887
2020-06,1875.9209927643242
2020-07,1919.5581204693588
2020-08,2019.022766835385
2020-09,1968.2501979349927
2020-10,1889.41448821117
2020-11,2183.197943937094
2020-12,2284.529012909395
2021-01,2259.9900180956824
2021-02,2311.3405472411555
2021-03,2367.311273576792
2021-04,2440.062013307739
2021-05,2522.8203807891755
2021-06,2494.751204186707
2021-07,2513.158811410239
2021-08,2557.879611377543
2021-09,2485.510320870532
2021-10,2546.840089101646
2021-11,2428.2853091796733
2021-12,2552.9903948283873
2022-01,2430.4977693894643
2022-02,2387.1726883787323
2022-03,2405.369316536756
2022-04,2252.0881150634264
2022-05,2273.183551178413
2022-06,2062.567350922033
2022-07,2165.3638996445156
2022-08,2061.0772912221937
2022-09,1869.7170044092907
2022-10,1969.8908415637454
2022-11,2194.443339020841
2022-12,2197.7236169466737
2023-01,2376.551720377587
2023-02,2327.6048766600916
2023-03,2388.4690198200224
2023-04,2459.1472408189034
2023-05,2358.2321623070216
2023-06,2466.6217639388133
