Date,EFM (EMERGING + FRONTIER MARKETS)
2002-05,246.6859495509888
2002-06,228.48074652756543
2002-07,210.064410731095
2002-08,214.16176883661277
2002-09,191.77358696302286
2002-10,203.65757929139917
2002-11,217.29901243694906
2002-12,210.25626868806353
2003-01,209.0316362264041
2003-02,203.17288387178195
2003-03,197.35273083295053
2003-04,214.76396316501706
2003-05,229.0634500881738
2003-06,241.7415537653662
2003-07,256.02483798749296
2003-08,273.1184121112735
2003-09,274.88047475523314
2003-10,296.5609230178502
2003-11,300.4699190237294
2003-12,320.4111663271326
2004-01,333.0775379602565
2004-02,349.0295440791354
2004-03,353.53583599972495
2004-04,325.8655361056034
2004-05,321.8725372739478
2004-06,323.2975983829234
2004-07,316.97642159354524
2004-08,330.00347628498514
2004-09,348.2231827911758
2004-10,356.9835896487293
2004-11,388.7783358274498
2004-12,407.7875702249969
2005-01,409.9420438469742
2005-02,447.64035672656405
2005-03,421.3859922384265
2005-04,412.6621809262171
2005-05,425.98783661701486
2005-06,444.3655201021525
2005-07,472.5296510863381
2005-08,479.08058280505816
2005-09,522.862225029962
2005-10,490.9140906452983
2005-11,527.8516591581414
2005-12,557.3678755447326
2006-01,615.4124981757313
2006-02,611.9666276738014
2006-03,614.1514377666148
2006-04,656.205791194716
2006-05,590.3166167464245
2006-06,589.1602284167915
2006-07,597.1443671043844
2006-08,613.7482187916635
2006-09,617.505776534628
2006-10,645.4765215209821
2006-11,689.1494338638051
2006-12,721.260863046797
2007-01,713.7536869680758
2007-02,710.0327591084446
2007-03,736.9281448766168
2007-04,769.7415897630266
2007-05,806.5512460437986
2007-06,844.5276777900372
2007-07,888.3058898787763
2007-08,870.0636005813903
2007-09,964.0492095450297
2007-10,1069.9236115394312
2007-11,1000.0
2007-12,1005.0700137192717
2008-01,884.8750683782737
2008-02,949.4497886264516
2008-03,899.6236830300315
2008-04,971.2757072464776
2008-05,990.4982598797229
2008-06,896.003565744588
2008-07,863.3246525071455
2008-08,794.4966288705116
2008-09,657.2871800902795
2008-10,478.4091135700299
2008-11,441.0166550407844
2008-12,470.9928987004834
2009-01,438.04828772064246
2009-02,413.21773224942353
2009-03,471.59003880282995
2009-04,549.091726352346
2009-05,643.4825274423318
2009-06,636.0514281075006
2009-07,705.4216473326975
2009-08,704.77365569282
2009-09,767.0133360845148
2009-10,767.0774552356519
2009-11,796.994818017762
2009-12,827.1653529362712
2010-01,782.1199514517408
2010-02,786.4486287452373
2010-03,849.9355929234076
2010-04,860.0697350748072
2010-05,784.7183736074452
2010-06,779.108013411363
2010-07,843.8820506383423
2010-08,828.4169970996868
2010-09,919.5861886936245
2010-10,946.7040916807808
2010-11,922.291538781186
2010-12,987.4789593453677
2011-01,961.7301996857134
2011-02,951.0925104307606
2011-03,1005.8338227028155
2011-04,1037.7827639245554
2011-05,1010.5938926487746
2011-06,995.6505619761758
2011-07,991.3085283829441
2011-08,904.1311216250502
2011-09,774.9804744771996
2011-10,874.9664922469923
2011-11,817.6423903477017
2011-12,807.8856699084984
2012-01,897.0286425070536
2012-02,950.0612256338857
2012-03,919.9135516096745
2012-04,909.2630158987371
2012-05,809.2202425491623
2012-06,839.8145465929376
2012-07,856.5716721451836
2012-08,854.6451657573094
2012-09,905.9295410028584
2012-10,900.5066599797104
2012-11,912.1025282289229
2012-12,956.0974761668812
2013-01,971.0009218273909
2013-02,959.2758417012778
2013-03,943.6353494699034
2013-04,951.9255580569104
2013-05,930.0905014372104
2013-06,871.548123355715
2013-07,882.3045888173339
2013-08,867.3180463573303
2013-09,923.0757115117693
2013-10,967.3148380625233
2013-11,954.2685416173179
2013-12,941.7474456833094
2014-01,883.2750994639853
2014-02,912.7759059887384
2014-03,940.9781150925528
2014-04,946.3906968891624
2014-05,980.6161609594998
2014-06,1006.3775552337253
2014-07,1026.5938843056524
2014-08,1049.2848213594739
2014-09,973.8780290700302
2014-10,983.9789418668331
2014-11,972.7296222297447
2014-12,928.4894388668346
2015-01,933.0510610885236
2015-02,962.0152380370079
2015-03,948.469999603439
2015-04,1020.7975705900494
2015-05,980.2293428282925
2015-06,956.0787067949933
2015-07,891.2968924465705
2015-08,811.7214012551917
2015-09,787.7463835346776
2015-10,843.290646850647
2015-11,810.3430608761013
2015-12,793.108240945754
2016-01,741.6295171281552
2016-02,741.1649582005059
2016-03,837.462593312071
2016-04,842.6700242264275
2016-05,812.3578592507724
2016-06,844.086612710079
2016-07,886.2925573870563
2016-08,907.8797467328828
2016-09,920.0917667860685
2016-10,922.2301743245137
2016-11,880.4380744908494
2016-12,883.5218941780661
2017-01,932.1787331721619
2017-02,959.9686944122916
2017-03,984.4567378163667
2017-04,1005.969592
2017-05,1036.252138
2017-06,1047.283415
2017-07,1109.609204
2017-08,1135.127962
2017-09,1131.501257
2017-10,1170.636113
2017-11,1173.316294
2017-12,1215.901421
2018-01,1316.584003
2018-02,1256.984094
2018-03,1234.744128
2018-04,1228.7265307348039
2018-05,1183.8890197845176
2018-06,1135.633433387831
2018-07,1161.9288667306375
2018-08,1130.1530003652256
2018-09,1124.640895335218
2018-10,1028.0506553467135
2018-11,1070.0343805578889
2018-12,1042.252773
2019-01,1132.649910928503
2019-02,1135.4402550758673
2019-03,1145.2850142656325
2019-04,1169.1382438947162
