Date,EFM (EMERGING + FRONTIER MARKETS)
2019-05,1087.0895971704158
2019-06,1155.0087557732907
2019-07,1142.613155063547
2019-08,1087.935512803503
2019-09,1108.2550045568942
2019-10,1154.3936056315029
2019-11,1153.210226899961
2019-12,1239.3014277402244
2020-01,1182.6419508945717
2020-02,1120.2036517481533
2020-03,946.5363453943359
2020-04,1032.993729777931
2020-05,1042.0277185989005
2020-06,1118.121511435354
2020-07,1217.2378460986645
2020-08,1245.564073968269
2020-09,1226.337211154652
2020-10,1251.590896080385
2020-11,1366.383303739268
2020-12,1467.267944292108
2021-01,1512.2776147065542
2021-02,1523.8417041169062
2021-03,1501.4522599321813
2021-04,1539.6393550816135
2021-05,1575.9426872094266
2021-06,1579.5878562136397
2021-07,1475.265113455193
2021-08,1514.320032308446
2021-09,1455.5586542507042
2021-10,1470.6567817287607
2021-11,1410.74845
2021-12,1437.826214414649
2022-01,1410.4126440742455
2022-02,1368.170026980577
2022-03,1338.1169087510764
2022-04,1264.3754217643882
2022-05,1269.122637899327
2022-06,1186.037896955997
2022-07,1184.3472098147777
2022-08,1189.9540483674969
2022-09,1051.4296996332916
2022-10,1018.7146039427004
2022-11,1168.7564862798633
2022-12,1152.946320216576
2023-01,1243.6548371985393
2023-02,1163.6469294857698
2023-03,1199.1520281486312
2023-04,1186.0083376865512
2023-05,1166.5777536700193
2023-06,1211.769549934767
