Date,ACWI + FRONTIER MARKETS (ACWI FM)
2002-05,506.4087284528488
2002-06,475.4150618525022
2002-07,436.3373466889883
2002-08,438.2240111017622
2002-09,391.4140266407527
2002-10,419.77655789573424
2002-11,441.9486666860543
2002-12,421.25866476570485
2003-01,408.59349075313935
2003-02,401.6495038042453
2003-03,400.5541044502107
2003-04,435.3050638148942
2003-05,460.6807967942717
2003-06,469.27207834444766
2003-07,479.00035836156667
2003-08,489.98880681722443
2003-09,492.89211187753057
2003-10,522.1796017524129
2003-11,530.0321281079449
2003-12,562.8015076702386
2004-01,572.7610911158895
2004-02,583.7404799072751
2004-03,580.6759569670331
2004-04,567.2993403618045
2004-05,572.4567264504814
2004-06,583.6662620094145
2004-07,565.2955856925208
2004-08,568.8014401907345
2004-09,580.5560927909712
2004-10,594.7073701415611
2004-11,626.3997964553182
2004-12,650.7866846417644
2005-01,636.7019055244429
2005-02,658.9189992949983
2005-03,645.0882224879837
2005-04,631.7413160189051
2005-05,644.3498681457936
2005-06,651.5970183962698
2005-07,675.7233956188784
2005-08,681.3458570089972
2005-09,701.8381962045249
2005-10,684.2460918309764
2005-11,708.6272067531685
2005-12,725.6407747666765
2006-01,760.5596647453209
2006-02,759.4644741272781
2006-03,775.1666739919032
2006-04,800.7079375970316
2006-05,770.875263564983
2006-06,771.5551878026721
2006-07,778.089922678291
2006-08,798.6273318869429
2006-09,807.9955572339273
2006-10,837.9464976673828
2006-11,861.0849372153016
2006-12,880.6755298639604
2007-01,889.1605492891578
2007-02,884.3174096675223
2007-03,901.9580412461024
2007-04,942.2921397534695
2007-05,971.593863567012
2007-06,969.2122003667424
2007-07,955.0218041121142
2007-08,952.7537126900642
2007-09,1004.5149352743415
2007-10,1044.0307173884914
2007-11,1000.0
2007-12,989.2865618377683
2008-01,908.6547999405728
2008-02,912.0240654969749
2008-03,898.2956134543869
2008-04,949.1421397115654
2008-05,965.8984971641762
2008-06,887.3031258644492
2008-07,864.5248520789158
2008-08,845.9283076153512
2008-09,740.4905650528442
2008-10,593.7175846000586
2008-11,554.8862709033563
2008-12,574.8502054351801
2009-01,525.6422760152667
2009-02,474.5693977885851
2009-03,513.922110132715
2009-04,575.0387728686782
2009-05,633.2269945219051
2009-06,630.041906865986
2009-07,685.4865079016132
2009-08,710.3618656363914
2009-09,743.1173859310067
2009-10,731.7298558347233
2009-11,761.7733639700631
2009-12,777.66249923367
2010-01,744.2818083965948
2010-02,754.1848565980367
2010-03,803.1230464958218
2010-04,804.8875153082361
2010-05,729.3018220054701
2010-06,707.1682476372781
2010-07,764.8595522861797
2010-08,738.5589316750168
2010-09,809.4021279699152
2010-10,838.834089916097
2010-11,820.566048454908
2010-12,880.7978941612477
2011-01,894.7574775812654
2011-02,920.7926193979504
2011-03,920.3086313449284
2011-04,958.5184460681164
2011-05,938.7407704390158
2011-06,924.3384932654642
2011-07,909.5550584331105
2011-08,843.5623680432392
2011-09,764.378321284632
2011-10,846.2041500331836
2011-11,821.2943794175796
2011-12,819.8866110050095
2012-01,867.6192151366988
2012-02,911.6253875340808
2012-03,918.1850957961096
2012-04,908.2864403336525
2012-05,827.7806418732131
2012-06,868.9064583049077
2012-07,881.0776552006786
2012-08,900.6706628255223
2012-09,929.4472182697725
2012-10,923.4901531454869
2012-11,935.7564853190253
2012-12,957.3982978274373
2013-01,1001.8775998434934
2013-02,1002.1720743330735
2013-03,1020.9327152251016
2013-04,1050.8156700511452
2013-05,1049.0180330924968
2013-06,1018.674888841719
2013-07,1067.7826322202704
2013-08,1045.9757195649206
2013-09,1100.3342286555721
2013-10,1144.7401336490843
2013-11,1161.4508875360223
2013-12,1181.9076477917156
2014-01,1135.1189848105369
2014-02,1190.4562024069699
2014-03,1196.5045584611469
2014-04,1208.759938710469
2014-05,1235.721824748779
2014-06,1259.449820650479
2014-07,1244.6626405617353
2014-08,1272.5512270480808
2014-09,1231.9218740434974
2014-10,1240.684497230296
2014-11,1261.7437400673225
2014-12,1237.8505087744973
2015-01,1218.691431627148
2015-02,1287.0117784167064
2015-03,1267.8329715054213
2015-04,1305.268036801194
2015-05,1304.4659914134634
2015-06,1274.408044688164
2015-07,1285.8138204725337
2015-08,1198.2266050461044
2015-09,1155.3871651110767
2015-10,1246.2503418633132
2015-11,1236.4029996471784
2015-12,1214.6691068947814
2016-01,1141.6723968954225
2016-02,1134.5689714199718
2016-03,1219.3002340308967
2016-04,1238.064222253792
2016-05,1240.6997787272526
2016-06,1233.7494373685035
2016-07,1287.1961068908117
2016-08,1292.1045596850727
2016-09,1300.6487068384124
2016-10,1278.9276284658488
2016-11,1289.186682013601
2016-12,1317.5675234677637
2017-01,1354.0156470343993
2017-02,1392.479849085083
2017-03,1410.49332484063
2017-04,1433.111791
2017-05,1466.106684
2017-06,1473.386961
2017-07,1515.071968
2017-08,1521.748544
2017-09,1551.721876
2017-10,1584.263373
2017-11,1615.621743
2017-12,1642.279254
2018-01,1735.275711
2018-02,1663.200973
2018-03,1628.739403
2018-04,1645.0151368698278
2018-05,1648.0526407831258
2018-06,1639.6528149093524
2018-07,1689.659348329511
2018-08,1703.4189474480288
2018-09,1711.5078542491385
2018-10,1583.789983699039
2018-11,1607.7306734845808
2018-12,1495.311656
2019-01,1613.712681600611
2019-02,1657.5256428991574
2019-03,1679.398279432612
2019-04,1736.852525677082
2019-05,1635.6146288779648
2019-06,1743.3216301044258
2019-07,1749.1130802329403
2019-08,1708.445781391162
2019-09,1745.0202077743832
2019-10,1793.1544959991425
2019-11,1837.654700059633
2019-12,1903.1652097653039
2020-01,1882.6665708910707
2020-02,1731.4278948646065
2020-03,1498.3749839481259
2020-04,1659.5173368011103
2020-05,1732.7421378952695
2020-06,1788.805991767788
2020-07,1883.9078472815736
2020-08,2000.0013817166375
2020-09,1936.410136915496
2020-10,1889.9484338240318
2020-11,2123.275935648174
2020-12,2222.6672611189465
2021-01,2213.1166707347675
2021-02,2264.979856622133
2021-03,2326.6128798557024
2021-04,2429.3677649861897
2021-05,2468.5542316461438
2021-06,2501.940368
2021-07,2519.8715471687246
2021-08,2583.7267723356435
2021-09,2478.288506721778
2021-10,2605.3835478181827
2021-11,2543.353684
2021-12,2645.8076485711567
2022-01,2516.413351289207
2022-02,2452.1059433247838
2022-03,2506.58157172944
2022-04,2307.077756358921
2022-05,2311.1888507689964
2022-06,2117.422253059339
2022-07,2265.850597043394
2022-08,2183.497479921326
2022-09,1975.3992887829
2022-10,2094.8128387406314
2022-11,2258.1864768711084
2022-12,2170.2902844585888
2023-01,2326.3210818209946
2023-02,2260.476480712136
2023-03,2331.688397211252
2023-04,2366.282811505311
2023-05,2342.639078000247
2023-06,2479.588472435438
