Date,ACWI ex USA
1987-12,100.0
1988-01,101.67950637399758
1988-02,108.41665459374944
1988-03,115.19260994292515
1988-04,116.87508550610933
1988-05,113.18360116184249
1988-06,110.70225303225548
1988-07,113.92692181585629
1988-08,106.60107194892467
1988-09,111.23698336724325
1988-10,120.3825189674626
1988-11,127.09923530151681
1988-12,127.89732980292503
1989-01,130.43515561869944
1989-02,131.02017214466707
1989-03,128.7770233089735
1989-04,130.40726093266045
1989-05,123.75538990890846
1989-06,121.43466304344473
1989-07,136.40456342548828
1989-08,130.74001477303958
1989-09,136.77360497680445
1989-10,131.76590202351002
1989-11,138.10050247850427
1989-12,143.28555047438542
1990-01,137.912872590093
1990-02,128.75064775762345
1990-03,115.69941085482785
1990-04,114.71786052906133
1990-05,127.41306550664055
1990-06,126.36074045229716
1990-07,128.38744827252867
1990-08,116.15404845560576
1990-09,100.6708412672521
1990-10,115.12208356314869
1990-11,108.72319881137635
1990-12,110.70775297592007
1991-01,114.16825522671138
1991-02,126.42975916172517
1991-03,119.47193997233867
1991-04,120.77023031272816
1991-05,122.48466377558763
1991-06,113.9655060084977
1991-07,119.44156650455277
1991-08,117.39082799019327
1991-09,123.36440346589754
1991-10,125.52068902253893
1991-11,119.93043129760706
1991-12,126.15646343835864
1992-01,124.3983193701003
1992-02,120.57779308677189
1992-03,113.28607582023197
1992-04,113.6581086666794
1992-05,120.5594165516095
1992-06,114.74147365553938
1992-07,112.3002294157735
1992-08,118.28866565603916
1992-09,115.86204001476285
1992-10,110.77418344714411
1992-11,111.38704510230195
1992-12,112.3165258917165
1993-01,112.30417790263083
1993-02,115.7408514635197
1993-03,125.2709050615945
1993-04,136.3355919176445
1993-05,139.37085250318952
1993-06,137.7026159785609
1993-07,142.2803949704629
1993-08,149.91584752555934
1993-09,146.83387762815246
1993-10,152.14472394711112
1993-11,140.55834791677069
1993-12,151.52056152619417
1994-01,163.9817846857248
1994-02,162.74203982062934
1994-03,155.2875223738434
1994-04,160.5556793438519
1994-05,160.60958032694444
1994-06,161.7488413977147
1994-07,164.379295701458
1994-08,169.90950633583557
1994-09,165.7042059049816
1994-10,170.15768989777501
1994-11,161.95003007822288
1994-12,161.57145786249146
1995-01,154.24267088254348
1995-02,153.39859073217806
1995-03,162.0655194112482
1995-04,168.38750031082205
1995-05,167.64363659027623
1995-06,165.32468210990334
1995-07,174.7125363430251
1995-08,168.65108552219093
1995-09,171.5333775071825
1995-10,166.9503015251996
1995-11,170.87147575569216
1995-12,177.62716272668754
1996-01,180.06653412684378
1996-02,180.0742683453001
1996-03,183.4256927728051
1996-04,188.99073238960506
1996-05,186.15323025449607
1996-06,187.09680316717453
1996-07,180.87693787698197
1996-08,181.93848948623383
1996-09,186.4562427593723
1996-10,184.5886509397161
1996-11,191.71034741529107
1996-12,189.48952682086738
1997-01,186.0091790828338
1997-02,189.4199687943495
1997-03,189.0230093592563
1997-04,190.61749686027252
1997-05,202.39136061479448
1997-06,213.55839434681798
1997-07,217.88238840043613
1997-08,200.74218851596638
1997-09,211.5946477771998
1997-10,193.57999671088135
1997-11,191.16066677623377
1997-12,193.36085539345814
1998-01,199.1446533148686
1998-02,212.43264222009444
