Date,ACWI ex USA
1998-03,219.7728659704744
1998-04,221.34749344163598
1998-05,217.33281162443038
1998-06,216.51572105672645
1998-07,218.57401931607072
1998-08,187.74989587511627
1998-09,183.78360374067398
1998-10,203.0350390126987
1998-11,213.94554611862083
1998-12,221.31724402004278
1999-01,221.08025997963895
1999-02,216.12979335131752
1999-03,226.5652776464501
1999-04,237.89739293784132
1999-05,226.7226060899985
1999-06,237.14064469263718
1999-07,242.703372369343
1999-08,243.54518955751738
1999-09,245.19162507989887
1999-10,254.32172491375715
1999-11,264.4914908806701
1999-12,289.71566422716774
2000-01,273.9947709050609
2000-02,281.3961695825932
2000-03,291.9857444343095
2000-04,275.6885243421735
2000-05,268.63654416869065
2000-06,280.0751717723158
2000-07,269.01836010638897
2000-08,272.3445526623267
2000-09,257.2382300600872
2000-10,249.06161333387033
2000-11,237.88809866929807
2000-12,246.0116874752046
2001-01,249.70193349044135
2001-02,229.93286051333916
2001-03,213.6800422808481
2001-04,228.2134319848393
2001-05,221.91111821932594
2001-06,213.39967127864796
2001-07,208.65193827000155
2001-08,203.4697656943734
2001-09,181.88401502208663
2001-10,186.98025397318503
2001-11,195.5317504947833
2001-12,198.0509757377344
2002-01,189.56890334034904
2002-02,190.93403935756635
2002-03,201.3064476067462
2002-04,202.61401508970985
2002-05,204.82058235080598
2002-06,195.97667867651086
2002-07,176.87770415415858
2002-08,176.88930852227028
2002-09,158.14403822386623
2002-10,166.62792916379752
2002-11,174.64063078322042
2002-12,168.9987093328317
2003-01,163.06595580895947
2003-02,159.7620948418207
2003-03,156.66290828510853
2003-04,171.75937224374152
2003-05,182.70082750162624
2003-06,187.7581706040285
2003-07,192.76058503333917
2003-08,198.50499460661968
2003-09,204.06333856918732
2003-10,217.29103645724555
2003-11,222.0293336711003
2003-12,238.9804899712502
2004-01,242.8179122880589
2004-02,248.99153381369797
2004-03,250.5236676739536
2004-04,242.738295004972
2004-05,243.50583030140274
2004-06,248.78386650606456
2004-07,241.53356581531753
2004-08,243.46766739631582
2004-09,251.29572427152797
2004-10,260.03630007175855
2004-11,278.0849744039963
2004-12,290.0254999376619
2005-01,285.0302289072136
2005-02,299.08917375346203
2005-03,290.9760611815619
2005-04,283.79981241309
2005-05,285.57846262855304
2005-06,290.9528223356688
2005-07,301.68795778639753
2005-08,309.40867660271465
2005-09,325.3690026133573
2005-10,313.52418675528503
2005-11,324.06538388594555
2005-12,339.65670757895504
2006-01,363.3387286352825
2006-02,362.2895636758747
2006-03,372.81338832303726
2006-04,392.03582877608693
2006-05,373.9622257595043
2006-06,373.58926775619415
2006-07,377.4109590883773
2006-08,388.1081056660996
2006-09,388.35983567148594
2006-10,404.1735768230437
2006-11,418.8482479337097
2006-12,431.9014110767952
2007-01,433.5139698508634
2007-02,436.1633782235462
2007-03,448.44276423220396
2007-04,469.325136162658
2007-05,482.1144293793816
2007-06,486.215510545505
2007-07,484.83011477409957
2007-08,477.3859490645045
2007-09,508.99894762002845
2007-10,537.4108526899411
2007-11,513.2625203485862
2007-12,505.84417150057874
2008-01,456.89892489704204
2008-02,470.1398838120703
2008-03,460.00176648905864
2008-04,488.3109914145731
2008-05,496.7734130827115
2008-06,456.0551908940182
2008-07,439.7454487783389
2008-08,419.29256898096696
2008-09,356.43891889230434
2008-10,277.99174099350876
2008-11,262.0250546500457
2008-12,277.0044992673291
2009-01,252.58946398263086
2009-02,229.09403737467562
2009-03,247.58865700023892
2009-04,281.6383599583933
2009-05,320.18897750681674
2009-06,316.7572426737799
2009-07,347.8201947716364
2009-08,360.7615376092277
2009-09,379.36890610199663
2009-10,374.7029020703744
2009-11,385.5267115950019
2009-12,393.7340672588317
2010-01,374.53842675642017
2010-02,374.5907364385784
2010-03,400.2665282333602
2010-04,397.01375447095575
2010-05,355.6679956414182
2010-06,351.1977154168465
2010-07,383.00902178250215
2010-08,372.5636401496053
2010-09,409.71493308674434
2010-10,423.71151362479947
2010-11,407.4533367614818
2010-12,439.4195130827865
2011-01,443.81965796066095
2011-02,455.6064649078985
2011-03,454.74153017293025
2011-04,477.303803347704
2011-05,464.08303153884117
2011-06,457.50034165944675
2011-07,451.4023794958032
2011-08,412.80681068304744
2011-09,367.0111811552086
2011-10,405.71155324442526
2011-11,385.09945698122215
2011-12,380.86203405461254
2012-01,406.7853076933436
2012-02,429.75182464581246
2012-03,424.05699600988066
2012-04,417.74999948773205
2012-05,370.74328943263674
2012-06,392.775302340158
2012-07,398.44372113575895
2012-08,406.8643711384242
2012-09,422.2071041672912
2012-10,423.9004551928436
2012-11,432.0326163294342
2012-12,447.0895190555464
2013-01,465.3562854782455
2013-02,460.54534891972617
2013-03,461.6906164909889
2013-04,479.1142664582186
2013-05,468.4681382191432
2013-06,448.30603117568813
2013-07,468.0369127649085
2013-08,461.67428221003
2013-09,493.8821703544895
2013-10,512.0627031204403
2013-11,513.0276883353047
2013-12,517.6412009894946
2014-01,494.1968118899237
2014-02,519.1542975784508
2014-03,520.8092526705134
2014-04,528.0633649058022
2014-05,538.8713963504729
2014-06,548.1426518254996
2014-07,542.8348392952707
2014-08,545.9398865294346
2014-09,519.676799445496
2014-10,514.5849733159723
2014-11,518.3727955203885
2014-12,499.8591642906856
2015-01,499.1846940451689
2015-02,525.9380330348185
2015-03,517.8266536212415
2015-04,544.33984651273
2015-05,536.318735172851
2015-06,521.578155418775
2015-07,520.2415418968799
2015-08,480.56761112440284
2015-09,458.4685085672617
2015-10,492.6496752420511
2015-11,482.5442285471213
2015-12,473.5994223501629
2016-01,441.44179781086206
2016-02,436.52995404241625
2016-03,472.34768489969593
2016-04,485.1954221849842
2016-05,477.4728279865736
2016-06,470.43788050489223
2016-07,493.8109320652097
2016-08,497.029213658779
2016-09,503.37658123339475
2016-10,496.1927880492442
2016-11,484.78030287939066
2016-12,497.3459498590234
2017-01,515.0099364175234
2017-02,523.3000180031067
2017-03,537.0457143327169
2017-04,548.863936
2017-05,567.243051
2017-06,569.237009
2017-07,590.366665
2017-08,593.587463
2017-09,604.829436
2017-10,616.278946
2017-11,621.371863
2017-12,635.45358
2018-01,670.904292
2018-02,639.379528
2018-03,628.601313
2018-04,639.158734253472
2018-05,625.0538345856372
2018-06,613.5724541126343
2018-07,628.431901004532
2018-08,615.4017340905334
2018-09,618.4638685065405
2018-10,568.2287740527327
2018-11,573.6964424894327
2018-12,547.933486
2019-01,589.4252810043797
2019-02,601.0217699670035
2019-03,605.1095852975834
2019-04,621.5506523818121
2019-05,588.8599986350823
2019-06,624.609717760502
2019-07,617.2539598392065
2019-08,598.3142249478522
2019-09,614.0008196146771
2019-10,635.5075901155369
2019-11,641.2063182180846
2019-12,669.191387842007
2020-01,651.2914698037606
2020-02,599.9004544820456
2020-03,513.5103785985499
2020-04,552.760483204085
2020-05,571.1296139057666
2020-06,597.1920529405736
2020-07,624.0815405709251
2020-08,650.9159098784774
2020-09,635.1753262525863
2020-10,621.6212190115108
2020-11,705.320033665929
2020-12,743.6498854131346
2021-01,745.3948351922887
2021-02,760.2506418844778
2021-03,770.4123872923335
2021-04,793.5568798889941
2021-05,818.9339936234122
2021-06,813.890031
2021-07,800.7100660474409
2021-08,816.0767537044038
2021-09,790.4479453342531
2021-10,809.5055116784027
2021-11,773.172607
2021-12,805.3310349598056
2022-01,775.7425696536616
2022-02,760.4856724306596
2022-03,762.3733612648339
2022-04,714.9777125788202
2022-05,720.8374355621049
2022-06,659.1390829710638
2022-07,681.9503403969618
2022-08,660.1774966511447
2022-09,594.5344844157901
2022-10,612.3905091312891
2022-11,684.8035506143673
2022-12,679.9551891479869
2023-01,735.2170675774665
2023-02,709.5064320658048
2023-03,727.5705071726544
2023-04,740.7722975984608
2023-05,714.5578900232839
2023-06,746.9962142494995
