Date,Price
1997-01,1083.496569152493
1997-02,1136.3287703458739
1997-03,1110.2815498227596
1997-04,1113.0190461494624
1997-05,1144.9591295238297
1997-06,1222.9255292528783
1997-07,1247.3726132861568
1997-08,1055.8891753791404
1997-09,1082.3310259667705
1997-10,867.6904214277564
1997-11,858.3390497889179
1997-12,916.6261350948453
1998-01,829.937153109068
1998-02,927.806402652877
1998-03,966.9961301369049
1998-04,943.5607030335867
1998-05,796.552978238812
1998-06,706.801858354587
1998-07,723.5010872057726
1998-08,472.65164590327004
1998-09,520.1308748892002
1998-10,575.7663304368369
1998-11,606.2915147390252
1998-12,580.5450367077844
1999-01,573.0275172771571
1999-02,583.7428494638405
1999-03,661.1228718911094
1999-04,727.7215922588492
1999-05,711.6088055498318
1999-06,818.1618664111217
1999-07,784.4833237827722
1999-08,804.8104741843119
1999-09,774.1229869470103
1999-10,788.9605391535783
1999-11,882.1286754037387
1999-12,972.8563331496917
2000-01,963.3087388648153
2000-02,953.0241687176455
2000-03,986.2464966630226
2000-04,873.0593070063705
2000-05,863.3707399449544
2000-06,903.5484428291043
2000-07,844.4661444560261
2000-08,842.4196295494918
2000-09,770.7655562682526
2000-10,712.4896178280867
2000-11,655.0534944233403
2000-12,666.0478545675413
2001-01,768.8426738782646
2001-02,720.5423763499798
2001-03,664.5716595127199
2001-04,696.1674680759623
2001-05,698.530723514611
2001-06,688.2252680973194
2001-07,640.9780348677389
2001-08,631.3655299665181
2001-09,533.3960332083656
2001-10,569.3665878889688
2001-11,630.190251546047
2001-12,688.8934766057636
2002-01,706.918479155664
2002-02,731.3703526164263
2002-03,780.0562296269426
2002-04,788.9465370221732
2002-05,777.2908745619986
2002-06,716.8947545453345
2002-07,647.7820988749952
2002-08,660.4761292974156
2002-09,580.5389030274043
2002-10,623.7619418867041
2002-11,666.3492525755679
2002-12,636.2673622206833
2003-01,628.8455833810874
2003-02,602.6084610221103
2003-03,585.0098778688264
2003-04,635.0220552732092
2003-05,669.9207762198776
2003-06,705.1715571614035
2003-07,767.0689303156281
2003-08,814.7788220326717
2003-09,801.8650905126312
2003-10,874.9825272248213
2003-11,879.5828423728381
2003-12,925.6502001340899
2004-01,972.3082323733636
2004-02,1016.3016595746245
2004-03,1025.3446767173127
2004-04,928.260314293873
2004-05,927.5862174179788
2004-06,921.431471046347
2004-07,898.988632471938
2004-08,947.9820780173264
2004-09,998.771257838906
2004-10,1015.6816919580397
2004-11,1117.4314231866163
2004-12,1168.02623592392
2005-01,1172.7636192192367
2005-02,1286.0041501373994
2005-03,1195.098419166739
2005-04,1165.1947417654108
2005-05,1209.5783934585727
2005-06,1252.7882831179934
2005-07,1343.0685368194024
2005-08,1353.861032225044
2005-09,1487.5003681141884
2005-10,1392.1075573580786
2005-11,1510.228664211831
2005-12,1603.3710265237612
2006-01,1808.4364141923293
2006-02,1776.441921054574
2006-03,1786.161085934935
2006-04,1899.2687881537304
2006-05,1718.7683373390748
2006-06,1735.495794747543
2006-07,1742.3427810705448
2006-08,1772.1021243204002
2006-09,1762.3266593216185
2006-10,1830.1582689182983
2006-11,1973.3220931909798
2006-12,2072.216176146751
2007-01,2021.1051307222715
2007-02,2005.090415364049
2007-03,2092.212314134679
2007-04,2146.9971115402295
2007-05,2223.9373812375284
2007-06,2356.819406284408
2007-07,2471.282755760829
2007-08,2446.1882472373127
2007-09,2730.610902625506
2007-10,3057.594313037381
2007-11,2849.7666942063115
2007-12,2840.081135202009
2008-01,2495.327700895407
2008-02,2695.3014348013508
2008-03,2575.407531170404
2008-04,2827.269378529106
2008-05,2936.5487046688745
2008-06,2675.4976221526144
2008-07,2494.6600940323247
2008-08,2278.163166247057
2008-09,1881.5297183820073
2008-10,1373.9240240181425
2008-11,1260.864410802088
2008-12,1337.131279379456
2009-01,1249.7434667744171
2009-02,1186.9789508893666
2009-03,1371.8646693029416
2009-04,1577.3186029171668
2009-05,1837.2911403128398
2009-06,1793.664674073688
2009-07,1981.3055132601708
2009-08,1978.8928543334812
2009-09,2176.0937932155857
2009-10,2194.463558122339
2009-11,2280.990677359853
2009-12,2355.6214041073836
2010-01,2190.645392737551
2010-02,2197.9792607834465
2010-03,2375.0511442028774
2010-04,2406.264290556348
2010-05,2183.932023645229
2010-06,2130.295759498661
2010-07,2324.074625224062
2010-08,2237.8379964686105
2010-09,2455.928508626581
2010-10,2534.4381658917864
2010-11,2498.8107861412623
2010-12,2706.081820002352
2011-01,2681.3720384566845
2011-02,2686.3219155488964
2011-03,2820.863097460501
2011-04,2883.6550671475247
2011-05,2796.5493817305596
2011-06,2731.3367225766074
2011-07,2705.2166370467794
2011-08,2469.130736708716
2011-09,2117.851291398385
2011-10,2426.2212198088514
2011-11,2290.3250184143744
2011-12,2264.9067526196886
2012-01,2515.560337795795
2012-02,2649.6539745305768
2012-03,2556.6581717404406
2012-04,2529.8985372787047
2012-05,2220.266729508697
2012-06,2293.4985522295924
2012-07,2363.039209427847
2012-08,2336.7952159265737
2012-09,2476.907642655411
2012-10,2462.5493157062415
2012-11,2490.3573862894636
2012-12,2623.0288718782353
2013-01,2652.374754919032
2013-02,2606.3530996715604
2013-03,2548.656779901897
2013-04,2564.8627516409488
2013-05,2503.5075857396137
2013-06,2346.1794630842587
2013-07,2394.0887299856145
2013-08,2413.948616896415
2013-09,2580.9676218115014
2013-10,2702.0886305306394
2013-11,2691.312966883555
2013-12,2646.256910905073
2014-01,2456.4632537932603
2014-02,2529.9116009515483
2014-03,2585.578985970808
2014-04,2586.839424819124
2014-05,2692.6381325487405
