Date,ASEAN
2006-11,1000.0
2006-12,1033.9887694768947
2007-01,1074.133827605602
2007-02,1070.7159662933507
2007-03,1117.531532376107
2007-04,1172.4474716084922
2007-05,1239.0957406828365
2007-06,1251.652209255501
2007-07,1298.635808619905
2007-08,1230.7009600704666
2007-09,1356.712859021124
2007-10,1468.1497317718606
2007-11,1400.314121535335
2007-12,1431.0304508019815
2008-01,1330.0484672668447
2008-02,1388.5338959657918
2008-03,1330.7081927771815
2008-04,1360.9590130963372
2008-05,1358.5121052172517
2008-06,1252.4988342231354
2008-07,1227.8045001445846
2008-08,1151.181923605822
2008-09,992.4092795501514
2008-10,713.3058637750853
2008-11,687.9087181620869
2008-12,751.0432478534086
2009-01,716.2327037698041
2009-02,666.9048928488935
2009-03,713.6087478312857
2009-04,845.9885291129264
2009-05,985.7630515307416
2009-06,1013.462958888693
2009-07,1155.9008032896352
2009-08,1146.927786013366
2009-09,1225.6220870541806
2009-10,1219.319000343249
2009-11,1256.1509043203466
2009-12,1310.6406380203066
2010-01,1267.6880725448384
2010-02,1275.509234626223
2010-03,1377.6122807009676
2010-04,1438.2224230136292
2010-05,1334.6572356150511
2010-06,1389.1360550424101
2010-07,1480.3022427837977
2010-08,1510.0144265842303
2010-09,1657.4629913700069
2010-10,1704.5458373753206
2010-11,1651.8332752628228
2010-12,1733.203015435096
2011-01,1675.285262093353
2011-02,1661.194762743435
2011-03,1769.1943316751608
2011-04,1854.4800077596108
2011-05,1826.9422692276971
2011-06,1823.0414822146406
2011-07,1913.753446776722
2011-08,1757.7072294677973
2011-09,1541.532415736381
2011-10,1706.9137745807311
2011-11,1604.732663356424
2011-12,1624.5057438611107
2012-01,1765.0466584481137
2012-02,1844.517487154705
2012-03,1848.178221429459
2012-04,1861.967396405058
2012-05,1698.4200885009209
2012-06,1771.9458549990288
2012-07,1863.3030572616588
2012-08,1849.1266477039026
2012-09,1919.9788515480636
2012-10,1928.9639141320065
2012-11,1925.9439793329755
2012-12,1994.111903874716
2013-01,2020.5344328835115
2013-02,2084.6027157206836
2013-03,2117.0138269877884
2013-04,2186.9332216306807
2013-05,2120.106968666234
2013-06,2029.6223599246555
2013-07,2007.8838528346678
2013-08,1841.9947917072159
2013-09,1926.588193431915
2013-10,2038.3093119158025
2013-11,1940.5306787956376
2013-12,1904.5105480010998
2014-01,1839.3559878629242
2014-02,1936.5767444489857
2014-03,1993.518597155724
2014-04,2049.0091639530015
2014-05,2064.6768054927734
2014-06,2087.5145116900744
2014-07,2153.2615223963417
2014-08,2169.7180965138073
2014-09,2105.3832472224512
2014-10,2097.2365094153834
2014-11,2088.173394055281
2014-12,2026.6683043625276
2015-01,2018.9851301424915
2015-02,2048.1748353661596
2015-03,2039.5920111980895
2015-04,2063.6274543016943
2015-05,1989.0240522772606
2015-06,1931.0785435998127
2015-07,1857.562526511124
2015-08,1661.2230560935172
2015-09,1570.0873883273741
2015-10,1697.8744322743748
2015-11,1653.2180548124247
2015-12,1656.3595513213043
2016-01,1623.625666321582
2016-02,1661.6082056694042
2016-03,1822.1141310171554
2016-04,1807.50696096726
2016-05,1747.4957738843739
2016-06,1833.4135724178693
2016-07,1878.7506802845162
2016-08,1890.615334462133
2016-09,1872.0995864801162
2016-10,1835.687323388201
2016-11,1738.532698120802
2016-12,1756.400047309214
2017-01,1834.1407750959204
2017-02,1863.9770239251388
2017-03,1923.6485340107602
2017-04,1963.365822
2017-05,2011.134583
2017-06,2030.683273
2017-07,2079.611065
2017-08,2090.90502
2017-09,2100.910778
2017-10,2147.845567
2017-11,2196.585042
2017-12,2298.692473
2018-01,2432.625181
2018-02,2398.551754
2018-03,2351.84977
2018-04,2364.276862319469
2018-05,2237.778311161521
2018-06,2088.0336026195337
2018-07,2173.58675610075
2018-08,2183.987453098756
2018-09,2184.0484967622137
2018-10,2045.147766861206
2018-11,2111.174572229627
2018-12,2103.487092116725
2019-01,2238.5429670846347
2019-02,2222.8951078232076
2019-03,2214.9847367205034
2019-04,2267.474885164676
2019-05,2182.3142069855903
2019-06,2330.9236137805874
2019-07,2310.971526169033
2019-08,2219.7844522501287
2019-09,2204.8478315835705
2019-10,2254.815101839132
2019-11,2217.831042441662
2019-12,2287.670036096691
2020-01,2172.202501271088
2020-02,1978.1589058011582
2020-03,1591.6658320548038
2020-04,1758.0722297547704
2020-05,1795.8094075167744
2020-06,1866.8597439573725
2020-07,1891.4965735809346
2020-08,1891.6168763942314
2020-09,1787.1952012138927
2020-10,1800.235995630419
2020-11,2078.5088349834496
2020-12,2160.071240293164
2021-01,2119.8510315569497
2021-02,2160.4040534295837
2021-03,2164.31544568897
2021-04,2199.01715592046
2021-05,2206.225716003941
2021-06,2143.6999005148314
2021-07,2068.623207076733
2021-08,2191.5505244132305
2021-09,2152.620027737102
2021-10,2247.3406851032605
2021-11,2140.364968526432
2021-12,2183.9610677504115
2022-01,2169.7016861698394
2022-02,2223.2348912819416
2022-03,2232.5635505493465
2022-04,2139.998567408287
2022-05,2104.898254103617
2022-06,1923.4094766504109
2022-07,1974.3429334185407
2022-08,2014.4509579602125
2022-09,1882.8968507994798
2022-10,1897.5444558576162
2022-11,2058.8335194837528
2022-12,2050.461382137794
2023-01,2155.6847655222996
2023-02,2031.3569538892798
2023-03,2112.319490057837
2023-04,2114.961536597832
2023-05,2018.6526323916494
2023-06,2021.7113906960392
