Date,MSCI WORLD
2004-11,3239.8950688799023
2004-12,3364.558344541344
2005-01,3289.4389078533877
2005-02,3395.1334815119008
2005-03,3330.6346197561384
2005-04,3260.390161524638
2005-05,3320.8180751539708
2005-06,3351.0191801827928
2005-07,3468.8227839265446
2005-08,3496.5812526315617
2005-09,3588.409559733255
2005-10,3502.0628890009684
2005-11,3620.657192586086
2005-12,3701.794585483925
2006-01,3867.813769500511
2006-02,3863.679046240812
2006-03,3950.3813119546176
2006-04,4072.42601824443
2006-05,3936.9635049842855
2006-06,3937.432870365418
2006-07,3962.86077748746
2006-08,4067.753545746963
2006-09,4117.428960404198
2006-10,4269.390747859589
2006-11,4376.153465423215
2006-12,4466.298193645661
2007-01,4519.914584394228
2007-02,4498.257682467257
2007-03,4582.511727105813
2007-04,4787.3795291763745
2007-05,4926.190983707559
2007-06,4889.921851901748
2007-07,4782.624195911989
2007-08,4781.075029258699
2007-09,5010.068913244874
2007-10,5164.824546924582
2007-11,4956.048844976921
2007-12,4893.542599423425
2008-01,4520.67221359331
2008-02,4496.695010278022
2008-03,4455.804660459386
2008-04,4693.577317203383
2008-05,4770.995511901061
2008-06,4392.172439986076
2008-07,4285.968825699928
2008-08,4227.702323226671
2008-09,3726.687574537576
2008-10,3021.073596966921
2008-11,2827.6075312435705
2008-12,2919.782613762674
2009-01,2664.847172378559
2009-02,2393.8739953254812
2009-03,2575.8163731317313
2009-04,2867.3716416156394
2009-05,3130.7856797665827
2009-06,3117.9821514521864
2009-07,3383.009336144492
2009-08,3524.0750577317967
2009-09,3665.755557950412
2009-10,3601.3220669626253
2009-11,3750.306086133355
2009-12,3818.8590382709294
2010-01,3661.7519780311654
2010-02,3714.830291582824
2010-03,3946.9600088244733
2010-04,3949.7178391515863
2010-05,3575.136513083733
2010-06,3453.8910841760353
2010-07,3734.8157724957177
2010-08,3596.902173305561
2010-09,3933.681227150751
2010-10,4081.1862696234234
2010-11,3994.9942708637286
2010-12,4290.045367994441
2011-01,4387.9695437460105
2011-02,4543.546134483663
2011-03,4500.825241880313
2011-04,4694.883907964441
2011-05,4602.240757300106
2011-06,4531.20753136191
2011-07,4450.2492509465155
2011-08,4138.562321958941
2011-09,3782.7570389298567
2011-10,4175.102956358804
2011-11,4075.560085285523
2011-12,4074.833677258994
2012-01,4280.520734097583
2012-02,4491.978708404587
2012-03,4552.201556986387
2012-04,4503.679587607332
2012-05,4119.206385615022
2012-06,4331.155403112301
2012-07,4388.035805235713
2012-08,4501.500938519854
2012-09,4627.184251382192
2012-10,4597.231193006792
2012-11,4658.581487221915
2012-12,4748.698510623482
2013-01,4992.06116677871
2013-02,5002.798507706923
2013-03,5122.563061470883
2013-04,5287.524127929315
2013-05,5294.214565229205
2013-06,5165.877084048672
2013-07,5439.346519700695
2013-08,5325.887114833852
2013-09,5594.335573181561
2013-10,5814.648990560534
2013-11,5920.682817467601
2013-12,6048.1810119426655
2014-01,5825.526875994294
2014-02,6120.253605934558
2014-03,6132.5915735420995
2014-04,6198.797954182887
2014-05,6326.60098675459
2014-06,6442.500673823799
2014-07,6341.234415426523
2014-08,6483.570232027491
2014-09,6310.268155659593
2014-10,6352.59833742465
2014-11,6482.900453233195
2014-12,6381.054489221281
2015-01,6266.933708587365
2015-02,6637.222188241037
2015-03,6537.61852592154
2015-04,6694.31381900882
2015-05,6723.059941732761
2015-06,6569.466349883124
2015-07,6689.575637331701
2015-08,6249.646349840388
2015-09,6021.954301938134
2015-10,6500.909758909972
2015-11,6471.7171801746545
2015-12,6360.574953782465
2016-01,5981.674269890343
2016-02,5940.800331133402
2016-03,6348.294514191117
2016-04,6452.776566828049
2016-05,6494.94274567581
2016-06,6425.27986324739
2016-07,6698.4659370812415
2016-08,6707.420309096992
2016-09,6746.076640930636
2016-10,6617.258395041462
2016-11,6716.016517873111
2016-12,6879.162362684217
2017-01,7046.796149401888
2017-02,7245.762912133162
2017-03,7328.135070054468
2017-04,7440.259608
2017-05,7604.861196
2017-06,7637.015307
2017-07,7822.146969
2017-08,7837.107664
2017-09,8016.091279
2017-10,8169.600974
2017-11,8350.801848
2017-12,8466.344501
2018-01,8915.277691
2018-02,8549.698834
2018-03,8368.878782
2018-04,8470.212766566698
2018-05,8531.326868579577
2018-06,8530.353983957984
2018-07,8798.941068098786
2018-08,8911.933485947016
2018-09,8965.287626554245
2018-10,8309.11033210832
2018-11,8407.844611029705
2018-12,7771.710260668625
2019-01,8379.028952511342
2019-02,8635.20336061367
2019-03,8754.488882691909
2019-04,9069.951224274846
2019-05,8554.77221656922
2019-06,9122.090094392961
2019-07,9169.815689713001
2019-08,8986.643663379253
2019-09,9182.167639926416
2019-10,9418.381319449267
2019-11,9685.17538812356
2019-12,9979.033660478779
2020-01,9921.108776662975
2020-02,9086.788157447781
2020-03,7890.180729878289
2020-04,8756.464871355187
2020-05,9185.249174236507
2020-06,9432.107144905995
2020-07,9886.49343248731
2020-08,10550.971824080067
2020-09,10191.078740126417
2020-10,9881.075666998146
2020-11,11148.59977329671
2020-12,11625.198749249781
2021-01,11512.425105303904
2021-02,11811.310416457107
2021-03,12211.116271792866
2021-04,12784.973298879253
2021-05,12976.577906467402
2021-06,13174.250989
2021-07,13413.449832895432
2021-08,13751.460507717586
2021-09,13186.526695213159
2021-10,13936.99202055651
2021-11,13636.233449356276
2021-12,14223.136794317365
2022-01,13473.435400242559
2022-02,13137.034420267912
2022-03,13505.741311018948
2022-04,12389.188860674145
2022-05,12408.089770544892
2022-06,11337.723548676839
2022-07,12241.13967372322
2022-08,11734.1608889656
2022-09,10648.162535898233
2022-10,11415.73448293848
2022-11,12215.105867962418
2022-12,11700.99241807436
2023-01,12532.085435319997
2023-02,12235.685753769085
2023-03,12622.659609038881
2023-04,12850.378507737012
2023-05,12731.907781667293
2023-06,13506.744492164757
