Date,WORLD ex USA
1987-09,1561.028624
1987-10,1334.610325
1987-11,1344.961559
1987-12,1386.20031
1988-01,1407.990417
1988-02,1501.519783
1988-03,1593.451719
1988-04,1616.306326
1988-05,1564.696396
1988-06,1529.610947
1988-07,1574.66087
1988-08,1473.371296
1988-09,1536.155799
1988-10,1664.816885
1988-11,1760.539578
1988-12,1771.595055
1989-01,1807.185979
1989-02,1814.634495
1989-03,1781.747179
1989-04,1799.467939
1989-05,1705.686323
1989-06,1680.648014
1989-07,1888.161346
1989-08,1808.379862
1989-09,1886.706683
1989-10,1814.801397
1989-11,1904.052781
1989-12,1973.993721
1990-01,1898.23255
1990-02,1769.993064
1990-03,1594.212077
1990-04,1576.606668
1990-05,1753.541485
1990-06,1738.407257
1990-07,1764.071825
1990-08,1597.480875
1990-09,1382.248736
1990-10,1584.956818
1990-11,1497.40538
1990-12,1523.657925
1991-01,1570.680211
1991-02,1736.472608
1991-03,1636.569229
1991-04,1653.288578
1991-05,1673.618259
1991-06,1555.327297
1991-07,1629.512516
1991-08,1598.394515
1991-09,1683.13992
1991-10,1709.859764
1991-11,1632.642388
1991-12,1713.1545975
1992-01,1679.9173239
1992-02,1621.9872400000002
1992-03,1516.3663291
1992-04,1522.405752
1992-05,1620.6517127
1992-06,1547.7141172
1992-07,1511.8004088
1992-08,1600.7126598999998
1992-09,1565.5630652
1992-10,1488.5888152999999
1992-11,1499.3958552
1992-12,1508.7206015
1993-01,1508.173959
1993-02,1556.017726
1993-03,1688.665679
1993-04,1845.721679
1993-05,1885.91785
1993-06,1857.567498
1993-07,1920.715415
1993-08,2020.1461500000003
1993-09,1973.2463639999999
1993-10,2039.4750124408079
1993-11,1866.6933245900575
1993-12,2000.7590962705967
1994-01,2167.424653808578
1994-02,2158.032727474699
1994-03,2065.6165971387823
1994-04,2149.65248096281
1994-05,2138.827089407436
1994-06,2163.9421650796553
1994-07,2188.196516340035
1994-08,2243.281698212322
1994-09,2178.296843780632
1994-10,2247.375617766388
1994-11,2138.6582964883814
1994-12,2153.6557470102057
1995-01,2069.1723091335134
1995-02,2068.2740660207664
1995-03,2196.40127483273
1995-04,2278.0062055925882
1995-05,2255.751998093002
1995-06,2219.7228973129636
1995-07,2354.742362548469
1995-08,2268.8496193206215
1995-09,2311.7010551596927
1995-10,2251.7578417773607
1995-11,2315.81939173651
1995-12,2407.030161067865
1996-01,2421.7338283180366
1996-02,2429.400863389001
1996-03,2481.474597219362
1996-04,2555.395941244704
1996-05,2512.3771863719635
1996-06,2523.90686625113
1996-07,2450.658731496435
1996-08,2460.6068578277373
1996-09,2527.8921771994264
1996-10,2511.6597920189047
1996-11,2615.8579675407827
1996-12,2580.219729271426
1997-01,2500.4237803748665
1997-02,2538.9387677246796
1997-03,2542.14227403938
1997-04,2558.3817694224185
1997-05,2727.7251438664425
1997-06,2874.0262455424286
1997-07,2927.4424575049547
1997-08,2712.452552859433
1997-09,2865.33465654153
1997-10,2649.8258162088396
1997-11,2620.809423118655
1997-12,2646.374223316444
1998-01,2759.804485507135
1998-02,2940.1779534387188
1998-03,3037.4210848269936
1998-04,3061.7141172487954
1998-05,3046.4975123857134
1998-06,3063.3692989787046
1998-07,3084.088426864667
1998-08,2690.912526892861
1998-09,2614.776555078893
1998-10,2887.7669034601445
1998-11,3034.804973854498
1998-12,3151.9966779982587
1999-01,3153.3340489880034
1999-02,3074.746824565294
1999-03,3203.7838432448116
1999-04,3341.92057662705
1999-05,3173.853669309843
1999-06,3298.6827989536646
1999-07,3394.411760899143
1999-08,3404.8368752941674
1999-09,3442.3750008000443
1999-10,3576.1449972606806
1999-11,3701.957107137375
1999-12,4043.092624066418
2000-01,3798.160346006926
2000-02,3906.565656548958
2000-03,4067.66843215278
2000-04,3857.4226649025145
2000-05,3764.722408980123
2000-06,3928.3169825381206
2000-07,3778.9237127803376
2000-08,3829.0522946491874
2000-09,3631.438881126839
2000-10,3533.197415089346
2000-11,3391.598548990664
2000-12,3511.138687465824
2001-01,3517.779836072632
2001-02,3239.462329771974
2001-03,3021.272165371439
2001-04,3233.3472777665074
2001-05,3129.4198903898227
2001-06,3002.98994150119
2001-07,2950.5074811580157
2001-08,2872.37975455337
2001-09,2583.1629187047533
2001-10,2646.363939870975
2001-11,2750.5863479341156
2001-12,2768.3434279778203
2002-01,2627.768099943703
2002-02,2643.952753471649
2002-03,2785.8244209741383
2002-04,2803.9243493135405
2002-05,2843.1128249745257
2002-06,2728.54445522189
2002-07,2457.5309433192515
2002-08,2454.3132083616556
2002-09,2194.6541626067697
2002-10,2310.1370318810905
2002-11,2416.817168171616
2002-12,2338.944055995823
2003-01,2250.0359333353863
2003-02,2205.9370034871627
2003-03,2165.057117387613
2003-04,2375.199176372197
2003-05,2524.6573499206534
2003-06,2587.46373564013
2003-07,2647.2220957301447
2003-08,2715.9910848025743
2003-09,2798.045614681836
2003-10,2973.481936241747
2003-11,3041.3509746277173
2003-12,3274.7853551695744
2004-01,3320.668446416055
2004-02,3397.635725603136
2004-03,3415.9863008249754
2004-04,3329.3452981153105
2004-05,3348.0413303952046
2004-06,3426.7340451133737
2004-07,3322.7384700216903
2004-08,3337.3525549992305
2004-09,3435.1781667765
2004-10,3558.8880062390535
2004-11,3796.5964721311634
2004-12,3957.318927461528
2005-01,3879.731126813907
2005-02,4053.2452208925706
2005-03,3962.824226966013
2005-04,3866.028393565466
2005-05,3876.9765516072325
2005-06,3941.9485745056104
2005-07,4069.531302690737
2005-08,4183.099708857682
2005-09,4374.905580483808
2005-10,4233.869130814219
2005-11,4347.199383606612
2005-12,4549.174115011819
2006-01,4837.25577604469
2006-02,4821.85151412428
2006-03,4977.125082284471
2006-04,5218.604312837407
2006-05,5026.328693593425
2006-06,5022.084783495852
2006-07,5069.785607316357
2006-08,5215.354357659446
2006-09,5212.274468162016
2006-10,5418.785709597293
2006-11,5581.778447935278
2006-12,5742.361798414634
2007-01,5777.933145533372
2007-02,5825.079168329168
2007-03,5977.125268810837
2007-04,6254.411722869572
2007-05,6401.13457480306
2007-06,6409.730416525916
2007-07,6321.879825395305
2007-08,6231.998382388825
2007-09,6587.429264136539
2007-10,6874.642383860549
2007-11,6607.651391334021
2007-12,6484.102581912383
2008-01,5900.264581362946
2008-02,6009.069160762793
2008-03,5926.246909230322
2008-04,6262.853881673514
2008-05,6369.06259655551
2008-06,5875.323039936538
2008-07,5666.898412996566
2008-08,5449.331450542465
2008-09,4664.494188226933
2008-10,3694.6151325432097
2008-11,3496.0359772459874
2008-12,3680.935657743765
2009-01,3338.1999551640197
2009-02,3001.41641785764
2009-03,3200.8115552717995
2009-04,3618.4260926299507
2009-05,4082.2730372405395
2009-06,4041.3172194873987
2009-07,4421.472467300752
2009-08,4634.182895977166
2009-09,4826.445160231126
2009-10,4749.385495625365
2009-11,4868.203491832484
2009-12,4946.694781916674
2010-01,4715.322806645875
2010-02,4711.1572926628405
2010-03,5017.4429519237565
2010-04,4946.649013649435
2010-05,4407.186994267935
2010-06,4344.67062573446
2010-07,4746.884120885635
2010-08,4605.777257219999
2010-09,5048.828501388242
2010-10,5229.201063309378
2010-11,5009.170368423329
2010-12,5413.299544704338
2011-01,5530.804574328139
2011-02,5737.196623532537
2011-03,5624.955848605538
2011-04,5936.565687296051
2011-05,5768.683574825759
2011-06,5688.234245716135
2011-07,5595.553783547076
2011-08,5123.2872589042745
2011-09,4610.632252849205
2011-10,5059.509812200051
2011-11,4827.122368787716
2011-12,4775.427448197446
2012-01,5034.338746123276
2012-02,5312.689518040139
2012-03,5276.714698691502
2012-04,5192.8994476517955
2012-05,4607.1108792536725
2012-06,4911.0158489676105
2012-07,4972.992344625182
2012-08,5115.647020323719
2012-09,5273.008792407473
2012-10,5310.6430132396445
2012-11,5423.0924063048815
2012-12,5588.159002203035
2013-01,5864.243817546153
2013-02,5807.385013317636
2013-03,5856.71017361755
2013-04,6130.2915000291705
2013-05,5999.376688020415
2013-06,5776.400240090398
2013-07,6084.446302655717
2013-08,6006.955727298084
2013-09,6433.148772288468
2013-10,6649.451009588637
2013-11,6691.518494746746
2013-12,6793.677755052645
2014-01,6520.383295142105
2014-02,6878.017625220982
2014-03,6852.105498044532
2014-04,6965.824223913315
2014-05,7082.098853085283
2014-06,7185.311171087009
2014-07,7057.954393885466
2014-08,7064.39825855276
2014-09,6776.814999508548
2014-10,6669.705247534317
2014-11,6752.684473177894
2014-12,6530.231319180467
2015-01,6508.011661262662
2015-02,6897.702900641665
2015-03,6788.596137045007
2015-04,7087.923280134305
2015-05,7034.040827178235
2015-06,6836.302186078479
2015-07,6945.379165902366
2015-08,6440.359003842956
2015-09,6117.71593389351
2015-10,6578.748182730941
2015-11,6475.021313137747
2015-12,6360.371545122798
2016-01,5923.429971530447
2016-02,5842.783688863177
2016-03,6244.529507805733
2016-04,6452.012168412637
2016-05,6386.667595674914
2016-06,6195.441580775557
2016-07,6501.001846483322
2016-08,6508.001151414281
2016-09,6590.3691657976215
2016-10,6463.01721961227
2016-11,6360.410565693737
2016-12,6569.658833852267
2017-01,6765.85338562119
2017-02,6845.083389966291
2017-03,7026.518113742502
2017-04,7180.957703
2017-05,7429.640265
2017-06,7439.067851
2017-07,7661.199122
2017-08,7660.757236
2017-09,7862.673163
2017-10,7971.114825
2017-11,8053.082266
2017-12,8199.753511
2018-01,8582.593216
2018-02,8176.352908
2018-03,8042.672455
2018-04,8235.786279458496
2018-05,8090.161282474139
2018-06,8004.185797797023
2018-07,8201.721464987779
2018-08,8047.970474767537
2018-09,8114.5422996769275
2018-10,7470.709750118092
2018-11,7465.352072655468
2018-12,7081.511043507312
2019-01,7588.234762647703
2019-02,7784.37656194699
2019-03,7832.377214879409
2019-04,8061.693849005412
2019-05,7691.2334225423865
2019-06,8151.245778026726
2019-07,8054.136685544036
2019-08,7857.562761701521
2019-09,8082.253872364039
2019-10,8344.761569921735
2019-11,8450.485659568232
2019-12,8721.854500215013
2020-01,8554.31757570368
2020-02,7796.3551820532575
2020-03,6703.052493030362
2020-04,7176.053845929696
2020-05,7485.751128005586
2020-06,7745.158588687888
2020-07,7953.45624449666
2020-08,8365.182446284522
2020-09,8133.561627268111
2020-10,7815.142688178076
2020-11,9015.51373774364
2020-12,9427.511851666455
2021-01,9328.261613821556
2021-02,9567.557967612776
2021-03,9820.60193955476
2021-04,10137.524474662217
2021-05,10499.003533013989
2021-06,10395.54735
2021-07,10466.110788071679
2021-08,10635.43500237102
2021-09,10337.593877691028
2021-10,10648.115622107422
2021-11,10151.67666095006
2021-12,10669.128964650417
2022-01,10199.54923186141
2022-02,10042.166184701444
2022-03,10169.893855323797
2022-04,9510.299385676744
2022-05,9601.866967601905
2022-06,8701.0406201523
2022-07,9135.12820583855
2022-08,8710.03397119373
2022-09,7908.0898383249105
2022-10,8345.263653500166
2022-11,9235.913221973206
2022-12,9194.272363486809
2023-01,9949.60400227525
2023-02,9718.879412578392
2023-03,9946.892291753096
2023-04,10239.246505328201
2023-05,9805.188354654454
2023-06,10274.879216420852
