Date,ACWI ex COLOMBIA
2009-02,844.9504651415508
2009-03,915.044387712755
2009-04,1023.8614567467815
2009-05,1127.0284235859567
2009-06,1121.10405060206
2009-07,1220.1607840127624
2009-08,1264.300895214778
2009-09,1322.5967803744854
2009-10,1302.5121242616026
2009-11,1356.6498561126384
2009-12,1385.1304787377956
2010-01,1325.462740498921
2010-02,1342.8012266609207
2010-03,1429.887647406683
2010-04,1433.0344147878313
2010-05,1298.3359297752088
2010-06,1258.6938515870272
2010-07,1361.442427088968
2010-08,1314.2013096879778
2010-09,1440.4305835138002
2010-10,1492.7408455230493
2010-11,1460.348420717602
2010-12,1567.7949277096425
2011-01,1592.8194728357198
2011-02,1639.9437688499074
2011-03,1638.907304281927
2011-04,1706.894393805475
2011-05,1671.7195681309101
2011-06,1646.014421060606
2011-07,1619.7708202099107
2011-08,1501.97477361143
2011-09,1360.7288807912403
2011-10,1506.9451254453074
2011-11,1462.6604721358422
2011-12,1460.1465752020947
2012-01,1545.3941151451613
2012-02,1623.8785998878705
2012-03,1635.4631052036018
2012-04,1617.6026358409815
2012-05,1473.9873218203925
2012-06,1547.6482390463777
2012-07,1569.334427727874
2012-08,1604.3658952071694
2012-09,1655.5710447061
2012-10,1644.7939377217979
2012-11,1666.6963708491314
2012-12,1705.1117661845046
2013-01,1784.2282698064848
2013-02,1784.9143371509426
2013-03,1818.54251608418
2013-04,1871.8929219949637
2013-05,1868.5071743948079
2013-06,1814.6564289437738
2013-07,1902.0885449458813
2013-08,1863.201326439871
2013-09,1960.2081728570495
2013-10,2039.5327974953177
2013-11,2069.562273078717
2013-12,2106.073373999635
2014-01,2022.4976260453436
2014-02,2121.231522385038
2014-03,2131.4638296533885
2014-04,2152.833321387935
2014-05,2200.546614023115
2014-06,2242.863779071937
2014-07,2216.3068274467378
2014-08,2266.1790851565197
2014-09,2193.7481031835778
2014-10,2209.8006767959732
2014-11,2248.0527019779383
2014-12,2205.725000433507
2015-01,2171.8715463138637
2015-02,2293.925881935613
2015-03,2259.8563978712937
2015-04,2326.336420116589
2015-05,2325.3181716273693
2015-06,2271.554136501899
2015-07,2292.259716187938
2015-08,2136.1216922622602
2015-09,2059.6714206810443
2015-10,2221.8700660853483
2015-11,2204.6958375944637
2015-12,2165.8453265612275
2016-01,2035.6988297412827
2016-02,2022.7819865947727
2016-03,2173.9752680346273
2016-04,2207.3005035995243
2016-05,2212.0840863154717
2016-06,2199.754529393372
2016-07,2295.3328779699223
2016-08,2304.0733896363645
2016-09,2319.2070966995443
2016-10,2280.3936359946824
2016-11,2298.9460932944044
2016-12,2349.462049202769
2017-01,2414.198102565302
2017-02,2483.0642701503048
2017-03,2515.052485081794
2017-04,2555.444665
2017-05,2614.096119
2017-06,2627.098041
2017-07,2701.4685
2017-08,2713.111381
2017-09,2766.560301
2017-10,2824.802014
2017-11,2880.768731
2017-12,2928.099376
2018-01,3093.820677
2018-02,2965.132457
2018-03,2903.384259
2018-04,2932.6115373286707
2018-05,2938.876036135702
2018-06,2924.1056792094832
2018-07,3013.315872145994
2018-08,3038.4118951143155
2018-09,3052.8389401358586
2018-10,2824.84241519422
2018-11,2867.540099627305
2018-12,2666.681792
2019-01,2877.9917899026855
2019-02,2956.2334863890605
2019-03,2995.207084827648
2019-04,3098.020117919458
2019-05,2916.8806627765753
2019-06,3109.1884967505734
2019-07,3119.402059688369
2019-08,3046.849460252321
2019-09,3112.3975750487775
2019-10,3198.3173516459815
2019-11,3277.8799346512574
2019-12,3394.5517050193894
2020-01,3358.003992926407
2020-02,3088.0788270336075
2020-03,2673.4047862875987
2020-04,2961.167809965517
2020-05,3091.761007016607
2020-06,3191.9210702121113
2020-07,3362.0102354130845
2020-08,3569.074190305674
2020-09,3455.3639909292715
2020-10,3372.2022866067
2020-11,3789.058817361156
2020-12,3966.2097281674314
2021-01,3949.2695001522948
2021-02,4041.9301592953943
2021-03,4152.1097838883725
2021-04,4335.462190023169
2021-05,4405.285969935529
2021-06,4464.752916
2021-07,4496.844425514188
2021-08,4610.733953744257
2021-09,4422.176145495437
2021-10,4649.053313061581
2021-11,4538.568958
2021-12,4721.576360829066
2022-01,4490.440158867651
2022-02,4375.735980125378
2022-03,4472.969732354562
2022-04,4116.643574682643
2022-05,4124.259453913726
2022-06,3778.5051696321925
2022-07,4043.7618179648434
2022-08,3896.487138390575
2022-09,3525.1288448886135
2022-10,3738.7497296558563
2022-11,4030.4836752752
2022-12,3873.4280417024934
2023-01,4152.052319045907
2023-02,4034.583916410084
2023-03,4161.79641509673
2023-04,4223.573767346554
2023-05,4181.372704231703
2023-06,4425.961555029802
