Date,ACWI ex COLOMBIA
1998-12,1000.0
1999-01,1019.9620055096534
1999-02,994.0094972126452
1999-03,1039.644766297252
1999-04,1084.4140982208357
1999-05,1047.0601605483996
1999-06,1099.8210301257252
1999-07,1094.8483346595274
1999-08,1093.8002734923436
1999-09,1082.0183518164736
1999-10,1136.1424982115077
1999-11,1171.2297949607823
1999-12,1268.4562796710698
2000-01,1199.324521799678
2000-02,1203.2795499819265
2000-03,1282.9967026435797
2000-04,1225.5636674108289
2000-05,1194.871450150406
2000-06,1235.3324317203835
2000-07,1198.539778027705
2000-08,1236.292364136645
2000-09,1168.2116402198703
2000-10,1144.8639252327955
2000-11,1073.849881401935
2000-12,1091.3679919263336
2001-01,1119.0100718447086
2001-02,1024.9513832252364
2001-03,956.0102236876048
2001-04,1025.654254045227
2001-05,1014.2019628888063
2001-06,982.8496466781504
2001-07,967.6474262988719
2001-08,923.182082401822
2001-09,838.8761741889417
2001-10,856.6908368812188
2001-11,909.3631553292072
2001-12,917.8820049501597
2002-01,892.7256450448522
2002-02,886.1647751176048
2002-03,926.182565729094
2002-04,896.8366311467959
2002-05,898.1018017201056
2002-06,843.2922468429036
2002-07,772.5724153073148
2002-08,774.5691353782896
2002-09,689.6160627096734
2002-10,740.3891183333346
2002-11,780.8906017463755
2002-12,743.6604780173587
2003-01,721.9342518445607
2003-02,709.3019957401314
2003-03,706.6206460657259
2003-04,769.7231741071336
2003-05,814.5142757786944
2003-06,830.1563925600364
2003-07,848.5786643535706
2003-08,868.7233477606351
2003-09,874.2978649661263
2003-10,927.3360154373931
2003-11,941.5149699914509
2003-12,1001.2627671270012
2004-01,1018.4106531303896
2004-02,1037.2008478867397
2004-03,1031.6385448366739
2004-04,1007.9498768853006
2004-05,1016.4627398673791
2004-06,1037.0068547101314
2004-07,1004.1393126850273
2004-08,1010.6552716218162
2004-09,1031.9391630744697
2004-10,1057.4026107669324
2004-11,1115.4698136299528
2004-12,1158.9497902518208
2005-01,1134.6158417113188
2005-02,1174.4406319506793
2005-03,1149.044367869537
2005-04,1124.4600120405669
2005-05,1146.3058089998478
2005-06,1158.3793036347445
2005-07,1201.5038063687614
2005-08,1211.17417259735
2005-09,1247.9560778088112
2005-10,1214.5610970042944
2005-11,1259.380870400207
2005-12,1290.6306180071565
2006-01,1354.4278914325323
2006-02,1352.9738937128625
2006-03,1382.0223033916243
2006-04,1428.7450415400265
2006-05,1373.6884507247087
2006-06,1373.6980101854645
2006-07,1383.3487830332222
2006-08,1419.8973864472307
2006-09,1436.8421875865154
2006-10,1491.0012242669122
2006-11,1533.9073511767597
2006-12,1568.4893120316988
2007-01,1584.4577334905218
2007-02,1576.7522651137185
2007-03,1609.0318024355968
2007-04,1681.3511533021272
2007-05,1732.8822914096786
2007-06,1728.3864248823352
2007-07,1702.350622667208
2007-08,1698.4205886718971
2007-09,1790.1360304619452
2007-10,1860.3325080414859
2007-11,1778.8045453339987
2007-12,1759.596497461534
2008-01,1615.8760577330775
2008-02,1621.202375211874
2008-03,1598.111319104067
2008-04,1688.333769503151
2008-05,1716.6170533199693
2008-06,1576.3105376444669
2008-07,1535.7942186116977
2008-08,1503.3699999348178
2008-09,1316.0736649591595
2008-10,1055.6775930242309
2008-11,986.9294036678518
2008-12,1023.1646247470229
2009-01,936.0375727646933
