Date,ACWI ex GERMANY
1998-12,1000.0
1999-01,1020.0944821955463
1999-02,997.117357829623
1999-03,1046.37979476725
1999-04,1090.4737365205176
1999-05,1053.7864539620557
1999-06,1106.5345311690542
1999-07,1102.0899378078248
1999-08,1100.1687927454784
1999-09,1088.5030830701455
1999-10,1142.794429670174
1999-11,1178.2851430600574
1999-12,1271.2248748436625
2000-01,1200.7481831537518
2000-02,1198.2954269597176
2000-03,1282.5791174881274
2000-04,1227.443297461001
2000-05,1196.715995556305
2000-06,1239.0256941558405
2000-07,1200.848861166309
2000-08,1242.5323350175975
2000-09,1174.030739203872
2000-10,1149.428896559531
2000-11,1078.6580613547487
2000-12,1093.445053325257
2001-01,1120.633101445742
2001-02,1026.297837587786
2001-03,958.820744845751
2001-04,1028.7543781266359
2001-05,1019.3573262194781
2001-06,986.8732329358006
2001-07,970.8741431771231
2001-08,927.180886992757
2001-09,844.9125595518959
2001-10,862.1988824151871
2001-11,914.4391752225903
2001-12,922.3898189156081
2002-01,897.6466246968746
2002-02,891.2195869494954
2002-03,930.4847474733274
2002-04,900.9201405631476
2002-05,902.4825446246696
2002-06,846.5784553203209
2002-07,777.6302324105601
2002-08,779.6024091507721
2002-09,696.9479558226009
2002-10,747.1967475670926
2002-11,788.0335675924952
2002-12,751.0285465235028
2003-01,728.989655768804
2003-02,717.1360272723825
2003-03,714.9788344254497
2003-04,776.500516868835
2003-05,821.5151447970836
2003-06,836.6332195162373
2003-07,854.4145472841094
2003-08,875.603896531362
2003-09,881.5284159902355
2003-10,933.715016163018
2003-11,947.0506658541516
2003-12,1005.7884971565861
2004-01,1023.1928425228062
2004-02,1042.8868022024521
2004-03,1038.5719724955397
2004-04,1013.8700908448211
2004-05,1022.5380345105243
2004-06,1042.9325938095612
2004-07,1010.396292421342
2004-08,1017.6693009513547
2004-09,1038.231515138268
2004-10,1063.3857676906537
2004-11,1120.7807765391096
2004-12,1163.9729586821213
2005-01,1140.1498402238003
2005-02,1179.9940431357484
2005-03,1154.500710560475
2005-04,1130.5517197324266
2005-05,1152.4638413379396
2005-06,1164.6613075817868
2005-07,1206.9530366412007
2005-08,1216.854953406611
2005-09,1254.0913160277123
2005-10,1220.700146081974
2005-11,1265.8374230501202
2005-12,1296.6845876290827
2006-01,1359.4478172836923
2006-02,1357.7480069877479
2006-03,1385.9397280860044
2006-04,1432.0527568729526
2006-05,1376.719704644111
2006-06,1377.090661780921
2006-07,1387.2554824312735
2006-08,1423.4928215945802
2006-09,1440.3289210951123
2006-10,1494.0668840604576
2006-11,1536.2100824057798
2006-12,1569.9257787706226
2007-01,1585.654323367817
2007-02,1577.1737035226522
2007-03,1608.1919929492542
2007-04,1677.5125327952883
2007-05,1728.0809505192565
2007-06,1722.2326838148456
2007-07,1697.7437887181545
2007-08,1693.5117052812805
2007-09,1783.6552863041459
2007-10,1853.094703791044
2007-11,1769.6368975827606
2007-12,1748.5056675413698
2008-01,1609.8660056989784
2008-02,1614.5446868184679
2008-03,1589.9348140937473
2008-04,1680.4613913360915
2008-05,1708.4675423997212
