Date,MSCI PACIFIC
1969-12,100.0
1970-01,98.208572
1970-02,98.927738
1970-03,101.496816
1970-04,90.137931
1970-05,86.791472
1970-06,91.394429
1970-07,92.791669
1970-08,92.16718
1970-09,91.579207
1970-10,89.536879
1970-11,86.819026
1970-12,88.008342
1971-01,90.948203
1971-02,93.007545
1971-03,99.611256
1971-04,102.572045
1971-05,102.048559
1971-06,110.204293
1971-07,109.610265
1971-08,105.251289
1971-09,105.837689
1971-10,103.069677
1971-11,105.904597
1971-12,122.115729
1972-01,128.195234
1972-02,139.794676
1972-03,147.102803
1972-04,153.042574
1972-05,164.377981
1972-06,170.750348
1972-07,181.120547
1972-08,183.957251
1972-09,190.018702
1972-10,200.394234
1972-11,230.144821
1972-12,253.447191
1973-01,262.26517
1973-02,295.634816
1973-03,288.726185
1973-04,248.068011
1973-05,257.67074
1973-06,258.227708
1973-07,272.154388
1973-08,254.597242
1973-09,241.933386
1973-10,245.04173
1973-11,212.515659
1973-12,200.349038
1974-01,204.165938
1974-02,211.415825
1974-03,210.763348
1974-04,210.716383
1974-05,215.535473
1974-06,207.498423
1974-07,184.866748
1974-08,165.538277
1974-09,159.83067
1974-10,152.460122
1974-11,164.695391
1974-12,158.396545
1975-01,172.255669
1975-02,195.198705
1975-03,199.727718
1975-04,200.80683
1975-05,201.769822
1975-06,202.445605
1975-07,192.640512
1975-08,184.644582
1975-09,176.776798
1975-10,193.449732
1975-11,196.846696
1975-12,200.72809
1976-01,214.297683
1976-02,216.695617
1976-03,216.197658
1976-04,217.473077
1976-05,217.942325
1976-06,227.539818
1976-07,226.627235
1976-08,233.487733
1976-09,232.081274
1976-10,219.883591
1976-11,212.987775
1976-12,244.160723
1977-01,238.16147
1977-02,247.206401
1977-03,246.14991
1977-04,250.371641
1977-05,249.873372
1977-06,258.394055
1977-07,254.123669
1977-08,264.669871
1977-09,267.421004
1977-10,273.573189
1977-11,273.932769
1977-12,277.57552
1978-01,286.285859
1978-02,294.559307
1978-03,330.487176
1978-04,330.729906
1978-05,335.379377
1978-06,366.363343
1978-07,402.232383
1978-08,403.558874
1978-09,410.033439
1978-10,438.185534
1978-11,394.281547
1978-12,412.950761
1979-01,415.672489
1979-02,401.826211
1979-03,390.649066
1979-04,379.544769
1979-05,386.601081
1979-06,387.308176
1979-07,389.60339
1979-08,395.268098
1979-09,408.437512
1979-10,380.892673
1979-11,370.298507
1979-12,398.587287
1980-01,416.321266
1980-02,405.361658
1980-03,381.08298
1980-04,413.249972
1980-05,441.884382
1980-06,465.437708
1980-07,451.542879
1980-08,480.867599
1980-09,507.203758
1980-10,531.697629
1980-11,515.886456
1980-12,543.596961
1981-01,549.077457
1981-02,539.21593
1981-03,566.701233
1981-04,600.946552
1981-05,594.539288
1981-06,612.66701
1981-07,581.658454
1981-08,592.753809
1981-09,530.730587
1981-10,529.511622
1981-11,583.055184
1981-12,588.780449
1982-01,574.254757
1982-02,525.425847
1982-03,478.626045
1982-04,524.918091
1982-05,511.959185
1982-06,476.041009
1982-07,455.969871
1982-08,453.522734
1982-09,437.394453
1982-10,435.060881
1982-11,498.703835
1982-12,551.937033
1983-01,541.912062
1983-02,551.440054
1983-03,566.85958
1983-04,586.07585
1983-05,586.117467
1983-06,602.008024
1983-07,612.382878
1983-08,605.595516
1983-09,640.429287
1983-10,639.574444
1983-11,651.393699
1983-12,697.736945
1984-01,731.280459
1984-02,725.168247
1984-03,835.314463
1984-04,819.672332
1984-05,719.128659
1984-06,718.718169
1984-07,673.740959
1984-08,731.060764
1984-09,728.372012
1984-10,759.470113
1984-11,766.00328
1984-12,791.799424
1985-01,793.518014
1985-02,810.178806
1985-03,851.568867
1985-04,828.161483
1985-05,857.150593
1985-06,889.143632
1985-07,904.920455
1985-08,919.323227
1985-09,1007.778705
1985-10,1040.994029
1985-11,1049.983734
1985-12,1103.683327
1986-01,1137.825718
1986-02,1255.644
1986-03,1501.446
1986-04,1565.435
1986-05,1557.642631
1986-06,1695.361495
1986-07,1893.106942
1986-08,2062.717343
1986-09,2119.482144
1986-10,1878.584698
1986-11,1992.714381
1986-12,2139.125274
1987-01,2459.739787
1987-02,2524.856611
1987-03,2785.513271
1987-04,3195.349411
1987-05,3205.636948
1987-06,2995.243411
1987-07,2924.812659
1987-08,3272.696962
1987-09,3178.323119
1987-10,2833.042276
1987-11,2945.844744
1987-12,2991.497085
1988-01,3140.314219
1988-02,3362.258106
1988-03,3624.650737
1988-04,3670.86948
1988-05,3531.234237
1988-06,3411.621105
1988-07,3567.015983
1988-08,3303.393584
1988-09,3431.360463
1988-10,3713.850097
1988-11,4020.830009
1988-12,4044.107592
1989-01,4081.754427
1989-02,4134.382917
1989-03,4003.546576
1989-04,4006.380744
1989-05,3782.908131
1989-06,3614.755404
1989-07,4084.332493
1989-08,3832.089807
1989-09,4066.796613
1989-10,3958.398574
1989-11,4147.277871
1989-12,4152.309612
1990-01,3917.844919
1990-02,3538.088458
1990-03,2901.466361
1990-04,2921.366039
1990-05,3327.679232
1990-06,3194.133694
1990-07,3170.346962
1990-08,2868.442918
1990-09,2419.257281
1990-10,2942.493098
1990-11,2616.696992
1990-12,2728.594201
1991-01,2814.218848
1991-02,3161.580572
1991-03,2989.85661
1991-04,3067.20651
1991-05,3055.876432
1991-06,2856.746031
1991-07,2953.57648
1991-08,2804.310356
1991-09,3025.396519
1991-10,3154.636892
1991-11,2952.286553
1991-12,3043.3858542
1992-01,2925.9897151
1992-02,2721.5403726
1992-03,2463.2328269
1992-04,2350.8393468
1992-05,2534.7400814
1992-06,2335.928915
1992-07,2303.9778840999998
1992-08,2620.1401367
1992-09,2560.6467963
1992-10,2470.7610396
1992-11,2517.8679874
1992-12,2489.5629931999997
1993-01,2485.438542
1993-02,2606.477837
1993-03,2921.9017449999997
1993-04,3387.98466
1993-05,3487.100438
1993-06,3430.484756
1993-07,3633.8649269999996
1993-08,3741.9068509999997
1993-09,3602.518086
1993-10,3683.048696455886
1993-11,3163.9393700505348
1993-12,3385.0255523197
1994-01,3777.4042169839645
1994-02,3875.3497274176343
1994-03,3661.990899926701
1994-04,3820.901088198062
1994-05,3912.352881696592
1994-06,4040.9122984353944
1994-07,3954.7894505077716
1994-08,4024.096500766412
1994-09,3923.959111779082
1994-10,4023.806669608794
1994-11,3799.8680285650644
1994-12,3826.0368515841737
1995-01,3585.015227204209
1995-02,3496.8339333592494
1995-03,3765.9616203778396
1995-04,3926.80219907053
1995-05,3770.4116751126185
1995-06,3611.294984841331
1995-07,3872.3294779679827
1995-08,3727.089760443191
1995-09,3762.239573065752
1995-10,3579.91468684841
1995-11,3756.5483187738273
1995-12,3940.5138142772457
1996-01,3947.7982168821777
1996-02,3903.866925268769
1996-03,4024.214116034048
1996-04,4229.756432291776
1996-05,4046.826037369689
1996-06,4048.276005547566
1996-07,3862.8774231672687
1996-08,3761.799302357289
1996-09,3885.1753502601373
1996-10,3705.4320296877245
1996-11,3806.658306271633
1996-12,3609.4003835209596
1997-01,3306.271131064077
1997-02,3375.683172887134
1997-03,3252.555097231548
1997-04,3320.7064267107853
1997-05,3646.127308975419
1997-06,3872.484163317656
1997-07,3780.44515922053
1997-08,3405.9980305918148
1997-09,3393.427030684199
1997-10,2981.900969770216
1997-11,2818.2421720373413
1997-12,2694.8788927055807
1998-01,2841.450106145959
1998-02,2943.875798433287
1998-03,2782.101043676847
1998-04,2727.4450755739563
1998-05,2542.663126328194
1998-06,2538.1069012935554
1998-07,2494.3108671451346
1998-08,2199.849651006314
1998-09,2193.0656608873333
1998-10,2573.3183173996667
1998-11,2691.9613281112315
1998-12,2767.4461396574734
1999-01,2787.872888372689
1999-02,2733.8883497151146
1999-03,3078.9577559780146
1999-04,3285.289073529064
1999-05,3090.013605299847
1999-06,3374.800942140936
1999-07,3632.2393230725065
1999-08,3595.832587280459
1999-09,3762.219199675311
1999-10,3908.3483575401738
1999-11,4102.837835701683
1999-12,4371.458491335662
2000-01,4161.03347132222
2000-02,4070.264904114254
2000-03,4353.171678977702
2000-04,4051.0496013717648
2000-05,3816.053601756444
2000-06,4111.196163403969
2000-07,3720.418124185755
2000-08,3923.53629465801
2000-09,3717.256339298976
2000-10,3504.418424800711
2000-11,3383.1616654925374
2000-12,3250.436511619917
2001-01,3240.8034075842984
2001-02,3102.9616235340372
2001-03,2957.0858605358344
2001-04,3151.8849122310853
2001-05,3140.196275269571
2001-06,2990.4741296368707
2001-07,2796.369382282949
2001-08,2730.6583696580383
2001-09,2445.7468450694614
2001-10,2471.6224647170175
2001-11,2542.958736213661
2001-12,2430.694369673237
2002-01,2295.6923253151394
2002-02,2357.505335486896
2002-03,2486.9229294684237
2002-04,2598.3781796989742
2002-05,2735.0407646432677
2002-06,2592.818110693951
2002-07,2418.166273775356
2002-08,2401.3203967056497
2002-09,2283.7638543646012
2002-10,2192.941707899911
2002-11,2273.048990305425
2002-12,2211.7613171900935
2003-01,2150.3073258406594
2003-02,2152.548883053458
2003-03,2089.180565997256
2003-04,2108.4595323084213
2003-05,2212.5111166742136
2003-06,2353.2613658287405
2003-07,2433.676002475142
2003-08,2651.641903366482
2003-09,2798.7838876212395
2003-10,2944.881285134393
2003-11,2876.6054446967178
2003-12,3073.9586065402596
2004-01,3135.8081311741253
2004-02,3161.9223808597712
2004-03,3468.026317044934
2004-04,3281.866814236639
2004-05,3197.6707913859846
2004-06,3329.9193460808824
2004-07,3186.318544562774
2004-08,3228.446785068156
2004-09,3216.2129687100123
2004-10,3311.5299157679756
2004-11,3500.7685307915017
2004-12,3667.321500654557
2005-01,3601.7133199848035
2005-02,3701.1152150093644
2005-03,3610.687432406597
2005-04,3541.614140541209
2005-05,3518.068872481804
2005-06,3561.9508866402016
2005-07,3623.5136970649946
2005-08,3804.905676314934
2005-09,4151.945194854169
2005-10,4051.0427683964085
2005-11,4216.321437694541
2005-12,4511.069736536683
2006-01,4752.897256674589
2006-02,4715.298845646476
2006-03,4817.5169527626185
2006-04,5015.449989799203
2006-05,4707.769012297042
2006-06,4676.532753996439
2006-07,4670.763971397643
2006-08,4760.881104157691
2006-09,4699.844197365943
2006-10,4842.198934133731
2006-11,4927.669321577406
