Date,EM FAR EAST
2002-03,207.54229375381797
2002-04,209.1485793206456
2002-05,206.5894714285703
2002-06,196.2738582773425
2002-07,188.89688453162816
2002-08,185.7202435445134
2002-09,162.12808014620236
2002-10,170.54391363962503
2002-11,181.64862574867308
2002-12,168.2295797595355
2003-01,172.10577394728313
2003-02,161.92867470234782
2003-03,154.04401036990754
2003-04,162.35042825018922
2003-05,176.39876910352137
2003-06,189.21530234796077
2003-07,207.17912132007362
2003-08,220.49854697262498
2003-09,217.12917130393922
2003-10,239.37212802492118
2003-11,234.79290685748464
2003-12,249.60557801238383
2004-01,265.0005819399394
2004-02,276.3038174867153
2004-03,273.66708538852487
2004-04,255.35744669339604
2004-05,247.3254933342868
2004-06,243.48982345153237
2004-07,232.31229197629077
2004-08,244.31671837615517
2004-09,253.70928951431037
2004-10,255.26676842482394
2004-11,279.0568768383607
2004-12,286.7807578010211
2005-01,293.097797350936
2005-02,314.3416266773788
2005-03,296.85608198199014
2005-04,289.3735649650287
2005-05,298.69686280567606
2005-06,304.99506992698593
2005-07,325.49085052082296
2005-08,313.7563429774705
2005-09,332.71841554493216
2005-10,311.1696284373402
2005-11,337.697366068295
2005-12,361.8972766493432
2006-01,390.30605890570996
2006-02,387.81660946715255
2006-03,391.2953805944094
2006-04,420.85720141307564
2006-05,392.2235778227792
2006-06,387.9971635600714
2006-07,387.41687120537676
2006-08,398.3335245922673
2006-09,412.11243971905
2006-10,421.1254867030406
2006-11,456.92600574302475
2006-12,474.55418195379843
2007-01,461.34926465840505
2007-02,468.4737353184847
2007-03,477.76590822503374
2007-04,496.25860043358006
2007-05,528.4475464693671
2007-06,564.3904283776079
2007-07,610.6949980140955
2007-08,604.0776908950073
2007-09,671.0865978492812
2007-10,740.4754264109639
2007-11,662.6386610296728
2007-12,650.3345671591501
2008-01,557.2270591977904
2008-02,608.4407476662558
2008-03,573.4316815491036
2008-04,618.7422819027607
2008-05,599.7869895191257
2008-06,531.0967786073269
2008-07,522.4474735522119
2008-08,481.6181704107275
2008-09,403.0703320601061
2008-10,308.5750921424542
2008-11,288.1975465913104
2008-12,321.8747793451259
2009-01,299.6764948136597
2009-02,282.20279945853014
2009-03,328.53813878427343
2009-04,382.2003439923209
2009-05,429.36706244607734
2009-06,429.4485725820459
2009-07,486.9041995428275
2009-08,472.43636878792535
2009-09,514.5674435114755
2009-10,512.0699636017943
2009-11,523.7605562764128
2009-12,548.5221687568109
2010-01,515.3556911489458
2010-02,514.6498935674475
2010-03,553.2252883609697
2010-04,566.7339316516324
2010-05,517.6346000719092
2010-06,522.3441138165647
2010-07,556.4700184926756
2010-08,548.624343228694
2010-09,606.1251157365704
2010-10,623.0444121791842
2010-11,615.8689810005386
2010-12,653.3172402318163
2011-01,656.409351328545
2011-02,629.3496435243235
2011-03,670.7585398331859
2011-04,701.1464239689905
2011-05,693.076234973934
2011-06,674.7293573443939
2011-07,683.3397972428472
2011-08,614.1043810811976
2011-09,531.351445262801
2011-10,598.1471643165011
2011-11,553.8321587294358
2011-12,562.2095217553515
2012-01,615.3418725501538
2012-02,651.6197306397004
2012-03,632.9090756033245
2012-04,635.6751457555656
2012-05,577.0810332914265
2012-06,588.8404060660384
2012-07,603.1147938406838
2012-08,597.8879575758104
2012-09,636.2529491256723
2012-10,636.4416004303615
2012-11,652.8589440088367
2012-12,678.5074166837419
2013-01,682.6076758694852
2013-02,688.8235495120339
2013-03,670.8038920599292
2013-04,678.6085185702776
2013-05,674.61292775971
2013-06,636.1975888292151
2013-07,648.1678023197884
2013-08,647.7794365081593
2013-09,679.3446336603315
2013-10,708.0362274562084
2013-11,711.9405955950438
2013-12,699.4579831721516
2014-01,665.4197145463223
2014-02,687.2554731894148
2014-03,691.3285238429922
2014-04,693.6664601885913
2014-05,717.8442726884838
2014-06,737.1716729686067
2014-07,764.7370725628914
2014-08,772.0415721793476
2014-09,723.474251819865
2014-10,731.8418511082976
2014-11,731.8186058455418
2014-12,722.1354002575482
2015-01,734.6567315140893
2015-02,752.9406559392546
2015-03,760.0633388522748
2015-04,825.6303649156777
2015-05,798.1837235450405
2015-06,762.8832786750716
2015-07,700.0538767372024
2015-08,635.5320842814633
2015-09,624.2404472835648
2015-10,678.4285046607527
2015-11,657.5482087376239
2015-12,650.4064212444849
2016-01,602.5794664928122
2016-02,599.7954914046517
2016-03,667.1855172266874
2016-04,657.2092183141456
2016-05,646.6383139954053
2016-06,667.1986199312523
2016-07,699.0901994434236
2016-08,730.2907511707201
2016-09,742.5409306427309
2016-10,730.9630519693148
2016-11,710.7213453479178
2016-12,700.0273690655326
2017-01,742.5231476817575
2017-02,767.339575254676
2017-03,790.3081194519182
2017-04,807.571487
2017-05,847.430517
2017-06,866.122723
2017-07,913.00292
2017-08,929.079727
2017-09,933.64344
2017-10,980.741992
2017-11,982.941977
2017-12,1008.198
2018-01,1095.325611
2018-02,1038.674083
2018-03,1027.62447
2018-04,1023.5538009236748
2018-05,1013.1522519143599
2018-06,962.1761169044994
2018-07,962.5833049688283
2018-08,952.6289338606827
2018-09,946.7019907466273
2018-10,838.4668115332314
2018-11,875.8986288515173
2018-12,845.0969298879419
2019-01,918.4537598238762
2019-02,935.9161225369032
2019-03,944.1152708740703
2019-04,962.9233499802014
2019-05,866.3077750622042
2019-06,931.0101126278925
2019-07,921.9311062684535
2019-08,886.4762749427136
2019-09,903.0302073102597
2019-10,943.7423138582965
2019-11,950.1401489949701
2019-12,1025.9109363017099
2020-01,974.7818782996651
2020-02,952.9701551227699
2020-03,858.4048238911265
2020-04,930.5770150253489
2020-05,930.6877739228571
2020-06,1009.5934701899289
2020-07,1107.280952209481
2020-08,1142.801027572824
2020-09,1128.0389619397183
2020-10,1168.0303729254772
2020-11,1254.013507092842
2020-12,1338.171363667255
2021-01,1408.379391407261
2021-02,1414.0914857303521
2021-03,1362.5496734267858
2021-04,1401.7139892318378
2021-05,1405.445960832209
2021-06,1408.8530718794898
2021-07,1277.288422590607
2021-08,1294.6079322556645
2021-09,1230.7382288640752
2021-10,1251.0425445901221
2021-11,1204.28038
2021-12,1217.5839284664808
2022-01,1170.3485717874792
2022-02,1146.704485627313
2022-03,1096.8515825236088
2022-04,1033.5776082135662
2022-05,1051.3839196278652
2022-06,1005.4226153056476
2022-07,973.3904430916423
2022-08,969.376457674308
2022-09,826.6725089300546
2022-10,761.1552271340406
2022-11,931.6759534450368
2022-12,935.0270724400276
2023-01,1040.2803658903042
2023-02,964.1542184041153
2023-03,1003.9981728157121
2023-04,967.5742764404595
2023-05,949.3646908410549
2023-06,971.8718423434602
