Date,GOLDEN DRAGON
1996-09,100.0
1996-10,102.05037024252319
1996-11,109.82990057278829
1996-12,110.18945803640061
1997-01,109.70024607581175
1997-02,111.48348218799012
1997-03,105.99156547539238
1997-04,109.44153198930178
1997-05,117.34977371467932
1997-06,126.02065903801832
1997-07,134.83701954722085
1997-08,121.21716732308774
1997-09,121.35042792972523
1997-10,89.02548697916248
1997-11,88.13645308263577
1997-12,89.45215133150212
1998-01,79.18725851708038
1998-02,95.42062415160608
1998-03,92.4040428408517
1998-04,82.98356802532851
1998-05,72.82061587992243
1998-06,68.51351437787247
1998-07,64.58397363809479
1998-08,57.5984935018158
1998-09,65.80865858810107
1998-10,83.03206488810069
1998-11,84.52891524414395
1998-12,80.64750444907072
1999-01,75.93178283559082
1999-02,77.46229246973363
1999-03,86.83384244451261
1999-04,102.76715339768482
1999-05,95.75408294003279
1999-06,109.53855621944537
1999-07,102.4155336545546
1999-08,107.18174502705016
1999-09,101.9078437977143
1999-10,106.32323377490006
1999-11,115.38004086862156
1999-12,126.21153333383984
2000-01,126.86819095445183
2000-02,128.83687542724084
2000-03,132.87640748187403
2000-04,119.64639833165587
2000-05,112.19562557043744
2000-06,115.38037913208373
2000-07,117.54892282833849
2000-08,114.59826561237693
2000-09,101.31734846012279
2000-10,92.80146228566947
2000-11,86.56694580943086
2000-12,88.35882738377556
2001-01,100.05443301368041
2001-02,94.7708078325958
2001-03,86.87582916217241
2001-04,85.91128210819002
2001-05,83.75282406830308
2001-06,81.27480303196243
2001-07,76.17628933938667
2001-08,71.53145009584956
2001-09,60.16837215753018
2001-10,63.60303249689258
2001-11,71.73162857487824
2001-12,78.91707861089267
2002-01,78.52323170288746
2002-02,75.72327084886133
2002-03,81.15169636909182
2002-04,82.98629384991027
2002-05,80.34067764757606
2002-06,75.12636438745166
2002-07,71.42687427548142
2002-08,68.31809112061147
2002-09,61.35777075848751
2002-10,64.79943030507336
2002-11,67.63226345961994
2002-12,63.37409764709987
2003-01,66.8754425591577
2003-02,63.12897284283327
2003-03,60.85813954663075
2003-04,60.208818321924845
2003-05,66.2554447027641
2003-06,69.29773328789476
2003-07,75.74783015991565
2003-08,83.2397798967572
2003-09,85.53848576934743
2003-10,91.78382876323082
2003-11,89.7411866213117
2003-12,94.21548783369947
2004-01,100.67067500365107
2004-02,104.86123020115939
2004-03,99.24106869001821
2004-04,91.87395409957135
2004-05,92.49771993238213
2004-06,91.46386965571266
2004-07,89.70802469916336
2004-08,94.64802180474273
2004-09,97.10334857661702
2004-10,96.27202316347612
2004-11,104.42781096009449
2004-12,107.65674090090003
2005-01,104.1237519561147
2005-02,109.61341316484703
2005-03,104.37983224165922
2005-04,105.59631780180798
2005-05,107.55775412906796
2005-06,111.28711823180058
2005-07,115.92696647830273
2005-08,112.53362426958412
2005-09,115.65341076330954
2005-10,107.03069498864474
2005-11,113.9210765238602
2005-12,118.71542549817252
2006-01,126.33681928799439
2006-02,127.11374144070896
2006-03,128.78897359436925
2006-04,138.30903201733494
2006-05,130.05205231804072
2006-06,130.01230799356694
2006-07,129.3797424923153
2006-08,133.51150471041504
2006-09,137.57948671805997
2006-10,141.6232778635597
2006-11,154.66035970161784
2006-12,165.60449473888457
2007-01,162.19549803763377
2007-02,161.05308894455234
2007-03,162.49402050302777
2007-04,165.53827955197974
2007-05,173.22537907378182
2007-06,187.68311263677288
2007-07,200.80947981611283
2007-08,204.8819943701004
2007-09,233.88466579095734
2007-10,261.39803189682294
2007-11,234.0610659378429
2007-12,228.49086253288016
2008-01,192.3588109388105
2008-02,208.4946250230295
2008-03,195.89128369357945
2008-04,215.16770990628092
2008-05,208.02814949305758
2008-06,184.06632453881926
2008-07,181.6329159779675
2008-08,171.9981814900186
2008-09,138.9952576554524
2008-10,109.69608646387452
2008-11,107.84302444415302
2008-12,115.67401854877083
2009-01,107.8752138216788
2009-02,106.12628732385652
2009-03,119.08666248033177
2009-04,136.04948059994493
2009-05,159.01663353142482
2009-06,157.7157813287801
2009-07,176.46210092577036
2009-08,166.29179919456863
2009-09,179.344684487471
2009-10,183.52125900254532
2009-11,187.35975176073896
2009-12,193.31251615989652
2010-01,178.6998396770091
2010-02,179.95925561843376
2010-03,190.46519830387427
2010-04,190.66630485192547
2010-05,177.44414148677723
2010-06,178.6529252492613
2010-07,189.6694003579961
2010-08,186.74453361788858
2010-09,206.53918019163433
2010-10,213.14112193993452
2010-11,212.4527213262489
2010-12,219.60215525038623
2011-01,222.0705761125915
2011-02,212.40709977454705
2011-03,219.45836931392546
2011-04,226.74719950111043
2011-05,227.09321119572132
2011-06,218.2803609979888
2011-07,219.09338407334968
2011-08,200.43664444413372
2011-09,170.72247612119588
2011-10,191.13073734905447
2011-11,174.9058299746529
2011-12,179.2942010500107
2012-01,197.187926107904
2012-02,211.46998920472822
2012-03,200.8888429397808
2012-04,202.09540136956443
2012-05,184.43100170634557
2012-06,187.9504364694223
2012-07,191.45347554353407
2012-08,190.54068978002655
2012-09,204.03352583027433
2012-10,206.45085237127915
2012-11,214.0063501261557
2012-12,219.9064097456463
2013-01,227.4634590225714
2013-02,223.00496416516415
2013-03,216.72211586968388
2013-04,221.73462459011083
2013-05,219.87115629417323
2013-06,208.54659885643073
2013-07,215.31352490767426
2013-08,216.89335723848902
2013-09,227.14997993876102
2013-10,233.84555813807685
2013-11,238.83703621496244
2013-12,235.84781450330414
2014-01,222.93179231797947
2014-02,229.3000618503857
2014-03,228.05557148247692
2014-04,227.8328684231701
2014-05,238.08158115929132
2014-06,245.60217262632912
2014-07,258.68496406595085
2014-08,261.24094494982137
2014-09,243.57495979057566
2014-10,254.19677819104695
2014-11,257.54385067265986
2014-12,254.85177369735086
2015-01,261.6227058479852
2015-02,268.1361572126667
2015-03,271.3026283001709
2015-04,302.80973917239294
2015-05,296.5010481625834
2015-06,283.93782962458323
2015-07,261.9051425676499
2015-08,233.25092463048142
2015-09,228.27303269332964
2015-10,246.58429213785726
2015-11,238.41211615651702
2015-12,236.71015344240234
2016-01,213.08637237938285
2016-02,212.48295788903326
2016-03,234.7731258783338
2016-04,231.76102861347607
2016-05,231.43662399322636
2016-06,236.14255082628864
2016-07,248.12946120091163
2016-08,259.6392349824195
2016-09,267.13094995940065
2016-10,264.6177702249499
2016-11,260.4738945967883
2016-12,250.33149519348768
2017-01,266.6589669830911
2017-02,275.9949210950431
2017-03,282.2302763699969
2017-04,289.575922
2017-05,301.644087
2017-06,309.125142
2017-07,329.080696
2017-08,339.426367
2017-09,338.598216
2017-10,351.502518
2017-11,354.20305
2017-12,360.953402
2018-01,396.608196
2018-02,376.464072
2018-03,368.362182
2018-04,366.75207068130305
2018-05,371.0475854302059
2018-06,354.9229404697282
2018-07,354.97955628418356
2018-08,346.47145394274645
2018-09,343.7445697454101
2018-10,304.29050694250014
2018-11,320.95187781753714
2018-12,308.39220555713325
2019-01,334.1956924054204
2019-02,348.1816830434387
2019-03,355.80331849100287
2019-04,364.2653043791929
2019-05,325.1636594347232
2019-06,349.0047547101842
2019-07,348.3175134196555
2019-08,332.63998358140935
2019-09,335.23801207173926
2019-10,352.1895036715952
2019-11,356.28628191765347
2019-12,382.87300014826167
2020-01,364.7750303636305
2020-02,364.74225753326357
2020-03,332.4095859112651
2020-04,359.01772029242693
2020-05,351.74134321124353
2020-06,384.56058139339365
2020-07,421.55335526408044
2020-08,440.019977819841
2020-09,430.9835171930083
2020-10,447.03407345503035
2020-11,470.0811775809193
2020-12,491.8964687509665
2021-01,524.182935743779
2021-02,528.5690553023037
2021-03,506.37224196283375
2021-04,521.9906716295908
2021-05,523.8325621805822
2021-06,524.0577315361353
2021-07,472.87884803137626
2021-08,478.1900450383464
2021-09,454.8277766020643
2021-10,465.1646761838118
2021-11,447.750426
2021-12,446.2191956648845
2022-01,436.31447208690395
2022-02,421.5977382605735
2022-03,399.0780639477961
2022-04,375.32640562101017
2022-05,383.23543383381616
2022-06,382.699459332963
2022-07,361.67614061294887
2022-08,359.37728745590994
2022-09,307.55273624843755
2022-10,267.262352765571
2022-11,339.05378109285283
2022-12,347.73512838440286
2023-01,385.93310412495885
2023-02,356.86902691542406
2023-03,370.11153594044737
2023-04,354.4775880859862
2023-05,340.2174369544771
2023-06,351.48211672701126
