Date,KOKUSAI INDEX (WORLD ex JP)
2010-07,4311.941009119343
2010-08,4145.814061093248
2010-09,4556.501577573623
2010-10,4735.808557107833
2010-11,4614.49875631723
2010-12,4954.074880981265
2011-01,5079.115849316025
2011-02,5253.5140523593345
2011-03,5251.9745416390215
2011-04,5499.21275705262
2011-05,5388.904390816847
2011-06,5290.109581497568
2011-07,5167.488335549985
2011-08,4811.763621600802
2011-09,4362.773874201506
2011-10,4867.57979589069
2011-11,4761.515110670779
2011-12,4756.646268789475
2012-01,4999.248598119204
2012-02,5245.663451324637
2012-03,5315.571538152307
2012-04,5270.216158857602
2012-05,4822.278834372151
2012-06,5070.380212398162
2012-07,5155.285434627786
2012-08,5304.634521116741
2012-09,5454.584494112991
2012-10,5425.246004449545
2012-11,5492.653620834541
2012-12,5582.232717346461
2013-01,5875.863158239626
2013-02,5875.199909999206
2013-03,6001.487440936113
2013-04,6162.327345701461
2013-05,6207.061274619024
2013-06,6031.357784088969
2013-07,6379.624308214613
2013-08,6246.975790129493
2013-09,6541.2826437372705
2013-10,6824.847172375591
2013-11,6951.485573154346
2013-12,7110.196473071726
2014-01,6849.634864656425
2014-02,7232.595955716743
2014-03,7256.004420548226
2014-04,7357.784817290071
2014-05,7496.970932432544
2014-06,7612.111048428523
2014-07,7477.667595160374
2014-08,7676.041095252614
2014-09,7456.763711219838
2014-10,7520.041327836456
2014-11,7685.861958104748
2014-12,7564.089864596984
2015-01,7401.728207631769
2015-02,7837.93455970305
2015-03,7697.63485553884
2015-04,7873.795787014301
2015-05,7900.9103144005485
2015-06,7715.931972242708
2015-07,7867.203111819562
2015-08,7344.012127786155
2015-09,7098.202940530756
2015-10,7648.4595305399125
2015-11,7618.184064604369
2015-12,7472.246755484999
2016-01,7043.8282858927505
2016-02,7009.586135804572
2016-03,7503.317087809649
2016-04,7606.089101305763
2016-05,7668.019993477986
2016-06,7595.676326373725
2016-07,7902.821363548919
2016-08,7911.4460180194
2016-09,7948.128970286879
2016-10,7771.34010592109
2016-11,7918.038264867606
2016-12,8121.4688101802985
2017-01,8309.363640115047
2017-02,8557.728671088355
2017-03,8666.094855018888
2017-04,8802.595768
2017-05,8990.699152
2017-06,9023.145706
2017-07,9245.31681
2017-08,9265.115318
2017-09,9478.465061
2017-10,9635.698854
2017-11,9842.113207
2017-12,9984.772532
2018-01,10521.288492
2018-02,10063.120281
2018-03,9848.78311
2018-04,9973.404228745647
2018-05,10062.301895101478
2018-06,10085.358164964804
2018-07,10429.029946743378
2018-08,10573.066561914564
2018-09,10611.559955741588
2018-10,9846.108257751608
2018-11,9970.23358291771
2018-12,9207.702751887135
2019-01,9942.192869877472
2019-02,10274.744572288366
2019-03,10422.541283926317
2019-04,10818.7247076422
2019-05,10187.841944224734
2019-06,10889.657268853285
2019-07,10950.260825469506
2019-08,10722.101214476159
2019-09,10936.116856961427
2019-10,11195.132810165534
2019-11,11535.589136637904
2019-12,11895.208254666475
2020-01,11834.395729920883
2020-02,10846.750156122987
2020-03,9359.349217901236
2020-04,10435.914587610925
2020-05,10937.447172918899
2020-06,11257.478563078132
2020-07,11862.158553102083
2020-08,12650.875531935542
2020-09,12172.668502650487
2020-10,11787.356636725839
2020-11,13302.806326915286
2020-12,13872.923018621495
2021-01,13738.69828407986
2021-02,14107.91526129422
2021-03,14611.24791328249
2021-04,15371.857135627833
2021-05,15601.660076590608
2021-06,15860.134293
2021-07,16183.70081045321
2021-08,16585.173153367057
2021-09,15821.990020907102
2021-10,16830.994973972673
2021-11,16471.30894248234
2021-12,17207.115991580253
2022-01,16297.870728420012
2022-02,15875.89370286548
2022-03,16355.558511147927
2022-04,15009.083448366071
2022-05,15017.43441041658
2022-06,13714.570128557483
2022-07,14827.832196596635
2022-08,14198.489792955672
2022-09,12893.277395389869
2022-10,13857.947540321762
2022-11,14805.430874667747
2022-12,14139.927819339757
2023-01,15152.6291587177
2023-02,14808.991452496428
2023-03,15267.786022536044
2023-04,15557.678394148968
2023-05,15386.090236160995
2023-06,16342.72086758198
