Date,KOKUSAI INDEX (WORLD ex JP)
1969-12,100.0
1970-01,94.36276
1970-02,97.470165
1970-03,97.695424
1970-04,88.773845
1970-05,83.118619
1970-06,81.000717
1970-07,86.34266
1970-08,89.449163
1970-09,92.59786
1970-10,91.214449
1970-11,93.563829
1970-12,98.486319
1971-01,103.066009
1971-02,104.070488
1971-03,108.532929
1971-04,112.063835
1971-05,109.404373
1971-06,110.134842
1971-07,108.341174
1971-08,111.296553
1971-09,110.089681
1971-10,106.032731
1971-11,106.695328
1971-12,116.173997
1972-01,120.251866
1972-02,124.621227
1972-03,126.179982
1972-04,127.668637
1972-05,129.884943
1972-06,126.449997
1972-07,127.933716
1972-08,131.699501
1972-09,129.220546
1972-10,130.149833
1972-11,135.849231
1972-12,137.588771
1973-01,137.764927
1973-02,137.565152
1973-03,137.833819
1973-04,132.066988
1973-05,131.328118
1973-06,132.079836
1973-07,134.736075
1973-08,129.337749
1973-09,134.595602
1973-10,136.298687
1973-11,118.862479
1973-12,118.671188
1974-01,119.84667
1974-02,121.508505
1974-03,117.947093
1974-04,115.657223
1974-05,110.036638
1974-06,106.748398
1974-07,101.126352
1974-08,91.670987
1974-09,82.054909
1974-10,92.317341
1974-11,89.67289
1974-12,88.623099
1975-01,102.865007
1975-02,111.324964
1975-03,112.011009
1975-04,117.378318
1975-05,120.725232
1975-06,122.398748
1975-07,115.696109
1975-08,114.472553
1975-09,110.10245
1975-10,117.303558
1975-11,120.917303
1975-12,120.993456
1976-01,132.351924
1976-02,131.273066
1976-03,133.155163
1976-04,132.095549
1976-05,129.66762
1976-06,133.480319
1976-07,132.529377
1976-08,131.728975
1976-09,133.030854
1976-10,128.824254
1976-11,128.588945
1976-12,137.113152
1977-01,132.587949
1977-02,131.106364
1977-03,130.510008
1977-04,131.946918
1977-05,130.162251
1977-06,135.184886
1977-07,133.502692
1977-08,133.143429
1977-09,134.924654
1977-10,131.979731
1977-11,134.025789
1977-12,137.143971
1978-01,131.632624
1978-02,129.707175
1978-03,133.663994
1978-04,141.314866
1978-05,143.382051
1978-06,142.603238
1978-07,152.092771
1978-08,157.072927
1978-09,158.740191
1978-10,152.507361
1978-11,149.458061
1978-12,154.005541
1979-01,159.214326
1979-02,157.159745
1979-03,166.558806
1979-04,167.535857
1979-05,163.806571
1979-06,169.496273
1979-07,171.353981
1979-08,179.693511
1979-09,184.099052
1979-10,170.748115
1979-11,178.521681
1979-12,182.414803
1980-01,195.079827
1980-02,196.868758
1980-03,173.231607
1980-04,184.317618
1980-05,193.31249
1980-06,203.224209
1980-07,212.988336
1980-08,215.674674
1980-09,221.009342
1980-10,227.971854
1980-11,241.109331
1980-12,232.160854
1981-01,223.450789
1981-02,225.227092
1981-03,232.427549
1981-04,229.197514
1981-05,225.327886
1981-06,223.350779
1981-07,220.911674
1981-08,213.874965
1981-09,199.121745
1981-10,207.031612
1981-11,221.917045
1981-12,215.567075
1982-01,212.810914
1982-02,201.148243
1982-03,199.016833
1982-04,207.401567
1982-05,203.008728
1982-06,194.748233
1982-07,193.475087
1982-08,210.367161
1982-09,213.282539
1982-10,230.662678
1982-11,238.031652
1982-12,245.796954
1983-01,254.520104
1983-02,260.328472
1983-03,269.4869
1983-04,291.573184
1983-05,288.322076
1983-06,297.603871
1983-07,291.11166
1983-08,293.916822
1983-09,296.891234
1983-10,293.24712
1983-11,301.888568
1983-12,302.073043
1984-01,302.291633
1984-02,296.64323
1984-03,301.388333
1984-04,302.047388
1984-05,283.553736
1984-06,286.575931
1984-07,279.295377
1984-08,308.547335
1984-09,307.655718
1984-10,308.301521
1984-11,311.838659
1984-12,316.537637
1985-01,339.918267
1985-02,338.221092
1985-03,348.238722
1985-04,350.347132
1985-05,370.011296
1985-06,374.336962
1985-07,383.765361
1985-08,385.59664
1985-09,378.871373
1985-10,401.928735
1985-11,429.341645
1985-12,448.192718
1986-01,453.419301
1986-02,490.53
1986-03,521.61
1986-04,534.274
1986-05,533.606555
1986-06,543.82409
1986-07,522.846613
1986-08,567.886063
1986-09,529.052776
1986-10,550.503714
1986-11,568.557476
1986-12,567.210585
1987-01,622.749852
1987-02,648.005869
1987-03,673.671126
1987-04,679.657025
1987-05,682.067059
1987-06,710.947023
1987-07,745.541749
1987-08,766.52861
1987-09,760.532282
1987-10,594.800969
1987-11,557.469772
1987-12,593.333436
1988-01,596.830885
1988-02,624.610897
1988-03,623.954182
1988-04,633.027629
1988-05,632.726305
1988-06,648.753013
1988-07,649.103644
1988-08,623.314426
1988-09,649.67401
1988-10,685.485094
1988-11,683.067307
1988-12,691.211064
1989-01,734.556473
1989-02,715.991162
1989-03,727.638082
1989-04,758.084941
1989-05,757.460601
1989-06,766.752051
1989-07,843.731636
1989-08,848.957009
1989-09,854.311
1989-10,822.006447
1989-11,848.778941
1989-12,896.170915
1990-01,862.41406
1990-02,859.061575
1990-03,873.938386
1990-04,850.506525
1990-05,924.59869
1990-06,936.988271
1990-07,955.963546
1990-08,868.338822
1990-09,800.591355
1990-10,824.758205
1990-11,855.397337
1990-12,863.76072
1991-01,898.719819
1991-02,968.555144
1991-03,955.068358
1991-04,955.38819
1991-05,989.206017
1991-06,932.793701
1991-07,983.669405
1991-08,1002.618454
1991-09,1004.799871
1991-10,1009.598893
1991-11,978.002636
1991-12,1066.6900641
1992-01,1059.2058705
1992-02,1068.5108204
1992-03,1041.4684803999999
1992-04,1081.5428718
1992-05,1112.0896401
1992-06,1094.7519774999998
1992-07,1102.0850808
1992-08,1082.3843253999999
1992-09,1077.9938712
1992-10,1055.803701
1992-11,1072.2261254
1992-12,1088.9880034999999
1993-01,1095.116756
1993-02,1114.623717
1993-03,1150.302115
1993-04,1150.9739029999998
1993-05,1175.606542
1993-06,1168.578016
1993-07,1172.6231229999999
1993-08,1238.70682
1993-09,1230.98501
1993-10,1280.8904845757265
1993-11,1262.0592217973244
1993-12,1330.8815698552366
1994-01,1379.0341716947275
1994-02,1333.000328547357
1994-03,1275.6172786242303
1994-04,1309.4782312007142
1994-05,1303.1113839053348
1994-06,1272.2173911628881
1994-07,1327.092520628925
1994-08,1379.7690734174732
1994-09,1342.9325338815129
1994-10,1381.9470471155387
1994-11,1326.0489292435927
1994-12,1338.2484831354354
1995-01,1341.030937798664
1995-02,1391.7841024058584
1995-03,1438.5942392980728
1995-04,1481.8856215043052
1995-05,1532.9710539822609
1995-06,1556.882913961853
1995-07,1620.8287908905663
1995-08,1594.4018518551254
1995-09,1651.4917899517764
1995-10,1646.0993225305547
1995-11,1691.956892540219
1995-12,1730.7758388205657
1996-01,1778.875219496135
1996-02,1802.5205459318006
1996-03,1823.3160371191043
1996-04,1848.8070843422563
1996-05,1880.2673872645125
1996-06,1889.9969077192243
1996-07,1828.7075636776588
1996-08,1879.2528045751135
1996-09,1955.4521905477252
1996-10,2007.5437062059148
1996-11,2138.1707952708143
1996-12,2130.1001792256784
1997-01,2210.766359616453
1997-02,2231.7985852182405
1997-03,2193.494304359202
1997-04,2264.165855447578
1997-05,2384.09913001533
1997-06,2491.3700232476876
1997-07,2646.3671197904073
1997-08,2479.7547082599613
1997-09,2646.947903102147
1997-10,2526.4866038986133
1997-11,2604.2278469202797
1997-12,2663.13900217902
1998-01,2715.4334285170858
1998-02,2924.3326638565954
1998-03,3092.120470209047
1998-04,3127.9239119177787
1998-05,3104.85671010479
1998-06,3182.356602885909
1998-07,3181.7687745216717
1998-08,2751.282028000641
1998-09,2814.1202325352274
1998-10,3046.0021215842958
1998-11,3232.351564711356
1998-12,3394.384974518688
1999-01,3474.6613180293566
1999-02,3380.950179706814
1999-03,3486.433693361222
1999-04,3623.3933719916076
1999-05,3500.1922283464332
1999-06,3644.0898156612325
1999-07,3587.237593487986
1999-08,3583.9730404941206
1999-09,3512.68361241786
1999-10,3700.868243971034
1999-11,3796.8944574929847
1999-12,4116.066687153935
2000-01,3871.961056966875
2000-02,3900.4288372927517
2000-03,4162.5655922100395
2000-04,4008.3339125154844
2000-05,3922.7176846663697
2000-06,4035.8050758337517
2000-07,3974.4936437682986
2000-08,4087.31810521394
2000-09,3868.5222862955943
2000-10,3825.59969003222
2000-11,3584.458954860203
2000-12,3678.9051724387614
2001-01,3764.0959348269134
2001-02,3429.3516325482337
2001-03,3189.531762275325
2001-04,3428.5603919857917
2001-05,3381.7032549506207
2001-06,3288.290585095989
2001-07,3269.5947809989007
2001-08,3104.8267775738136
2001-09,2833.343838859295
2001-10,2894.8929881385675
2001-11,3082.4224846884176
2001-12,3124.811576083291
2002-01,3044.2251584462983
2002-02,3005.1598398069355
2002-03,3134.82503107778
2002-04,3002.868181141341
2002-05,2991.3656227547885
2002-06,2807.9273035013603
2002-07,2567.3701877928606
2002-08,2576.114013970014
2002-09,2275.951527560577
2002-10,2480.6852813297983
2002-11,2618.1868666062624
2002-12,2486.2749390247723
2003-01,2413.6220535847224
2003-02,2367.008226750281
2003-03,2370.159140734165
2003-04,2603.397738518615
2003-05,2755.4648688282946
2003-06,2791.196784396525
2003-07,2843.4241477952623
2003-08,2883.847019475206
2003-09,2886.791281082028
2003-10,3062.863920028459
2003-11,3124.985572814163
2003-12,3319.83570910474
2004-01,3373.236849521729
2004-02,3437.669780681016
2004-03,3368.7318893758224
2004-04,3314.6836735314528
2004-05,3363.4211365444244
2004-06,3421.8579010362732
2004-07,3321.4445478463717
2004-08,3336.4680801169798
2004-09,3416.3645582073405
2004-10,3500.2737235644463
2004-11,3687.432824861814
2004-12,3824.3030178036734
2005-01,3739.2905079747447
2005-02,3864.0374865207464
2005-03,3791.1282898343748
2005-04,3713.029685106713
2005-05,3792.7205373339466
2005-06,3831.2354314282493
2005-07,3976.0047171025262
2005-08,3982.801634528799
2005-09,4053.6107561069166
2005-10,3950.2584794266327
2005-11,4079.8452556356174
2005-12,4139.533006739561
2006-01,4322.143885462125
2006-02,4321.713702610537
2006-03,4416.825069638867
2006-04,4554.349215977702
2006-05,4420.714516676213
2006-06,4427.6818173066495
2006-07,4463.122445017596
2006-08,4587.825925823957
2006-09,4660.504252449349
2006-10,4843.773822792289
2006-11,4975.409369503298
2006-12,5075.3398512221265
2007-01,5138.442336071697
2007-02,5085.88103657206
2007-03,5201.620535344913
2007-04,5475.216402862978
2007-05,5641.905333802734
2007-06,5597.578056030513
2007-07,5461.727114380217
2007-08,5478.529089710597
2007-09,5756.211595444653
2007-10,5956.282864795674
2007-11,5701.239995754754
2007-12,5646.32879049895
2008-01,5197.628833497101
2008-02,5162.955432532206
2008-03,5133.972318540795
2008-04,5397.108982312616
2008-05,5480.882979360281
2008-06,5038.72808894706
2008-07,4922.59699299691
2008-08,4870.283883495164
2008-09,4289.372253134157
2008-10,3457.4493942400773
2008-11,3215.1293205086768
2008-12,3300.233329190619
2009-01,3003.577359046857
2009-02,2707.198848596813
2009-03,2932.4040313604205
2009-04,3270.5558321741537
2009-05,3566.4814912585716
2009-06,3542.352922080346
2009-07,3862.4337576043345
2009-08,4024.5845076518217
2009-09,4214.233606444771
2009-10,4143.639487020797
2009-11,4339.3260119040015
2009-12,4423.630127808429
2010-01,4213.075340214956
2010-02,4275.765203583933
2010-03,4548.8635526473545
2010-04,4553.120563597164
2010-05,4114.046160020797
2010-06,3967.901083230467
