Date,ACWI ex CANADA
1987-12,100.0
1988-01,102.63346812199747
1988-02,108.57219767285513
1988-03,111.90797055781319
1988-04,113.34963612815987
1988-05,111.18618981891416
1988-06,110.85019438349738
1988-07,113.04473297802419
1988-08,106.84972715044924
1988-09,111.52851571143336
1988-10,118.94773929753477
1988-11,123.07694197326835
1988-12,124.15020190745685
1989-01,128.49869926656226
1989-02,127.82691546240181
1989-03,127.0661375517378
1989-04,130.25761435750198
1989-05,127.07967129832322
1989-06,125.18771211791717
1989-07,139.4630126328651
1989-08,136.02993515449708
1989-09,140.33245673773396
1989-10,135.6883372003385
1989-11,141.14153045776266
1989-12,145.82999438026812
1990-01,139.31982203599904
1990-02,133.30748290370715
1990-03,124.8156559697154
1990-04,123.47765803734771
1990-05,136.48186615094698
1990-06,135.55254644209825
1990-07,136.89020604158836
1990-08,123.86141795675432
1990-09,110.70746783851072
1990-10,121.3046998662495
1990-11,119.12747390609502
1990-12,121.6247537314777
1991-01,126.2495559353821
1991-02,138.2149138033009
1991-03,134.25980121118897
1991-04,135.37979050536637
1991-05,138.57144313960106
1991-06,129.9800139413966
1991-07,136.28826780528598
1991-08,135.9595132532915
1991-09,139.61925226572126
1991-10,141.94529808181704
1991-11,135.76246769619374
1991-12,146.1164189107251
1992-01,143.82101672250667
1992-02,141.61836834826858
1992-03,135.35311475620384
1992-04,137.26456115551545
1992-05,142.64190696103591
1992-06,137.41265081638326
1992-07,137.77812912684814
1992-08,141.02989194066453
1992-09,140.06149318852874
1992-10,136.46875331459492
1992-11,138.95010839473895
1992-12,140.2070389333119
1993-01,140.77819274494652
1993-02,143.98123443985457
1993-03,152.35920658980112
1993-04,159.31407257207397
1993-05,163.08790608528946
1993-06,162.03051455357343
1993-07,165.49241803074707
1993-08,173.48589492863502
1993-09,170.69540532377027
1993-10,175.52407347842546
1993-11,166.2864580425042
1993-12,175.31018413850103
1994-01,186.947418095805
1994-02,184.39242650816345
1994-03,176.0993026103306
1994-04,181.03979368105584
1994-05,182.08059105206726
1994-06,181.43154292022575
1994-07,185.3570154759649
1994-08,191.8776981004129
1994-09,187.1836325973502
1994-10,192.13746224253066
1994-11,183.8410528479954
1994-12,184.4277712544789
1995-01,180.7948301153586
1995-02,182.5573701943853
1995-03,190.9303654252678
1995-04,197.9508683893941
1995-05,200.00801698260958
1995-06,199.97569631769463
1995-07,209.78470122921058
1995-08,205.0890069138975
1995-09,210.8720522686486
1995-10,207.3089173730158
1995-11,213.80167354278888
1995-12,220.33266080541043
1996-01,225.09210929134622
1996-02,226.08962201942037
1996-03,229.54824152410825
1996-04,235.06831919543487
1996-05,235.23305396317429
1996-06,236.69103968771086
1996-07,227.81436278480783
1996-08,230.46454144612082
1996-09,238.9587148172163
1996-10,239.5216451853111
1996-11,252.21392977470643
1996-12,248.6856376588378
1997-01,252.6573568252921
1997-02,256.2377790075813
1997-03,251.30444334214422
1997-04,259.42573598783633
1997-05,274.7533724462005
1997-06,289.0325526120161
1997-07,301.96589873198775
1997-08,280.6523466944236
1997-09,295.58309932289717
1997-10,277.8927479834886
1997-11,282.45332625035
1997-12,286.078889562017
1998-01,292.64466385798005
1998-02,312.5523404930544
1998-03,325.6545768428076
1998-04,328.7353461737602
1998-05,322.4426772125434
1998-06,328.69013470289076
1998-07,329.3069029430146
1998-08,283.68178402815033
1998-09,289.29218498130393
1998-10,315.6561656810903
1998-11,334.96116814793794
1998-12,350.7317148430842
1999-01,357.51010732025384
1999-02,348.73805095987774
1999-03,364.44572512848197
1999-04,379.7984357172194
1999-05,366.3177689810877
1999-06,384.6108257746423
1999-07,382.95226056633584
1999-08,382.6036292052529
1999-09,378.1929817496206
1999-10,397.2235526498765
1999-11,409.4917247993082
1999-12,443.11137399032646
2000-01,418.6864578471827
2000-02,419.60072697369645
2000-03,446.95645003375256
2000-04,426.8190364218787
2000-05,415.67523221051283
2000-06,428.8799717911976
2000-07,415.64094370533616
2000-08,427.9277273666035
2000-09,404.9651378635244
2000-10,397.7664780815601
2000-11,373.39317464173183
2000-12,379.56518785753826
2001-01,388.9559075754648
2001-02,356.91593841453147
2001-03,333.07421851675457
2001-04,357.3437174355665
2001-05,353.13945857935937
2001-06,342.3744236871849
2001-07,336.89707814120493
2001-08,321.47221529485006
2001-09,292.11808657289663
2001-10,298.4471236817886
2001-11,316.61569468522475
2001-12,319.538519570031
2002-01,310.6454147289874
2002-02,308.3838195451342
2002-03,322.3703392092584
2002-04,311.99673495644095
2002-05,312.297965792867
2002-06,293.2081640978523
2002-07,268.8026415010664
2002-08,269.4398037268265
2002-09,239.7153602018753
2002-10,257.5987592460559
2002-11,271.6676943128822
2002-12,258.4805133349841
2003-01,250.60213000688657
2003-02,245.8941285041715
2003-03,245.0194038482378
2003-04,267.0559180679989
2003-05,282.41734600506044
2003-06,287.78716743519857
2003-07,294.3095755399822
2003-08,301.0880174806707
2003-09,302.9263120547023
2003-10,321.24958501737643
2003-11,326.0510444353715
2003-12,346.8000481236171
2004-01,352.80000120701783
2004-02,359.2784646396743
2004-03,357.3574556142463
2004-04,349.71424007664433
2004-05,352.50141638398605
2004-06,359.4227696954908
2004-07,347.71537496392034
2004-08,350.02770912062925
2004-09,356.8866432284171
2004-10,365.30342262900933
2004-11,385.51761575308973
2004-12,400.7679270173102
2005-01,392.56744543534705
2005-02,406.0266171524674
2005-03,396.820572
2005-04,388.72205386540327
2005-05,396.23996275268485
2005-06,399.835005531853
2005-07,414.50916191059395
2005-08,417.18427748482105
2005-09,429.4425752179029
2005-10,418.6122758151984
2005-11,433.83775589828167
2005-12,444.33655646311945
2006-01,465.7461161344225
2006-02,465.5198455238155
2006-03,475.6031290920316
2006-04,491.4374145433814
2006-05,472.27456390671057
2006-06,472.5341979884913
2006-07,475.944088913299
2006-08,488.28220161337083
2006-09,494.83940295794434
2006-10,513.3243337693347
2006-11,528.0848656718623
2006-12,540.5276500333225
2007-01,546.2526518253858
2007-02,543.3692119169552
2007-03,554.3675164412747
2007-04,578.9287941939687
2007-05,595.6476242368516
2007-06,594.079699903819
2007-07,584.870652868896
2007-08,583.4393731178612
2007-09,614.0014587217021
2007-10,636.8183210452863
2007-11,610.5866077913709
2007-12,603.1257586925569
2008-01,553.4533743825971
2008-02,554.0209274081778
2008-03,547.060613571115
2008-04,577.6681527473459
2008-05,585.9719942870554
2008-06,536.8903464154982
2008-07,524.1827198753701
2008-08,513.073990739502
2008-09,449.53718101327894
2008-10,361.9379167850044
2008-11,338.2626560598109
2008-12,351.53399843942816
2009-01,320.9658674254855
2009-02,289.590487442308
2009-03,313.47368299103726
2009-04,350.5072491400944
2009-05,384.2588887160508
2009-06,383.109331133932
2009-07,416.4390209495419
2009-08,432.4380775556033
2009-09,451.93204811507815
2009-10,445.74764436102225
2009-11,463.6636914597535
2009-12,473.1851878273296
2010-01,453.4669935595826
2010-02,458.5487948256946
2010-03,487.89470522306027
2010-04,488.6901345077904
2010-05,442.21024082553294
2010-06,429.1907905645324
2010-07,464.44488879608423
2010-08,448.0607656048586
2010-09,491.45883435467664
2010-10,509.4275095748735
2010-11,497.53877436923506
2010-12,534.0276895313267
2011-01,542.8252235837888
2011-02,557.7271545850867
2011-03,557.380505941873
2011-04,581.3306974121386
2011-05,569.6518736987672
2011-06,561.2463944554331
2011-07,552.4284029520453
2011-08,511.3063390336645
2011-09,464.4250950336102
2011-10,514.3666797761834
2011-11,499.1566391820298
2011-12,498.8020725743338
2012-01,527.9122122189378
2012-02,555.1140309875135
2012-03,560.0241483440053
2012-04,553.5672068358119
2012-05,504.8976799769288
2012-06,530.5547028068032
2012-07,537.7977595554157
2012-08,549.2598040927538
2012-09,566.6477181815773
2012-10,562.9327375146105
2012-11,570.8585072177567
2012-12,584.2470031545091
2013-01,612.0466787387263
2013-02,612.6013118333698
2013-03,624.4209766867921
2013-04,643.7964576811191
2013-05,642.6445496100115
2013-06,624.793671614665
2013-07,654.6658648265152
2013-08,641.0099049881877
2013-09,674.6753464531304
2013-10,702.1276148323793
2013-11,713.0025060005709
2013-12,725.5710468365669
2014-01,696.7350934571858
2014-02,730.8506543157795
2014-03,734.200185291861
2014-04,741.0277375499211
2014-05,757.8361746110132
2014-06,771.2348673630358
2014-07,761.755623195297
2014-08,778.8863611823634
2014-09,754.9517997347066
2014-10,761.486649139168
2014-11,775.0332583767696
2014-12,760.4104833570075
2015-01,750.5851272082753
2015-02,792.621986524638
2015-03,781.2764761166957
2015-04,803.2506511944499
2015-05,804.0853062358169
2015-06,785.6653129726385
2015-07,793.960391919557
2015-08,739.7555652951153
2015-09,713.5328079298325
2015-10,770.5290251455533
2015-11,764.784266241012
2015-12,752.511398098726
2016-01,706.5448523564651
2016-02,701.1458310940469
2016-03,753.0310908733529
2016-04,763.3357795900916
2016-05,765.8708193622189
2016-06,761.3884862295404
2016-07,794.656017827332
2016-08,797.72244340165
2016-09,802.821129669218
2016-10,789.1658611569521
2016-11,795.1249508111091
2016-12,812.7159098350081
2017-01,834.8310263400476
2017-02,859.8701853203513
2017-03,871.1904043592332
2017-04,886.231733
2017-05,907.2897
2017-06,911.040122
2017-07,936.488582
2017-08,940.611249
2017-09,958.587535
2017-10,979.428184
2017-11,999.251704
2017-12,1014.977065
2018-01,1073.988507
2018-02,1030.336762
2018-03,1008.520747
2018-04,1018.2630658529476
2018-05,1019.8441372417284
2018-06,1014.4740117784022
2018-07,1045.585189464709
2018-08,1055.013073794635
2018-09,1060.2017365953618
2018-10,981.0742288711278
2018-11,996.2401574062851
2018-12,926.865312
2019-01,998.8802419876142
2019-02,1026.0181408161936
2019-03,1040.1879712455261
2019-04,1075.9640000721524
2019-05,1012.3997648525202
2019-06,1079.3110680899622
2019-07,1083.1364709837105
2019-08,1057.5271418726588
2019-09,1080.2049945026408
2019-10,1111.0520294216885
2019-11,1138.6422626773629
2019-12,1179.5270140919358
2020-01,1166.5327227326188
2020-02,1072.483195437239
2020-03,931.003498684994
2020-04,1030.7699773672048
2020-05,1076.546595476517
2020-06,1111.2752614050582
2020-07,1170.2629165514552
2020-08,1242.583908035195
2020-09,1203.559232499013
2020-10,1174.8776940590108
2020-11,1319.6506870612118
2020-12,1381.7957259573036
2021-01,1376.0661607105621
2021-02,1407.1072778245302
2021-03,1444.5152635358158
2021-04,1508.2438654017933
2021-05,1530.8159402116873
2021-06,1552.1135686562288
2021-07,1563.617579893441
2021-08,1604.3053673929433
2021-09,1538.0050764187977
2021-10,1615.7551850045793
2021-11,1578.53908
2021-12,1641.820769556253
2022-01,1559.4910516721568
2022-02,1518.3399296193436
2022-03,1550.5835586135108
2022-04,1426.6865406260397
2022-05,1428.7438232052284
2022-06,1309.8276844917789
2022-07,1402.6457304289988
2022-08,1351.712683273142
2022-09,1222.407800767623
2022-10,1296.273141481502
2022-11,1398.1203049711773
2022-12,1344.083727329486
2023-01,1439.9561164987201
2023-02,1399.8787983776383
2023-03,1445.3326257117806
2023-04,1466.1054376877787
2023-05,1453.4484344319706
2023-06,1538.1507164395236
