Date,ACWI ex INDONESIA
1998-12,1000.0
1999-01,1019.9241271411205
1999-02,994.0061706347476
1999-03,1039.6559416901507
1999-04,1084.277508139443
1999-05,1046.7319125625963
1999-06,1099.1373560713193
1999-07,1094.3223136783124
1999-08,1093.4266469245276
1999-09,1081.7451864379188
1999-10,1135.614443512016
1999-11,1170.874155989027
1999-12,1267.949099847213
2000-01,1198.9650762574424
2000-02,1202.9747396599446
2000-03,1282.720698994245
2000-04,1225.3688223404604
2000-05,1194.8371946994657
2000-06,1235.2187050431378
2000-07,1198.4733524073386
2000-08,1236.2107739636933
2000-09,1168.1966730740805
2000-10,1144.9084416459984
2000-11,1073.854720812071
2000-12,1091.4189478594421
2001-01,1119.0466923783788
2001-02,1024.9677357834325
2001-03,956.0739078153811
2001-04,1025.811644376026
2001-05,1014.3093771990608
2001-06,982.9257313721122
2001-07,967.6223539407596
2001-08,923.1176608763204
2001-09,838.8735178443915
2001-10,856.7302289260738
2001-11,909.4502808262472
2001-12,917.9597753633647
2002-01,892.7351920049383
2002-02,886.160101330273
2002-03,926.1498529055034
2002-04,896.7196423799417
2002-05,897.952603082961
2002-06,843.1547805167916
2002-07,772.4404678282039
2002-08,774.449085811117
2002-09,689.4979500423187
2002-10,740.3440044895372
2002-11,780.8250177800487
2002-12,743.5524571124934
2003-01,721.8608378621216
2003-02,709.2135338326736
2003-03,706.5286383938968
2003-04,769.5884653073301
2003-05,814.3326902453464
2003-06,829.9557874840004
2003-07,848.4086243662496
2003-08,868.5507699742809
2003-09,874.0396669389853
2003-10,927.0811035929137
2003-11,941.2744022566311
2003-12,1000.970057179063
2004-01,1018.0625281249095
2004-02,1036.862695999702
2004-03,1031.3379249336897
2004-04,1007.5893113262703
2004-05,1016.1836737145221
2004-06,1036.7406793873479
2004-07,1003.7965374495161
2004-08,1010.3269448739404
2004-09,1031.5299308034098
2004-10,1056.9518399363503
2004-11,1114.8903281637893
2004-12,1158.3927490517003
2005-01,1133.9825427255594
2005-02,1173.8273584726046
2005-03,1148.419625791268
2005-04,1123.8865935319
2005-05,1145.666084997152
