Date,ACWI ex PHILIPPINES
1998-12,1000.0
1999-01,1019.9140623434912
1999-02,993.9598594458828
1999-03,1039.5871546421154
1999-04,1084.246397681424
1999-05,1046.9182477413315
1999-06,1099.604787600234
1999-07,1094.7123304800102
1999-08,1093.73511568016
1999-09,1082.0015866633046
1999-10,1136.1451786340895
1999-11,1171.3154581230683
1999-12,1268.5238266789115
2000-01,1199.455692084459
2000-02,1203.4899029425458
2000-03,1283.2504033593684
2000-04,1225.8208288639028
2000-05,1195.1383669746472
2000-06,1235.596453653103
2000-07,1198.8824411975477
2000-08,1236.5952115522482
2000-09,1168.5174444956635
2000-10,1145.2405479608599
2000-11,1074.1441504071574
2000-12,1091.6244566908001
2001-01,1119.2154787905552
2001-02,1025.139568577122
2001-03,956.206044450521
2001-04,1025.9115371803464
2001-05,1014.4742042949882
2001-06,983.1105463313327
2001-07,967.9157562694302
2001-08,923.4458044041781
2001-09,839.1114465804266
2001-10,856.9787324619274
2001-11,909.6606682833968
2001-12,918.1793841745094
2002-01,892.9682025389794
2002-02,886.3878406382993
2002-03,926.4285973557479
2002-04,897.0959191223444
2002-05,898.3775650980765
2002-06,843.5684425893666
2002-07,772.8147860614762
2002-08,774.8186914536843
2002-09,689.8209627894938
2002-10,740.6442785489153
2002-11,781.1719838476896
2002-12,743.9306755944646
2003-01,722.1861127250612
2003-02,709.556476759187
2003-03,706.8708509374624
2003-04,769.9984966955383
2003-05,814.819094601685
2003-06,830.4424887772215
2003-07,848.875554175055
2003-08,869.0415022005312
2003-09,874.6004033043412
2003-10,927.6555959073969
2003-11,941.8614539663091
2003-12,1001.6222851343846
2004-01,1018.779217701336
2004-02,1037.591967811611
2004-03,1032.042292608139
2004-04,1008.3254759637952
2004-05,1016.8393501134652
2004-06,1037.382304561478
2004-07,1004.4998508160136
2004-08,1011.0277621706881
2004-09,1032.3031435445594
2004-10,1057.7728483051228
2004-11,1115.8893364572154
2004-12,1159.3953324461907
2005-01,1135.0081874755247
2005-02,1174.8552235387704
2005-03,1149.4543637380027
2005-04,1124.8731656276448
2005-05,1146.7155678155855
2005-06,1158.8276017542378
2005-07,1201.996793319783
2005-08,1211.695777398446
2005-09,1248.497008577779
2005-10,1215.078681218911
2005-11,1259.923607522923
2005-12,1291.224670836834
2006-01,1355.0758506107159
2006-02,1353.6343445870734
2006-03,1382.6758031661604
2006-04,1429.4129016180677
2006-05,1374.2458262002558
2006-06,1374.2433965156843
2006-07,1383.8751913875967
2006-08,1420.4698379906104
2006-09,1437.357815206914
2006-10,1491.5375920878066
2006-11,1534.4366825674747
2006-12,1569.0218415564427
2007-01,1584.9135116299792
2007-02,1577.2260006855724
2007-03,1609.5023155798915
2007-04,1681.8522346523164
2007-05,1733.3600823326753
2007-06,1728.8300360671844
2007-07,1702.8314590246182
2007-08,1698.8992607668945
2007-09,1790.6095771676096
2007-10,1860.786728584028
2007-11,1779.2757602447107
2007-12,1759.998867736738
2008-01,1616.2452125028735
2008-02,1621.618089551413
2008-03,1598.5930162349696
2008-04,1689.0743820335247
2008-05,1717.4070038597856
2008-06,1577.027429245921
2008-07,1536.5014918149768
2008-08,1504.0260436696424
2008-09,1316.6086121623036
2008-10,1056.0739182793477
2008-11,987.3335671538584
2008-12,1023.6372452887579
2009-01,936.4537116095157
2009-02,845.2949265849911
2009-03,915.3865102956864
2009-04,1024.3060188768368
2009-05,1127.549534821066
2009-06,1121.6789363158096
2009-07,1220.7654788825098
2009-08,1264.9676039971603
2009-09,1323.4402788085545
2009-10,1303.2355371702813
2009-11,1357.408705660218
2009-12,1385.9141267323405
2010-01,1326.302977497131
2010-02,1343.6562108357919
2010-03,1430.764819035682
2010-04,1433.8800979705754
2010-05,1299.160114897439
2010-06,1259.5488849949793
2010-07,1362.4787228066107
2010-08,1315.3172305906467
2010-09,1441.527892617368
2010-10,1493.9390774198546
2010-11,1461.4312939964611
2010-12,1568.8650012555825
2011-01,1593.979281118252
2011-02,1641.0905466131933
2011-03,1640.0226486087606
2011-04,1708.0440095073977
2011-05,1672.9497387424842
2011-06,1647.1962897355977
2011-07,1620.807090094991
2011-08,1503.0260793173316
2011-09,1361.6669902302137
2011-10,1507.924988376938
2011-11,1463.5729872200518
2011-12,1461.0694513279147
2012-01,1546.3726312476
2012-02,1624.952862230631
2012-03,1636.4756229183533
2012-04,1618.7538418566958
2012-05,1474.9877081575646
2012-06,1548.558225432314
2012-07,1570.257256427782
2012-08,1605.2735453905805
2012-09,1656.4749832586588
2012-10,1645.7961715716908
2012-11,1667.556362645608
2012-12,1706.1270453821628
2013-01,1785.1516962191479
2013-02,1785.4908652639592
2013-03,1818.997795972427
2013-04,1872.1945769284066
2013-05,1868.696627072168
2013-06,1814.9642878034642
2013-07,1902.4815611966078
2013-08,1863.8547368856523
2013-09,1960.856873058074
2013-10,2040.0340645509614
2013-11,2069.936762822757
2013-12,2106.531035395238
2014-01,2022.6569597902308
2014-02,2121.2807395952377
2014-03,2131.8488823991843
2014-04,2153.20269252359
2014-05,2200.869816957134
2014-06,2243.2449184923494
2014-07,2216.6682094502407
2014-08,2266.5319343230285
2014-09,2193.7995535508035
2014-10,2209.7807986330454
2014-11,2247.7049017933546
2014-12,2205.2124308890216
2015-01,2170.978924887738
2015-02,2292.9631549424967
2015-03,2258.708164853131
2015-04,2325.5389883643056
2015-05,2324.347026394122
2015-06,2270.613223459268
2015-07,2291.2343362213987
2015-08,2135.107605567537
2015-09,2058.6496231188075
2015-10,2220.926994139613
2015-11,2203.6616407007864
2015-12,2164.7734144368583
2016-01,2034.691855472925
2016-02,2021.820866365874
2016-03,2172.8845944238515
2016-04,2206.3935800717363
2016-05,2210.908900279381
2016-06,2198.5076555234655
2016-07,2293.9982489517124
2016-08,2302.9053662494493
2016-09,2318.2437058624864
2016-10,2279.4879453993917
2016-11,2298.320775390464
2016-12,2348.9227018998154
2017-01,2413.564153819494
2017-02,2482.469559967985
2017-03,2514.482805176853
2017-04,2554.700584
2017-05,2613.363678
2017-06,2626.389978
2017-07,2700.763733
2017-08,2712.532098
2017-09,2765.90558
2017-10,2824.0183
2017-11,2880.034842
2017-12,2927.308481
2018-01,3093.341205
2018-02,2964.643873
2018-03,2903.098932
2018-04,2932.5364652712296
2018-05,2938.8974725611074
2018-06,2924.3297097097134
2018-07,3013.3260787115287
2018-08,3038.291627690347
2018-09,3053.0699659712714
2018-10,2824.739226874576
2018-11,2867.281422532201
2018-12,2666.190298
2019-01,2877.508162803268
2019-02,2955.9886458799397
2019-03,2994.9666812453825
2019-04,3097.7538681922156
2019-05,2916.313854413667
2019-06,3108.8113442958534
2019-07,3118.977321419097
2019-08,3046.450973914833
2019-09,3112.115707035138
2019-10,3198.015840906492
2019-11,3277.6900731030223
2019-12,3394.5517881358664
2020-01,3358.1818916980756
2020-02,3088.1633797994623
2020-03,2673.39418079428
2020-04,2961.1814785786264
2020-05,3091.83911853007
2020-06,3191.828935222274
2020-07,3362.179699049919
2020-08,3569.3930594910585
2020-09,3455.5475240271194
2020-10,3372.0626095105936
2020-11,3789.1220223816076
2020-12,3966.4238211251854
2021-01,3949.635596313276
2021-02,4042.316194232112
2021-03,4152.694340133423
2021-04,4336.133762472352
2021-05,4405.805549830955
2021-06,4465.288759
2021-07,4497.789928521913
2021-08,4611.48873950555
2021-09,4422.890164515316
2021-10,4649.84337475457
2021-11,4539.110242
2021-12,4722.369199030333
2022-01,4490.989866111468
2022-02,4376.243062277793
2022-03,4473.762990447668
2022-04,4117.350321350843
2022-05,4125.051851903742
2022-06,3779.2166932635323
2022-07,4044.619607274317
2022-08,3897.0868537229894
2022-09,3525.927598514449
2022-10,3739.5240961456907
2022-11,4031.1217515462045
2022-12,3874.0346549024503
2023-01,4152.743760051034
2023-02,4035.2639488724735
2023-03,4162.497197886526
2023-04,4224.3103989066685
2023-05,4182.181172240402
2023-06,4426.966649725096
