Date,ACWI ex EGYPT
1998-12,1000.0
1999-01,1019.8898015079565
1999-02,993.9621779252341
1999-03,1039.5950935523422
1999-04,1084.4197960633985
1999-05,1047.0674706787001
1999-06,1099.744121812458
1999-07,1094.7574217364354
1999-08,1093.6942834984409
1999-09,1081.9149774908187
1999-10,1136.029809346105
1999-11,1171.1366221847893
1999-12,1268.3416213154458
2000-01,1199.257103024911
2000-02,1203.1726487856145
2000-03,1282.864459346996
2000-04,1225.4326024930306
2000-05,1194.7155180714465
2000-06,1235.145121751891
2000-07,1198.3803381048006
2000-08,1236.1018120741835
2000-09,1168.0400148220554
2000-10,1144.7004827132614
2000-11,1073.7042101315249
2000-12,1091.2110803059677
2001-01,1118.8683279189977
2001-02,1024.8401301409376
2001-03,955.8967706935916
2001-04,1025.52810193459
2001-05,1014.1091341446669
2001-06,982.7742913375992
2001-07,967.584240618845
2001-08,923.1216208203645
2001-09,838.8213062814164
2001-10,856.6311556193003
2001-11,909.3190639243164
2001-12,917.847814876988
2002-01,892.7049019701079
2002-02,886.1298243263436
2002-03,926.1452555822433
2002-04,896.8036021587271
2002-05,898.0706816226278
2002-06,843.262833455556
2002-07,772.5388105428403
2002-08,774.5361675527337
2002-09,689.5813031616124
2002-10,740.3612472662646
2002-11,780.8633950678368
2002-12,743.6305578594348
2003-01,721.8988074741223
2003-02,709.2722552588162
2003-03,706.5914714977046
2003-04,769.6878623979594
2003-05,814.4761325957298
2003-06,830.1162479318458
2003-07,848.545036269809
2003-08,868.6815174294226
2003-09,874.2419592289887
2003-10,927.2710810051661
2003-11,941.4513139801811
2003-12,1001.1970577809421
2004-01,1018.3338626845939
2004-02,1037.133194982834
2004-03,1031.5681412255203
2004-04,1007.8752215891333
2004-05,1016.39090586996
2004-06,1036.9327453266444
2004-07,1004.0522316405323
2004-08,1010.5538641473856
2004-09,1031.8116403716356
2004-10,1057.258546535516
2004-11,1115.3438540913644
2004-12,1158.7997094950704
2005-01,1134.3531694671158
2005-02,1174.152927844765
2005-03,1148.746213291578
2005-04,1124.1284741900654
2005-05,1145.9487791059537
2005-06,1157.9757231086994
2005-07,1201.1211939265013
2005-08,1210.8119187449634
2005-09,1247.522987003261
2005-10,1214.1382275839987
2005-11,1258.9973728434152
2005-12,1290.203401989673
2006-01,1353.8516971412641
2006-02,1352.4995168144737
2006-03,1381.5909788666559
2006-04,1428.3166319191553
2006-05,1373.31457803517
2006-06,1373.3590536114689
2006-07,1382.935610850786
2006-08,1419.4312285596272
2006-09,1436.3310945425312
2006-10,1490.5033324934848
2006-11,1533.3912893269057
2006-12,1567.94548419995
2007-01,1583.9316140094857
2007-02,1576.1299080708561
2007-03,1608.43014393841
2007-04,1680.7273627687553
2007-05,1732.2233195462259
2007-06,1727.7498101334936
2007-07,1701.6796241830439
2007-08,1697.7767370791792
2007-09,1789.3499684379885
2007-10,1859.4382949724923
2007-11,1777.871305495395
2007-12,1758.497826717572
2008-01,1614.7866876851272
2008-02,1619.9628874928524
2008-03,1596.8852303865854
2008-04,1687.1406700736861
2008-05,1715.548950065878
2008-06,1575.2691791646014
2008-07,1534.873448695575
2008-08,1502.552164291844
2008-09,1315.411923043398
2008-10,1055.2059381177041
2008-11,986.6031455584744
2008-12,1022.7784924873472
2009-01,935.7574057515258
2009-02,844.6955352317625
2009-03,914.7085095365047
2009-04,1023.4597220325138
2009-05,1126.6487872753357
2009-06,1120.7752903161775
2009-07,1219.8185799965938
2009-08,1263.9056130380125
2009-09,1322.322379552094
2009-10,1302.103304490397
2009-11,1356.4328647125885
2009-12,1384.8807073859748
2010-01,1325.2017760958868
2010-02,1342.5714019363238
2010-03,1429.6377966855046
2010-04,1432.7052954061762
2010-05,1298.1728848598998
2010-06,1258.6885882347276
2010-07,1361.529395597044
2010-08,1314.4308902110604
2010-09,1440.6982855184574
2010-10,1493.0990017215515
2010-11,1460.480747488474
2010-12,1567.8718648095805
2011-01,1593.0625250694143
2011-02,1640.1315705217598
2011-03,1639.196427686362
2011-04,1707.2879869648411
2011-05,1672.092888480556
2011-06,1646.4120075930819
2011-07,1620.1740201214313
2011-08,1502.4784080774689
2011-09,1361.1737211967572
2011-10,1507.377256499622
2011-11,1463.0496956922284
2011-12,1460.6553701686275
2012-01,1545.8724241316359
2012-02,1624.3615316301857
2012-03,1635.9875954262382
2012-04,1618.326823503623
2012-05,1474.6490664705761
2012-06,1548.2445695039366
2012-07,1569.937721119136
2012-08,1604.817959507288
2012-09,1655.9929330475895
2012-10,1645.401974234372
2012-11,1667.3579257684964
2012-12,1705.8967104395547
2013-01,1785.0208033139106
2013-02,1785.5680979131107
2013-03,1819.1235108847304
2013-04,1872.3344446147325
2013-05,1868.7488368484915
2013-06,1814.9438616794046
2013-07,1902.3773537402521
2013-08,1863.5525730427923
2013-09,1960.5239511650768
2013-10,2039.7414184609854
2013-11,2069.4974031568026
2013-12,2105.8837017434835
2014-01,2022.0734109467774
2014-02,2120.7621860543054
2014-03,2131.3358666423296
2014-04,2152.7181673774617
2014-05,2200.4037189552155
2014-06,2242.809591959366
2014-07,2216.2252815585452
2014-08,2266.0575387339227
2014-09,2193.3961566585194
2014-10,2209.386273661046
2014-11,2247.2905438787316
2014-12,2204.8687409207882
2015-01,2170.8461754130003
2015-02,2292.756109647027
2015-03,2258.5890616584893
2015-04,2325.2612783914
2015-05,2324.0368651599133
2015-06,2270.3571882381166
2015-07,2290.9226619348647
2015-08,2134.830318474122
2015-09,2058.407188797399
2015-10,2220.5547521454773
2015-11,2203.268493620964
2015-12,2164.4111313379935
2016-01,2034.4269757545467
2016-02,2021.5455002948067
2016-03,2172.750400327666
2016-04,2206.061336789426
2016-05,2210.7352393563096
2016-06,2198.5361328677786
2016-07,2293.885871622887
2016-08,2302.711393245215
2016-09,2317.8321902979137
2016-10,2278.999293793424
2016-11,2297.6084156048146
2016-12,2348.1416060375473
2017-01,2412.8668028767274
2017-02,2481.59940099461
2017-03,2513.6416026583174
2017-04,2553.988433
2017-05,2612.628448
2017-06,2625.602781
2017-07,2699.932659
2017-08,2711.59213
2017-09,2765.013641
2017-10,2823.079478
2017-11,2879.036067
2017-12,2926.422298
2018-01,3092.155618
2018-02,2963.474892
2018-03,2901.750528
2018-04,2931.094160359123
2018-05,2937.3403713963
2018-06,2922.5932048067707
2018-07,3011.7079807979376
2018-08,3036.711020075273
2018-09,3051.20059249183
2018-10,2823.2117133635584
2018-11,2865.85685669323
2018-12,2665.137098
2019-01,2876.386031584107
2019-02,2954.6176510307073
2019-03,2993.619146404373
2019-04,3096.254905682263
2019-05,2915.1598223154633
2019-06,3107.424707784053
2019-07,3117.6104817617165
2019-08,3045.0157099577436
2019-09,3110.4990891302687
2019-10,3196.426721383437
2019-11,3275.854139882637
2019-12,3392.568417095873
2020-01,3355.9229605295272
2020-02,3086.133730213287
2020-03,2671.4451943800773
2020-04,2958.977073445188
2020-05,3089.4921663242662
2020-06,3189.565584140346
2020-07,3359.56207908016
2020-08,3566.4426854894823
2020-09,3452.7625445837148
2020-10,3369.6908103856704
2020-11,3786.335039866073
2020-12,3963.555333646526
2021-01,3946.449678100308
2021-02,4039.0572095702123
2021-03,4149.141259363797
2021-04,4332.281120281347
2021-05,4402.063465247041
2021-06,4461.541567
2021-07,4493.552906464369
2021-08,4607.4113687557565
2021-09,4419.069356269175
2021-10,4645.726235065261
2021-11,4535.254097
2021-12,4718.127664945015
2022-01,4487.288830541144
2022-02,4372.751155666958
2022-03,4470.114093569522
2022-04,4113.97431328034
2022-05,4121.739576520903
2022-06,3775.996192992987
2022-07,4041.035147590918
2022-08,3893.829160883625
2022-09,3522.690366795208
2022-10,3736.186955416114
2022-11,4027.655225863726
2022-12,3870.7332862858993
2023-01,4149.184767159134
2023-02,4031.6973170431625
2023-03,4158.838900631236
2023-04,4220.576682619219
2023-05,4178.378550899574
2023-06,4422.850983265053
