Date,ACWI ex BRAZIL
2006-05,1366.367956075196
2006-06,1365.696397340223
2006-07,1375.2880341602715
2006-08,1411.9926340166753
2006-09,1429.166652829037
2006-10,1482.534944585116
2006-11,1524.7971904208885
2006-12,1558.4615350521776
2007-01,1574.3030230923275
2007-02,1566.9436718106967
2007-03,1598.215959244306
2007-04,1669.7837144906753
2007-05,1719.6394289428367
2007-06,1714.4271220351413
2007-07,1687.6199154187523
2007-08,1684.2872993912354
2007-09,1772.5489832927974
2007-10,1839.4653935032177
2007-11,1759.0280981135236
2007-12,1738.982928008924
2008-01,1596.970037853157
2008-02,1599.3350303170835
2008-03,1578.3223172922362
2008-04,1664.9871402473213
2008-05,1689.9367343484819
2008-06,1551.642171365622
2008-07,1514.36090009311
2008-08,1484.6379826544837
2008-09,1302.4833976525476
2008-10,1047.2073635531976
2008-11,979.4448258346763
2008-12,1015.6636036266461
2009-01,927.5441283369008
2009-02,836.4008457439672
2009-03,905.4414263399158
2009-04,1011.9637313318023
2009-05,1111.9544643778238
2009-06,1106.8762337848455
2009-07,1204.691659556364
2009-08,1248.700575229781
2009-09,1304.035168043279
2009-10,1283.0522446054626
2009-11,1335.2916454517856
2009-12,1363.4814101085985
2010-01,1306.8552418068246
2010-02,1323.1000534367765
2010-03,1408.6373573941887
2010-04,1412.082572734756
2010-05,1279.780631918831
2010-06,1241.176977064619
2010-07,1341.1261541382191
2010-08,1294.705330685768
2010-09,1418.716157258416
2010-10,1470.9954445311237
2010-11,1439.7370252044889
2010-12,1545.6552598070086
2011-01,1572.2657036087242
2011-02,1618.67910757269
2011-03,1616.3205099770566
2011-04,1685.1216574488583
2011-05,1650.851320769018
2011-06,1625.047761609527
2011-07,1600.0588497685608
2011-08,1483.5630509303767
2011-09,1346.844170206037
2011-10,1489.2910578244534
2011-11,1446.6693022014467
2011-12,1444.7446736825634
2012-01,1526.5687577511897
2012-02,1604.0246857479194
2012-03,1617.835328140096
2012-04,1601.9778407271456
2012-05,1461.4137150354084
2012-06,1535.291757851623
2012-07,1556.8055879359943
2012-08,1591.8958937053928
2012-09,1642.7953465060014
2012-10,1632.3384850892674
2012-11,1655.127506460209
2012-12,1691.9812472261467
2013-01,1770.9062051364804
2013-02,1772.167096127948
2013-03,1806.272677882963
2013-04,1859.3881956432758
2013-05,1857.8370101092398
2013-06,1806.8686442038415
2013-07,1895.4307483164644
2013-08,1856.7445118578134
2013-09,1951.725597818805
2013-10,2030.0849199556196
2013-11,2061.881732044597
2013-12,2099.7637554223284
2014-01,2017.8292753386302
2014-02,2116.5853486993856
2014-03,2124.766313237159
2014-04,2145.3970520988837
2014-05,2193.915510439585
2014-06,2235.2791258921357
2014-07,2208.022986470339
2014-08,2255.3006887210363
2014-09,2187.8922097060613
2014-10,2203.839767866926
2014-11,2243.2013565860184
2014-12,2202.9562168304524
2015-01,2169.9991216150042
2015-02,2292.3238784112223
2015-03,2260.079366847132
2015-04,2324.3576393714866
2015-05,2325.4992924356698
2015-06,2270.7095770170195
2015-07,2293.657997904727
2015-08,2138.5339758060813
2015-09,2063.1582686691904
2015-10,2225.952796901118
2015-11,2208.862865242559
2015-12,2170.3416492408696
2016-01,2040.1068172347482
2016-02,2026.4742017280814
2016-03,2175.4528306002185
2016-04,2207.5397224447743
2016-05,2214.4592108240513
2016-06,2199.3997389603855
2016-07,2293.8986744035324
2016-08,2302.6341802527336
2016-09,2317.805223568322
2016-10,2276.0673709374646
2016-11,2297.0576611642628
2016-12,2347.8362720402483
2017-01,2411.0117922268896
2017-02,2479.39151189139
2017-03,2512.6566717833666
2017-04,2553.315647
2017-05,2613.503824
2017-06,2626.909468
2017-07,2699.670918
2017-08,2710.038996
2017-09,2762.880483
2017-10,2822.203061
2017-11,2879.332769
2017-12,2926.025359
2018-01,3089.052069
2018-02,2959.903145
2018-03,2898.246775
2018-04,2928.889424307003
2018-05,2939.3165836607864
2018-06,2926.2642899433417
2018-07,3013.7117101882777
2018-08,3041.42492002607
2018-09,3054.618824924625
2018-10,2821.0496674393585
2018-11,2864.504285664107
2018-12,2662.615512
2019-01,2871.327891018541
2019-02,2951.420616738653
2019-03,2991.744312752634
2019-04,3095.415025899323
2019-05,2912.416263711992
2019-06,3104.5919160348403
2019-07,3114.125024110104
2019-08,3043.689645635006
2019-09,3109.0345525886214
2019-10,3193.9542582377735
2019-11,3275.270040920705
2019-12,3389.497231081495
2020-01,3354.915044719127
2020-02,3086.674246984284
2020-03,2678.1646271948175
2020-04,2967.265815721026
2020-05,3097.4173878196366
2020-06,3196.958026607746
2020-07,3365.52001255372
2020-08,3576.2507959990135
2020-09,3463.082716847025
2020-10,3379.770458169773
2020-11,3795.4148395094103
2020-12,3970.88306389293
2021-01,3955.7885086955903
2021-02,4050.765192930769
2021-03,4160.743341994272
2021-04,4343.885319358926
2021-05,4411.740287027849
2021-06,4470.174242
2021-07,4504.349629160345
2021-08,4619.85966110891
2021-09,4433.4536686706615
2021-10,4664.202992671332
2021-11,4553.105065
2021-12,4736.589953073109
2022-01,4501.042457928246
2022-02,4384.391257543285
2022-03,4478.731382084388
2022-04,4123.563190661267
2022-05,4129.277114251322
2022-06,3785.750554341118
2022-07,4051.7794808877966
2022-08,3901.8845368781517
2022-09,3528.533282260299
2022-10,3741.7882913459753
2022-11,4036.37893949547
2022-12,3878.9077045906647
2023-01,4157.960583732075
2023-02,4041.8244996495096
2023-03,4170.00980067858
2023-04,4231.497503096106
2023-05,4188.815613342048
2023-06,4431.574257592179
