Date,EM EUROPE & MIDDLE EAST
2022-07,602.0887705302713
2022-08,604.9227514720656
2022-09,559.9492912935724
2022-10,586.761311268985
2022-11,583.425571877382
2022-12,567.042081933681
2023-01,574.9471643902491
2023-02,558.8502187421752
2023-03,560.2575704682552
2023-04,589.4854818291067
2023-05,572.0432849439864
2023-06,593.2154253668307
