Date,EM EUROPE & MIDDLE EAST
1987-12,100.0
1988-01,102.88776637655755
1988-02,93.79466544409559
1988-03,95.10341973468283
1988-04,90.23816529929324
1988-05,85.21880730586834
1988-06,79.5927393382286
1988-07,78.68161455399003
1988-08,74.49895589023538
1988-09,74.07668322788076
1988-10,76.71723871931289
1988-11,77.35409622255814
1988-12,73.33524405399773
1989-01,70.61770743642329
1989-02,74.01670397000642
1989-03,72.452004756396
1989-04,75.59378980778209
1989-05,77.95096123280692
1989-06,81.63335235458584
1989-07,87.05081452164069
1989-08,93.949987662215
1989-09,133.2333193267461
1989-10,132.9302911995814
1989-11,128.67814580267742
1989-12,143.91085628986067
1990-01,166.5177310851655
1990-02,166.6016097583922
1990-03,158.49799932880043
1990-04,185.53708365286684
1990-05,192.27946270838208
1990-06,228.21908177329163
1990-07,234.80061549358152
1990-08,215.95009092380639
1990-09,199.51856388334122
1990-10,182.1901037637087
1990-11,152.17257886450352
1990-12,152.9742174188755
1991-01,166.84986066150336
1991-02,205.21280949939907
1991-03,173.62813542417385
1991-04,151.2765855408407
1991-05,139.82270823963074
1991-06,130.59762087079082
1991-07,125.17789232787956
1991-08,127.90994045719968
1991-09,114.98408284276195
1991-10,110.88677994532421
1991-11,123.05188243047127
1991-12,130.86232334455562
1992-01,133.3150431993621
1992-02,116.65399743072217
1992-03,116.43071803485432
1992-04,113.49121383717538
1992-05,106.15125358276056
1992-06,121.43957825572956
1992-07,118.05865297485975
1992-08,116.7347001201174
1992-09,107.91797077705672
1992-10,91.8475731548559
1992-11,90.93272771604066
1992-12,91.17251723224656
1993-01,98.0442466875005
1993-02,110.176776589084
1993-03,107.11584206526388
1993-04,118.2186176743198
1993-05,124.03403361555456
1993-06,131.12424166451717
1993-07,128.2620740740384
1993-08,149.43721698562595
1993-09,157.45391843216083
1993-10,155.15555237817742
1993-11,166.56055170227302
1993-12,170.63132670706935
1994-01,164.24458853307738
1994-02,144.66450304063494
1994-03,129.45344737012005
1994-04,121.96094562102454
1994-05,115.628798282536
1994-06,121.06530763694344
1994-07,128.1616525244404
1994-08,133.77683508739858
1994-09,136.45236672876038
1994-10,133.62968139476257
1994-11,137.29029478775715
1994-12,134.72683830574633
1995-01,123.50686260753798
1995-02,129.8467755878285
1995-03,148.63643810293073
1995-04,162.12747566108058
1995-05,164.74644211281338
1995-06,167.10427167514683
1995-07,172.00696150954997
1995-08,161.64570986060644
1995-09,162.63097959823753
1995-10,160.18274307804163
1995-11,149.66354249737756
1995-12,153.65180125694297
1996-01,164.09229150292464
1996-02,172.28878007086132
1996-03,169.1473658748216
1996-04,168.84848878936583
1996-05,166.74548700017792
1996-06,172.2036327035016
1996-07,163.07215588796475
1996-08,169.39601674491044
1996-09,169.17494691765756
1996-10,165.79297320972753
1996-11,169.94816697486215
1996-12,176.08562885150843
1997-01,208.93255561456428
1997-02,213.78890089659632
1997-03,209.20711134816167
1997-04,202.82205182222674
1997-05,216.15183996510748
1997-06,223.0345319835029
1997-07,227.08801175839616
1997-08,220.1363928218506
1997-09,246.57901326824168
1997-10,231.14119479111596
1997-11,229.5815578380816
1997-12,256.7163798412669
1998-01,218.7992464101578
1998-02,233.1794522629015
1998-03,250.01225823572955
1998-04,271.025820102891
1998-05,234.02046549847483
1998-06,222.66509998632299
1998-07,239.92365305293987
1998-08,165.57857991703565
1998-09,157.0072112168389
1998-10,164.31747043268047
1998-11,183.15624060045215
1998-12,189.9571426188799
1999-01,201.8126699834607
1999-02,206.87633267632398
1999-03,217.19530483888693
1999-04,232.2617990833467
1999-05,238.82950452420718
1999-06,243.8331503365132
1999-07,257.2430698909804
1999-08,257.27782142481345
1999-09,260.11535647251105
1999-10,262.9964136857214
1999-11,282.000667953689
1999-12,341.18754502969296
2000-01,333.4284554505233
2000-02,357.0765024045979
2000-03,351.80188498017174
2000-04,340.3357104313971
2000-05,333.6711750752896
2000-06,320.6124150660034
2000-07,317.71463489364857
2000-08,317.4454979081062
2000-09,308.7630291930255
2000-10,290.02735862125473
2000-11,237.03811662031174
2000-12,265.1129591286434
2001-01,273.9308131592486
2001-02,231.8155205570055
2001-03,207.14041039580542
2001-04,234.07823155546885
2001-05,226.3999146334417
2001-06,218.95975706670146
2001-07,205.39915983051887
2001-08,196.30773913966559
2001-09,163.07873040677828
2001-10,185.01726888429022
2001-11,206.17628586637707
2001-12,222.52417418505743
2002-01,231.52630457718547
2002-02,207.73503489036756
2002-03,222.67674699326068
2002-04,221.36055701114483
2002-05,221.58054905363136
2002-06,200.75114870702407
2002-07,192.54664433062243
2002-08,196.97081251641416
2002-09,187.85379225454298
2002-10,201.4844834550535
2002-11,220.05882603862023
2002-12,204.99938367634974
2003-01,200.64080815306238
2003-02,209.2180532216743
2003-03,202.5102717193989
2003-04,238.96984449671564
2003-05,266.37734208790624
2003-06,276.9432524348039
2003-07,268.2297254822673
2003-08,293.6681320284587
2003-09,304.998685
2003-10,308.102357
2003-11,315.04439422193803
2003-12,341.1244346425066
2004-01,356.8010862096433
2004-02,381.6865483189305
2004-03,405.60836989523455
2004-04,370.6614157198085
2004-05,363.2557892024765
2004-06,375.48098903141863
2004-07,356.3949122535275
2004-08,365.0733208222133
2004-09,385.0355890225858
2004-10,404.27130394460744
2004-11,420.6553460265868
2004-12,448.505782760152
2005-01,454.61148121425356
2005-02,505.3055796396424
2005-03,467.57430660664727
2005-04,452.0720830390895
2005-05,467.0950850863871
2005-06,478.5530906121359
2005-07,521.9159846165372
2005-08,562.1390285306327
2005-09,618.6226753558889
2005-10,583.6362940389524
2005-11,628.8128997087064
2005-12,651.2068651881615
2006-01,722.9958539690826
2006-02,745.3495800393989
2006-03,729.3764444120688
2006-04,795.5956650093452
2006-05,701.806643997809
2006-06,691.7759760019909
2006-07,726.7223986315097
2006-08,745.304467788771
2006-09,711.2790179486062
2006-10,745.606230971547
2006-11,802.8009481005363
2006-12,825.3199277734593
2007-01,810.7725152300183
2007-02,799.5166081685402
2007-03,840.5211271767818
2007-04,858.1134269902554
2007-05,839.332257838137
2007-06,893.1460199816707
2007-07,931.0163805486446
2007-08,893.5304384149666
2007-09,972.46637125
2007-10,1062.5314649713696
2007-11,1050.519035297859
2007-12,1086.3007747930674
2008-01,927.4337584762262
2008-02,983.2884322219134
2008-03,954.5758968916115
2008-04,993.1308387287033
2008-05,1102.0263326959944
2008-06,1029.8510824176458
2008-07,955.6074127167833
2008-08,845.4463704342214
2008-09,689.1416359992029
2008-10,468.73709112170746
2008-11,404.6349261562777
2008-12,400.80689972826656
2009-01,354.23470952025707
2009-02,343.39886718726854
2009-03,386.7112058434464
2009-04,457.1741899355315
2009-05,553.1717154531897
2009-06,519.3443882621872
2009-07,586.1518777556554
2009-08,601.6384867526149
2009-09,648.3753296172888
2009-10,666.5971420177317
2009-11,685.078484284245
2009-12,715.3230031324975
2010-01,726.0222399689394
2010-02,693.786303914065
2010-03,764.8994180339419
2010-04,756.6702969539388
2010-05,676.8342078557067
2010-06,649.1963778901096
2010-07,736.4108030346407
2010-08,711.1832743784012
2010-09,779.737676687712
2010-10,817.4542030840538
2010-11,780.3213622052208
2010-12,846.2114607268718
2011-01,863.0442690551247
2011-02,896.8799633355087
2011-03,945.7743450577848
2011-04,983.4702083139467
2011-05,918.5618211567461
2011-06,916.2271912151987
2011-07,915.8352564346633
2011-08,793.7256525555684
2011-09,645.7716609353049
2011-10,738.795531072298
2011-11,718.7022839071924
2011-12,648.7204557231462
2012-01,747.1349311007629
2012-02,809.3543589509835
2012-03,774.2012649798157
2012-04,753.1494297199948
2012-05,620.4735342374605
2012-06,694.8491641262536
2012-07,709.8012595681575
2012-08,728.034679045588
2012-09,762.6593025621979
2012-10,758.9149659294017
2012-11,762.844458350612
2012-12,811.6841873323833
2013-01,841.6647863022313
2013-02,803.507408380922
2013-03,790.2786653606325
2013-04,786.6717042091694
2013-05,774.9928622938838
2013-06,721.6177035404418
2013-07,739.3582691135503
2013-08,722.7634864754173
2013-09,792.4021778409898
2013-10,831.7555104067599
2013-11,801.4855902210581
2013-12,780.377191341175
2014-01,709.3268974613918
2014-02,723.8426893273212
2014-03,729.5124600772831
2014-04,708.9123922074841
2014-05,767.8326871229575
2014-06,764.2721796155982
2014-07,732.9662087616164
2014-08,726.4912194581439
2014-09,692.5474374014793
2014-10,679.3732702667477
2014-11,655.275650017627
2014-12,558.7756317315825
2015-01,537.4117098801821
2015-02,586.4036458529758
2015-03,563.6434904385818
2015-04,629.1222813912785
2015-05,598.7253852797355
2015-06,589.7351853384515
2015-07,568.0897262822222
2015-08,528.579910525254
2015-09,508.42645087838866
2015-10,529.1868577174301
2015-11,500.2578254257221
2015-12,476.7441426920201
2016-01,456.3697815909174
2016-02,470.77510403476793
2016-03,536.7340191851862
2016-04,554.7267671263904
2016-05,516.9157086747115
2016-06,518.3193133640681
2016-07,531.739814474822
2016-08,541.3777065443397
2016-09,544.7791365581802
2016-10,546.9228061458493
2016-11,538.6414578237868
2016-12,585.4822917117785
2017-01,594.9766566375678
2017-02,586.8869909796664
2017-03,594.3983144948362
2017-04,615.748144
2017-05,607.27986
2017-06,601.988327
2017-07,634.30287
2017-08,665.00145
2017-09,653.613143
2017-10,653.12882
2017-11,646.569562
2017-12,682.095614
2018-01,745.550404
2018-02,722.473645
2018-03,694.693222
2018-04,670.7604265408149
2018-05,638.4495834581328
2018-06,634.9851825690963
2018-07,665.7298112909037
2018-08,626.4095038995971
2018-09,658.6667177778327
2018-10,635.3604811838289
2018-11,645.6540671558658
2018-12,631.857545
2019-01,693.1159103833457
2019-02,678.6883961391472
2019-03,671.2562802509619
2019-04,691.3242269948213
2019-05,686.7381008515331
2019-06,725.7037934123132
2019-07,732.7945466305694
2019-08,685.6397983244782
2019-09,697.7496035504003
2019-10,716.1076237520202
2019-11,715.3862995628227
2019-12,757.9295588112103
2020-01,735.1366897832092
2020-02,648.8927008725027
2020-03,523.0835324901842
2020-04,575.6498936212806
2020-05,602.6935178740097
2020-06,607.0967073893507
2020-07,620.3642978200897
2020-08,635.1381579502274
2020-09,614.4600113075903
2020-10,577.7459002477847
2020-11,667.945870429583
2020-12,703.3726417938126
2021-01,706.3067501172384
2021-02,717.0043777747271
2021-03,749.5414683675464
2021-04,775.0886785580307
2021-05,817.3603145662626
2021-06,835.2714270808991
2021-07,841.7573590916389
2021-08,879.978804555587
2021-09,901.8060473115389
2021-10,932.1696501398607
2021-11,860.092650760058
2021-12,875.3151284388873
2022-01,887.6387493741173
2022-02,756.2665837776088
2022-03,670.8404250870537
2022-04,677.7375641958465
2022-05,635.7858150582938
2022-06,574.4229065812267
