Date,EFM CEEC ex RU
2002-05,173.55051888660245
2002-06,159.1394458510644
2002-07,151.42179069571918
2002-08,163.04248396895886
2002-09,154.74480343504032
2002-10,166.76091661370074
2002-11,179.40920081743826
2002-12,180.3342470284353
2003-01,176.30715641411288
2003-02,171.5890546674972
2003-03,170.41605448194716
2003-04,190.03105314672385
2003-05,205.8662455587877
2003-06,190.34024841081015
2003-07,203.44267319295116
2003-08,221.5929333791296
2003-09,220.83669224479402
2003-10,230.10316017287937
2003-11,225.3415692610476
2003-12,248.44039366564743
2004-01,256.98142345773357
2004-02,272.3649626664416
2004-03,288.2288997893047
2004-04,282.04789036653153
2004-05,287.7056198553755
2004-06,294.95336058690066
2004-07,296.4611592253962
2004-08,308.16987026036554
2004-09,332.6907603059631
2004-10,362.26416010998287
2004-11,409.01249516549416
2004-12,446.0048038571579
2005-01,438.38797411767126
2005-02,520.7883727302478
2005-03,469.682853082716
2005-04,434.16283267282944
2005-05,435.5780072320479
2005-06,469.12726782631887
2005-07,510.66378678584306
2005-08,546.7394717039334
2005-09,587.9235012429477
2005-10,528.6589500373149
2005-11,541.0304765982631
2005-12,557.0814030551476
2006-01,604.2001239889581
2006-02,612.7715233660082
2006-03,604.7233439436554
2006-04,676.1152940491336
2006-05,612.6850015380821
2006-06,601.100351037424
2006-07,663.2010713645799
2006-08,636.9775335909769
2006-09,629.8296308336403
2006-10,687.7536820571792
2006-11,749.6409608045135
2006-12,794.027943018003
2007-01,793.3758725349741
2007-02,771.9454571243987
2007-03,830.4191720487959
2007-04,887.8404783454687
2007-05,900.0256768472179
2007-06,958.1725108380989
2007-07,968.4007079042428
2007-08,919.2359269163231
2007-09,985.1360375331924
2007-10,1048.1429309761318
2007-11,1000.0000000000003
2007-12,1009.3002350844378
2008-01,885.0930304574669
2008-02,917.2297109528923
2008-03,937.120948747307
2008-04,936.372738213647
2008-05,988.6943568384767
2008-06,930.4132243615276
2008-07,979.7417906741965
2008-08,864.4753364864556
2008-09,722.0408490465811
2008-10,479.0214088399343
2008-11,432.74826469103124
2008-12,448.07854165147234
2009-01,352.6069547104516
2009-02,297.0425085068942
2009-03,340.2520167854487
2009-04,413.4325167647224
2009-05,468.7050107592175
2009-06,479.2123797040177
2009-07,576.5089499466047
2009-08,613.9156869704226
2009-09,628.6239904713813
2009-10,646.7471071629357
2009-11,680.6454338252345
2009-12,663.0643598909288
2010-01,666.8520036363993
2010-02,636.2629406964832
2010-03,701.6195604349296
2010-04,697.8179922981705
2010-05,585.2683620023026
2010-06,546.7128863712195
2010-07,632.2639947406209
2010-08,608.308724567743
2010-09,696.0002644418466
2010-10,721.2679293535332
2010-11,645.0996542305987
2010-12,706.0560415051158
2011-01,737.7720706050943
2011-02,745.8662503022816
2011-03,780.5747731181136
2011-04,856.159184012749
2011-05,819.9497096206894
2011-06,803.00157063591
2011-07,775.6560826672534
2011-08,684.8106357630784
2011-09,547.6636630623731
2011-10,611.5370701866974
2011-11,560.8006440378283
2011-12,520.9558913951021
2012-01,586.8163854225558
2012-02,616.6898553978242
2012-03,605.5000925201809
2012-04,590.3247590483022
2012-05,492.7645767428975
2012-06,561.5581408290399
2012-07,556.895660087459
2012-08,590.1652620509936
2012-09,629.0756844532632
2012-10,623.4183875606257
2012-11,636.8131420551633
2012-12,675.7488792041804
2013-01,670.2675255378394
2013-02,646.5414187253838
2013-03,611.9204331772647
2013-04,621.5064946683071
2013-05,635.5944309658526
2013-06,594.7627250994705
2013-07,633.3487371134529
2013-08,640.584346389858
2013-09,674.6856338770989
2013-10,716.8811411895296
2013-11,720.558547707114
2013-12,696.6761306854848
2014-01,660.4666847178415
2014-02,717.2320366085736
2014-03,706.1843511024956
2014-04,709.8173618020438
2014-05,722.6973974002442
2014-06,720.2449640436924
2014-07,682.2556069107452
2014-08,693.7187344113131
2014-09,701.6589974695311
2014-10,670.075178917319
2014-11,658.3980867001354
2014-12,603.8068042845073
2015-01,573.1218137135947
2015-02,590.6627117528878
2015-03,588.6068246959417
2015-04,651.2957435231514
2015-05,612.0857980181496
2015-06,596.3131756418726
2015-07,588.1941747001938
2015-08,564.7017823809497
2015-09,538.8916658647303
2015-10,537.5811136838338
