Date,EFM CEEC ex RU
2015-11,496.24666000664644
2015-12,493.4661054463858
2016-01,467.07775736287107
2016-02,474.591779864605
2016-03,554.1460119156698
2016-04,528.7484538102611
2016-05,495.45361758036705
2016-06,484.02927712257383
2016-07,507.3030894435997
2016-08,510.9597086194791
2016-09,509.57914702338365
2016-10,525.0534536422208
2016-11,488.56605363314276
2016-12,521.9423441583642
2017-01,565.8037383700782
2017-02,585.515393722707
2017-03,589.3683066067999
2017-04,640.728107
2017-05,660.526703
2017-06,670.828583
2017-07,717.319822
2017-08,758.42593
2017-09,731.579458
2017-10,754.085649
2017-11,749.779843
2017-12,776.876204
2018-01,844.533709
2018-02,775.084957
2018-03,746.97763
2018-04,750.9624947454872
2018-05,674.1362168383683
2018-06,667.6190631400169
2018-07,723.494665965379
2018-08,727.7380783426886
2018-09,722.586791854993
2018-10,666.6534066266531
2018-11,710.9548690728482
2018-12,703.0102740966394
2019-01,734.1239842680732
2019-02,720.5931285521148
2019-03,712.4716714847923
2019-04,722.5975399900107
2019-05,700.4479855957807
2019-06,738.032871517391
2019-07,719.4181238247705
2019-08,669.2721743291397
2019-09,673.0403150106584
2019-10,713.817206015286
2019-11,699.2237549226926
2019-12,729.928657141192
2020-01,688.0605948239712
2020-02,600.7928258491515
2020-03,469.3854540075604
2020-04,508.27309285632936
2020-05,547.884834444425
2020-06,562.1698333569502
2020-07,591.0875688634682
2020-08,611.9397401822806
2020-09,553.9750856541875
2020-10,494.1789933286546
2020-11,618.2073166428041
2020-12,672.2174967176087
2021-01,675.1984113296664
2021-02,666.5289740541216
2021-03,654.5873426753685
2021-04,704.0383534462031
2021-05,791.5408899969874
2021-06,767.3793603859368
2021-07,780.4711770707302
2021-08,831.5031818900399
2021-09,806.7355681906619
2021-10,840.8885072992935
2021-11,764.2763224848164
2021-12,793.3036040156669
2022-01,776.7368966003982
2022-02,669.093539934443
2022-03,693.8206434570473
2022-04,604.7880565783221
2022-05,602.6921093076837
2022-06,549.7009176175137
2022-07,557.3621292761023
2022-08,518.1169771590943
2022-09,449.58060223732167
2022-10,500.392688967206
2022-11,577.9328196325034
2022-12,601.7774216174926
2023-01,648.0401213956624
2023-02,640.6060088340437
2023-03,631.2766350695149
2023-04,698.1014795217632
2023-05,671.7170170292947
2023-06,743.9066822811914
