Date,ACWI ex SINGAPORE
1998-12,1000.0
1999-01,1020.0699137253977
1999-02,994.1021922310969
1999-03,1039.7478570765534
1999-04,1083.7331541527124
1999-05,1046.545469386396
1999-06,1098.9363273791716
1999-07,1093.8669622247128
1999-08,1092.9132563093815
1999-09,1081.2128326766156
1999-10,1135.291471096276
1999-11,1170.248330407292
1999-12,1267.1756866357648
2000-01,1198.6499244342453
2000-02,1203.0761926117957
2000-03,1283.087650380634
2000-04,1225.1245939304677
2000-05,1195.2535978530582
2000-06,1235.203341631988
2000-07,1198.2722990326004
2000-08,1235.965952071174
2000-09,1168.069641621864
2000-10,1144.6400088905882
2000-11,1073.4283229240887
2000-12,1090.9753180021246
2001-01,1118.7306488955148
2001-02,1024.4230296095952
2001-03,955.9810996252745
2001-04,1025.8561382927385
2001-05,1014.5530783719854
2001-06,983.0187172509052
2001-07,967.8003454115033
2001-08,923.1232912236044
2001-09,839.2518295430369
2001-10,857.1033533093272
2001-11,909.7638824670465
2001-12,918.007778700483
2002-01,892.3739975206936
2002-02,885.9205108807066
2002-03,925.9087162073843
2002-04,896.5658214675725
2002-05,897.9037947499673
2002-06,843.1129685023063
2002-07,772.2283706913842
2002-08,774.2371091494258
2002-09,689.3356675102896
2002-10,740.0352771337006
2002-11,780.8039939673658
2002-12,743.5180434305794
2003-01,721.8311068550797
2003-02,709.1828177422254
2003-03,706.5282209337958
2003-04,769.8084516223753
2003-05,814.5321748214146
2003-06,830.0801536262474
2003-07,848.3663445956513
2003-08,868.4637009169301
2003-09,873.962263140591
2003-10,926.9850316414278
2003-11,941.2343809614007
2003-12,1001.0178186002684
2004-01,1018.0600223454541
2004-02,1036.8711587325427
2004-03,1031.3147541241485
2004-04,1007.6192892078749
2004-05,1016.2132141462565
2004-06,1036.7719809426342
2004-07,1003.718599797682
2004-08,1010.1776139412624
2004-09,1031.3569073661959
2004-10,1056.8717758142834
2004-11,1115.0164629348355
2004-12,1158.505644485111
