Date,ACWI ex SINGAPORE
2005-01,1134.0271633744487
2005-02,1173.9525032022339
2005-03,1148.4902595707765
2005-04,1123.8247465488507
2005-05,1145.6988422677232
2005-06,1157.7495295667322
2005-07,1200.7011687691388
2005-08,1210.5947784559423
2005-09,1247.4458653376148
2005-10,1214.1327414217726
2005-11,1258.9431480232486
2005-12,1290.1470838671478
2006-01,1353.913363025083
2006-02,1352.3372074737724
2006-03,1381.3568494018623
2006-04,1427.8786446370852
2006-05,1373.0164029337955
2006-06,1372.8635136434598
2006-07,1382.5723219282718
2006-08,1419.0747228346747
2006-09,1435.9034941926425
2006-10,1489.8063236195799
2006-11,1532.4133290068553
2006-12,1566.7492747521221
2007-01,1582.4852967562197
2007-02,1574.6974663667197
2007-03,1606.701414854374
2007-04,1678.928128255264
2007-05,1730.2617887233898
2007-06,1725.6927864066768
2007-07,1699.5322211548792
2007-08,1695.8206947877468
2007-09,1786.886563596254
2007-10,1856.905774892782
2007-11,1775.871004873174
2007-12,1756.582185301231
2008-01,1613.486619409041
2008-02,1618.5328001631228
2008-03,1595.2559864845966
2008-04,1685.3518623328864
2008-05,1713.690518917052
2008-06,1573.4946946289122
2008-07,1532.9707971442688
2008-08,1501.0671858322396
2008-09,1314.2433616000276
2008-10,1054.724601221848
2008-11,985.933457690035
2008-12,1022.0341040210509
2009-01,934.8808200233633
2009-02,843.9836233776006
2009-03,913.964128667166
2009-04,1022.4471288123299
2009-05,1124.791639077102
2009-06,1118.9344298339902
2009-07,1217.4012211101415
2009-08,1261.8848255359349
2009-09,1320.0973447981921
2009-10,1299.9086606764654
2009-11,1353.8966517427982
2009-12,1382.065958490295
2010-01,1322.7514412725184
2010-02,1340.1308117296433
2010-03,1427.1875871874659
2010-04,1429.8655543270343
2010-05,1295.5175270900597
2010-06,1255.5086381203048
2010-07,1358.0847881232175
2010-08,1310.9035070860184
2010-09,1436.912031386741
2010-10,1489.1642533900285
2010-11,1456.5883033689481
2010-12,1563.9183448100043
2011-01,1589.0079070569664
2011-02,1636.7726738724834
2011-03,1635.321821975144
2011-04,1703.0010938628945
2011-05,1667.9685440317442
2011-06,1642.3325771814605
2011-07,1615.4169879989902
2011-08,1498.3179555037993
2011-09,1357.8631633646576
2011-10,1503.7189060330566
2011-11,1459.9638790685972
2011-12,1457.7412445010032
2012-01,1542.1329736202433
2012-02,1620.5283086210466
2012-03,1632.225276340976
2012-04,1614.3987128529197
2012-05,1471.2443201858246
2012-06,1544.5207040195182
2012-07,1565.5048187621676
2012-08,1600.623894592602
2012-09,1651.729543282361
2012-10,1641.2439545908614
2012-11,1662.9816187605666
2012-12,1701.3777439272521
2013-01,1780.6229359944211
2013-02,1781.1370964385467
2013-03,1814.6110739648911
2013-04,1867.614999298329
2013-05,1864.6470131337674
2013-06,1811.1144416061518
2013-07,1898.5195887352806
2013-08,1860.1488372827187
2013-09,1956.7847825886188
2013-10,2035.9253286168569
2013-11,2065.9698099462803
2013-12,2102.679077560201
2014-01,2019.3357844018465
2014-02,2118.0549646326454
2014-03,2128.369568179494
2014-04,2149.4155617519705
2014-05,2197.034649958999
2014-06,2239.605298985601
2014-07,2212.4887964833206
2014-08,2262.68209537719
2014-09,2190.2877774080903
2014-10,2206.4243010320097
2014-11,2244.32697372172
2014-12,2201.799227859337
2015-01,2167.9307470891918
2015-02,2290.2581832299543
2015-03,2255.944070031025
2015-04,2322.0404241871124
2015-05,2321.458778324166
2015-06,2267.7219986219234
2015-07,2288.8806026099815
2015-08,2133.414356407449
2015-09,2057.145912888518
2015-10,2219.0015353166073
2015-11,2202.124213802372
2015-12,2163.1095113197903
2016-01,2033.441466120127
2016-02,2020.240640111459
2016-03,2170.9771926009143
2016-04,2204.4035323268877
2016-05,2209.503858291809
2016-06,2196.828179397537
2016-07,2292.570970862317
2016-08,2301.6279977566164
2016-09,2316.6382443925836
2016-10,2278.1040938873675
2016-11,2296.4031151367476
2016-12,2347.303390049142
2017-01,2411.4576074123347
2017-02,2480.2194626976448
2017-03,2512.11476182615
2017-04,2552.568431
2017-05,2611.034025
2017-06,2623.915541
2017-07,2697.922755
2017-08,2709.713231
2017-09,2763.468886
2017-10,2821.148006
2017-11,2876.816969
2017-12,2924.258697
2018-01,3089.741561
2018-02,2960.887536
2018-03,2899.200759
2018-04,2927.8507433174764
2018-05,2934.859128532834
2018-06,2921.023465282758
2018-07,3010.2192470409914
2018-08,3035.517725726283
2018-09,3049.7706426919503
2018-10,2822.029753419248
2018-11,2864.479419749033
2018-12,2663.185677
2019-01,2874.531720031824
2019-02,2953.072865681919
2019-03,2992.1293975684466
2019-04,3094.395735838666
2019-05,2913.7857348289904
2019-06,3105.5221125120834
2019-07,3115.8495429946115
2019-08,3043.810736617226
2019-09,3109.362241751386
2019-10,3194.9521918337055
2019-11,3274.776416096052
2019-12,3391.5013874634355
2020-01,3355.19652358049
2020-02,3085.380341663956
2020-03,2671.458530827059
2020-04,2959.2109713853542
2020-05,3090.4629689803924
2020-06,3190.445890872678
2020-07,3360.9638094364846
2020-08,3568.3514960507987
2020-09,3454.6039603380204
2020-10,3371.4964126952764
2020-11,3787.705245177236
2020-12,3965.179319368843
2021-01,3947.947544482123
2021-02,4040.536849946492
2021-03,4150.3355142630735
2021-04,4333.659342924868
2021-05,4403.63989177434
2021-06,4463.606808
2021-07,4495.579844828604
2021-08,4609.956382186488
2021-09,4420.97183171745
2021-10,4647.886168625418
2021-11,4538.081094
2021-12,4721.588361734546
2022-01,4490.045674601773
2022-02,4375.233232103825
2022-03,4472.849696490806
2022-04,4116.427349830989
2022-05,4124.608446179567
2022-06,3778.4847202885126
2022-07,4043.8252443037163
2022-08,3896.259667283993
2022-09,3524.319365489827
2022-10,3738.7134428672052
2022-11,4029.926442814875
2022-12,3872.4947623263834
2023-01,4150.99272142411
2023-02,4033.8525556588447
2023-03,4160.74256977468
2023-04,4222.8679487721865
2023-05,4181.514003473742
2023-06,4426.765592720324
