Date,MSCI AC ASIA
1987-12,100.0
1988-01,105.3889110105003
1988-02,113.10593845702456
1988-03,121.56365590675053
1988-04,122.97926672023499
1988-05,117.5959934841425
1988-06,113.6979272789874
1988-07,118.80070779588416
1988-08,109.7985030444361
1988-09,114.38359668583492
1988-10,123.80767879162657
1988-11,134.484762653576
1988-12,135.33407590873003
1989-01,136.27461931471944
1989-02,138.79389790806815
1989-03,134.2399285885963
1989-04,134.38065240719143
1989-05,126.85379884258349
1989-06,121.04429159164796
1989-07,136.9110926064304
1989-08,127.74846630329628
1989-09,135.91847733126366
1989-10,132.42634841474444
1989-11,139.14002355385313
1989-12,139.16787566655884
1990-01,131.15595556500708
1990-02,118.43992831640305
1990-03,96.69245177474956
1990-04,97.59967684075374
1990-05,111.31683389257668
1990-06,106.58260839274847
1990-07,105.65751616677767
1990-08,95.05937963853346
1990-09,79.58969987380759
1990-10,97.93478929682533
1990-11,86.65965698133611
1990-12,90.75401691739724
1991-01,93.50056229402324
1991-02,105.28889516991595
1991-03,99.51197669093062
1991-04,101.75288791867503
1991-05,101.42926560180462
1991-06,94.46758049440587
1991-07,97.41721943756829
1991-08,92.29016914609458
1991-09,99.5339230496141
1991-10,103.64933038328104
1991-11,97.07106154004912
1991-12,100.28408848041116
1992-01,96.65528440857234
1992-02,89.68359584723828
1992-03,80.93146634823623
1992-04,76.88784651698914
1992-05,82.93802514161318
1992-06,76.51545343420604
1992-07,75.46617630454242
1992-08,86.50667741347223
1992-09,84.93022915867269
1992-10,82.52023887042427
1992-11,83.91159518059352
1992-12,82.5104066641052
1993-01,82.63663665488966
1993-02,86.42147247803105
1993-03,96.80372521081172
1993-04,112.8894902749996
1993-05,116.45280897738945
1993-06,114.66022869549728
1993-07,121.07064505816683
1993-08,124.67410849251424
1993-09,120.19743609735498
1993-10,123.0093841734563
1993-11,105.9598608782951
1993-12,114.0963598283965
1994-01,126.17135791265517
1994-02,129.49364138480178
1994-03,122.23838786162591
1994-04,127.36204091989711
1994-05,130.5303701285372
1994-06,134.93906647500418
1994-07,132.20257688557987
1994-08,134.94896900159705
1994-09,131.7786803794937
1994-10,135.08501638518342
1994-11,127.25171155319697
1994-12,127.71917901918887
1995-01,119.18252214878075
1995-02,116.36957780520987
1995-03,124.85779684900265
1995-04,129.45173943368033
1995-05,125.59827415809823
1995-06,120.46569164038658
1995-07,128.4741338056618
1995-08,123.16341142270372
1995-09,124.30964553019886
1995-10,118.3737785112957
1995-11,123.30695534385681
1995-12,129.58108713955139
1996-01,130.29040714539263
1996-02,128.8015348853702
1996-03,132.53967231189586
1996-04,139.47481317437118
1996-05,133.53580852692338
1996-06,133.6341379125022
1996-07,126.78174830322266
1996-08,123.2264489699323
1996-09,126.93014119228778
1996-10,120.03421465343338
1996-11,123.25848621229295
1996-12,117.00620731619644
1997-01,108.72130993272549
1997-02,110.7516710184817
1997-03,106.27905679476153
1997-04,108.42708689482748
1997-05,118.26229182422284
1997-06,125.85138915768415
1997-07,123.36075853490865
1997-08,109.53363922583678
1997-09,108.19113956703978
1997-10,94.45985510526573
1997-11,88.51288112313864
1997-12,83.86701138303275
1998-01,87.88020610452551
1998-02,92.08584449264809
1998-03,87.01207362341454
1998-04,84.85516716096625
1998-05,78.25915138563076
1998-06,77.23375669576109
1998-07,76.04262544931072
1998-08,66.94314666839524
1998-09,66.81878764063225
1998-10,78.76591689786197
1998-11,83.0041807722309
1998-12,85.89937255184392
1999-01,86.0960023308277
1999-02,84.26450858203413
1999-03,95.61896916114036
1999-04,102.49157622076405
1999-05,97.56353061134241
1999-06,108.3183415308559
1999-07,115.67876572927145
1999-08,115.76434140011399
1999-09,119.31827010050571
1999-10,124.18259481698381
1999-11,130.85095733046003
1999-12,139.52185947350833
2000-01,134.6676777368467
2000-02,131.34260060709244
2000-03,140.41547792086752
2000-04,129.35862076898886
2000-05,121.77872787539862
2000-06,129.64776161060118
2000-07,117.19315934743467
2000-08,122.44776972784251
2000-09,114.28810694374899
2000-10,107.0856568197612
2000-11,102.7142520907458
2000-12,98.02604895624563
2001-01,100.525003864673
2001-02,95.93841588081415
2001-03,90.81319081038686
2001-04,95.33579152317861
2001-05,95.12801106166496
2001-06,90.34459975496354
2001-07,84.49582599547887
2001-08,82.59895713437551
2001-09,73.47474192907661
2001-10,74.39489581286159
2001-11,77.68188439447914
2001-12,75.59922485217884
2002-01,72.3730149323371
2002-02,74.57267476930822
2002-03,79.13117407395107
2002-04,82.51314268793011
2002-05,85.47762594773612
2002-06,81.08062345867604
2002-07,76.1089894609192
2002-08,75.1592510080401
2002-09,70.52900175462993
2002-10,67.76722118113716
2002-11,70.75168770324773
2002-12,68.23156529552051
2003-01,66.37559698895546
2003-02,65.89726474505893
2003-03,62.94003844943394
2003-04,63.125448167874076
2003-05,66.85618983433996
2003-06,71.58576728281278
2003-07,75.37921537315994
2003-08,82.70522311877788
2003-09,86.42249706703437
2003-10,91.3213108339915
2003-11,88.97900843616934
2003-12,94.90866543995394
2004-01,97.78578308477385
2004-02,98.55521517295118
2004-03,107.32034862176768
2004-04,101.48267109366867
2004-05,97.97082776233525
2004-06,101.59027291201592
2004-07,96.59825921733352
2004-08,98.3633756795567
2004-09,97.73418395184657
2004-10,99.74540375595643
2004-11,105.69597255062418
2004-12,110.46518866134359
2005-01,108.8952657128714
2005-02,112.33268186791204
2005-03,109.16936679830374
2005-04,106.77943847626763
2005-05,107.03265833046642
2005-06,107.95016448664146
2005-07,110.98996461260721
2005-08,114.98827169485882
2005-09,125.09425137485933
2005-10,121.50245218455086
2005-11,127.8206906772364
2005-12,137.8378480305076
2006-01,145.73469117345803
2006-02,144.9102173664382
2006-03,148.31327515673024
2006-04,154.3726891213778
2006-05,144.17552022561551
2006-06,142.9217084054625
2006-07,142.4711794700071
2006-08,145.53290451553787
2006-09,145.5794138722901
2006-10,148.7412879552011
2006-11,153.2864344301682
2006-12,158.06738466075973
2007-01,158.30627355465302
2007-02,162.32960337912633
2007-03,162.272419089776
2007-04,162.81491160129906
2007-05,167.97160174896348
2007-06,170.9509384557574
2007-07,175.74288179764602
2007-08,171.77394101092648
2007-09,182.92433762100333
2007-10,191.20959525587298
2007-11,181.67514424932784
2007-12,177.49288141705128
2008-01,161.62088524491426
2008-02,166.47535647577374
2008-03,158.20094380833922
2008-04,170.33459211643233
2008-05,170.03519499955226
2008-06,154.56360696922576
2008-07,151.05138628223116
2008-08,143.1260687038253
2008-09,123.81554500833197
2008-10,100.69577062175655
2008-11,97.59850838054447
2008-12,106.19143101790584
2009-01,99.53974212415088
2009-02,89.46828502386208
2009-03,95.60943424937662
2009-04,107.75139796439856
2009-05,121.64318976784408
2009-06,122.52931567863885
2009-07,132.73028973551632
2009-08,133.41301261217265
