Date,FRONTIER EMERGING MARKETS
2002-11,1000.0
2002-12,985.5487326757873
2003-01,1007.5937695587263
2003-02,1001.3665016133567
2003-03,988.4132072780832
2003-04,1105.1958132203274
2003-05,1188.4718484097723
2003-06,1227.5220769045745
2003-07,1246.7288598078392
2003-08,1308.9244683260595
2003-09,1434.9107230687353
2003-10,1511.0654684179124
2003-11,1532.529378157171
2003-12,1761.9512563771884
2004-01,1761.8899725584263
2004-02,1796.2120171302197
2004-03,1764.1061499824634
2004-04,1741.2513631657453
2004-05,1690.7108994800283
2004-06,1720.4476041126047
2004-07,1771.5008675530803
2004-08,1778.3605570485333
2004-09,1887.0849642062635
2004-10,1934.5055665695033
2004-11,2091.585340608125
2004-12,2204.8458131530565
2005-01,2363.6063332476974
2005-02,2590.8560461272764
2005-03,2533.238808350802
2005-04,2557.763219215183
2005-05,2568.1582658928246
2005-06,2812.141169007999
2005-07,2851.9583889882897
2005-08,2980.3525375247455
2005-09,3202.703967667189
2005-10,3139.4231616789157
2005-11,3251.22271931088
2005-12,3296.97035930812
2006-01,3565.5164071947747
2006-02,3485.7440747774162
2006-03,3410.2948171083162
2006-04,3560.2491710378467
2006-05,3118.563934993926
2006-06,3029.615087558436
2006-07,3146.278902851768
2006-08,3305.5276460753043
2006-09,3344.0907900297584
2006-10,3549.4939770528995
2006-11,3524.9256066859884
2006-12,3665.5111979863996
2007-01,3737.4099960265303
2007-02,3811.4284605869557
2007-03,3919.65164530562
2007-04,4128.539160331827
2007-05,4431.159879826342
2007-06,4546.275827396481
2007-07,4817.619744485098
2007-08,4604.897559850582
2007-09,4975.64289662025
2007-10,5390.564377441268
2007-11,5205.652880307557
2007-12,5381.633385156122
2008-01,5097.727587409225
2008-02,5424.741450052635
2008-03,5105.696065648905
2008-04,5268.896290743497
2008-05,5279.677733507863
2008-06,5046.601659359669
2008-07,4963.904649247838
2008-08,4621.466084194156
2008-09,3942.4399722667586
2008-10,2779.355040467861
2008-11,2503.2569865800965
2008-12,2389.4466067187973
2009-01,2021.0985688395692
2009-02,1921.8291402718935
2009-03,2093.2406321434164
2009-04,2324.745946561429
2009-05,2712.9459132822767
2009-06,2768.8598189060194
2009-07,2904.9053110636946
2009-08,3055.0749908948246
2009-09,3205.103738106723
2009-10,3121.09611755747
2009-11,3014.6875635496726
2009-12,3007.0247438612328
2010-01,2956.07203474103
2010-02,3105.8009448442363
2010-03,3297.2521479670872
2010-04,3346.130689928484
2010-05,3108.7477455
2010-06,3096.5294894907406
2010-07,3306.7546072606933
2010-08,3385.325506564678
2010-09,3670.0759692453244
2010-10,3857.964102366109
2010-11,3697.038493610279
2010-12,3881.04735738431
2011-01,3719.2257769579473
2011-02,3569.8598774777515
2011-03,3630.8241405901076
2011-04,3737.9765734256193
