Date,EM ASEAN
1994-12,1000.0
1995-01,891.6188629953759
1995-02,978.1593026710575
1995-03,958.0946100742583
1995-04,950.6205840330374
1995-05,1082.1347399612537
1995-06,1076.7148927602623
1995-07,1087.485180943909
1995-08,1028.9658831524741
1995-09,1009.5820674473736
1995-10,971.9035296240088
1995-11,949.9837847946646
1995-12,1015.4379707774987
1996-01,1088.8685187711887
1996-02,1091.7406035641511
1996-03,1116.7197529497548
1996-04,1169.628382241998
1996-05,1157.222032959557
1996-06,1141.2077781654057
1996-07,1037.87355260715
1996-08,1082.7847150842804
1996-09,1099.828498324243
1996-10,1055.462002581467
1996-11,1105.0689713951763
1996-12,1096.3933821969767
1997-01,1120.1281638807989
1997-02,1130.9128214783489
1997-03,1074.984670092269
1997-04,973.3320442725005
1997-05,986.4872561507468
1997-06,965.4128619717915
1997-07,894.387445367229
1997-08,598.4391899937143
1997-09,587.5498024611953
1997-10,463.8575867871658
1997-11,379.28219079965953
1997-12,332.8064300012189
1998-01,309.7366398358812
1998-02,422.39607670046576
1998-03,418.14348614545327
1998-04,361.7790248332447
1998-05,291.65498007436435
1998-06,226.65770419826967
1998-07,217.33447558807762
1998-08,159.36520339462737
1998-09,162.7354833193448
1998-10,208.8138727300817
1998-11,259.6066411437937
1998-12,248.33569571224552
1999-01,247.97023515993942
1999-02,235.78022740143012
1999-03,247.12726137492646
1999-04,335.8929745494306
1999-05,341.056409483665
1999-06,399.95078737974217
1999-07,350.79120743362125
1999-08,322.7094453700957
1999-09,275.8121397390774
1999-10,320.8847972822379
1999-11,312.2240536657455
1999-12,359.43467269758094
2000-01,334.78912975868917
2000-02,275.3772128158744
2000-03,288.18210493057813
2000-04,264.4832309690304
2000-05,211.48923563020708
2000-06,199.95281236695
2000-07,182.6464328392303
2000-08,186.67321135725817
2000-09,162.41252842944454
2000-10,164.42614311169163
2000-11,164.36925451363655
2000-12,155.10362399105824
2001-01,174.62166908254216
2001-02,169.86756378170742
2001-03,150.56730204299183
2001-04,138.54752869132997
2001-05,139.25404335116423
2001-06,143.72391080231904
2001-07,154.9477159565756
2001-08,164.93516731836436
2001-09,144.28099982258723
2001-10,137.9478568946963
2001-11,147.77952768184213
2001-12,157.18512723459267
2002-01,172.45523423318275
2002-02,173.7530297598108
2002-03,184.71729617527612
2002-04,193.54004852535124
2002-05,190.03139208233384
2002-06,182.96774729629024
2002-07,178.70511484628494
2002-08,175.25723290944083
2002-09,159.77192411324685
2002-10,161.88974716978103
2002-11,160.48586839828818
2002-12,164.6387464930881
2003-01,168.7312525674422
2003-02,164.98143701323752
2003-03,164.1100575694023
2003-04,169.4945548752819
2003-05,184.65395058026823
2003-06,196.10611780775017
2003-07,200.92202724917675
2003-08,209.18721769049597
2003-09,218.52653866629822
2003-10,238.80072705008976
2003-11,233.5999327513982
2003-12,260.39224872907477
2004-01,262.9896168955929
2004-02,273.86389619778635
2004-03,269.24787756047056
2004-04,263.9246953058969
2004-05,252.34930228661224
2004-06,254.68412778905488
2004-07,258.3508654752985
2004-08,256.1367551022886
2004-09,270.4982733990108
2004-10,275.48995025760996
2004-11,301.23994363947696
2004-12,303.7670298644813
2005-01,315.5896673432198
2005-02,322.9756667365025
2005-03,305.6786097543942
2005-04,300.2224676522166
2005-05,300.9013610994025
2005-06,306.37617399701867
2005-07,323.23632708353415
2005-08,311.0986734147526
2005-09,320.0213695608316
2005-10,309.7387782837773
2005-11,313.2982903381545
2005-12,328.6846652265025
2006-01,354.81435083359827
2006-02,357.3437487166836
2006-03,368.7010577401687
2006-04,396.45855672517644
2006-05,368.87826900190265
2006-06,358.8042131726997
2006-07,375.5117834869984
2006-08,386.6576815271436
2006-09,396.99263603036076
2006-10,417.18742812652346
2006-11,452.40630539244273
2006-12,458.58003289195244
2007-01,476.74836436411687
2007-02,478.3943235071079
2007-03,498.6313479293784
2007-04,531.5582481269639
2007-05,558.2585157225097
2007-06,566.4221197909144
2007-07,600.5553813458072
2007-08,559.1337603906554
2007-09,607.5247682847057
2007-10,674.2658032303947
2007-11,655.0310383598754
2007-12,679.8027373180862
2008-01,659.227935995968
2008-02,690.9477585253888
2008-03,637.1718460434342
2008-04,632.2035631921086
2008-05,625.8928606461973
2008-06,575.4912056154822
2008-07,556.8716695974972
2008-08,528.2195811874003
2008-09,460.1022670909281
2008-10,333.47975953942046
2008-11,319.7223259393352
2008-12,355.18028036347766
2009-01,341.28883510571205
2009-02,329.22742877494676
2009-03,348.81808681322434
2009-04,416.1597495871176
2009-05,461.098313364713
2009-06,485.5952863791802
2009-07,548.6423988415474
2009-08,549.9635608794428
2009-09,592.466877996977
2009-10,590.1337713284717
2009-11,601.9604797130204
2009-12,623.8540050082487
2010-01,615.8192309537164
2010-02,618.8854812687293
2010-03,686.1457916620684
2010-04,709.4951166446742
2010-05,666.3929981810824
2010-06,695.2450414958604
