Date,AC AMERICAS
1987-12,100.0
1988-01,104.01259425850604
1988-02,108.53137476042704
1988-03,105.73811303930526
1988-04,106.81222544029497
1988-05,107.44063209621716
1988-06,112.66068608068119
1988-07,112.08426501381953
1988-08,108.27786792778421
1988-09,112.87020809507963
1988-10,116.24304563993277
1988-11,114.57625237086356
1988-12,116.64831941375141
1989-01,125.29531737673993
1989-02,121.84955000197134
1989-03,124.80748049369191
1989-04,131.82505527964108
1989-05,136.53445869767918
1989-06,135.62695879389457
1989-07,147.87438849648254
1989-08,150.12777880189967
1989-09,149.92455936774132
1989-10,146.98423627322657
1989-11,149.38014911824547
1989-12,153.0823264911573
1990-01,143.05476441904176
1990-02,145.2303640393394
1990-03,147.4951069583499
1990-04,144.40757123688707
1990-05,157.4905315749817
1990-06,156.8834169329757
1990-07,157.28573760509508
1990-08,143.31503762205608
1990-09,136.61409171895937
1990-10,135.8486801250459
1990-11,144.30607964323053
1990-12,148.44139224551844
1991-01,155.28071378555535
1991-02,166.216390236165
1991-03,170.35134181525456
1991-04,171.43842248402217
1991-05,179.28117557172328
1991-06,171.50041430299845
1991-07,179.61589260646278
1991-08,184.10853116250442
1991-09,180.89290107625212
1991-10,184.70083037906622
1991-11,177.3215219262601
1991-12,196.4558171683413
1992-01,194.90353809043862
1992-02,197.57988463593583
1992-03,194.26358255873828
1992-04,199.11164927590903
1992-05,200.04651430708398
1992-06,195.34783799417994
1992-07,203.20709729243094
1992-08,197.89049239264085
1992-09,198.74908577604103
1992-10,200.69456524662712
1992-11,206.12469321142083
1992-12,209.12138439821646
1993-01,210.43156411323275
1993-02,213.47859243588195
1993-03,218.4415034090545
1993-04,213.9936617502827
1993-05,219.3402324334731
1993-06,220.5374254265849
1993-07,220.5717248009739
1993-08,228.80559280660748
1993-09,226.45031975080136
1993-10,231.61741593738523
1993-11,230.89438479744848
1993-12,235.86890925910515
1994-01,247.01250384104148
1994-02,239.7513798151056
1994-03,228.90175943446476
1994-04,230.24593197463386
1994-05,234.74759970574593
1994-06,227.09052180398885
1994-07,235.9400819886607
1994-08,247.68580055295814
1994-09,244.40198757130065
1994-10,248.0051091557544
1994-11,239.42097142935054
1994-12,239.57287764176354
1995-01,242.77455297250677
1995-02,249.6313376852963
1995-03,255.7383387179174
1995-04,265.14604736858416
1995-05,275.34971440611633
1995-06,281.9373824718443
1995-07,291.28181702724993
1995-08,291.56287038944726
1995-09,303.0521379928713
1995-10,301.4983569348914
1995-11,314.31649852829605
1995-12,319.2903347739615
1996-01,332.0942149465669
1996-02,334.08244762740986
1996-03,337.73279406338787
1996-04,343.94352430808885
1996-05,353.1140711115944
1996-06,355.0621061267014
1996-07,339.8321041181929
1996-08,347.9895896419989
1996-09,366.62686261277213
1996-10,376.32204656502546
1996-11,403.47650283260515
1996-12,396.55018595757883
1997-01,424.0112780998911
1997-02,428.10730999301944
1997-03,409.62394578929644
1997-04,435.42076318613005
1997-05,461.10840081020547
1997-06,482.6205688865204
1997-07,519.8972741598428
1997-08,488.19702547535866
1997-09,515.1086668259551
1997-10,495.79293173383525
1997-11,517.6849907006489
1997-12,526.9690115914997
1998-01,529.8139543209114
1998-02,567.0006855984549
1998-03,597.5570055230567
1998-04,603.5490067380455
1998-05,588.8934349268346
1998-06,609.7180214453455
1998-07,603.534105787852
1998-08,513.0380565481066
1998-09,546.636086217542
1998-10,589.4837579663516
1998-11,629.1089894086186
1998-12,662.7510198163558
1999-01,689.5262888296688
1999-02,670.9710710350408
1999-03,701.4150897911288
1999-04,730.4337679225737
1999-05,713.1767358271728
1999-06,751.1355552344639
1999-07,726.969770932316
1999-08,721.6790745406711
1999-09,702.6028420319271
1999-10,747.8625444277345
1999-11,766.3600335868432
1999-12,823.8297043813049
2000-01,781.8687070470658
