Date,EUROPE & MIDDLE EAST
2010-05,1034.857410900696
2010-06,1027.4243896615496
2010-07,1145.4574404897023
2010-08,1104.3508038652903
2010-09,1225.667404073575
2010-10,1278.1338241134877
2010-11,1182.4450765593538
2010-12,1281.5609340177757
2011-01,1331.2665190682164
2011-02,1374.5110760441812
2011-03,1364.2150100721449
2011-04,1473.7204780179788
2011-05,1429.1666006140688
2011-06,1401.8254901218563
2011-07,1354.839926534029
2011-08,1218.9118170606316
2011-09,1085.1681589194257
2011-10,1216.7032800428003
2011-11,1161.9147885916907
2011-12,1144.2523143615567
2012-01,1198.7062061010213
2012-02,1274.0421249066392
2012-03,1267.6843351154282
2012-04,1241.329797160762
2012-05,1091.6055621102994
2012-06,1177.5305311398977
2012-07,1191.3240980257178
2012-08,1243.2732060120043
2012-09,1280.4821880314516
2012-10,1299.1709169599824
2012-11,1332.9635309032315
2012-12,1369.5743481527084
2013-01,1449.395722501074
2013-02,1410.3654359839077
2013-03,1408.8015736525817
2013-04,1471.824903589714
2013-05,1476.901754250378
2013-06,1406.3969485858784
2013-07,1509.462953983473
2013-08,1490.2038917560478
2013-09,1597.246651545973
2013-10,1665.2701686664798
2013-11,1685.9024287916834
2013-12,1723.5813993827792
2014-01,1658.0807137733848
2014-02,1779.7113387270895
2014-03,1763.6177752725755
2014-04,1809.1597364841357
2014-05,1828.7291357066688
2014-06,1827.9062369810554
2014-07,1759.5882060273032
2014-08,1766.7052233123427
2014-09,1701.4394409517188
2014-10,1656.863614545516
2014-11,1701.185150264973
2014-12,1629.008968541872
2015-01,1629.0009262287501
2015-02,1730.5785699964608
2015-03,1688.0818979396606
2015-04,1762.598663721253
2015-05,1752.1608798179527
2015-06,1699.2664567566799
2015-07,1753.9957950309931
2015-08,1629.1561500077673
2015-09,1552.592476425169
2015-10,1663.885264701836
2015-11,1633.8021621181667
2015-12,1592.8855533432884
2016-01,1487.9139361867292
2016-02,1461.8464499439494
2016-03,1553.629583774364
2016-04,1594.1731410708433
2016-05,1587.1585593772188
2016-06,1517.859684199213
2016-07,1581.8714849053556
2016-08,1586.037567366419
2016-09,1599.2318625988623
2016-10,1546.6754744008192
2016-11,1512.9247047046524
2016-12,1591.497539357769
2017-01,1624.4801625778646
2017-02,1644.7181322568176
2017-03,1712.219504638268
2017-04,1774.128467
2017-05,1862.880595
2017-06,1844.478755
2017-07,1898.726419
2017-08,1897.369638
2017-09,1960.377579
2017-10,1969.33993
2017-11,1973.825225
2017-12,2004.881808
2018-01,2113.233167
2018-02,1989.711061
2018-03,1967.12387
2018-04,2024.6209585217582
2018-05,1963.8201029152826
2018-06,1951.7958430254664
2018-07,2017.0840923523544
2018-08,1962.036410505187
2018-09,1968.9489985094217
2018-10,1819.1481049477386
2018-11,1803.3790476652862
2018-12,1719.0316050732852
2019-01,1833.4972896179802
2019-02,1894.656765378923
2019-03,1907.9577910991031
2019-04,1979.0245884188187
2019-05,1874.1741808633299
2019-06,2000.272376366959
2019-07,1962.5306996456115
2019-08,1912.8023559801738
2019-09,1964.8559154125167
2019-10,2028.3434118630428
2019-11,2059.7811809315713
2019-12,2139.3511905414766
2020-01,2087.2115880181727
2020-02,1894.471045192835
2020-03,1622.2595270399602
2020-04,1721.3248282345874
2020-05,1802.1856742467166
2020-06,1875.4921145524843
2020-07,1948.7079228439325
2020-08,2028.5921301609035
2020-09,1960.212456496527
2020-10,1850.9880800902436
2020-11,2164.862875794818
2020-12,2267.877963591506
2021-01,2235.9987453491026
2021-02,2290.4433023103525
2021-03,2362.393626630802
2021-04,2473.265854970151
2021-05,2578.304264091432
2021-06,2544.6422062951874
2021-07,2592.7665962705896
2021-08,2631.9538676601696
2021-09,2508.513068110951
2021-10,2622.601760908391
2021-11,2488.5054058253286
2021-12,2652.342821575184
2022-01,2530.139017444008
2022-02,2460.166504557097
2022-03,2460.5904348709614
2022-04,2321.6546236549425
2022-05,2342.4808134159252
2022-06,2110.4239961467033
2022-07,2215.4989325979936
2022-08,2080.693359211702
2022-09,1899.2070001159534
2022-10,2035.967315252509
2022-11,2263.7579287823623
2022-12,2263.3278332354967
2023-01,2458.9837487419213
2023-02,2443.062506026011
2023-03,2503.897899179895
2023-04,2610.277618818777
2023-05,2462.5519072402767
2023-06,2580.592570315996
