Date,ANDEAN
2021-01,4992.937474058916
2021-02,5347.1538095024025
2021-03,5372.754926218588
2021-04,5028.241036005163
2021-05,5028.374215826014
2021-06,4890.479620522184
2021-07,4676.071359643295
2021-08,5087.790968001969
2021-09,4828.450031251217
2021-10,4921.833771784491
2021-11,4756.401769595364
2021-12,4613.101100318247
2022-01,5159.800485532399
2022-02,5437.142918625765
2022-03,6091.23030933925
2022-04,5299.9801012134885
2022-05,5987.479954474227
2022-06,4773.391494095779
2022-07,5136.004902114429
2022-08,5146.956618178024
2022-09,4694.367468369109
2022-10,4993.433330347106
2022-11,5364.027451489602
2022-12,5220.340002213112
2023-01,5687.638621280751
2023-02,5380.460109528181
2023-03,5438.582399218037
2023-04,5409.747893957746
2023-05,5239.871841738896
2023-06,5745.962521765508
