Date,EFM ASIA
2011-07,1000.4369723126133
2011-08,896.7235871671488
2011-09,784.0082218833629
2011-10,877.5581805459387
2011-11,803.4643075133166
2011-12,808.5390190286455
2012-01,894.0882758554184
2012-02,945.8129019721769
2012-03,916.388594278377
2012-04,915.2791749695763
2012-05,828.7669925934732
2012-06,850.0617462645107
2012-07,867.9641266157556
2012-08,862.444300625344
2012-09,925.2636055008174
2012-10,921.2829950014518
2012-11,946.7922312847954
2012-12,979.8604359868723
2013-01,990.7207361981799
2013-02,990.4543238005751
2013-03,967.5219100915526
2013-04,981.8615155887065
2013-05,974.1261505544547
2013-06,917.605404986613
2013-07,930.4013449065438
2013-08,919.4718362588226
2013-09,967.5873504478512
2013-10,1014.2244014029371
2013-11,1015.8589786151925
2013-12,1003.1915261582742
2014-01,956.0475407324273
2014-02,987.3905363820899
2014-03,1001.3214792375203
2014-04,1003.3281516919628
2014-05,1044.5336788196323
2014-06,1073.9233953871137
2014-07,1111.1173917700469
2014-08,1123.4960471147417
2014-09,1059.1038981545942
2014-10,1074.5443144306494
2014-11,1076.211451206715
2014-12,1056.6848442936314
2015-01,1081.9991618865688
2015-02,1107.928127391245
2015-03,1111.3704277955294
2015-04,1188.6981840408512
2015-05,1156.2340595756746
2015-06,1111.3962424387423
2015-07,1033.0767445133195
2015-08,938.4927114057232
2015-09,924.1086710756514
2015-10,995.6291806667597
2015-11,962.7255031634005
2015-12,956.3857821042536
2016-01,886.664173076619
2016-02,875.2240397053981
2016-03,974.8789964729414
2016-04,962.8867332163903
2016-05,951.6059342292724
2016-06,979.7700944840044
2016-07,1027.597229441713
2016-08,1069.1349861175586
2016-09,1083.5936583887164
2016-10,1068.02222539568
2016-11,1032.729097530442
2016-12,1019.3887192738955
2017-01,1078.818695901548
2017-02,1117.8912584285056
2017-03,1155.1568769434368
2017-04,1179.949805
2017-05,1233.238377
2017-06,1255.779092
2017-07,1326.58157
2017-08,1345.535266
2017-09,1345.653435
2017-10,1416.933013
2017-11,1419.51281
2017-12,1460.060059
2018-01,1577.209662
2018-02,1493.370329
2018-03,1473.851038
2018-04,1474.6715539097738
2018-05,1454.4493165383271
2018-06,1388.160942124001
2018-07,1398.8898614185025
2018-08,1387.9174111151337
2018-09,1364.9004218339755
2018-10,1216.1049579079504
2018-11,1278.676509150195
2018-12,1238.957493406908
2019-01,1329.481855688372
2019-02,1352.247492003577
2019-03,1376.8848180706698
2019-04,1401.614181339591
2019-05,1279.2352343956106
2019-06,1361.0831632408933
2019-07,1340.9509031211746
2019-08,1291.0632522111487
2019-09,1317.0019857237958
2019-10,1375.7236223696875
2019-11,1382.8876106217224
2019-12,1481.39316934671
2020-01,1415.0179942123586
2020-02,1374.329649735859
2020-03,1212.9299056965788
2020-04,1324.467895501144
2020-05,1321.4688990782379
2020-06,1430.4942870965976
2020-07,1569.4079855929713
2020-08,1620.642193075325
2020-09,1603.035521558277
2020-10,1656.133201390151
2020-11,1780.0107329751497
2020-12,1906.4848052999034
2021-01,1989.2377959275682
2021-02,2008.250491045212
2021-03,1948.9210677861292
2021-04,1996.4094471693872
2021-05,2021.6386852895819
2021-06,2024.5533747930717
2021-07,1861.8064458538488
2021-08,1911.5384869463464
2021-09,1833.4929357505755
2021-10,1857.1958139086823
2021-11,1790.043705
2021-12,1817.0094865915808
2022-01,1753.7684663657867
2022-02,1712.733458760963
2022-03,1659.8783935055803
2022-04,1575.4177465889131
2022-05,1581.2640065817386
2022-06,1505.9422194558442
2022-07,1488.0738905963924
2022-08,1494.3961735494477
2022-09,1297.538903749138
2022-10,1221.0964093570506
2022-11,1448.5813993049755
2022-12,1437.252028546396
2023-01,1561.3463827629607
2023-02,1454.0236592570932
2023-03,1506.9624345612185
2023-04,1471.6569918294986
2023-05,1456.5399504270933
2023-06,1497.5789709931053
