Date,EFM ASIA
2002-05,289.42851090387876
2002-06,276.3757593005693
2002-07,264.60759660435696
2002-08,261.407055259802
2002-09,228.719141280575
2002-10,239.58646004141067
2002-11,256.03159011906223
2002-12,237.7603053765211
2003-01,240.86653442430915
2003-02,227.1194903893494
2003-03,214.65574548327928
2003-04,224.85033457040572
2003-05,242.91903408041233
2003-06,262.5694723176814
2003-07,286.31518344068525
2003-08,306.4541415110143
2003-09,302.2557216698859
2003-10,332.39917743198123
2003-11,326.652023211918
2003-12,349.0499590218808
2004-01,370.27290456988067
2004-02,385.6703105622837
2004-03,384.44615751196227
2004-04,361.591462660994
2004-05,347.22632064548765
2004-06,342.4957433283125
2004-07,329.3654446288169
2004-08,344.978802383911
2004-09,359.48968228660596
2004-10,364.30804863312517
2004-11,398.78349370735515
2004-12,412.75262317518894
2005-01,420.0732456555774
2005-02,449.58403567354276
2005-03,425.4612012572497
2005-04,413.68659404987363
2005-05,430.5429733757436
2005-06,441.8631112293715
2005-07,471.3797187512063
2005-08,456.07341589862096
2005-09,484.2053431996723
2005-10,450.099227699036
2005-11,488.4911482875985
2005-12,527.8175252957041
2006-01,568.8486693980828
2006-02,566.3108211323663
2006-03,573.9491216048159
2006-04,615.5434385132817
2006-05,569.5467432927741
2006-06,566.0390126472964
2006-07,565.3800398737479
2006-08,586.3512725715664
2006-09,607.7729685140619
2006-10,623.1785954260997
2006-11,673.8474775234521
2006-12,699.9739816097579
2007-01,684.746888625064
2007-02,685.3573335471835
2007-03,699.0791018307821
2007-04,731.1330250320511
2007-05,779.0457365941932
2007-06,827.2481217610986
2007-07,893.348273781749
2007-08,881.6213643169573
2007-09,987.3645330050703
2007-10,1099.2704422530635
2007-11,1000.0000000000003
2007-12,993.9804888804276
2008-01,851.9430529970458
2008-02,914.6574372390528
2008-03,853.3544179581384
2008-04,924.2922586575403
2008-05,887.7241620929024
2008-06,777.2769177497553
2008-07,771.9660409417603
2008-08,718.1474363386104
2008-09,599.2603781592481
2008-10,455.12893088604073
2008-11,422.92199505304774
2008-12,470.2999204017441
2009-01,440.592329459147
2009-02,412.3268807216775
2009-03,477.9638262110032
2009-04,557.7479067993934
2009-05,642.2700000355967
2009-06,640.5561548952365
2009-07,722.3741066414879
2009-08,703.07321277727
2009-09,767.5905244262098
2009-10,760.2766547577901
2009-11,783.3265629319312
2009-12,818.9091796138969
2010-01,770.4481685578369
2010-02,770.9411132944745
2010-03,830.4463440070095
2010-04,850.1460412089665
2010-05,777.2541086834447
2010-06,788.050510647563
2010-07,833.0223665204893
2010-08,821.1890674501321
2010-09,913.3591907117815
2010-10,937.3696661850329
2010-11,919.7002200753249
2010-12,977.3599158395064
2011-01,963.6148974182753
2011-02,925.6936172722005
2011-03,991.8184540066725
2011-04,1029.3270042438035
2011-05,1013.4092687863573
2011-06,992.253382818655
