Date,ACWI ex NEW ZEALAND
2013-12,2105.9619459860205
2014-01,2022.142104693436
2014-02,2120.8132204903864
2014-03,2131.310724343526
2014-04,2152.691732111071
2014-05,2200.4362107027114
2014-06,2242.8288014974014
2014-07,2216.3103281057797
2014-08,2266.2153455718917
2014-09,2193.6328189451215
2014-10,2209.5890462811985
2014-11,2247.510202459432
2014-12,2205.021225117374
2015-01,2171.0525477545407
2015-02,2292.9259416116615
2015-03,2258.7856602163433
2015-04,2325.4525366881426
2015-05,2324.305574130837
2015-06,2270.6753388690177
2015-07,2291.2139606717733
2015-08,2135.065242667124
2015-09,2058.6489312202325
2015-10,2220.696420068312
2015-11,2203.373353218594
2015-12,2164.4795689840203
2016-01,2034.4731482004127
2016-02,2021.543668063602
2016-03,2172.658857559516
2016-04,2206.000014782537
2016-05,2210.6550122297185
2016-06,2198.3821102267357
2016-07,2293.7022748550075
2016-08,2302.5065329423783
2016-09,2317.6277759292425
2016-10,2278.907157192824
2016-11,2297.3960747615965
2016-12,2348.0062074116436
2017-01,2412.6282954916987
2017-02,2481.4268381245215
2017-03,2513.5437167268933
2017-04,2553.888022
2017-05,2612.551036
2017-06,2625.445537
2017-07,2699.770773
2017-08,2711.479289
2017-09,2764.911998
2017-10,2823.085162
2017-11,2879.048965
2017-12,2926.335599
2018-01,3092.070284
2018-02,2963.457594
2018-03,2901.784106
2018-04,2931.153197455068
2018-05,2937.28195545594
2018-06,2922.4960017301164
2018-07,3011.6478078503787
2018-08,3036.576003118361
2018-09,3051.0841821170575
2018-10,2823.126085212868
2018-11,2865.7111262855415
2018-12,2664.924973
2019-01,2876.207578109346
2019-02,2954.417057644547
2019-03,2993.3091393893123
2019-04,3096.0246692364476
2019-05,2914.862254980018
2019-06,3107.1167204469284
2019-07,3117.2061678526757
2019-08,3044.7882476153495
2019-09,3110.2946268518785
2019-10,3196.2388209934707
2019-11,3275.4668298590573
2019-12,3392.1329288754496
2020-01,3355.5057762649044
2020-02,3085.701481618389
2020-03,2670.9317026595663
2020-04,2958.414174884914
2020-05,3088.9024978838543
2020-06,3188.71117593801
2020-07,3358.6206407255486
2020-08,3565.611103432618
2020-09,3452.0826292757342
2020-10,3368.926954008578
2020-11,3785.423163010659
2020-12,3962.726954648692
2021-01,3945.6051567585223
2021-02,4038.5969963491916
2021-03,4148.721329685491
2021-04,4331.842687916035
2021-05,4401.875925678218
2021-06,4461.378553
2021-07,4493.445862120034
2021-08,4607.263754804958
2021-09,4418.849020331739
2021-10,4645.6193453684555
2021-11,4535.261911
2021-12,4718.222564511853
2022-01,4487.622786070021
2022-02,4372.899177151109
2022-03,4470.200024489792
2022-04,4114.102408445139
2022-05,4121.880166613304
2022-06,3776.0847978320985
2022-07,4041.119624623456
2022-08,3893.9091517035827
2022-09,3522.8178369761767
2022-10,3736.29481450222
2022-11,4027.712479459652
2022-12,3870.703853153732
2023-01,4149.102484140261
2023-02,4031.652489511134
2023-03,4158.750901383233
2023-04,4220.521289780084
2023-05,4178.500500176122
2023-06,4423.040474516205
