Date,MSCI ACWI ex RUSSIA
1998-12,453.87075847096617
1999-01,462.91400839587476
1999-02,451.06560823151
1999-03,471.7134005156582
1999-04,492.0097804302476
1999-05,475.0304587848201
1999-06,498.87268044878545
1999-07,496.6245338971298
1999-08,496.2175860243495
1999-09,490.93394061353536
1999-10,515.4495894292658
1999-11,531.3319167747461
1999-12,575.1978922356072
2000-01,543.8878599948582
2000-02,545.68290103465
2000-03,581.6278010244388
2000-04,555.5640592432522
2000-05,541.7495467725358
2000-06,560.170424777962
2000-07,543.392742262515
2000-08,560.3724029683692
2000-09,529.6307640173419
2000-10,519.0783261541991
2000-11,487.0474402868407
2000-12,494.98380518289173
2001-01,507.44513220377877
2001-02,464.80002764987444
2001-03,433.49951701053675
2001-04,465.06766427922145
2001-05,459.776383389761
2001-06,445.55200590955224
2001-07,438.715840905339
2001-08,418.499184387805
2001-09,380.3188339430624
2001-10,388.33396442961595
2001-11,412.17428617487906
2001-12,415.98599923269796
2002-01,404.51628814965153
2002-02,401.5859918639281
2002-03,419.6408423658048
2002-04,406.2579245866546
2002-05,406.81884075578324
2002-06,382.0217201835088
2002-07,349.99473421495657
2002-08,350.88193626565663
2002-09,312.3388553379814
2002-10,335.33059431585446
2002-11,353.709820897972
2002-12,336.8283818054203
2003-01,327.0008062895455
2003-02,321.2071619505645
2003-03,320.032443107543
2003-04,348.53607993983536
2003-05,368.7573707810939
2003-06,375.7916741237109
2003-07,384.2167909696526
2003-08,393.2433725951228
2003-09,395.7028441165459
2003-10,419.82690250242007
2003-11,426.20503100188324
2003-12,453.24804627929717
2004-01,460.9695462764899
2004-02,469.4047965658753
2004-03,466.7463308959024
2004-04,456.2072348083782
2004-05,460.1125692704912
2004-06,469.4359533942927
2004-07,454.60647641468955
2004-08,457.4812115191603
2004-09,467.06769478838936
2004-10,478.57176576562193
2004-11,504.985323969846
2004-12,524.7440725333141
2005-01,513.6767508643228
2005-02,531.6337117376809
2005-03,520.1954513470166
2005-04,509.03821356739144
2005-05,518.9276070438481
2005-06,524.3713385458266
2005-07,543.8066264767505
2005-08,547.987104635914
2005-09,564.390053738005
2005-10,549.3959263898789
2005-11,569.598081157688
2005-12,583.7022475153118
2006-01,612.2722132949373
2006-02,611.4391882379748
2006-03,624.5968925794543
2006-04,645.4625473677207
2006-05,620.7569305056347
2006-06,620.6432165564602
2006-07,624.9323594803016
2006-08,641.3721833963505
2006-09,649.4657643495933
2006-10,674.0168255793841
2006-11,692.9624388565913
2006-12,708.5598233215595
2007-01,716.1514149142099
2007-02,712.7357272370124
2007-03,727.197148594617
2007-04,760.2887617158488
2007-05,784.2388048129021
2007-06,781.6013079492963
2007-07,769.4263774773027
2007-08,767.876822766468
2007-09,809.1409679314716
2007-10,840.3908061816887
2007-11,803.0476495897592
2007-12,793.8789996605364
2008-01,729.774354036214
2008-02,731.6267376277286
2008-03,721.2519739065167
2008-04,762.2578954895846
2008-05,773.8116970263455
2008-06,710.4171468534882
2008-07,693.4229468671797
2008-08,679.7416671600439
2008-09,595.8059768531486
2008-10,478.6822606818669
2008-11,447.93062422634705
2008-12,464.7033515142875
2009-01,425.2047952897774
2009-02,383.6374015196831
2009-03,415.1771057882886
2009-04,464.2935411717627
2009-05,510.3787931606927
2009-06,508.3156041605511
2009-07,553.2771608767749
2009-08,573.3441286729345
2009-09,599.4061255150365
2009-10,589.9833592097647
2009-11,614.5989734097818
2009-12,627.448132491275
2010-01,600.1061295332198
2010-02,608.3224118370786
2010-03,647.576232190245
2010-04,649.048839370221
2010-05,588.1714381187801
2010-06,570.3159308126252
2010-07,616.7467399844634
2010-08,595.4536414846112
2010-09,652.8202128355583
2010-10,676.475452489353
2010-11,661.5818379270002
2010-12,710.010742382231
2011-01,721.16000217147
2011-02,742.2347778392608
2011-03,741.4318215709849
2011-04,772.4686794785322
2011-05,756.8996081534733
2011-06,745.1270862722017
2011-07,732.9800333740885
2011-08,680.1778207737552
2011-09,617.0124857048648
2011-10,682.8601221145897
2011-11,662.6004133619624
2011-12,662.1098925244625
2012-01,700.3171150145918
2012-02,735.6281263762678
2012-03,741.311207843186
2012-04,733.4188352075578
2012-05,668.9419015517298
2012-06,702.1093808279794
2012-07,711.8782244407046
2012-08,727.7863512797431
2012-09,750.889692078015
2012-10,746.2371501473972
2012-11,756.215650660412
2012-12,773.4908242673381
2013-01,809.2449687638317
2013-02,809.85279911327
2013-03,825.3787556925616
2013-04,849.8129334012438
2013-05,848.3044714610681
2013-06,823.9335649026838
2013-07,863.7182349200533
2013-08,845.9849826213408
2013-09,889.7295702029385
2013-10,925.6855488091118
2013-11,939.6088108846037
2013-12,956.1526026949322
2014-01,918.5042506919427
2014-02,963.7442959516444
2014-03,968.7046829476216
2014-04,978.8376826767869
2014-05,1000.0
2014-06,1019.0546583300373
2014-07,1007.4281208519334
2014-08,1030.2988347130529
2014-09,997.4249809939724
2014-10,1004.8130470738248
2014-11,1022.6616891753458
2014-12,1004.2791762417868
2015-01,988.7765891945819
2015-02,1043.7075676141783
2015-03,1028.206994583135
2015-04,1057.9740081864566
2015-05,1057.6804368675348
2015-06,1033.2616890640147
2015-07,1042.8591163763476
2015-08,971.747257523072
2015-09,936.9996260303891
2015-10,1010.8416794739821
2015-11,1002.8951759048327
2015-12,985.5370500025734
2016-01,926.1616387109858
2016-02,920.2272267367811
2016-03,988.8192539434297
2016-04,1003.7613888645468
2016-05,1006.1188057559741
2016-06,1000.4404466097963
2016-07,1043.9355553038488
2016-08,1047.8709805121566
2016-09,1054.617215112846
2016-10,1036.8700499254421
2016-11,1045.0875717791612
2016-12,1067.6103584130537
2017-01,1097.1841665345328
2017-02,1128.9181211673395
2017-03,1143.441315479757
2017-04,1161.876414
2017-05,1188.971952
2017-06,1195.054181
2017-07,1228.814005
2017-08,1233.783986
2017-09,1257.961571
2017-10,1284.571079
2017-11,1309.958553
2017-12,1331.450152
2018-01,1406.477716
2018-02,1347.650302
2018-03,1319.709351
2018-04,1333.5476402687184
2018-05,1336.3117346571817
2018-06,1329.5496307033052
2018-07,1370.0081546118404
2018-08,1381.8216983383857
2018-09,1387.9112843217283
2018-10,1284.037586869585
2018-11,1303.5741053641732
2018-12,1212.0688874582238
2019-01,1307.8435078948355
2019-02,1343.7097182411208
2019-03,1361.4693074218396
2019-04,1408.1388396876735
2019-05,1325.1937693193013
2019-06,1412.4332974097822
2019-07,1417.032550235757
2019-08,1384.2235478293003
2019-09,1413.914578392717
2019-10,1452.5926707871315
2019-11,1488.8948496533742
2019-12,1541.6112905133543
2020-01,1525.1127320200426
2020-02,1402.9835151140085
2020-03,1215.0411424676086
2020-04,1345.782513940919
2020-05,1404.895927692902
2020-06,1450.6985329062582
2020-07,1528.1313875622432
2020-08,1622.5777021860254
2020-09,1571.1290509563164
2020-10,1533.6692321249645
2020-11,1722.8306078525907
2020-12,1803.095655235246
2021-01,1795.4924347505405
2021-02,1837.6051066967916
2021-03,1887.4812582338245
2021-04,1971.1316970795144
2021-05,2002.238721637138
2021-06,2029.037372
2021-07,2043.694794493563
2021-08,2095.393741961047
2021-09,2008.7967980243945
2021-10,2111.9194809271576
2021-11,2062.54421
2021-12,2146.2568971922774
2022-01,2041.573752176939
2022-02,1993.3968818669623
2022-03,2041.5443402626956
2022-04,1878.8991283205225
2022-05,1882.4332048175427
2022-06,1724.5264430598575
2022-07,1845.5644633752022
2022-08,1778.3396779150135
2022-09,1608.847016425339
2022-10,1706.3474255438014
2022-11,1839.4804764410922
2022-12,1767.8262710966228
2023-01,1894.9828222804886
2023-02,1841.3384537203551
2023-03,1899.3899240240498
2023-04,1927.5919909635966
2023-05,1908.3207357283377
2023-06,2019.963410761221
